approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
pseudorandom,40,16,10,1,9558.91,1661.43,784.73,950.44,8.88,55513.0,TraCI requested termination.,7470.215,4.53976,1779.481983,8001,0,0,1118,5,218,325,570,589
pseudorandom,40,16,10,2,9591.7,1568.69,693.11,856.33,8.35,47285.0,TraCI requested termination.,8833.407,2.90771,1420.867735,8001,0,0,1196,15,245,406,530,615
pseudorandom,40,16,10,3,9504.59,1593.69,746.38,909.73,5.97,52926.0,TraCI requested termination.,8818.545,3.55229,1445.943067,8001,0,0,1228,13,455,307,453,585
pseudorandom,40,16,10,4,9746.15,1664.31,782.31,943.31,5.81,49150.0,TraCI requested termination.,8350.593,3.29917,1594.632261,8001,0,0,1127,4,271,377,475,585
pseudorandom,40,16,10,5,9607.28,1500.58,627.17,789.85,5.21,47387.0,TraCI requested termination.,7734.502,3.33402,1552.288434,8001,0,0,1139,17,189,346,587,592
pseudorandom,40,25,10,1,9553.91,1736.35,838.19,1002.06,5.98,57473.0,TraCI requested termination.,13608.917,2.63599,1020.841335,8001,0,0,1170,11,266,327,566,608
pseudorandom,40,25,10,2,9434.87,1357.23,504.06,662.84,6.07,47101.0,TraCI requested termination.,13025.511,1.95777,833.686525,8001,0,0,1067,12,224,299,532,593
pseudorandom,40,25,10,3,9448.98,1322.65,468.4,625.02,8.24,44099.0,TraCI requested termination.,11600.754,1.93944,912.227171,8001,0,0,1131,9,361,270,491,572
pseudorandom,40,25,10,5,9549.14,1373.08,515.29,674.1,5.12,41650.0,TraCI requested termination.,12673.033,1.5821,866.880407,8001,0,0,1096,13,247,371,465,581
pseudorandom,40,36,10,1,9469.07,1337.17,475.65,633.48,5.97,43292.0,TraCI requested termination.,17083.807,1.26974,626.246246,8001,0,0,1065,15,244,279,527,656
pseudorandom,40,36,10,2,9303.33,1256.62,416.63,573.18,6.65,37491.0,TraCI requested termination.,16848.103,0.943192,596.758341,8001,0,0,1015,14,205,307,489,600
pseudorandom,40,36,10,3,9449.07,1374.98,500.57,659.66,5.46,43270.0,TraCI requested termination.,18367.136,1.17982,598.962244,8001,0,0,1009,6,225,303,475,592
pseudorandom,40,36,10,4,9368.71,1200.24,355.76,507.5,5.51,37276.0,TraCI requested termination.,17655.772,0.887868,543.906718,8001,0,0,1028,10,269,219,530,597
pseudorandom,40,36,10,5,9559.97,1351.95,487.85,647.27,5.68,39631.0,TraCI requested termination.,18759.316,0.961176,576.618785,8001,0,0,1076,5,254,258,559,637
pseudorandom,40,49,10,1,9377.84,1271.86,416.83,570.54,5.84,42417.0,TraCI requested termination.,24748.966,0.841126,411.176451,8001,0,0,1000,5,183,310,502,583
pseudorandom,40,49,10,2,9276.28,1281.75,428.73,584.71,8.29,41556.0,TraCI requested termination.,23806.831,0.838247,430.771067,8001,0,0,1028,15,244,259,510,572
pseudorandom,40,49,10,3,9298.45,1420.71,557.64,715.29,5.45,50754.0,TraCI requested termination.,25245.991,1.1548,450.253626,8001,0,0,1044,13,238,284,509,619
pseudorandom,40,49,10,4,9287.81,1288.68,431.87,585.72,5.78,43407.0,TraCI requested termination.,25574.96,0.85267,403.156642,8001,0,0,1037,10,247,294,486,576
pseudorandom,40,9,10,1,9968.45,2539.82,1592.97,1772.56,5.13,83990.0,TraCI requested termination.,4993.37,12.4946,4069.617513,8001,0,0,1333,11,452,289,581,629
pseudorandom,40,9,10,2,9932.85,1735.92,849.61,1016.48,33.51,54670.0,TraCI requested termination.,4563.714,7.24629,3043.37235,8001,0,0,1144,14,285,324,521,598
pseudorandom,40,9,10,3,9855.45,1812.29,922.38,1094.8,5.29,56239.0,TraCI requested termination.,5407.376,6.40588,2681.545541,8001,0,0,1225,7,365,311,542,619
pseudorandom,40,9,10,4,9769.25,2055.76,1141.75,1311.72,8.23,66623.0,TraCI requested termination.,5225.398,8.61619,3147.724824,8001,0,0,1172,5,221,339,607,594
pseudorandom,40,9,10,5,9911.16,2168.7,1267.95,1438.12,5.28,67330.0,TraCI requested termination.,4973.376,9.19496,3488.925631,8001,0,0,1203,5,261,354,583,576
pseudorandom,40,16,15,1,9982.88,2732.94,1742.33,1924.14,13.1,75785.0,TraCI requested termination.,11572.12,4.68237,1889.565698,8001,0,0,1900,3,387,642,868,612
pseudorandom,40,16,15,2,9970.45,2482.3,1509.29,1686.52,8.8,56462.0,TraCI requested termination.,13273.513,2.62643,1496.279244,8001,0,0,2022,4,491,648,879,606
pseudorandom,40,16,15,3,9895.72,2304.6,1381.93,1558.1,6.57,66661.0,TraCI requested termination.,12485.799,3.60898,1476.808973,8001,0,0,1829,6,727,426,670,619
pseudorandom,40,16,15,4,10315.49,2670.07,1681.05,1862.79,5.71,57432.0,TraCI requested termination.,12615.275,2.84037,1693.441166,8001,0,0,1742,8,449,534,751,619
pseudorandom,40,16,15,5,10083.39,2209.63,1239.7,1415.07,5.55,55023.0,TraCI requested termination.,11756.787,2.84287,1503.748686,8001,0,0,1785,12,327,516,930,606
pseudorandom,40,25,15,1,9973.22,2656.38,1658.05,1834.52,5.79,67888.0,TraCI requested termination.,20025.684,2.31143,1061.323448,8001,0,0,1848,4,383,546,915,622
pseudorandom,40,25,15,2,9780.98,2050.39,1105.82,1273.16,7.68,60494.0,TraCI requested termination.,19313.62,2.01381,849.407724,8001,0,0,1773,13,411,507,842,623
pseudorandom,40,25,15,3,9801.55,1790.02,857.31,1023.74,10.16,45242.0,TraCI requested termination.,17894.382,1.3212,800.3617,8001,0,0,1730,11,538,438,743,619
pseudorandom,40,25,15,4,10139.55,2348.91,1366.29,1540.86,5.84,67820.0,TraCI requested termination.,21716.468,2.12834,865.408086,8001,0,0,1826,9,603,436,778,630
pseudorandom,40,25,15,5,9976.41,2113.32,1159.08,1330.42,5.89,60093.0,TraCI requested termination.,19362.781,1.98799,873.254777,8001,0,0,1739,10,402,587,740,643
pseudorandom,40,36,15,1,9834.57,1966.51,1018.34,1183.09,6.1,55980.0,TraCI requested termination.,26479.652,1.29836,594.192477,8001,0,0,1774,11,465,472,826,606
