approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
greedy,60,16,10,1,9556.28,1310.43,461.92,623.51,9.36,38315.0,TraCI requested termination.,3412.432,4.89827,3072.507818,8001,0,0,1346,13,345,217,771,609
greedy,60,16,10,2,9569.03,1333.86,477.06,638.42,7.48,40492.0,TraCI requested termination.,3342.901,5.65138,3192.512432,8001,0,0,1319,8,365,208,738,588
greedy,60,16,10,3,9621.18,1362.38,497.6,659.04,7.49,42309.0,TraCI requested termination.,3515.646,5.89052,3100.542262,8001,0,0,1280,9,363,219,689,655
greedy,60,16,10,4,9583.83,1312.53,459.55,620.84,7.24,38489.0,TraCI requested termination.,3500.831,4.82428,2999.737491,8001,0,0,1252,8,359,186,699,606
greedy,60,16,10,5,9573.26,1337.18,484.69,645.77,7.89,38209.0,TraCI requested termination.,3273.368,5.07398,3268.439418,8001,0,0,1331,14,379,215,723,611
greedy,60,25,10,1,9415.58,1310.08,463.4,623.44,7.54,36948.0,TraCI requested termination.,4407.957,3.48189,2377.9565,8001,0,0,1362,9,330,270,753,588
greedy,60,25,10,2,9385.5,1319.67,479.75,638.19,7.48,38857.0,TraCI requested termination.,4433.53,3.89238,2381.556232,8001,0,0,1408,9,339,284,776,606
greedy,60,25,10,3,9434.77,1297.97,450.74,610.11,7.14,37103.0,TraCI requested termination.,4001.493,3.8743,2595.302054,8001,0,0,1376,5,347,273,751,617
greedy,60,25,10,4,9413.44,1323.25,476.38,634.0,7.35,39718.0,TraCI requested termination.,4406.908,4.11127,2402.435449,8001,0,0,1345,11,333,273,728,604
greedy,60,25,10,5,9458.9,1302.17,447.99,609.54,6.78,38672.0,TraCI requested termination.,4333.305,3.93972,2404.319105,8001,0,0,1394,10,331,259,794,605
greedy,60,36,10,1,9508.33,1295.73,415.41,576.58,6.75,40739.0,TraCI requested termination.,6794.414,2.81687,1525.831367,8001,0,0,1145,14,260,186,685,674
greedy,60,36,10,2,9515.03,1352.99,468.43,629.83,6.45,45231.0,TraCI requested termination.,6980.972,3.38506,1550.679619,8001,0,0,1149,6,282,207,654,619
greedy,60,36,10,3,9535.46,1301.98,431.5,594.9,6.68,40956.0,TraCI requested termination.,6721.17,2.87986,1549.89548,8001,0,0,1193,4,286,192,711,617
greedy,60,36,10,4,9516.85,1292.77,423.1,584.54,6.62,42482.0,TraCI requested termination.,6379.406,3.27335,1621.378856,8001,0,0,1189,10,272,211,696,643
greedy,60,36,10,5,9494.96,1286.9,410.33,571.69,6.53,41982.0,TraCI requested termination.,6781.727,3.00543,1518.270641,8001,0,0,1131,7,273,180,671,611
greedy,60,49,10,1,9623.53,1286.86,400.07,557.98,15.68,38052.0,TraCI requested termination.,8912.241,1.846,1155.286196,8001,0,0,1217,10,340,214,653,605
greedy,60,49,10,2,9580.65,1292.43,403.56,562.38,13.65,37437.0,TraCI requested termination.,8667.819,1.8271,1193.001492,8001,0,0,1163,6,342,184,631,617
greedy,60,49,10,3,9601.97,1296.25,412.15,572.43,15.1,38362.0,TraCI requested termination.,8973.584,1.86793,1155.762514,8001,0,0,1219,7,338,237,637,630
greedy,60,49,10,4,9603.53,1264.14,378.86,537.81,17.01,37971.0,TraCI requested termination.,8438.515,1.94003,1198.601176,8001,0,0,1132,8,304,221,599,656
greedy,60,49,10,5,9634.26,1283.99,397.78,555.11,24.55,38559.0,TraCI requested termination.,8952.507,1.89433,1147.521806,8001,0,0,1133,7,321,201,604,627
greedy,60,9,10,1,9616.51,1807.42,935.29,1103.67,5.6,62543.0,TraCI requested termination.,2165.442,18.9075,6678.167783,8001,0,0,1304,9,313,182,800,583
greedy,60,9,10,2,9643.73,1704.22,844.69,1013.31,6.03,62944.0,TraCI requested termination.,2272.572,18.1926,6000.00132,8001,0,0,1384,7,361,139,877,618
greedy,60,9,10,3,9622.45,1708.65,836.64,1006.36,6.94,60743.0,TraCI requested termination.,2170.949,18.0304,6297.189846,8001,0,0,1322,7,282,161,872,615
greedy,60,9,10,4,9641.64,1697.5,832.84,1004.2,5.93,61842.0,TraCI requested termination.,2290.381,17.57,5929.885464,8001,0,0,1307,9,309,153,836,621
greedy,60,9,10,5,9624.17,1657.28,795.37,967.65,5.81,52597.0,TraCI requested termination.,2310.665,13.4148,5738.553187,8001,0,0,1264,4,273,149,838,560
greedy,60,16,15,1,10013.98,1726.86,800.76,969.43,10.4,51963.0,TraCI requested termination.,5190.528,5.84969,2661.885458,8001,0,0,2030,7,570,293,1160,667
greedy,60,16,15,2,9946.44,1775.16,850.05,1018.25,8.0,51498.0,TraCI requested termination.,5092.347,5.87116,2789.105299,8001,0,0,1965,12,535,277,1141,683
greedy,60,16,15,3,10004.96,1814.03,888.08,1057.4,8.79,51296.0,TraCI requested termination.,5102.886,5.81945,2844.28008,8001,0,0,2092,9,580,306,1197,693
greedy,60,16,15,4,9985.93,1683.42,778.87,945.64,7.42,41672.0,TraCI requested termination.,5153.963,3.89448,2613.333856,8001,0,0,2027,10,549,262,1206,576
greedy,60,16,15,5,9991.23,1717.36,803.52,969.47,9.51,42778.0,TraCI requested termination.,4938.599,4.28826,2782.292508,8001,0,0,2104,5,587,283,1229,615
greedy,60,25,15,1,9762.27,1694.34,791.43,959.65,7.73,42071.0,TraCI requested termination.,6593.539,3.10471,2056.010589,8001,0,0,2107,9,545,372,1181,637
greedy,60,25,15,2,9722.4,1838.11,920.97,1088.58,8.42,51532.0,TraCI requested termination.,5901.804,5.07167,2491.896207,8001,0,0,2201,10,551,409,1231,595
greedy,60,25,15,3,9750.71,1615.38,720.63,885.67,8.54,43631.0,TraCI requested termination.,6596.191,3.33996,1959.41673,8001,0,0,2146,9,550,419,1168,644
greedy,60,25,15,4,9794.48,1677.49,766.34,931.84,6.95,41432.0,TraCI requested termination.,6473.695,3.06347,2073.247349,8001,0,0,2117,7,537,382,1191,595
greedy,60,25,15,5,9755.89,1738.17,825.8,992.96,8.37,47192.0,TraCI requested termination.,6469.653,3.9557,2149.593494,8001,0,0,2212,11,583,414,1204,588
greedy,60,36,15,1,9934.4,1769.21,823.05,993.69,7.64,46247.0,TraCI requested termination.,9719.934,2.53572,1456.332625,8001,0,0,1717,6,424,258,1029,658
greedy,60,36,15,2,9860.14,1713.48,769.69,941.15,6.25,50339.0,TraCI requested termination.,10094.333,2.84704,1358.142435,8001,0,0,1874,8,406,355,1105,657
greedy,60,36,15,3,9901.23,1916.14,961.09,1134.42,7.11,59311.0,TraCI requested termination.,10427.842,3.61638,1470.198436,8001,0,0,1857,7,427,382,1041,654
greedy,60,36,15,4,9881.48,1721.93,770.26,941.93,5.86,49412.0,TraCI requested termination.,10209.836,2.72404,1349.398071,8001,0,0,1846,8,430,318,1090,608
greedy,60,36,15,5,9872.3,1843.34,896.89,1069.69,8.11,52735.0,TraCI requested termination.,9906.104,3.14301,1488.837388,8001,0,0,1812,12,445,324,1031,593
greedy,60,49,15,1,10032.14,1687.55,732.2,898.11,34.56,38878.0,TraCI requested termination.,12978.075,1.33132,1040.377714,8001,0,0,1957,10,538,359,1050,655
greedy,60,49,15,2,10019.98,1652.15,696.71,863.31,26.96,40074.0,TraCI requested termination.,12987.394,1.42246,1017.823052,8001,0,0,1849,11,518,327,993,642
greedy,60,49,15,3,10082.77,1580.65,631.36,798.32,35.15,41205.0,TraCI requested termination.,13096.455,1.49697,965.666052,8001,0,0,1881,17,513,352,999,647
greedy,60,49,15,4,10001.89,1665.32,716.61,882.9,30.36,40724.0,TraCI requested termination.,13021.0,1.4687,1023.286537,8001,0,0,1957,21,490,381,1065,591
greedy,60,49,15,5,10052.11,1626.54,673.95,840.39,24.67,39280.0,TraCI requested termination.,12750.903,1.38657,1020.630617,8001,0,0,1852,15,510,327,1000,650
greedy,60,9,15,1,10030.9,2475.47,1540.67,1725.75,6.35,68114.0,TraCI requested termination.,3534.164,13.1612,5604.218706,8001,0,0,1971,14,490,243,1224,633
greedy,60,9,15,2,10030.39,2738.59,1793.13,1980.3,5.88,74717.0,TraCI requested termination.,3494.434,15.2005,6270.395435,8001,0,0,2032,10,507,298,1217,613
greedy,60,9,15,3,10028.88,2527.68,1588.13,1775.48,5.21,64245.0,TraCI requested termination.,3472.164,12.282,5824.598723,8001,0,0,2030,6,447,272,1305,602
greedy,60,9,15,4,10034.75,2925.05,1965.51,2155.85,5.74,73186.0,TraCI requested termination.,3452.22,14.9428,6779.207003,8001,0,0,2153,6,503,340,1304,584
greedy,60,9,15,5,10094.54,3024.96,2067.58,2259.68,6.09,77469.0,TraCI requested termination.,3329.109,16.782,7270.020897,8001,0,0,2085,6,463,357,1259,594
greedy,60,16,20,1,10327.81,2053.76,1094.8,1267.62,14.61,49830.0,TraCI requested termination.,6378.25,4.42598,2576.274213,8001,0,0,2785,8,771,385,1621,618
greedy,60,16,20,2,10381.36,2134.33,1168.27,1345.37,14.93,54841.0,TraCI requested termination.,6597.546,5.03839,2588.34982,8001,0,0,2769,12,824,352,1581,623
greedy,60,16,20,3,10287.47,2184.16,1220.01,1393.79,13.44,52317.0,TraCI requested termination.,6696.296,4.58716,2609.724988,8001,0,0,2915,9,905,376,1625,614
greedy,60,16,20,4,10320.31,2219.24,1254.62,1428.87,16.44,48775.0,TraCI requested termination.,6580.527,4.12961,2698.286627,8001,0,0,2857,10,850,429,1568,612
greedy,60,16,20,5,10346.54,2278.03,1307.07,1483.01,12.19,50831.0,TraCI requested termination.,6690.041,4.36933,2724.428146,8001,0,0,2830,8,888,361,1573,637
greedy,60,25,20,1,10029.63,2209.67,1238.66,1412.8,8.82,54475.0,TraCI requested termination.,8857.266,3.71164,1996.055216,8001,0,0,2944,9,786,545,1604,579
greedy,60,25,20,2,10064.91,2109.36,1145.63,1321.83,9.79,44514.0,TraCI requested termination.,8231.998,2.78353,2050.168622,8001,0,0,2915,11,838,470,1596,659
greedy,60,25,20,3,10086.35,2061.83,1094.69,1269.0,9.78,43985.0,TraCI requested termination.,8688.388,2.57643,1898.711245,8001,0,0,2879,14,699,522,1644,639
greedy,60,25,20,4,10054.74,2193.58,1221.93,1395.71,9.41,57722.0,TraCI requested termination.,8675.756,4.16356,2022.97379,8001,0,0,2842,5,742,509,1586,616
greedy,60,25,20,5,10057.09,2077.72,1116.78,1293.35,9.45,46172.0,TraCI requested termination.,8219.409,2.98951,2022.509161,8001,0,0,2846,10,757,535,1544,642
greedy,60,36,20,1,10182.48,2130.49,1130.47,1307.11,9.67,49651.0,TraCI requested termination.,13220.19,2.12183,1289.395841,8001,0,0,2510,10,577,456,1467,655
greedy,60,36,20,2,10268.45,2252.47,1241.66,1424.02,9.76,56169.0,TraCI requested termination.,13614.431,2.53914,1323.743019,8001,0,0,2468,5,630,368,1465,646
greedy,60,36,20,3,10229.86,2383.97,1358.08,1539.69,8.75,55682.0,TraCI requested termination.,13323.06,2.55812,1431.666224,8001,0,0,2490,5,608,457,1420,633
greedy,60,36,20,4,10226.31,2148.1,1134.23,1314.42,12.08,54451.0,TraCI requested termination.,13026.562,2.52185,1319.375673,8001,0,0,2492,4,587,398,1503,640
greedy,60,36,20,5,10227.38,2280.77,1266.48,1449.19,10.7,61825.0,TraCI requested termination.,12962.407,3.1032,1407.799261,8001,0,0,2500,4,589,408,1499,683
greedy,60,49,20,1,10439.24,1976.6,958.73,1132.15,42.8,41024.0,TraCI requested termination.,15208.143,1.27721,1039.891458,8001,0,0,2494,13,656,473,1352,572
greedy,60,49,20,2,10421.55,2166.23,1130.48,1305.59,32.7,45691.0,TraCI requested termination.,14970.196,1.60926,1157.767073,8001,0,0,2612,14,708,441,1449,654
greedy,60,49,20,3,10387.1,2067.94,1031.56,1206.74,49.56,44478.0,TraCI requested termination.,14434.021,1.58501,1146.291321,8001,0,0,2529,16,662,484,1367,575
greedy,60,49,20,4,10395.48,2099.69,1074.75,1251.22,51.11,43657.0,TraCI requested termination.,13931.448,1.58325,1205.8758,8001,0,0,2607,15,732,456,1404,630
greedy,60,49,20,5,10477.42,2090.23,1067.41,1245.32,37.89,47207.0,TraCI requested termination.,13679.881,1.87187,1222.518456,8001,0,0,2640,14,708,469,1449,602
greedy,60,9,20,1,10442.48,4092.35,3034.75,3239.39,5.75,88334.0,TraCI requested termination.,5279.957,12.6391,6201.350693,8001,0,0,2901,12,698,382,1809,616
greedy,60,9,20,2,10448.06,4055.76,3008.08,3210.61,8.31,81388.0,TraCI requested termination.,5486.713,10.8969,5914.318464,8001,0,0,2856,7,661,364,1824,628
greedy,60,9,20,3,10441.75,3926.93,2891.66,3095.91,9.86,88799.0,TraCI requested termination.,4424.303,15.1886,7101.547747,8001,0,0,2940,8,698,435,1799,633
greedy,60,9,20,4,10461.63,3928.81,2890.52,3096.28,8.29,88125.0,TraCI requested termination.,5211.139,12.7659,6032.164369,8001,0,0,2876,5,646,439,1786,594
greedy,60,9,20,5,10451.95,4177.46,3135.38,3341.78,8.14,91623.0,TraCI requested termination.,5043.13,13.8848,6627.608251,8001,0,0,3043,12,668,490,1873,658
greedy,60,16,25,1,10741.64,2447.44,1424.43,1607.06,15.79,50280.0,TraCI requested termination.,8262.202,3.47123,2370.066116,8001,0,0,3616,6,1084,469,2057,652
greedy,60,16,25,2,10712.94,2667.09,1640.3,1824.65,21.32,55856.0,TraCI requested termination.,8272.04,4.14118,2579.697511,8001,0,0,3692,10,1140,474,2068,632
greedy,60,16,25,3,10738.73,2574.25,1552.08,1736.66,22.26,61308.0,TraCI requested termination.,8267.485,4.80291,2491.276368,8001,0,0,3774,10,1133,618,2013,612
greedy,60,16,25,4,10712.73,2887.64,1848.4,2035.55,18.9,58830.0,TraCI requested termination.,8267.267,4.5033,2794.633341,8001,0,0,3659,11,1102,429,2117,604
