approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
greedy,40,16,10,1,9555.64,1335.89,491.24,652.86,8.81,40783.0,TraCI requested termination.,3385.057,5.66697,3157.529696,8001,0,0,1239,14,306,182,737,604
greedy,40,16,10,2,9569.04,1322.39,475.81,637.26,7.25,42254.0,TraCI requested termination.,3389.895,6.09281,3121.17042,8001,0,0,1231,8,307,188,728,580
greedy,40,16,10,3,9621.17,1253.88,413.67,574.97,7.16,35071.0,TraCI requested termination.,3292.272,4.0917,3047.220582,8001,0,0,1155,9,314,154,678,640
greedy,40,16,10,4,9583.4,1303.9,454.22,616.08,7.0,38923.0,TraCI requested termination.,3472.456,4.98869,3004.36377,8001,0,0,1147,8,294,167,678,619
greedy,40,16,10,5,9573.26,1342.32,493.01,653.88,7.77,44135.0,TraCI requested termination.,3487.031,6.46252,3079.948529,8001,0,0,1255,14,344,190,707,611
greedy,40,25,10,1,9416.74,1321.43,476.4,637.39,7.34,44004.0,TraCI requested termination.,4220.9,5.30787,2504.860575,8001,0,0,1191,9,258,250,674,599
greedy,40,25,10,2,9387.06,1302.55,469.27,627.77,7.22,40991.0,TraCI requested termination.,4361.718,4.44573,2389.356671,8001,0,0,1277,9,293,238,737,609
greedy,40,25,10,3,9434.41,1257.96,426.24,586.07,6.97,36089.0,TraCI requested termination.,4268.495,3.3944,2357.95989,8001,0,0,1237,4,288,248,697,605
greedy,40,25,10,4,9418.01,1284.41,452.14,610.06,7.2,36626.0,TraCI requested termination.,4285.129,3.50655,2398.186146,8001,0,0,1245,11,279,244,711,603
greedy,40,25,10,5,9460.46,1309.05,463.53,625.28,6.71,43166.0,TraCI requested termination.,4409.975,4.89028,2375.009382,8001,0,0,1285,10,285,254,736,603
greedy,40,36,10,1,9508.35,1225.71,368.88,529.53,6.75,39581.0,TraCI requested termination.,2064.871,8.70805,4749.392093,8001,0,0,1065,14,228,174,649,681
greedy,40,36,10,2,9509.81,1264.93,415.2,576.12,6.45,41233.0,TraCI requested termination.,6872.435,2.85677,1472.649359,8001,0,0,1049,6,233,179,631,631
greedy,40,36,10,3,9532.3,1285.36,423.59,587.27,6.68,43245.0,TraCI requested termination.,6843.84,3.1627,1502.693371,8001,0,0,1058,4,271,133,650,614
greedy,40,36,10,4,9513.82,1240.95,392.92,554.36,6.62,39333.0,TraCI requested termination.,6866.535,2.58253,1445.97093,8001,0,0,1086,11,229,181,665,642
greedy,40,36,10,5,9491.42,1231.14,379.27,540.39,6.53,38639.0,TraCI requested termination.,6923.238,2.46113,1422.79393,8001,0,0,1039,8,235,168,628,615
greedy,40,49,10,1,9624.08,1223.95,361.03,518.87,14.54,34876.0,TraCI requested termination.,8915.513,1.48909,1098.406115,8001,0,0,1111,10,299,192,610,608
greedy,40,49,10,2,9579.13,1237.54,375.55,534.52,12.78,35940.0,TraCI requested termination.,8091.762,1.77217,1223.65858,8001,0,0,1048,6,285,155,602,602
greedy,40,49,10,3,9601.88,1223.33,364.88,524.98,14.41,35528.0,TraCI requested termination.,8647.995,1.61055,1131.808702,8001,0,0,1079,7,266,220,586,628
greedy,40,49,10,4,9603.94,1233.12,370.51,529.9,14.94,37260.0,TraCI requested termination.,8344.296,1.87673,1182.385668,8001,0,0,1030,8,266,177,579,650
greedy,40,49,10,5,9633.67,1211.84,351.98,509.13,16.09,35804.0,TraCI requested termination.,9080.127,1.5643,1067.817994,8001,0,0,1022,7,288,179,548,623
greedy,40,9,10,1,9617.04,1871.93,999.9,1169.92,5.6,62547.0,TraCI requested termination.,2059.866,19.8785,7271.004036,8001,0,0,1190,9,291,173,717,589
greedy,40,9,10,2,9643.73,1615.08,765.95,934.16,6.03,52417.0,TraCI requested termination.,2093.346,14.7214,6173.025864,8001,0,0,1258,7,293,160,798,628
greedy,40,9,10,3,9622.44,1699.23,831.71,1002.85,6.94,54091.0,TraCI requested termination.,2246.707,14.4616,6051.306646,8001,0,0,1158,7,259,144,748,604
greedy,40,9,10,4,9641.47,1633.69,784.12,954.95,5.93,60750.0,TraCI requested termination.,2302.147,17.0059,5677.825091,8001,0,0,1216,9,265,87,855,615
greedy,40,9,10,5,9624.17,1629.36,775.06,945.74,5.81,56575.0,TraCI requested termination.,2210.345,15.8233,5897.965702,8001,0,0,1278,4,283,172,819,566
greedy,40,16,15,1,10013.74,1662.55,754.92,924.13,9.33,44408.0,TraCI requested termination.,4934.921,4.62176,2695.498469,8001,0,0,1918,7,483,247,1181,662
greedy,40,16,15,2,9946.45,1661.08,767.63,934.77,7.94,49225.0,TraCI requested termination.,5175.367,5.33779,2567.995275,8001,0,0,1926,12,509,275,1130,683
