approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
greedy,20,16,10,1,9555.28,1203.64,374.56,536.38,8.63,36441.0,TraCI requested termination.,3504.489,4.23485,2748.004345,8001,0,0,1153,13,229,161,750,583
greedy,20,16,10,2,9569.81,1303.17,460.65,622.51,7.3,45028.0,TraCI requested termination.,3368.557,6.95491,3095.284717,8001,0,0,1029,9,239,117,664,567
greedy,20,16,10,3,9620.36,1188.92,367.22,528.33,7.08,36903.0,TraCI requested termination.,3372.718,4.53729,2820.437997,8001,0,0,1001,9,243,163,586,627
greedy,20,16,10,4,9585.65,1236.67,404.89,565.72,7.08,38889.0,TraCI requested termination.,3373.829,5.12444,2932.745258,8001,0,0,1028,8,249,129,642,598
greedy,20,16,10,5,9573.1,1260.04,425.25,586.54,7.57,44858.0,TraCI requested termination.,3462.283,6.71753,2911.827543,8001,0,0,992,13,208,150,621,616
greedy,20,25,10,1,9415.84,1179.42,364.0,523.9,7.16,37341.0,TraCI requested termination.,4406.903,3.5719,2141.306491,8001,0,0,985,9,162,217,597,582
greedy,20,25,10,2,9382.47,1214.86,399.96,558.65,7.06,35598.0,TraCI requested termination.,4496.561,3.11305,2161.678892,8001,0,0,1039,9,184,233,613,610
greedy,20,25,10,3,9433.83,1298.01,462.24,623.1,7.04,44958.0,TraCI requested termination.,4184.779,5.58166,2481.702618,8001,0,0,1111,4,245,226,636,608
greedy,20,25,10,4,9418.44,1280.81,449.18,607.52,7.16,44210.0,TraCI requested termination.,4568.498,4.94911,2243.135928,8001,0,0,1028,10,174,220,624,586
greedy,20,25,10,5,9455.89,1253.16,419.47,581.37,6.46,41854.0,TraCI requested termination.,4433.62,4.56828,2261.485197,8001,0,0,1079,10,192,237,640,611
greedy,20,36,10,1,9508.35,1151.82,318.89,479.18,6.77,39343.0,TraCI requested termination.,6430.178,2.75933,1433.191896,8001,0,0,874,13,174,134,553,652
greedy,20,36,10,2,9502.28,1207.48,367.86,529.49,6.57,40949.0,TraCI requested termination.,6777.537,2.85487,1425.448802,8001,0,0,841,6,161,132,542,607
greedy,20,36,10,3,9521.8,1179.04,341.7,505.35,6.47,34584.0,TraCI requested termination.,6368.891,2.03866,1481.189739,8001,0,0,843,4,195,118,526,608
greedy,20,36,10,4,9497.56,1150.57,322.12,482.81,6.62,36659.0,TraCI requested termination.,6576.603,2.28978,1399.762309,8001,0,0,866,10,162,152,542,649
greedy,20,36,10,5,9487.08,1172.11,332.95,494.99,6.63,38444.0,TraCI requested termination.,6482.656,2.59832,1446.632831,8001,0,0,834,7,178,123,526,613
greedy,20,49,10,1,9620.39,1134.09,301.2,459.63,13.56,31604.0,TraCI requested termination.,9131.435,1.09556,993.694967,8001,0,0,866,10,222,151,483,609
greedy,20,49,10,2,9577.75,1168.59,333.01,491.99,12.6,38160.0,TraCI requested termination.,8654.999,1.91335,1080.287935,8001,0,0,832,6,213,122,491,613
greedy,20,49,10,3,9602.4,1181.6,341.73,502.36,12.99,36149.0,TraCI requested termination.,8831.331,1.64743,1070.507832,8001,0,0,854,8,205,159,482,638
greedy,20,49,10,4,9602.85,1114.07,281.01,439.81,16.99,30428.0,TraCI requested termination.,2675.846,3.29914,3331.162182,8001,0,0,803,7,194,144,458,650
greedy,20,49,10,5,9630.94,1158.3,319.26,476.53,17.38,31877.0,TraCI requested termination.,9019.778,1.13939,1027.473847,8001,0,0,805,7,227,130,441,619
greedy,20,9,10,1,9617.64,1489.96,650.9,819.97,5.6,56007.0,TraCI requested termination.,2022.233,17.0144,5895.045724,8001,0,0,919,10,173,84,652,590
greedy,20,9,10,2,9643.58,1669.54,812.89,981.89,6.03,60094.0,TraCI requested termination.,2103.628,18.2989,6349.972999,8001,0,0,1157,8,258,105,786,634
greedy,20,9,10,3,9622.16,1681.94,822.32,994.06,6.94,55434.0,TraCI requested termination.,2206.632,15.3329,6098.523451,8001,0,0,1054,7,216,132,699,609
greedy,20,9,10,4,9642.07,1501.12,662.41,832.9,5.93,58445.0,TraCI requested termination.,2005.662,18.3705,5988.281675,8001,0,0,1029,8,169,95,757,616
greedy,20,9,10,5,9625.05,1573.44,729.04,900.94,5.81,59359.0,TraCI requested termination.,2184.965,17.2813,5761.694123,8001,0,0,1113,4,215,115,779,564
greedy,20,16,15,1,10014.51,1642.02,754.2,924.62,8.88,42285.0,TraCI requested termination.,4812.875,4.29785,2729.715607,8001,0,0,1681,7,403,216,1055,667
greedy,20,16,15,2,9945.67,1680.9,785.36,954.54,7.54,42323.0,TraCI requested termination.,4940.746,4.19431,2722.027402,8001,0,0,1740,12,431,251,1046,683
greedy,20,16,15,3,10004.81,1694.01,796.84,967.62,7.87,52068.0,TraCI requested termination.,1573.641,19.3615,8612.991781,8001,0,0,1716,9,403,255,1049,672
greedy,20,16,15,4,9985.97,1613.8,727.77,896.41,6.97,54609.0,TraCI requested termination.,5070.126,6.51049,2546.680891,8001,0,0,1704,10,406,188,1100,584
greedy,20,16,15,5,9992.69,1692.21,791.31,959.3,8.97,50792.0,TraCI requested termination.,5075.761,5.75126,2667.451048,8001,0,0,1753,5,427,188,1133,606
greedy,20,25,15,1,9762.02,1628.78,741.0,909.88,7.91,45199.0,TraCI requested termination.,6491.959,3.63511,2007.382671,8001,0,0,1695,11,337,342,1005,619
greedy,20,25,15,2,9721.3,1699.75,806.93,975.85,7.72,48402.0,TraCI requested termination.,6156.354,4.35355,2209.051331,8001,0,0,1849,9,395,369,1076,605
greedy,20,25,15,3,9750.82,1603.4,720.29,886.68,8.3,46218.0,TraCI requested termination.,6271.112,3.92562,2045.701305,8001,0,0,1717,11,350,376,980,648
greedy,20,25,15,4,9791.87,1641.78,750.21,916.6,6.66,47608.0,TraCI requested termination.,6449.622,4.03248,2036.686646,8001,0,0,1773,8,378,332,1055,619
greedy,20,25,15,5,9756.84,1696.8,807.2,975.66,7.97,41368.0,TraCI requested termination.,6401.786,3.08789,2120.678198,8001,0,0,1801,11,377,363,1050,596
greedy,20,36,15,1,9922.2,1786.7,858.8,1031.51,7.81,62930.0,TraCI requested termination.,10320.253,4.00475,1385.174569,8001,0,0,1403,5,295,197,906,647
greedy,20,36,15,2,9859.09,1879.57,947.35,1121.49,6.46,60507.0,TraCI requested termination.,10229.222,3.80352,1470.142304,8001,0,0,1501,8,299,304,890,671
greedy,20,36,15,3,9879.65,1499.0,596.41,768.95,6.96,43972.0,TraCI requested termination.,10044.623,2.22726,1194.018232,8001,0,0,1412,6,314,199,893,652
greedy,20,36,15,4,9875.36,1618.55,711.35,884.77,5.68,43426.0,TraCI requested termination.,9886.926,2.20756,1309.816216,8001,0,0,1432,8,307,212,905,590
greedy,20,36,15,5,9863.01,1653.66,737.19,911.03,7.47,44680.0,TraCI requested termination.,9742.748,2.36894,1358.026606,8001,0,0,1412,12,247,248,905,587
greedy,20,49,15,1,10033.97,1460.99,550.52,716.83,23.81,38356.0,TraCI requested termination.,12944.562,1.29444,903.036039,8001,0,0,1392,11,308,252,821,677
greedy,20,49,15,2,10021.51,1669.37,741.06,909.83,19.8,49338.0,TraCI requested termination.,13657.395,2.03099,977.979402,8001,0,0,1481,10,404,260,807,638
greedy,20,49,15,3,10080.69,1451.77,546.97,714.87,26.65,35697.0,TraCI requested termination.,13415.855,1.05077,865.809745,8001,0,0,1494,17,387,277,813,630
greedy,20,49,15,4,9994.39,1450.81,554.1,720.95,22.35,35345.0,TraCI requested termination.,13447.425,1.02213,863.206227,8001,0,0,1464,20,362,272,810,589
greedy,20,49,15,5,10047.03,1471.8,558.45,726.24,27.25,37382.0,TraCI requested termination.,12907.928,1.22266,912.294522,8001,0,0,1392,15,352,226,799,638
greedy,20,9,15,1,10031.64,2404.57,1474.97,1659.16,6.35,70604.0,TraCI requested termination.,3383.25,14.4843,5686.530407,8001,0,0,1718,15,370,221,1112,628
greedy,20,9,15,2,10030.63,2489.93,1551.48,1738.17,5.88,74683.0,TraCI requested termination.,3257.268,16.2968,6116.142117,8001,0,0,1642,9,281,188,1164,605
greedy,20,9,15,3,10027.57,2775.7,1811.0,2005.5,5.21,71748.0,TraCI requested termination.,3589.713,13.9699,6186.675369,8001,0,0,1771,5,364,217,1185,603
greedy,20,9,15,4,10034.99,2643.94,1684.23,1872.65,5.74,71348.0,TraCI requested termination.,3570.32,13.9338,5924.998039,8001,0,0,1822,6,363,214,1239,569
greedy,20,9,15,5,10096.75,2483.65,1560.73,1752.06,6.09,74410.0,TraCI requested termination.,3394.589,15.5571,5853.931654,8001,0,0,1757,6,305,203,1243,607
greedy,20,16,20,1,10328.45,2181.31,1218.69,1394.3,13.96,48953.0,TraCI requested termination.,6741.775,4.05724,2588.728784,8001,0,0,2587,9,706,338,1534,604
greedy,20,16,20,2,10382.3,1950.45,1019.5,1195.41,14.15,41589.0,TraCI requested termination.,6731.484,2.96948,2318.287914,8001,0,0,2533,12,700,334,1487,609
greedy,20,16,20,3,10287.35,2231.51,1262.6,1438.55,13.41,60705.0,TraCI requested termination.,6576.884,5.94582,2714.711708,8001,0,0,2592,10,726,289,1567,629
greedy,20,16,20,4,10319.46,2178.76,1220.98,1398.41,15.55,53214.0,TraCI requested termination.,6503.894,4.86078,2680.278,8001,0,0,2453,10,645,394,1404,630
greedy,20,16,20,5,10346.78,2153.68,1200.45,1377.76,11.33,60198.0,TraCI requested termination.,6602.343,5.84611,2609.925295,8001,0,0,2486,8,693,326,1459,641
greedy,20,25,20,1,10028.97,2191.75,1237.21,1412.86,8.18,61060.0,TraCI requested termination.,8357.547,4.72148,2098.250001,8001,0,0,2563,7,610,466,1480,607
greedy,20,25,20,2,10062.91,2353.29,1402.8,1584.26,8.77,67303.0,TraCI requested termination.,8595.925,5.31682,2190.415342,8001,0,0,2340,12,491,424,1413,673
greedy,20,25,20,3,10082.87,2184.96,1237.26,1416.58,8.73,46064.0,TraCI requested termination.,8322.952,2.93934,2100.443809,8001,0,0,2327,16,419,424,1468,668
greedy,20,25,20,4,10054.22,1948.0,1023.06,1197.21,8.93,49462.0,TraCI requested termination.,8498.788,3.27835,1833.904552,8001,0,0,2468,5,540,477,1446,631
greedy,20,25,20,5,10057.43,2104.54,1165.37,1344.53,8.89,53048.0,TraCI requested termination.,8351.147,3.76571,2016.305185,8001,0,0,2398,9,511,532,1346,639
greedy,20,36,20,1,10177.7,2353.32,1359.88,1540.46,9.29,61711.0,TraCI requested termination.,12486.38,3.21238,1507.955789,8001,0,0,2177,9,492,424,1252,650
greedy,20,36,20,2,10262.61,2133.69,1159.95,1340.2,9.4,46177.0,TraCI requested termination.,13310.023,1.8465,1282.614914,8001,0,0,2156,6,444,385,1321,627
greedy,20,36,20,3,10226.88,2226.05,1228.02,1410.21,9.34,56563.0,TraCI requested termination.,12807.061,2.72998,1390.686044,8001,0,0,2080,6,508,303,1263,633
greedy,20,36,20,4,10228.92,2059.71,1076.87,1259.75,12.3,46390.0,TraCI requested termination.,13203.687,1.87751,1248.117893,8001,0,0,2156,4,518,357,1277,655
greedy,20,36,20,5,10224.05,1933.75,967.47,1152.0,9.7,44646.0,TraCI requested termination.,13133.668,1.75473,1178.035565,8001,0,0,2000,4,445,284,1267,693
greedy,20,49,20,1,10436.74,1940.11,956.84,1131.23,31.78,41094.0,TraCI requested termination.,17559.527,1.11017,884.013163,8001,0,0,2042,13,552,356,1121,582
greedy,20,49,20,2,10419.64,1933.12,948.77,1125.84,30.8,43185.0,TraCI requested termination.,17098.337,1.2624,904.586276,8001,0,0,2015,15,500,334,1166,662
greedy,20,49,20,3,10378.84,1876.08,893.32,1070.44,40.75,45376.0,TraCI requested termination.,17698.634,1.34338,848.118392,8001,0,0,1959,16,408,350,1185,579
greedy,20,49,20,4,10386.54,1851.92,868.76,1044.47,43.44,38949.0,TraCI requested termination.,17229.909,1.00691,859.969777,8001,0,0,2063,14,507,361,1181,631
greedy,20,49,20,5,10471.93,1858.95,880.54,1059.06,27.11,43914.0,TraCI requested termination.,17864.576,1.24906,832.569046,8001,0,0,2097,13,531,384,1169,619
greedy,20,9,20,1,10441.86,4308.91,3272.86,3481.57,5.75,97921.0,TraCI requested termination.,6317.213,12.0814,5457.409462,8001,0,0,2525,12,495,450,1568,654
greedy,20,9,20,2,10447.82,3628.73,2615.45,2822.2,10.2,82559.0,TraCI requested termination.,4389.193,13.8884,6614.769048,8001,0,0,2529,6,504,355,1664,608
greedy,20,9,20,3,10442.85,3906.27,2875.44,3080.92,11.45,89008.0,TraCI requested termination.,4331.012,15.564,7216.347588,8001,0,0,2557,8,565,348,1636,628
greedy,20,9,20,4,10460.69,4651.64,3579.96,3789.53,8.45,98161.0,TraCI requested termination.,6543.958,11.6995,5687.342889,8001,0,0,2691,5,563,453,1670,596
greedy,20,9,20,5,10452.64,3926.1,2880.36,3091.65,8.33,83408.0,TraCI requested termination.,4698.888,13.1538,6685.142953,8001,0,0,2439,11,457,365,1606,648
greedy,20,16,25,1,10739.9,2510.45,1519.03,1707.22,17.51,51851.0,TraCI requested termination.,8362.539,3.61744,2401.911907,8001,0,0,3213,7,898,429,1879,647
greedy,20,16,25,2,10712.51,2504.88,1506.31,1693.42,22.28,51000.0,TraCI requested termination.,8080.321,3.63847,2480.286612,8001,0,0,3297,10,932,420,1935,653
greedy,20,16,25,3,10738.85,2674.03,1648.75,1838.39,20.05,49347.0,TraCI requested termination.,8199.654,3.38392,2609.250342,8001,0,0,3222,8,879,505,1830,626
