approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
pseudorandom,40,16,10,1,9546.37,1546.46,693.35,855.4,6.27,45595.0,TraCI requested termination.,8418.229,2.85036,1469.817226,8001,0,0,1230,14,444,203,569,616
pseudorandom,40,16,10,2,9964.13,1810.07,917.05,1084.38,6.84,63763.0,TraCI requested termination.,9288.406,4.53931,1559.191857,8001,0,0,1240,8,321,332,579,605
pseudorandom,40,16,10,3,9680.17,1687.62,767.46,932.48,5.61,53087.0,TraCI requested termination.,7577.259,4.15546,1781.992802,8001,0,0,1130,7,200,365,558,611
pseudorandom,40,16,10,4,9831.35,1836.19,934.69,1106.99,13.77,67790.0,TraCI requested termination.,8941.492,5.1658,1643.055096,8001,0,0,1170,9,144,421,596,622
pseudorandom,40,16,10,5,9627.64,1489.42,621.98,782.02,5.38,42509.0,TraCI requested termination.,7793.438,2.6829,1529.088574,8001,0,0,1191,15,280,387,509,594
pseudorandom,40,25,10,1,9408.18,1374.28,518.74,677.83,6.5,41810.0,TraCI requested termination.,13293.876,1.52025,827.118893,8001,0,0,1133,6,239,335,553,631
pseudorandom,40,25,10,2,9480.72,1470.09,609.87,769.28,5.31,47170.0,TraCI requested termination.,13274.029,1.92632,886.108054,8001,0,0,1111,6,294,262,549,605
pseudorandom,40,25,10,3,9487.13,1491.26,636.67,795.52,9.89,53139.0,TraCI requested termination.,13422.11,2.34978,888.949204,8001,0,0,1073,13,166,415,479,605
pseudorandom,40,25,10,4,9404.08,1330.88,477.95,636.01,4.98,40491.0,TraCI requested termination.,13033.935,1.44937,816.971928,8001,0,0,1044,19,234,272,519,589
pseudorandom,40,25,10,5,9572.95,1350.31,496.93,656.59,5.5,39536.0,TraCI requested termination.,13197.144,1.35908,818.646292,8001,0,0,1078,7,248,324,499,627
pseudorandom,40,36,10,1,9337.42,1355.48,508.89,665.99,5.86,42263.0,TraCI requested termination.,16611.017,1.24393,652.891271,8001,0,0,1076,10,258,298,510,593
pseudorandom,40,36,10,2,9386.15,1264.5,415.08,570.89,8.09,42319.0,TraCI requested termination.,16512.146,1.25477,612.715331,8001,0,0,1091,13,288,276,514,672
pseudorandom,40,36,10,3,9288.91,1328.08,478.96,636.84,7.37,40228.0,TraCI requested termination.,17287.372,1.07755,614.666359,8001,0,0,1030,11,176,310,533,610
pseudorandom,40,36,10,4,9362.89,1367.28,512.62,669.49,5.94,42591.0,TraCI requested termination.,17443.976,1.20334,627.130363,8001,0,0,1190,7,369,287,527,585
