id,k,servidor,tempo_real_segundos,crossover_rate,mutation_rate,population_size,elitism_size,tournament_size,num_generations,estacoes,estacoes_ga,fitness,fitness_ga,seed,tempo_ag_segundos,tempo_refinamento_segundos,tempo_total_segundos,usou_local_search
201,27,3,2789.9828548431396,0.7,0.18,300,8,7,150,"['-22747340#0', '257038244', '-28351795#3', '-37863828', '235840005', '-24702917#1', '27044780#1', '-353069169#3', '-287871261#1', '-198190962', '-5372279#1', '-34031520#12', '-25978567#0', '69403483#52', '-230287171#1', '81973201#0', '8196627', '-30733397#2', '-147442148#8', '-230572477', '55740413#0', '-277372804', '-33828033#0', '-132642979#8', '-23270907#5', '26360575#9', '30144668#2']","['-22747340#0', '257038244', '-28351795#3', '-37863828', '235840005', '-24702917#1', '27044780#1', '-353069169#3', '-287871261#1', '-198190962', '-5372279#1', '-34031520#12', '-25978567#0', '69403483#52', '-230287171#1', '81973201#0', '8196627', '-30733397#2', '-147442148#8', '-230572477', '55740413#0', '-277372804', '-33828033#0', '-132642979#8', '-23270907#5', '26360575#9', '30144668#2']",220711222,220711222,42,2790.0,0.0,2790.0,False
202,27,0,9944.536175012589,0.7,0.18,300,8,7,250,"['-22747340#0', '257038244', '-28351795#3', '-37863828', '235840005', '-24702917#1', '141241836#1', '-82717497', '-287871261#1', '-198190962', '-5372279#1', '-34031520#12', '-25978567#0', '305426555', '5131128#0', '81973201#0', '-277609445#16', '-30733397#2', '-147442148#8', '-230572477', '55740413#0', '-277372804', '-33828033#0', '-164962474', '-23270907#5', '26360575#9', '239383468#0']","['-22747340#0', '257038244', '-28351795#3', '-37863828', '235840005', '-24702917#1', '141241836#1', '-82717497', '-287871261#1', '-198190962', '-5372279#1', '-34031520#12', '-25978567#0', '305426555', '5131128#0', '81973201#0', '-277609445#16', '-30733397#2', '-147442148#8', '-230572477', '55740413#0', '-277372804', '-33828033#0', '-164962474', '-23270907#5', '26360575#9', '239383468#0']",219108878,219108878,42,9944.5,0.0,9944.5,False
203,27,0,13911.737094640732,0.7,0.18,300,8,7,350,"['-22747340#0', '257038244', '-28351795#3', '-37863828', '235840005', '-24702917#1', '141241836#1', '-82717497', '-287871261#1', '-198190962', '-5372279#1', '-34031520#12', '-25978567#0', '305426555', '5131128#0', '81973201#0', '-277609445#16', '-30733397#2', '-147442148#8', '-230572477', '55740413#0', '-277372804', '-33828033#0', '-164962474', '-23270907#5', '26360575#9', '239383468#0']","['-22747340#0', '257038244', '-28351795#3', '-37863828', '235840005', '-24702917#1', '141241836#1', '-82717497', '-287871261#1', '-198190962', '-5372279#1', '-34031520#12', '-25978567#0', '305426555', '5131128#0', '81973201#0', '-277609445#16', '-30733397#2', '-147442148#8', '-230572477', '55740413#0', '-277372804', '-33828033#0', '-164962474', '-23270907#5', '26360575#9', '239383468#0']",219108878,219108878,42,13911.7,0.0,13911.7,False
204,27,2,2925.884712457657,0.7,0.18,300,8,10,150,"['232374812#8', '32645481#0', '28967588#1', '-23691914#0', '29158070', '-5131048#1', '145733622#0', '-22382238#4', '-287871261#1', '295673097#1', '-339822112#2', '-224877600#2', '232895817#12', '349766551#2', '4867637#1', '36940236#0', '30782005', '-74119778', '-23496865#1', '41143494#10', '122056770#1', '-10211390#1', '-149598378', '-182284984#6', '256497370', '8653221#0', '160620562#0']","['232374812#8', '32645481#0', '28967588#1', '-23691914#0', '29158070', '-5131048#1', '145733622#0', '-22382238#4', '-287871261#1', '295673097#1', '-339822112#2', '-224877600#2', '232895817#12', '349766551#2', '4867637#1', '36940236#0', '30782005', '-74119778', '-23496865#1', '41143494#10', '122056770#1', '-10211390#1', '-149598378', '-182284984#6', '256497370', '8653221#0', '160620562#0']",217317455,217317455,42,2925.9,0.0,2925.9,False
205,27,2,4844.187264680862,0.7,0.18,300,8,10,250,"['232374812#8', '32645481#0', '28967588#1', '-23691914#0', '29158070', '-5131048#1', '145733622#0', '-22382238#4', '-287871261#1', '295673097#1', '-339822112#2', '-224877600#2', '256226575#2', '349766551#2', '4867637#1', '36940236#0', '30782005', '-74119778', '-23496865#1', '41143494#10', '122056770#1', '-10211390#1', '-149598378', '-182284984#6', '256497370', '8653221#0', '160620562#0']","['232374812#8', '32645481#0', '28967588#1', '-23691914#0', '29158070', '-5131048#1', '145733622#0', '-22382238#4', '-287871261#1', '295673097#1', '-339822112#2', '-224877600#2', '256226575#2', '349766551#2', '4867637#1', '36940236#0', '30782005', '-74119778', '-23496865#1', '41143494#10', '122056770#1', '-10211390#1', '-149598378', '-182284984#6', '256497370', '8653221#0', '160620562#0']",215825156,215825156,42,4844.2,0.0,4844.2,False
206,27,3,6518.864624500275,0.7,0.18,300,8,10,350,"['232374812#8', '32645481#0', '28967588#1', '-23691914#0', '29158070', '-5131048#1', '145733622#0', '-22382238#4', '-287871261#1', '295673097#1', '-339822112#2', '-224877600#2', '256226575#2', '349766551#2', '-24830406#2', '36940236#0', '30782005', '-74119778', '-23496865#1', '41143494#10', '122056770#1', '170422613#3', '-149598378', '-182284984#6', '256497370', '8653221#0', '160620562#0']","['232374812#8', '32645481#0', '28967588#1', '-23691914#0', '29158070', '-5131048#1', '145733622#0', '-22382238#4', '-287871261#1', '295673097#1', '-339822112#2', '-224877600#2', '256226575#2', '349766551#2', '-24830406#2', '36940236#0', '30782005', '-74119778', '-23496865#1', '41143494#10', '122056770#1', '170422613#3', '-149598378', '-182284984#6', '256497370', '8653221#0', '160620562#0']",215499562,215499562,42,6518.9,0.0,6518.9,False
207,27,2,2850.506266593933,0.7,0.18,300,12,5,150,"['147371675', '31951737', '304930161#0', '-140992903', '-26389600#2', '24553788#4', '313981598#0', '24665830', '-37131473#4', '22917767#0', '-35151340#11', '123757631', '-16789545#34', '25727774#2', '49209970#1', '29461495', '-8658231#16', '29091391#2', '164874906', '110918047', '-26172406#4', '25493224#0', '-25213863#2', '-25510515', '-52261344#4', '-25221558', '315381629#7']","['147371675', '31951737', '304930161#0', '-140992903', '-26389600#2', '24553788#4', '313981598#0', '24665830', '-37131473#4', '22917767#0', '-35151340#11', '123757631', '-16789545#34', '25727774#2', '49209970#1', '29461495', '-8658231#16', '29091391#2', '164874906', '110918047', '-26172406#4', '25493224#0', '-25213863#2', '-25510515', '-52261344#4', '-25221558', '315381629#7']",224973268,224973268,42,2850.5,0.0,2850.5,False
208,27,2,4760.575670480728,0.7,0.18,300,12,5,250,"['147371675', '-204007997#1', '304930161#0', '-275993980#1', '-26389600#2', '24553788#4', '313981598#0', '24665830', '-37131473#4', '22917767#0', '-35151340#11', '-275185168#4', '-16789545#34', '25727774#2', '49209970#1', '29461495', '-8658231#16', '29091391#2', '164874906', '156057537#2', '-26172406#4', '-25298763', '-25213863#2', '-25510515', '-52261344#4', '-25221558', '315381629#7']","['147371675', '-204007997#1', '304930161#0', '-275993980#1', '-26389600#2', '24553788#4', '313981598#0', '24665830', '-37131473#4', '22917767#0', '-35151340#11', '-275185168#4', '-16789545#34', '25727774#2', '49209970#1', '29461495', '-8658231#16', '29091391#2', '164874906', '156057537#2', '-26172406#4', '-25298763', '-25213863#2', '-25510515', '-52261344#4', '-25221558', '315381629#7']",220352404,220352404,42,4760.6,0.0,4760.6,False
209,27,2,6649.7185871601105,0.7,0.18,300,12,5,350,"['147371675', '-204007997#1', '304930161#0', '-275993980#1', '-26389600#2', '24553788#4', '313981598#0', '24665830', '-37131473#4', '22917767#0', '-35151340#11', '-275185168#4', '-16789545#34', '25727774#2', '49209970#1', '29461495', '-8658231#16', '29091391#2', '164874906', '228361007#0', '-26172406#4', '-25298763', '-25213863#2', '-25510515', '-52261344#4', '-25221558', '315381629#7']","['147371675', '-204007997#1', '304930161#0', '-275993980#1', '-26389600#2', '24553788#4', '313981598#0', '24665830', '-37131473#4', '22917767#0', '-35151340#11', '-275185168#4', '-16789545#34', '25727774#2', '49209970#1', '29461495', '-8658231#16', '29091391#2', '164874906', '228361007#0', '-26172406#4', '-25298763', '-25213863#2', '-25510515', '-52261344#4', '-25221558', '315381629#7']",220265195,220265195,42,6649.7,0.0,6649.7,False
210,27,3,2833.2227308750153,0.7,0.18,300,12,7,150,"['185980378#2', '164825968#0', '54887498#0', '132618683#0', '24773395#4', '24794107#0', '24449654#1', '49022703#1', '148325921#3', '23510614#0', '-160546659#6', '27805769', '145733619#0', '5667170', '-4662322#1', '147214826', '22917424#0', '-203932269#1', '26487518', '292436718#2', '-146790162#2', '-5217049#0', '130147382#0', '9895382#0', '-361975452#0', '98613785', '-32233282#0']","['185980378#2', '164825968#0', '54887498#0', '132618683#0', '24773395#4', '24794107#0', '24449654#1', '49022703#1', '148325921#3', '23510614#0', '-160546659#6', '27805769', '145733619#0', '5667170', '-4662322#1', '147214826', '22917424#0', '-203932269#1', '26487518', '292436718#2', '-146790162#2', '-5217049#0', '130147382#0', '9895382#0', '-361975452#0', '98613785', '-32233282#0']",223502676,223502676,42,2833.2,0.0,2833.2,False
211,27,3,4721.914759159088,0.7,0.18,300,12,7,250,"['185980378#2', '164825968#0', '54887498#0', '132618683#0', '24773395#4', '24794107#0', '24449654#1', '49022703#1', '-22690855#10', '23510614#0', '5130695#0', '27805769', '23784424#1', '146505402#1', '-4662322#1', '147214826', '22917424#0', '99594839#2', '-175658435', '292436718#2', '-146790162#2', '-5217049#0', '130147382#0', '-35434308#0', '-361975452#0', '98613785', '58826345']","['185980378#2', '164825968#0', '54887498#0', '132618683#0', '24773395#4', '24794107#0', '24449654#1', '49022703#1', '-22690855#10', '23510614#0', '5130695#0', '27805769', '23784424#1', '146505402#1', '-4662322#1', '147214826', '22917424#0', '99594839#2', '-175658435', '292436718#2', '-146790162#2', '-5217049#0', '130147382#0', '-35434308#0', '-361975452#0', '98613785', '58826345']",218652237,218652237,42,4721.9,0.0,4721.9,False
212,27,3,6600.092494487762,0.7,0.18,300,12,7,350,"['185980378#2', '164825968#0', '54887498#0', '132618683#0', '24773395#4', '24794107#0', '24449654#1', '49022703#1', '148325921#3', '23510614#0', '-160546659#6', '27805769', '145733619#0', '5667170', '-4662322#1', '147214826', '22917424#0', '-4808785', '-175658435', '292436718#2', '24166342#7', '-5217049#0', '130147382#0', '53048587#3', '-361975452#0', '98613785', '-32233282#0']","['185980378#2', '164825968#0', '54887498#0', '132618683#0', '24773395#4', '24794107#0', '24449654#1', '49022703#1', '148325921#3', '23510614#0', '-160546659#6', '27805769', '145733619#0', '5667170', '-4662322#1', '147214826', '22917424#0', '-4808785', '-175658435', '292436718#2', '24166342#7', '-5217049#0', '130147382#0', '53048587#3', '-361975452#0', '98613785', '-32233282#0']",218359299,218359299,42,6600.1,0.0,6600.1,False
213,27,2,2854.794016599655,0.7,0.18,300,12,10,150,"['-172563450', '-23966933#2', '25329103#2', '25193364#0', '28764035', '297011921#0', '-180141095#4', '33920975#0', '-33118465#6', '25677206', '-35151340#11', '132618446#2', '27056134#6', '130165216', '-35416764#0', '159393360', '-149137857', '-25224890', '-24689036#14', '-172297398#3', '-25845111#6', '265269615#0', '27235544#1', '122076424#4', '-23255288#10', '-156539658#1', '24881007#0']","['-172563450', '-23966933#2', '25329103#2', '25193364#0', '28764035', '297011921#0', '-180141095#4', '33920975#0', '-33118465#6', '25677206', '-35151340#11', '132618446#2', '27056134#6', '130165216', '-35416764#0', '159393360', '-149137857', '-25224890', '-24689036#14', '-172297398#3', '-25845111#6', '265269615#0', '27235544#1', '122076424#4', '-23255288#10', '-156539658#1', '24881007#0']",218253409,218253409,42,2854.8,0.0,2854.8,False
214,27,3,4594.204530954361,0.7,0.18,300,12,10,250,"['-172563450', '-23966933#2', '25329103#2', '25193364#0', '164211353#0', '297011921#0', '72078635#0', '33920975#0', '-146236034#5', '25677206', '-35151340#11', '132618446#2', '27056134#6', '130165216', '-35416764#0', '159393360', '-149137857', '-25224890', '-24689036#14', '-172297398#3', '-25845111#6', '265269615#0', '27235544#1', '122076424#4', '-23255288#10', '-156539658#1', '22880573#1']","['-172563450', '-23966933#2', '25329103#2', '25193364#0', '164211353#0', '297011921#0', '72078635#0', '33920975#0', '-146236034#5', '25677206', '-35151340#11', '132618446#2', '27056134#6', '130165216', '-35416764#0', '159393360', '-149137857', '-25224890', '-24689036#14', '-172297398#3', '-25845111#6', '265269615#0', '27235544#1', '122076424#4', '-23255288#10', '-156539658#1', '22880573#1']",214563806,214563806,42,4594.2,0.0,4594.2,False
215,27,0,13757.156369924545,0.7,0.18,300,12,10,350,"['-172563450', '-23966933#2', '25329103#2', '25193364#0', '164211353#0', '297011921#0', '72078635#0', '33920975#0', '-146236034#5', '25677206', '-35151340#11', '132618446#2', '27056134#6', '130165216', '-35416764#0', '159393360', '-149137857', '-25224890', '-24689036#14', '-172297398#3', '-25845111#6', '265269615#0', '27235544#1', '122076424#4', '-23255288#10', '-156539658#1', '22880573#1']","['-172563450', '-23966933#2', '25329103#2', '25193364#0', '164211353#0', '297011921#0', '72078635#0', '33920975#0', '-146236034#5', '25677206', '-35151340#11', '132618446#2', '27056134#6', '130165216', '-35416764#0', '159393360', '-149137857', '-25224890', '-24689036#14', '-172297398#3', '-25845111#6', '265269615#0', '27235544#1', '122076424#4', '-23255288#10', '-156539658#1', '22880573#1']",214563806,214563806,42,13757.1,0.0,13757.1,False
216,27,0,10106.69267821312,0.7,0.18,500,4,5,150,"['-30962589#2', '46098836#0', '-150019730', '338165603', '89149090#3', '-132530846', '150011530', '24433579', '7990865#0', '132622390#3', '34999321#0', '24147038#6', '-24870633#2', '172506650#1', '-25325939#5', '131467018#0', '23199141#0', '57356369', '25547586#0', '-230275743', '27405533#2', '-105905213#1', '-30733514#3', '23840888#1', '-24166384#3', '52261344#3', '-26410781#1']","['-30962589#2', '46098836#0', '-150019730', '338165603', '89149090#3', '-132530846', '150011530', '24433579', '7990865#0', '132622390#3', '34999321#0', '24147038#6', '-24870633#2', '172506650#1', '-25325939#5', '131467018#0', '23199141#0', '57356369', '25547586#0', '-230275743', '27405533#2', '-105905213#1', '-30733514#3', '23840888#1', '-24166384#3', '52261344#3', '-26410781#1']",231456277,231456277,42,10106.7,0.0,10106.7,False
217,27,2,8270.426329612732,0.7,0.18,500,4,5,250,"['-30962589#2', '46098836#0', '-150019730', '338165603', '-183521977', '25457516', '-18223587#1', '24433579', '7990865#0', '132622390#3', '34999321#0', '-319516511#2', '-35740150#2', '172506650#1', '5216289#0', '307320729', '32645525#1', '-25152423#1', '-48807223#4', '-108197178#1', '27405533#2', '-207881868#8', '144905114', '-313963714#10', '-24166384#3', '151608269#2', '-26410781#1']","['-30962589#2', '46098836#0', '-150019730', '338165603', '-183521977', '25457516', '-18223587#1', '24433579', '7990865#0', '132622390#3', '34999321#0', '-319516511#2', '-35740150#2', '172506650#1', '5216289#0', '307320729', '32645525#1', '-25152423#1', '-48807223#4', '-108197178#1', '27405533#2', '-207881868#8', '144905114', '-313963714#10', '-24166384#3', '151608269#2', '-26410781#1']",230890540,230890540,42,8270.4,0.0,8270.4,False
218,27,0,23577.064884662628,0.7,0.18,500,4,5,350,"['-30962589#2', '46098836#0', '-150019730', '338165603', '-27044780#6', '177615747#0', '150011530', '24433579', '7990865#0', '132622390#3', '34999321#0', '24147038#6', '-27872135', '172506650#1', '-25325939#5', '131467018#0', '23199141#0', '-24679204#3', '23074748', '108931224', '132409821', '35307072#0', '-30733514#3', '-321278481#1', '285870136#0', '132648179#5', '-26410781#1']","['-30962589#2', '46098836#0', '-150019730', '338165603', '-27044780#6', '177615747#0', '150011530', '24433579', '7990865#0', '132622390#3', '34999321#0', '24147038#6', '-27872135', '172506650#1', '-25325939#5', '131467018#0', '23199141#0', '-24679204#3', '23074748', '108931224', '132409821', '35307072#0', '-30733514#3', '-321278481#1', '285870136#0', '132648179#5', '-26410781#1']",225947708,225947708,42,23577.1,0.0,23577.1,False
219,27,2,5007.421884775162,0.7,0.18,500,4,7,150,"['-160620562#1', '28923429#0', '-26173562', '82878588#1', '-26298756#3', '45378376#3', '-25730450#0', '334700588#0', '12702527', '23401189', '-33096060#2', '30933301', '-10270632', '-25163135', '52480916#2', '4674490#0', '26670184#0', '149137860', '26163661#3', '24659414#0', '24871540#1', '-28984893#3', '-32878467#2', '-23554624#2', '-338540816#4', '26230864', '-205994318#0']","['-160620562#1', '28923429#0', '-26173562', '82878588#1', '-26298756#3', '45378376#3', '-25730450#0', '334700588#0', '12702527', '23401189', '-33096060#2', '30933301', '-10270632', '-25163135', '52480916#2', '4674490#0', '26670184#0', '149137860', '26163661#3', '24659414#0', '24871540#1', '-28984893#3', '-32878467#2', '-23554624#2', '-338540816#4', '26230864', '-205994318#0']",225675931,225675931,42,5007.4,0.0,5007.4,False
220,27,2,8343.258160829544,0.7,0.18,500,4,7,250,"['-160620562#1', '28923429#0', '-26173562', '82878588#1', '10211390#0', '45378376#3', '-25730450#0', '334700588#0', '12702527', '23401189', '-33096060#2', '30933301', '-10270632', '-25163135', '52480916#2', '4674490#0', '26670184#0', '149137860', '26163661#3', '24659414#0', '-313716544#1', '-28984893#3', '-32878467#2', '-23554624#2', '-338540816#4', '26230864', '-205994318#0']","['-160620562#1', '28923429#0', '-26173562', '82878588#1', '10211390#0', '45378376#3', '-25730450#0', '334700588#0', '12702527', '23401189', '-33096060#2', '30933301', '-10270632', '-25163135', '52480916#2', '4674490#0', '26670184#0', '149137860', '26163661#3', '24659414#0', '-313716544#1', '-28984893#3', '-32878467#2', '-23554624#2', '-338540816#4', '26230864', '-205994318#0']",223075830,223075830,42,8343.3,0.0,8343.3,False
221,27,2,11583.311762809753,0.7,0.18,500,4,7,350,"['-160620562#1', '28923429#0', '-26173562', '82878588#1', '-98041790', '45378376#3', '55740418#2', '334700588#0', '12702527', '172190783', '-33096060#2', '30933301', '-10270632', '-25163135', '52480916#2', '4674490#0', '26670184#0', '149137860', '26163661#3', '24659414#0', '156426784#2', '-28984893#3', '-32878467#2', '209682833#3', '-338540816#4', '26230864', '27462497#0']","['-160620562#1', '28923429#0', '-26173562', '82878588#1', '-98041790', '45378376#3', '55740418#2', '334700588#0', '12702527', '172190783', '-33096060#2', '30933301', '-10270632', '-25163135', '52480916#2', '4674490#0', '26670184#0', '149137860', '26163661#3', '24659414#0', '156426784#2', '-28984893#3', '-32878467#2', '209682833#3', '-338540816#4', '26230864', '27462497#0']",222637220,222637220,42,11583.3,0.0,11583.3,False
222,27,3,4888.910753488541,0.7,0.18,500,4,10,150,"['-49286107#1', '-34128472', '-132648129#2', '-190040363#3', '4353628#0', '-153390910#1', '-204122395', '33150973', '262278819', '5811448', '31004022', '-172049778#6', '363529109', '8107657#4', '-147371682', '26308937', '-264593458', '24898206#2', '129324345#0', '4229585#2', '-328948522#0', '172180584#0', '4698787#5', '-52613200#2', '155592917#0', '-24778556#0', '-25472737#1']","['-49286107#1', '-34128472', '-132648129#2', '-190040363#3', '4353628#0', '-153390910#1', '-204122395', '33150973', '262278819', '5811448', '31004022', '-172049778#6', '363529109', '8107657#4', '-147371682', '26308937', '-264593458', '24898206#2', '129324345#0', '4229585#2', '-328948522#0', '172180584#0', '4698787#5', '-52613200#2', '155592917#0', '-24778556#0', '-25472737#1']",220716186,220716186,42,4888.9,0.0,4888.9,False
223,27,3,8122.158187866211,0.7,0.18,500,4,10,250,"['-49286107#1', '-34128472', '-132648129#2', '-190040363#3', '4353628#0', '-153390910#1', '-204122395', '33150973', '262278819', '5811448', '31004022', '-172049778#6', '363529109', '-265269608#7', '-147371682', '26308937', '-264593458', '24898206#2', '129324345#0', '4229585#2', '-328948522#0', '172180584#0', '4698787#5', '-52613200#2', '155592917#0', '-24778556#0', '-25472737#1']","['-49286107#1', '-34128472', '-132648129#2', '-190040363#3', '4353628#0', '-153390910#1', '-204122395', '33150973', '262278819', '5811448', '31004022', '-172049778#6', '363529109', '-265269608#7', '-147371682', '26308937', '-264593458', '24898206#2', '129324345#0', '4229585#2', '-328948522#0', '172180584#0', '4698787#5', '-52613200#2', '155592917#0', '-24778556#0', '-25472737#1']",220034292,220034292,42,8122.2,0.0,8122.2,False
224,27,2,11470.67868065834,0.7,0.18,500,4,10,350,"['-49286107#1', '-34128472', '-132648129#2', '-190040363#3', '4353628#0', '-153390910#1', '42675417', '33150973', '262278819', '5811448', '31004022', '-172049778#6', '363529109', '-265269608#7', '-147371682', '26308937', '-264593458', '24898206#2', '129324345#0', '4229585#2', '-328948522#0', '172180584#0', '4698787#5', '-52613200#2', '155592917#0', '-24778556#0', '-25472737#1']","['-49286107#1', '-34128472', '-132648129#2', '-190040363#3', '4353628#0', '-153390910#1', '42675417', '33150973', '262278819', '5811448', '31004022', '-172049778#6', '363529109', '-265269608#7', '-147371682', '26308937', '-264593458', '24898206#2', '129324345#0', '4229585#2', '-328948522#0', '172180584#0', '4698787#5', '-52613200#2', '155592917#0', '-24778556#0', '-25472737#1']",219365240,219365240,42,11470.7,0.0,11470.7,False
225,27,2,4943.4576671123505,0.7,0.18,500,8,5,150,"['-61482902', '125490153#1', '-30733397#2', '-24567767#0', '69403479#2', '-9250441#2', '-96049309#2', '-25472731', '-20151922#0', '-49047842#0', '-24554876', '49436564#1', '-170422594', '219018762#1', '-88853775#23', '360679945#0', '328231833#3', '-205658253#1', '-25921631', '55740427#0', '25609362#1', '258669865', '9618920#0', '272867683', '-199003051', '25223507#1', '-26275715#4']","['-61482902', '125490153#1', '-30733397#2', '-24567767#0', '69403479#2', '-9250441#2', '-96049309#2', '-25472731', '-20151922#0', '-49047842#0', '-24554876', '49436564#1', '-170422594', '219018762#1', '-88853775#23', '360679945#0', '328231833#3', '-205658253#1', '-25921631', '55740427#0', '25609362#1', '258669865', '9618920#0', '272867683', '-199003051', '25223507#1', '-26275715#4']",222545663,222545663,42,4943.5,0.0,4943.5,False
226,27,0,16652.798094511032,0.7,0.18,500,8,5,250,"['-61482902', '125490153#1', '-30733397#2', '-24567767#0', '69403479#2', '-9250441#2', '-13113084#2', '-25472731', '-20151922#0', '-49047842#0', '-24554876', '49436564#1', '-170422594', '23858398#0', '-107442812#1', '360679945#0', '328231833#3', '-205658253#1', '-25921631', '218930181', '25609362#1', '258669865', '9618920#0', '272867683', '-199003051', '25223507#1', '-26275715#4']","['-61482902', '125490153#1', '-30733397#2', '-24567767#0', '69403479#2', '-9250441#2', '-13113084#2', '-25472731', '-20151922#0', '-49047842#0', '-24554876', '49436564#1', '-170422594', '23858398#0', '-107442812#1', '360679945#0', '328231833#3', '-205658253#1', '-25921631', '218930181', '25609362#1', '258669865', '9618920#0', '272867683', '-199003051', '25223507#1', '-26275715#4']",219738885,219738885,42,16652.8,0.0,16652.8,False
227,27,3,11253.914782047272,0.7,0.18,500,8,5,350,"['-61482902', '125490153#1', '-30733397#2', '-24567767#0', '69403479#2', '-9250441#2', '-13113084#2', '-25472731', '-20151922#0', '204265416', '5108746#0', '29118782#0', '-170422594', '23858398#0', '25729271#0', '360679945#0', '52613200#3', '-205658253#1', '-25921631', '218930181', '25609362#1', '258669865', '9618920#0', '272867683', '-199003051', '25223507#1', '-26275715#4']","['-61482902', '125490153#1', '-30733397#2', '-24567767#0', '69403479#2', '-9250441#2', '-13113084#2', '-25472731', '-20151922#0', '204265416', '5108746#0', '29118782#0', '-170422594', '23858398#0', '25729271#0', '360679945#0', '52613200#3', '-205658253#1', '-25921631', '218930181', '25609362#1', '258669865', '9618920#0', '272867683', '-199003051', '25223507#1', '-26275715#4']",217316940,217316940,42,11253.9,0.0,11253.9,False
228,27,3,4692.708053588867,0.7,0.18,500,8,7,150,"['48204934#0', '-17935892#15', '10714206#0', '-132540189#3', '-143975073#1', '-133081985#0', '-24794059#3', '26283993', '-25547656#1', '164158185#0', '150266863#3', '328430636#0', '31722680#0', '26625271#0', '154986826', '-24830403#0', '-23478491', '7649091#0', '26163661#3', '47897389#0', '-323831264', '8093083#0', '40100642#1', '204049631#1', '110374903#15', '-8437606#5', '25810295#0']","['48204934#0', '-17935892#15', '10714206#0', '-132540189#3', '-143975073#1', '-133081985#0', '-24794059#3', '26283993', '-25547656#1', '164158185#0', '150266863#3', '328430636#0', '31722680#0', '26625271#0', '154986826', '-24830403#0', '-23478491', '7649091#0', '26163661#3', '47897389#0', '-323831264', '8093083#0', '40100642#1', '204049631#1', '110374903#15', '-8437606#5', '25810295#0']",221638470,221638470,42,4692.7,0.0,4692.7,False
229,27,0,16623.85583305359,0.7,0.18,500,8,7,250,"['82717492', '-17935892#15', '10714206#0', '186463491#0', '26996470#2', '-133081985#0', '8658268', '-82804452', '-13767086#0', '142373324', '150266863#3', '328430636#0', '245312153', '-22993426#5', '154986826', '-160601891#3', '25126703#3', '49022700#0', '26163661#3', '-4808788#2', '132405348#2', '8093083#0', '319372616', '310367488#0', '14567595#2', '-5372364#2', '25810295#0']","['82717492', '-17935892#15', '10714206#0', '186463491#0', '26996470#2', '-133081985#0', '8658268', '-82804452', '-13767086#0', '142373324', '150266863#3', '328430636#0', '245312153', '-22993426#5', '154986826', '-160601891#3', '25126703#3', '49022700#0', '26163661#3', '-4808788#2', '132405348#2', '8093083#0', '319372616', '310367488#0', '14567595#2', '-5372364#2', '25810295#0']",217757303,217757303,42,16623.8,0.0,16623.8,False
230,27,0,23294.403856515884,0.7,0.18,500,8,7,350,"['82717492', '-17935892#15', '10714206#0', '186463491#0', '26996470#2', '-133081985#0', '8658268', '172454098#0', '-13767086#0', '142373324', '150266863#3', '328430636#0', '245312153', '25034478#0', '154986826', '-24830403#0', '25126703#3', '49022700#0', '26163661#3', '-4808788#2', '132405348#2', '8093083#0', '319372616', '310367488#0', '14567595#2', '-5372364#2', '92153985#0']","['82717492', '-17935892#15', '10714206#0', '186463491#0', '26996470#2', '-133081985#0', '8658268', '172454098#0', '-13767086#0', '142373324', '150266863#3', '328430636#0', '245312153', '25034478#0', '154986826', '-24830403#0', '25126703#3', '49022700#0', '26163661#3', '-4808788#2', '132405348#2', '8093083#0', '319372616', '310367488#0', '14567595#2', '-5372364#2', '92153985#0']",214468030,214468030,42,23294.4,0.0,23294.4,False
231,27,0,10048.792830705643,0.7,0.18,500,8,10,150,"['26184994#0', '-25154128#6', '-106223991', '170538529#6', '-156333189#1', '304319246#3', '49188340#1', '-28027422#0', '-140672103', '23510612#2', '30839954', '96061746', '5062348', '49008960#1', '23238598#0', '164874905', '24526221#1', '183824580#1', '38574426#0', '117679358#1', '-29099474#0', '-24166346#0', '-28236065#4', '-36253944', '-24383636#4', '23510622#0', '-189913664#3']","['26184994#0', '-25154128#6', '-106223991', '170538529#6', '-156333189#1', '304319246#3', '49188340#1', '-28027422#0', '-140672103', '23510612#2', '30839954', '96061746', '5062348', '49008960#1', '23238598#0', '164874905', '24526221#1', '183824580#1', '38574426#0', '117679358#1', '-29099474#0', '-24166346#0', '-28236065#4', '-36253944', '-24383636#4', '23510622#0', '-189913664#3']",219451232,219451232,42,10048.8,0.0,10048.8,False
232,27,3,7984.316177606583,0.7,0.18,500,8,10,250,"['-181622009#2', '40322097#2', '35439873#0', '170538529#6', '-156333189#1', '304319246#3', '49188340#1', '-28027422#0', '-140672103', '23510612#2', '30839954', '96061746', '5062348', '49008960#1', '23238598#0', '164874905', '24526221#1', '183824580#1', '-4808783#7', '117679358#1', '-29099474#0', '-24166346#0', '-28236065#4', '-36253944', '-24383636#4', '-172006858#4', '-189913664#3']","['-181622009#2', '40322097#2', '35439873#0', '170538529#6', '-156333189#1', '304319246#3', '49188340#1', '-28027422#0', '-140672103', '23510612#2', '30839954', '96061746', '5062348', '49008960#1', '23238598#0', '164874905', '24526221#1', '183824580#1', '-4808783#7', '117679358#1', '-29099474#0', '-24166346#0', '-28236065#4', '-36253944', '-24383636#4', '-172006858#4', '-189913664#3']",215663235,215663235,42,7984.3,0.0,7984.3,False
