2026-09-02 02:02:40 | ======================================================================
2026-09-02 02:02:40 | Iniciando tarefa — servidor3_tarefa627 | k=27 | seed=42
2026-09-02 02:02:40 | Hiperparâmetros: {'crossover_rate': 0.9, 'mutation_rate': 0.12, 'population_size': 500, 'elitism_size': 4, 'tournament_size': 10, 'num_generations': 150}
2026-09-02 02:02:45 | Geração 0 (inicial) — melhor fitness: 255548699
2026-09-02 02:03:08 | Geração 1/150 — melhor fitness: 253696474 | sem melhora há 0 geração(ões)
2026-09-02 02:03:31 | Geração 2/150 — melhor fitness: 249231622 | sem melhora há 0 geração(ões)
2026-09-02 02:03:55 | Geração 3/150 — melhor fitness: 249231622 | sem melhora há 1 geração(ões)
2026-09-02 02:04:19 | Geração 4/150 — melhor fitness: 247339014 | sem melhora há 0 geração(ões)
2026-09-02 02:04:43 | Geração 5/150 — melhor fitness: 244791176 | sem melhora há 0 geração(ões)
2026-09-02 02:05:07 | Geração 6/150 — melhor fitness: 242916248 | sem melhora há 0 geração(ões)
2026-09-02 02:05:31 | Geração 7/150 — melhor fitness: 242916248 | sem melhora há 1 geração(ões)
2026-09-02 02:05:54 | Geração 8/150 — melhor fitness: 238232810 | sem melhora há 0 geração(ões)
2026-09-02 02:06:18 | Geração 9/150 — melhor fitness: 238232810 | sem melhora há 1 geração(ões)
2026-09-02 02:06:42 | Geração 10/150 — melhor fitness: 232824481 | sem melhora há 0 geração(ões)
2026-09-02 02:07:06 | Geração 11/150 — melhor fitness: 232824481 | sem melhora há 1 geração(ões)
2026-09-02 02:07:29 | Geração 12/150 — melhor fitness: 232540281 | sem melhora há 0 geração(ões)
2026-09-02 02:07:53 | Geração 13/150 — melhor fitness: 231601128 | sem melhora há 0 geração(ões)
2026-09-02 02:08:16 | Geração 14/150 — melhor fitness: 231601128 | sem melhora há 1 geração(ões)
2026-09-02 02:08:40 | Geração 15/150 — melhor fitness: 231601128 | sem melhora há 2 geração(ões)
2026-09-02 02:09:04 | Geração 16/150 — melhor fitness: 230648396 | sem melhora há 0 geração(ões)
2026-09-02 02:09:27 | Geração 17/150 — melhor fitness: 230648396 | sem melhora há 1 geração(ões)
2026-09-02 02:09:51 | Geração 18/150 — melhor fitness: 230493169 | sem melhora há 0 geração(ões)
2026-09-02 02:10:14 | Geração 19/150 — melhor fitness: 230493169 | sem melhora há 1 geração(ões)
2026-09-02 02:10:38 | Geração 20/150 — melhor fitness: 227113550 | sem melhora há 0 geração(ões)
2026-09-02 02:11:00 | Geração 21/150 — melhor fitness: 226635563 | sem melhora há 0 geração(ões)
2026-09-02 02:11:23 | Geração 22/150 — melhor fitness: 226635563 | sem melhora há 1 geração(ões)
2026-09-02 02:11:48 | Geração 23/150 — melhor fitness: 226583094 | sem melhora há 0 geração(ões)
2026-09-02 02:12:12 | Geração 24/150 — melhor fitness: 226583094 | sem melhora há 1 geração(ões)
2026-09-02 02:12:34 | Geração 25/150 — melhor fitness: 226583094 | sem melhora há 2 geração(ões)
2026-09-02 02:12:58 | Geração 26/150 — melhor fitness: 226583094 | sem melhora há 3 geração(ões)
2026-09-02 02:13:21 | Geração 27/150 — melhor fitness: 226583094 | sem melhora há 4 geração(ões)
2026-09-02 02:13:46 | Geração 28/150 — melhor fitness: 226583094 | sem melhora há 5 geração(ões)
2026-09-02 02:14:09 | Geração 29/150 — melhor fitness: 224497212 | sem melhora há 0 geração(ões)
