2026-09-02 00:08:54 | ======================================================================
2026-09-02 00:08:54 | Iniciando tarefa — servidor3_tarefa601 | k=27 | seed=42
2026-09-02 00:08:54 | Hiperparâmetros: {'crossover_rate': 0.9, 'mutation_rate': 0.12, 'population_size': 300, 'elitism_size': 4, 'tournament_size': 10, 'num_generations': 250}
2026-09-02 00:08:57 | Geração 0 (inicial) — melhor fitness: 255548699
2026-09-02 00:09:10 | Geração 1/250 — melhor fitness: 253218914 | sem melhora há 0 geração(ões)
2026-09-02 00:09:24 | Geração 2/250 — melhor fitness: 253218914 | sem melhora há 1 geração(ões)
2026-09-02 00:09:38 | Geração 3/250 — melhor fitness: 248839447 | sem melhora há 0 geração(ões)
2026-09-02 00:09:53 | Geração 4/250 — melhor fitness: 248839447 | sem melhora há 1 geração(ões)
2026-09-02 00:10:07 | Geração 5/250 — melhor fitness: 248839447 | sem melhora há 2 geração(ões)
2026-09-02 00:10:21 | Geração 6/250 — melhor fitness: 248839447 | sem melhora há 3 geração(ões)
2026-09-02 00:10:34 | Geração 7/250 — melhor fitness: 246442181 | sem melhora há 0 geração(ões)
2026-09-02 00:10:48 | Geração 8/250 — melhor fitness: 244402227 | sem melhora há 0 geração(ões)
2026-09-02 00:11:02 | Geração 9/250 — melhor fitness: 238298426 | sem melhora há 0 geração(ões)
2026-09-02 00:11:17 | Geração 10/250 — melhor fitness: 238298426 | sem melhora há 1 geração(ões)
2026-09-02 00:11:31 | Geração 11/250 — melhor fitness: 238298426 | sem melhora há 2 geração(ões)
2026-09-02 00:11:44 | Geração 12/250 — melhor fitness: 238298426 | sem melhora há 3 geração(ões)
2026-09-02 00:11:58 | Geração 13/250 — melhor fitness: 231907481 | sem melhora há 0 geração(ões)
2026-09-02 00:12:12 | Geração 14/250 — melhor fitness: 229817372 | sem melhora há 0 geração(ões)
2026-09-02 00:12:27 | Geração 15/250 — melhor fitness: 229817372 | sem melhora há 1 geração(ões)
2026-09-02 00:12:41 | Geração 16/250 — melhor fitness: 229817372 | sem melhora há 2 geração(ões)
2026-09-02 00:12:55 | Geração 17/250 — melhor fitness: 229817372 | sem melhora há 3 geração(ões)
2026-09-02 00:13:08 | Geração 18/250 — melhor fitness: 226515292 | sem melhora há 0 geração(ões)
2026-09-02 00:13:22 | Geração 19/250 — melhor fitness: 226515292 | sem melhora há 1 geração(ões)
2026-09-02 00:13:35 | Geração 20/250 — melhor fitness: 225682920 | sem melhora há 0 geração(ões)
2026-09-02 00:13:49 | Geração 21/250 — melhor fitness: 224499333 | sem melhora há 0 geração(ões)
2026-09-02 00:14:04 | Geração 22/250 — melhor fitness: 224499333 | sem melhora há 1 geração(ões)
2026-09-02 00:14:18 | Geração 23/250 — melhor fitness: 224499333 | sem melhora há 2 geração(ões)
2026-09-02 00:14:32 | Geração 24/250 — melhor fitness: 224499333 | sem melhora há 3 geração(ões)
2026-09-02 00:14:47 | Geração 25/250 — melhor fitness: 224499333 | sem melhora há 4 geração(ões)
2026-09-02 00:15:01 | Geração 26/250 — melhor fitness: 224499333 | sem melhora há 5 geração(ões)
2026-09-02 00:15:16 | Geração 27/250 — melhor fitness: 224499333 | sem melhora há 6 geração(ões)
2026-09-02 00:15:30 | Geração 28/250 — melhor fitness: 223003107 | sem melhora há 0 geração(ões)
2026-09-02 00:15:43 | Geração 29/250 — melhor fitness: 221343436 | sem melhora há 0 geração(ões)
2026-09-02 00:15:57 | Geração 30/250 — melhor fitness: 221343436 | sem melhora há 1 geração(ões)
2026-09-02 00:16:10 | Geração 31/250 — melhor fitness: 221343436 | sem melhora há 2 geração(ões)
2026-09-02 00:16:24 | Geração 32/250 — melhor fitness: 221343436 | sem melhora há 3 geração(ões)
2026-09-02 00:16:39 | Geração 33/250 — melhor fitness: 221343436 | sem melhora há 4 geração(ões)
2026-09-02 00:16:52 | Geração 34/250 — melhor fitness: 221343436 | sem melhora há 5 geração(ões)
2026-09-02 00:17:06 | Geração 35/250 — melhor fitness: 221343436 | sem melhora há 6 geração(ões)
2026-09-02 00:17:21 | Geração 36/250 — melhor fitness: 221343436 | sem melhora há 7 geração(ões)
2026-09-02 00:17:35 | Geração 37/250 — melhor fitness: 221343436 | sem melhora há 8 geração(ões)
2026-09-02 00:17:49 | Geração 38/250 — melhor fitness: 221343436 | sem melhora há 9 geração(ões)
2026-09-02 00:18:03 | Geração 39/250 — melhor fitness: 221343436 | sem melhora há 10 geração(ões)
2026-09-02 00:18:17 | Geração 40/250 — melhor fitness: 221343436 | sem melhora há 11 geração(ões)
2026-09-02 00:18:31 | Geração 41/250 — melhor fitness: 221343436 | sem melhora há 12 geração(ões)
2026-09-02 00:18:45 | Geração 42/250 — melhor fitness: 221343436 | sem melhora há 13 geração(ões)
2026-09-02 00:18:59 | Geração 43/250 — melhor fitness: 221343436 | sem melhora há 14 geração(ões)
2026-09-02 00:19:13 | Geração 44/250 — melhor fitness: 221343436 | sem melhora há 15 geração(ões)
2026-09-02 00:19:26 | Geração 45/250 — melhor fitness: 221343436 | sem melhora há 16 geração(ões)
2026-09-02 00:19:40 | Geração 46/250 — melhor fitness: 221343436 | sem melhora há 17 geração(ões)
2026-09-02 00:19:54 | Geração 47/250 — melhor fitness: 220799961 | sem melhora há 0 geração(ões)
2026-09-02 00:20:08 | Geração 48/250 — melhor fitness: 220799961 | sem melhora há 1 geração(ões)
2026-09-02 00:20:22 | Geração 49/250 — melhor fitness: 220799961 | sem melhora há 2 geração(ões)
2026-09-02 00:20:35 | Geração 50/250 — melhor fitness: 220799961 | sem melhora há 3 geração(ões)
2026-09-02 00:20:49 | Geração 51/250 — melhor fitness: 220799961 | sem melhora há 4 geração(ões)
2026-09-02 00:21:04 | Geração 52/250 — melhor fitness: 220799961 | sem melhora há 5 geração(ões)
2026-09-02 00:21:18 | Geração 53/250 — melhor fitness: 220708705 | sem melhora há 0 geração(ões)
2026-09-02 00:21:32 | Geração 54/250 — melhor fitness: 216367919 | sem melhora há 0 geração(ões)
2026-09-02 00:21:46 | Geração 55/250 — melhor fitness: 216367919 | sem melhora há 1 geração(ões)
2026-09-02 00:22:00 | Geração 56/250 — melhor fitness: 216367919 | sem melhora há 2 geração(ões)
2026-09-02 00:22:14 | Geração 57/250 — melhor fitness: 216367919 | sem melhora há 3 geração(ões)
2026-09-02 00:22:28 | Geração 58/250 — melhor fitness: 216367919 | sem melhora há 4 geração(ões)
2026-09-02 00:22:43 | Geração 59/250 — melhor fitness: 216367919 | sem melhora há 5 geração(ões)
2026-09-02 00:22:57 | Geração 60/250 — melhor fitness: 216367919 | sem melhora há 6 geração(ões)
2026-09-02 00:23:10 | Geração 61/250 — melhor fitness: 216367919 | sem melhora há 7 geração(ões)
2026-09-02 00:23:23 | Geração 62/250 — melhor fitness: 216367919 | sem melhora há 8 geração(ões)
2026-09-02 00:23:37 | Geração 63/250 — melhor fitness: 216367919 | sem melhora há 9 geração(ões)
2026-09-02 00:23:51 | Geração 64/250 — melhor fitness: 216367919 | sem melhora há 10 geração(ões)
2026-09-02 00:24:05 | Geração 65/250 — melhor fitness: 216367919 | sem melhora há 11 geração(ões)
2026-09-02 00:24:19 | Geração 66/250 — melhor fitness: 216367919 | sem melhora há 12 geração(ões)
2026-09-02 00:24:33 | Geração 67/250 — melhor fitness: 216367919 | sem melhora há 13 geração(ões)
2026-09-02 00:24:46 | Geração 68/250 — melhor fitness: 216367919 | sem melhora há 14 geração(ões)
2026-09-02 00:24:59 | Geração 69/250 — melhor fitness: 216367919 | sem melhora há 15 geração(ões)
2026-09-02 00:25:12 | Geração 70/250 — melhor fitness: 216367919 | sem melhora há 16 geração(ões)
