2026-08-26 10:22:29 | ======================================================================
2026-08-26 10:22:29 | Iniciando tarefa — servidor2_tarefa236 | k=27 | seed=42
2026-08-26 10:22:29 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.18, 'population_size': 500, 'elitism_size': 12, 'tournament_size': 5, 'num_generations': 350}
2026-08-26 10:22:34 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-26 10:23:08 | Geração 1/350 — melhor fitness: 253887393 | sem melhora há 0 geração(ões)
2026-08-26 10:23:41 | Geração 2/350 — melhor fitness: 253887393 | sem melhora há 1 geração(ões)
2026-08-26 10:24:13 | Geração 3/350 — melhor fitness: 248848214 | sem melhora há 0 geração(ões)
2026-08-26 10:24:46 | Geração 4/350 — melhor fitness: 248848214 | sem melhora há 1 geração(ões)
2026-08-26 10:25:18 | Geração 5/350 — melhor fitness: 248545201 | sem melhora há 0 geração(ões)
2026-08-26 10:25:50 | Geração 6/350 — melhor fitness: 242599202 | sem melhora há 0 geração(ões)
2026-08-26 10:26:22 | Geração 7/350 — melhor fitness: 242599202 | sem melhora há 1 geração(ões)
2026-08-26 10:26:54 | Geração 8/350 — melhor fitness: 242599202 | sem melhora há 2 geração(ões)
2026-08-26 10:27:26 | Geração 9/350 — melhor fitness: 242599202 | sem melhora há 3 geração(ões)
2026-08-26 10:27:59 | Geração 10/350 — melhor fitness: 242599202 | sem melhora há 4 geração(ões)
2026-08-26 10:28:32 | Geração 11/350 — melhor fitness: 242271805 | sem melhora há 0 geração(ões)
2026-08-26 10:29:04 | Geração 12/350 — melhor fitness: 242271805 | sem melhora há 1 geração(ões)
2026-08-26 10:29:37 | Geração 13/350 — melhor fitness: 242271805 | sem melhora há 2 geração(ões)
2026-08-26 10:30:08 | Geração 14/350 — melhor fitness: 242271805 | sem melhora há 3 geração(ões)
2026-08-26 10:30:41 | Geração 15/350 — melhor fitness: 242271805 | sem melhora há 4 geração(ões)
2026-08-26 10:31:12 | Geração 16/350 — melhor fitness: 241197531 | sem melhora há 0 geração(ões)
2026-08-26 10:31:45 | Geração 17/350 — melhor fitness: 241197531 | sem melhora há 1 geração(ões)
2026-08-26 10:32:17 | Geração 18/350 — melhor fitness: 241197531 | sem melhora há 2 geração(ões)
2026-08-26 10:32:49 | Geração 19/350 — melhor fitness: 241197531 | sem melhora há 3 geração(ões)
2026-08-26 10:33:21 | Geração 20/350 — melhor fitness: 239440977 | sem melhora há 0 geração(ões)
2026-08-26 10:33:52 | Geração 21/350 — melhor fitness: 237780580 | sem melhora há 0 geração(ões)
2026-08-26 10:34:26 | Geração 22/350 — melhor fitness: 236681030 | sem melhora há 0 geração(ões)
2026-08-26 10:34:57 | Geração 23/350 — melhor fitness: 236681030 | sem melhora há 1 geração(ões)
2026-08-26 10:35:30 | Geração 24/350 — melhor fitness: 236681030 | sem melhora há 2 geração(ões)
2026-08-26 10:36:02 | Geração 25/350 — melhor fitness: 235642001 | sem melhora há 0 geração(ões)
2026-08-26 10:36:34 | Geração 26/350 — melhor fitness: 231841590 | sem melhora há 0 geração(ões)
2026-08-26 10:37:06 | Geração 27/350 — melhor fitness: 231841590 | sem melhora há 1 geração(ões)
2026-08-26 10:37:37 | Geração 28/350 — melhor fitness: 231841590 | sem melhora há 2 geração(ões)
2026-08-26 10:38:09 | Geração 29/350 — melhor fitness: 231841590 | sem melhora há 3 geração(ões)
2026-08-26 10:38:41 | Geração 30/350 — melhor fitness: 231841590 | sem melhora há 4 geração(ões)
2026-08-26 10:39:13 | Geração 31/350 — melhor fitness: 231841590 | sem melhora há 5 geração(ões)
2026-08-26 10:39:44 | Geração 32/350 — melhor fitness: 231841590 | sem melhora há 6 geração(ões)
2026-08-26 10:40:17 | Geração 33/350 — melhor fitness: 231841590 | sem melhora há 7 geração(ões)
2026-08-26 10:40:49 | Geração 34/350 — melhor fitness: 231841590 | sem melhora há 8 geração(ões)
2026-08-26 10:41:23 | Geração 35/350 — melhor fitness: 231841590 | sem melhora há 9 geração(ões)
2026-08-26 10:41:55 | Geração 36/350 — melhor fitness: 231841590 | sem melhora há 10 geração(ões)
2026-08-26 10:42:26 | Geração 37/350 — melhor fitness: 231841590 | sem melhora há 11 geração(ões)
2026-08-26 10:42:59 | Geração 38/350 — melhor fitness: 231841590 | sem melhora há 12 geração(ões)
2026-08-26 10:43:30 | Geração 39/350 — melhor fitness: 231841590 | sem melhora há 13 geração(ões)
2026-08-26 10:44:04 | Geração 40/350 — melhor fitness: 231841590 | sem melhora há 14 geração(ões)
2026-08-26 10:44:37 | Geração 41/350 — melhor fitness: 231841590 | sem melhora há 15 geração(ões)
2026-08-26 10:45:10 | Geração 42/350 — melhor fitness: 231841590 | sem melhora há 16 geração(ões)
2026-08-26 10:45:41 | Geração 43/350 — melhor fitness: 230800859 | sem melhora há 0 geração(ões)
2026-08-26 10:46:14 | Geração 44/350 — melhor fitness: 230800859 | sem melhora há 1 geração(ões)
2026-08-26 10:46:47 | Geração 45/350 — melhor fitness: 230800859 | sem melhora há 2 geração(ões)
2026-08-26 10:47:20 | Geração 46/350 — melhor fitness: 230800859 | sem melhora há 3 geração(ões)
2026-08-26 10:47:51 | Geração 47/350 — melhor fitness: 230800859 | sem melhora há 4 geração(ões)
2026-08-26 10:48:24 | Geração 48/350 — melhor fitness: 230800859 | sem melhora há 5 geração(ões)
2026-08-26 10:48:56 | Geração 49/350 — melhor fitness: 230800859 | sem melhora há 6 geração(ões)
2026-08-26 10:49:30 | Geração 50/350 — melhor fitness: 230800859 | sem melhora há 7 geração(ões)
2026-08-26 10:50:04 | Geração 51/350 — melhor fitness: 230800859 | sem melhora há 8 geração(ões)
2026-08-26 10:50:36 | Geração 52/350 — melhor fitness: 230800859 | sem melhora há 9 geração(ões)
2026-08-26 10:51:07 | Geração 53/350 — melhor fitness: 227445916 | sem melhora há 0 geração(ões)
2026-08-26 10:51:39 | Geração 54/350 — melhor fitness: 227309687 | sem melhora há 0 geração(ões)
2026-08-26 10:52:11 | Geração 55/350 — melhor fitness: 227309687 | sem melhora há 1 geração(ões)
2026-08-26 10:52:43 | Geração 56/350 — melhor fitness: 227309687 | sem melhora há 2 geração(ões)
2026-08-26 10:53:16 | Geração 57/350 — melhor fitness: 227309687 | sem melhora há 3 geração(ões)
2026-08-26 10:53:47 | Geração 58/350 — melhor fitness: 227309687 | sem melhora há 4 geração(ões)
2026-08-26 10:54:20 | Geração 59/350 — melhor fitness: 227309687 | sem melhora há 5 geração(ões)
2026-08-26 10:54:52 | Geração 60/350 — melhor fitness: 227309687 | sem melhora há 6 geração(ões)
2026-08-26 10:55:24 | Geração 61/350 — melhor fitness: 227309687 | sem melhora há 7 geração(ões)
2026-08-26 10:55:57 | Geração 62/350 — melhor fitness: 227309687 | sem melhora há 8 geração(ões)
2026-08-26 10:56:30 | Geração 63/350 — melhor fitness: 227309687 | sem melhora há 9 geração(ões)
2026-08-26 10:57:01 | Geração 64/350 — melhor fitness: 227309687 | sem melhora há 10 geração(ões)
2026-08-26 10:57:33 | Geração 65/350 — melhor fitness: 227309687 | sem melhora há 11 geração(ões)
2026-08-26 10:58:05 | Geração 66/350 — melhor fitness: 227309687 | sem melhora há 12 geração(ões)
2026-08-26 10:58:37 | Geração 67/350 — melhor fitness: 227309687 | sem melhora há 13 geração(ões)
2026-08-26 10:59:10 | Geração 68/350 — melhor fitness: 227309687 | sem melhora há 14 geração(ões)
2026-08-26 10:59:43 | Geração 69/350 — melhor fitness: 227309687 | sem melhora há 15 geração(ões)
2026-08-26 11:00:15 | Geração 70/350 — melhor fitness: 227309687 | sem melhora há 16 geração(ões)
2026-08-26 11:00:46 | Geração 71/350 — melhor fitness: 227309687 | sem melhora há 17 geração(ões)
2026-08-26 11:01:19 | Geração 72/350 — melhor fitness: 227309687 | sem melhora há 18 geração(ões)
2026-08-26 11:01:51 | Geração 73/350 — melhor fitness: 227309687 | sem melhora há 19 geração(ões)
2026-08-26 11:02:23 | Geração 74/350 — melhor fitness: 227309687 | sem melhora há 20 geração(ões)
2026-08-26 11:02:55 | Geração 75/350 — melhor fitness: 227309687 | sem melhora há 21 geração(ões)
2026-08-26 11:03:28 | Geração 76/350 — melhor fitness: 227309687 | sem melhora há 22 geração(ões)
2026-08-26 11:04:00 | Geração 77/350 — melhor fitness: 227309687 | sem melhora há 23 geração(ões)
2026-08-26 11:04:32 | Geração 78/350 — melhor fitness: 227309687 | sem melhora há 24 geração(ões)
2026-08-26 11:05:06 | Geração 79/350 — melhor fitness: 227309687 | sem melhora há 25 geração(ões)
2026-08-26 11:05:39 | Geração 80/350 — melhor fitness: 227309687 | sem melhora há 26 geração(ões)
2026-08-26 11:06:10 | Geração 81/350 — melhor fitness: 224847014 | sem melhora há 0 geração(ões)
2026-08-26 11:06:42 | Geração 82/350 — melhor fitness: 224847014 | sem melhora há 1 geração(ões)
2026-08-26 11:07:13 | Geração 83/350 — melhor fitness: 224847014 | sem melhora há 2 geração(ões)
2026-08-26 11:07:46 | Geração 84/350 — melhor fitness: 224847014 | sem melhora há 3 geração(ões)
2026-08-26 11:08:18 | Geração 85/350 — melhor fitness: 224847014 | sem melhora há 4 geração(ões)
2026-08-26 11:08:49 | Geração 86/350 — melhor fitness: 224847014 | sem melhora há 5 geração(ões)
2026-08-26 11:09:21 | Geração 87/350 — melhor fitness: 224847014 | sem melhora há 6 geração(ões)
2026-08-26 11:09:54 | Geração 88/350 — melhor fitness: 224847014 | sem melhora há 7 geração(ões)
2026-08-26 11:10:24 | Geração 89/350 — melhor fitness: 224847014 | sem melhora há 8 geração(ões)
2026-08-26 11:10:58 | Geração 90/350 — melhor fitness: 224847014 | sem melhora há 9 geração(ões)
2026-08-26 11:11:31 | Geração 91/350 — melhor fitness: 224847014 | sem melhora há 10 geração(ões)
2026-08-26 11:12:02 | Geração 92/350 — melhor fitness: 224847014 | sem melhora há 11 geração(ões)
2026-08-26 11:12:34 | Geração 93/350 — melhor fitness: 224847014 | sem melhora há 12 geração(ões)
2026-08-26 11:13:07 | Geração 94/350 — melhor fitness: 224847014 | sem melhora há 13 geração(ões)
2026-08-26 11:13:38 | Geração 95/350 — melhor fitness: 224847014 | sem melhora há 14 geração(ões)
2026-08-26 11:14:10 | Geração 96/350 — melhor fitness: 224847014 | sem melhora há 15 geração(ões)
2026-08-26 11:14:41 | Geração 97/350 — melhor fitness: 224847014 | sem melhora há 16 geração(ões)
2026-08-26 11:15:14 | Geração 98/350 — melhor fitness: 224847014 | sem melhora há 17 geração(ões)
2026-08-26 11:15:45 | Geração 99/350 — melhor fitness: 224847014 | sem melhora há 18 geração(ões)
2026-08-26 11:16:17 | Geração 100/350 — melhor fitness: 224847014 | sem melhora há 19 geração(ões)
2026-08-26 11:16:49 | Geração 101/350 — melhor fitness: 224847014 | sem melhora há 20 geração(ões)
2026-08-26 11:17:21 | Geração 102/350 — melhor fitness: 224847014 | sem melhora há 21 geração(ões)
2026-08-26 11:17:53 | Geração 103/350 — melhor fitness: 224757581 | sem melhora há 0 geração(ões)
2026-08-26 11:18:26 | Geração 104/350 — melhor fitness: 224343015 | sem melhora há 0 geração(ões)
2026-08-26 11:18:59 | Geração 105/350 — melhor fitness: 224343015 | sem melhora há 1 geração(ões)
2026-08-26 11:19:32 | Geração 106/350 — melhor fitness: 224343015 | sem melhora há 2 geração(ões)
2026-08-26 11:20:04 | Geração 107/350 — melhor fitness: 224343015 | sem melhora há 3 geração(ões)
2026-08-26 11:20:36 | Geração 108/350 — melhor fitness: 224343015 | sem melhora há 4 geração(ões)
2026-08-26 11:21:10 | Geração 109/350 — melhor fitness: 224343015 | sem melhora há 5 geração(ões)
2026-08-26 11:21:43 | Geração 110/350 — melhor fitness: 224343015 | sem melhora há 6 geração(ões)
2026-08-26 11:22:14 | Geração 111/350 — melhor fitness: 224343015 | sem melhora há 7 geração(ões)
2026-08-26 11:22:45 | Geração 112/350 — melhor fitness: 224343015 | sem melhora há 8 geração(ões)
2026-08-26 11:23:16 | Geração 113/350 — melhor fitness: 224343015 | sem melhora há 9 geração(ões)
2026-08-26 11:23:50 | Geração 114/350 — melhor fitness: 224343015 | sem melhora há 10 geração(ões)
2026-08-26 11:24:22 | Geração 115/350 — melhor fitness: 224343015 | sem melhora há 11 geração(ões)
2026-08-26 11:24:55 | Geração 116/350 — melhor fitness: 224343015 | sem melhora há 12 geração(ões)
2026-08-26 11:25:27 | Geração 117/350 — melhor fitness: 224343015 | sem melhora há 13 geração(ões)
2026-08-26 11:25:58 | Geração 118/350 — melhor fitness: 224343015 | sem melhora há 14 geração(ões)
2026-08-26 11:26:30 | Geração 119/350 — melhor fitness: 224343015 | sem melhora há 15 geração(ões)
2026-08-26 11:27:03 | Geração 120/350 — melhor fitness: 224343015 | sem melhora há 16 geração(ões)
