2026-08-30 15:00:48 | ======================================================================
2026-08-30 15:00:48 | Iniciando tarefa — servidor2_tarefa300 | k=27 | seed=42
2026-08-30 15:00:48 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.08, 'population_size': 500, 'elitism_size': 4, 'tournament_size': 7, 'num_generations': 150}
2026-08-30 15:00:52 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-30 15:01:10 | Geração 1/150 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-08-30 15:01:27 | Geração 2/150 — melhor fitness: 247955400 | sem melhora há 0 geração(ões)
2026-08-30 15:01:44 | Geração 3/150 — melhor fitness: 246947963 | sem melhora há 0 geração(ões)
2026-08-30 15:02:02 | Geração 4/150 — melhor fitness: 241263858 | sem melhora há 0 geração(ões)
2026-08-30 15:02:19 | Geração 5/150 — melhor fitness: 239870006 | sem melhora há 0 geração(ões)
2026-08-30 15:02:37 | Geração 6/150 — melhor fitness: 239870006 | sem melhora há 1 geração(ões)
2026-08-30 15:02:54 | Geração 7/150 — melhor fitness: 239870006 | sem melhora há 2 geração(ões)
2026-08-30 15:03:12 | Geração 8/150 — melhor fitness: 235859130 | sem melhora há 0 geração(ões)
2026-08-30 15:03:29 | Geração 9/150 — melhor fitness: 235683935 | sem melhora há 0 geração(ões)
2026-08-30 15:03:48 | Geração 10/150 — melhor fitness: 235683935 | sem melhora há 1 geração(ões)
2026-08-30 15:04:05 | Geração 11/150 — melhor fitness: 230814491 | sem melhora há 0 geração(ões)
2026-08-30 15:04:22 | Geração 12/150 — melhor fitness: 229637271 | sem melhora há 0 geração(ões)
2026-08-30 15:04:40 | Geração 13/150 — melhor fitness: 229637271 | sem melhora há 1 geração(ões)
2026-08-30 15:04:57 | Geração 14/150 — melhor fitness: 229637271 | sem melhora há 2 geração(ões)
2026-08-30 15:05:14 | Geração 15/150 — melhor fitness: 226925156 | sem melhora há 0 geração(ões)
2026-08-30 15:05:31 | Geração 16/150 — melhor fitness: 226925156 | sem melhora há 1 geração(ões)
2026-08-30 15:05:49 | Geração 17/150 — melhor fitness: 226395506 | sem melhora há 0 geração(ões)
2026-08-30 15:06:07 | Geração 18/150 — melhor fitness: 226395506 | sem melhora há 1 geração(ões)
2026-08-30 15:06:23 | Geração 19/150 — melhor fitness: 226395506 | sem melhora há 2 geração(ões)
2026-08-30 15:06:40 | Geração 20/150 — melhor fitness: 226395506 | sem melhora há 3 geração(ões)
2026-08-30 15:06:57 | Geração 21/150 — melhor fitness: 226116877 | sem melhora há 0 geração(ões)
2026-08-30 15:07:15 | Geração 22/150 — melhor fitness: 225163882 | sem melhora há 0 geração(ões)
2026-08-30 15:07:32 | Geração 23/150 — melhor fitness: 222737684 | sem melhora há 0 geração(ões)
2026-08-30 15:07:50 | Geração 24/150 — melhor fitness: 222737684 | sem melhora há 1 geração(ões)
2026-08-30 15:08:08 | Geração 25/150 — melhor fitness: 222737684 | sem melhora há 2 geração(ões)
2026-08-30 15:08:24 | Geração 26/150 — melhor fitness: 222737684 | sem melhora há 3 geração(ões)
2026-08-30 15:08:42 | Geração 27/150 — melhor fitness: 222224824 | sem melhora há 0 geração(ões)
2026-08-30 15:08:58 | Geração 28/150 — melhor fitness: 222224824 | sem melhora há 1 geração(ões)
2026-08-30 15:09:15 | Geração 29/150 — melhor fitness: 222224824 | sem melhora há 2 geração(ões)
2026-08-30 15:09:32 | Geração 30/150 — melhor fitness: 221405018 | sem melhora há 0 geração(ões)
2026-08-30 15:09:49 | Geração 31/150 — melhor fitness: 220754325 | sem melhora há 0 geração(ões)
2026-08-30 15:10:06 | Geração 32/150 — melhor fitness: 220754325 | sem melhora há 1 geração(ões)
2026-08-30 15:10:23 | Geração 33/150 — melhor fitness: 220754325 | sem melhora há 2 geração(ões)
2026-08-30 15:10:41 | Geração 34/150 — melhor fitness: 220754325 | sem melhora há 3 geração(ões)
2026-08-30 15:10:59 | Geração 35/150 — melhor fitness: 218061855 | sem melhora há 0 geração(ões)
2026-08-30 15:11:16 | Geração 36/150 — melhor fitness: 218061855 | sem melhora há 1 geração(ões)
2026-08-30 15:11:33 | Geração 37/150 — melhor fitness: 218061855 | sem melhora há 2 geração(ões)
2026-08-30 15:11:50 | Geração 38/150 — melhor fitness: 218061855 | sem melhora há 3 geração(ões)
2026-08-30 15:12:07 | Geração 39/150 — melhor fitness: 217712638 | sem melhora há 0 geração(ões)
2026-08-30 15:12:25 | Geração 40/150 — melhor fitness: 216494579 | sem melhora há 0 geração(ões)
2026-08-30 15:12:42 | Geração 41/150 — melhor fitness: 215811014 | sem melhora há 0 geração(ões)
2026-08-30 15:13:00 | Geração 42/150 — melhor fitness: 215811014 | sem melhora há 1 geração(ões)
