2026-09-07 22:27:44 | ======================================================================
2026-09-07 22:27:44 | Iniciando tarefa — servidor3_tarefa476 | k=27 | seed=42
2026-09-07 22:27:44 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.18, 'population_size': 500, 'elitism_size': 8, 'tournament_size': 10, 'num_generations': 350}
2026-09-07 22:27:48 | Geração 0 (inicial) — melhor fitness: 255548699
2026-09-07 22:28:19 | Geração 1/350 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-09-07 22:28:50 | Geração 2/350 — melhor fitness: 250847486 | sem melhora há 0 geração(ões)
2026-09-07 22:29:23 | Geração 3/350 — melhor fitness: 250847486 | sem melhora há 1 geração(ões)
2026-09-07 22:29:56 | Geração 4/350 — melhor fitness: 244535817 | sem melhora há 0 geração(ões)
2026-09-07 22:30:27 | Geração 5/350 — melhor fitness: 244535817 | sem melhora há 1 geração(ões)
2026-09-07 22:30:57 | Geração 6/350 — melhor fitness: 239776436 | sem melhora há 0 geração(ões)
2026-09-07 22:31:28 | Geração 7/350 — melhor fitness: 239776436 | sem melhora há 1 geração(ões)
2026-09-07 22:31:59 | Geração 8/350 — melhor fitness: 239776436 | sem melhora há 2 geração(ões)
2026-09-07 22:32:34 | Geração 9/350 — melhor fitness: 239776436 | sem melhora há 3 geração(ões)
2026-09-07 22:33:04 | Geração 10/350 — melhor fitness: 239776436 | sem melhora há 4 geração(ões)
2026-09-07 22:33:36 | Geração 11/350 — melhor fitness: 238148658 | sem melhora há 0 geração(ões)
2026-09-07 22:34:09 | Geração 12/350 — melhor fitness: 238148658 | sem melhora há 1 geração(ões)
2026-09-07 22:34:41 | Geração 13/350 — melhor fitness: 238148658 | sem melhora há 2 geração(ões)
2026-09-07 22:35:11 | Geração 14/350 — melhor fitness: 236999778 | sem melhora há 0 geração(ões)
2026-09-07 22:35:42 | Geração 15/350 — melhor fitness: 236999778 | sem melhora há 1 geração(ões)
2026-09-07 22:36:13 | Geração 16/350 — melhor fitness: 234408378 | sem melhora há 0 geração(ões)
2026-09-07 22:36:45 | Geração 17/350 — melhor fitness: 234408378 | sem melhora há 1 geração(ões)
2026-09-07 22:37:16 | Geração 18/350 — melhor fitness: 234408378 | sem melhora há 2 geração(ões)
2026-09-07 22:37:47 | Geração 19/350 — melhor fitness: 234408378 | sem melhora há 3 geração(ões)
2026-09-07 22:38:18 | Geração 20/350 — melhor fitness: 234408378 | sem melhora há 4 geração(ões)
2026-09-07 22:38:49 | Geração 21/350 — melhor fitness: 234408378 | sem melhora há 5 geração(ões)
2026-09-07 22:39:19 | Geração 22/350 — melhor fitness: 233899700 | sem melhora há 0 geração(ões)
