2026-09-02 11:09:15 | ======================================================================
2026-09-02 11:09:15 | Iniciando tarefa — servidor2_tarefa654 | k=27 | seed=42
2026-09-02 11:09:15 | Hiperparâmetros: {'crossover_rate': 0.9, 'mutation_rate': 0.18, 'population_size': 200, 'elitism_size': 4, 'tournament_size': 10, 'num_generations': 150}
2026-09-02 11:09:17 | Geração 0 (inicial) — melhor fitness: 266064494
2026-09-02 11:09:30 | Geração 1/150 — melhor fitness: 257193578 | sem melhora há 0 geração(ões)
2026-09-02 11:09:43 | Geração 2/150 — melhor fitness: 253117545 | sem melhora há 0 geração(ões)
2026-09-02 11:09:56 | Geração 3/150 — melhor fitness: 252394034 | sem melhora há 0 geração(ões)
2026-09-02 11:10:08 | Geração 4/150 — melhor fitness: 242365834 | sem melhora há 0 geração(ões)
2026-09-02 11:10:21 | Geração 5/150 — melhor fitness: 242365834 | sem melhora há 1 geração(ões)
2026-09-02 11:10:35 | Geração 6/150 — melhor fitness: 242365834 | sem melhora há 2 geração(ões)
2026-09-02 11:10:48 | Geração 7/150 — melhor fitness: 242365834 | sem melhora há 3 geração(ões)
2026-09-02 11:11:01 | Geração 8/150 — melhor fitness: 241184257 | sem melhora há 0 geração(ões)
2026-09-02 11:11:13 | Geração 9/150 — melhor fitness: 233916749 | sem melhora há 0 geração(ões)
2026-09-02 11:11:26 | Geração 10/150 — melhor fitness: 233916749 | sem melhora há 1 geração(ões)
2026-09-02 11:11:39 | Geração 11/150 — melhor fitness: 233916749 | sem melhora há 2 geração(ões)
2026-09-02 11:11:52 | Geração 12/150 — melhor fitness: 233916749 | sem melhora há 3 geração(ões)
2026-09-02 11:12:05 | Geração 13/150 — melhor fitness: 233916749 | sem melhora há 4 geração(ões)
2026-09-02 11:12:18 | Geração 14/150 — melhor fitness: 233916749 | sem melhora há 5 geração(ões)
2026-09-02 11:12:31 | Geração 15/150 — melhor fitness: 233916749 | sem melhora há 6 geração(ões)
2026-09-02 11:12:44 | Geração 16/150 — melhor fitness: 233916749 | sem melhora há 7 geração(ões)
2026-09-02 11:12:57 | Geração 17/150 — melhor fitness: 228773305 | sem melhora há 0 geração(ões)
2026-09-02 11:13:09 | Geração 18/150 — melhor fitness: 228773305 | sem melhora há 1 geração(ões)
2026-09-02 11:13:21 | Geração 19/150 — melhor fitness: 228773305 | sem melhora há 2 geração(ões)
2026-09-02 11:13:35 | Geração 20/150 — melhor fitness: 228773305 | sem melhora há 3 geração(ões)
2026-09-02 11:13:47 | Geração 21/150 — melhor fitness: 228773305 | sem melhora há 4 geração(ões)
2026-09-02 11:14:00 | Geração 22/150 — melhor fitness: 228773305 | sem melhora há 5 geração(ões)
2026-09-02 11:14:13 | Geração 23/150 — melhor fitness: 228773305 | sem melhora há 6 geração(ões)
2026-09-02 11:14:26 | Geração 24/150 — melhor fitness: 228773305 | sem melhora há 7 geração(ões)
2026-09-02 11:14:38 | Geração 25/150 — melhor fitness: 228773305 | sem melhora há 8 geração(ões)
2026-09-02 11:14:51 | Geração 26/150 — melhor fitness: 228773305 | sem melhora há 9 geração(ões)
2026-09-02 11:15:03 | Geração 27/150 — melhor fitness: 228773305 | sem melhora há 10 geração(ões)
2026-09-02 11:15:16 | Geração 28/150 — melhor fitness: 228773305 | sem melhora há 11 geração(ões)
2026-09-02 11:15:29 | Geração 29/150 — melhor fitness: 228773305 | sem melhora há 12 geração(ões)
2026-09-02 11:15:42 | Geração 30/150 — melhor fitness: 228773305 | sem melhora há 13 geração(ões)
2026-09-02 11:15:55 | Geração 31/150 — melhor fitness: 228773305 | sem melhora há 14 geração(ões)
2026-09-02 11:16:08 | Geração 32/150 — melhor fitness: 228773305 | sem melhora há 15 geração(ões)
2026-09-02 11:16:20 | Geração 33/150 — melhor fitness: 228773305 | sem melhora há 16 geração(ões)
2026-09-02 11:16:32 | Geração 34/150 — melhor fitness: 228773305 | sem melhora há 17 geração(ões)
2026-09-02 11:16:46 | Geração 35/150 — melhor fitness: 227568393 | sem melhora há 0 geração(ões)
2026-09-02 11:17:00 | Geração 36/150 — melhor fitness: 227568393 | sem melhora há 1 geração(ões)
2026-09-02 11:17:13 | Geração 37/150 — melhor fitness: 227568393 | sem melhora há 2 geração(ões)
2026-09-02 11:17:26 | Geração 38/150 — melhor fitness: 227568393 | sem melhora há 3 geração(ões)
