2026-09-06 13:56:09 | ======================================================================
2026-09-06 13:56:09 | Iniciando tarefa — servidor0_tarefa620 | k=27 | seed=42
2026-09-06 13:56:09 | Hiperparâmetros: {'crossover_rate': 0.9, 'mutation_rate': 0.12, 'population_size': 300, 'elitism_size': 12, 'tournament_size': 10, 'num_generations': 350}
2026-09-06 13:56:12 | Geração 0 (inicial) — melhor fitness: 255548699
2026-09-06 13:56:39 | Geração 1/350 — melhor fitness: 253218914 | sem melhora há 0 geração(ões)
2026-09-06 13:57:05 | Geração 2/350 — melhor fitness: 248044729 | sem melhora há 0 geração(ões)
2026-09-06 13:57:32 | Geração 3/350 — melhor fitness: 248044729 | sem melhora há 1 geração(ões)
2026-09-06 13:58:00 | Geração 4/350 — melhor fitness: 246665932 | sem melhora há 0 geração(ões)
2026-09-06 13:58:28 | Geração 5/350 — melhor fitness: 246665932 | sem melhora há 1 geração(ões)
2026-09-06 13:58:55 | Geração 6/350 — melhor fitness: 244500236 | sem melhora há 0 geração(ões)
2026-09-06 13:59:23 | Geração 7/350 — melhor fitness: 244500236 | sem melhora há 1 geração(ões)
2026-09-06 13:59:49 | Geração 8/350 — melhor fitness: 244500236 | sem melhora há 2 geração(ões)
2026-09-06 14:00:15 | Geração 9/350 — melhor fitness: 243200010 | sem melhora há 0 geração(ões)
2026-09-06 14:00:44 | Geração 10/350 — melhor fitness: 237849994 | sem melhora há 0 geração(ões)
2026-09-06 14:01:10 | Geração 11/350 — melhor fitness: 237849994 | sem melhora há 1 geração(ões)
2026-09-06 14:01:37 | Geração 12/350 — melhor fitness: 235967672 | sem melhora há 0 geração(ões)
2026-09-06 14:02:04 | Geração 13/350 — melhor fitness: 232041836 | sem melhora há 0 geração(ões)
2026-09-06 14:02:32 | Geração 14/350 — melhor fitness: 232041836 | sem melhora há 1 geração(ões)
2026-09-06 14:02:59 | Geração 15/350 — melhor fitness: 232041836 | sem melhora há 2 geração(ões)
2026-09-06 14:03:27 | Geração 16/350 — melhor fitness: 232041836 | sem melhora há 3 geração(ões)
2026-09-06 14:03:54 | Geração 17/350 — melhor fitness: 229210221 | sem melhora há 0 geração(ões)
2026-09-06 14:04:20 | Geração 18/350 — melhor fitness: 229210221 | sem melhora há 1 geração(ões)
2026-09-06 14:04:47 | Geração 19/350 — melhor fitness: 227279761 | sem melhora há 0 geração(ões)
2026-09-06 14:05:14 | Geração 20/350 — melhor fitness: 227279761 | sem melhora há 1 geração(ões)
2026-09-06 14:05:41 | Geração 21/350 — melhor fitness: 227279761 | sem melhora há 2 geração(ões)
2026-09-06 14:06:10 | Geração 22/350 — melhor fitness: 226758506 | sem melhora há 0 geração(ões)
2026-09-06 14:06:38 | Geração 23/350 — melhor fitness: 226595762 | sem melhora há 0 geração(ões)
2026-09-06 14:07:06 | Geração 24/350 — melhor fitness: 225436644 | sem melhora há 0 geração(ões)
2026-09-06 14:07:34 | Geração 25/350 — melhor fitness: 225436644 | sem melhora há 1 geração(ões)
2026-09-06 14:08:01 | Geração 26/350 — melhor fitness: 225436644 | sem melhora há 2 geração(ões)
2026-09-06 14:08:29 | Geração 27/350 — melhor fitness: 225436644 | sem melhora há 3 geração(ões)
2026-09-06 14:08:55 | Geração 28/350 — melhor fitness: 225436644 | sem melhora há 4 geração(ões)
2026-09-06 14:09:22 | Geração 29/350 — melhor fitness: 225436644 | sem melhora há 5 geração(ões)
2026-09-06 14:09:49 | Geração 30/350 — melhor fitness: 225036654 | sem melhora há 0 geração(ões)
2026-09-06 14:10:16 | Geração 31/350 — melhor fitness: 225036654 | sem melhora há 1 geração(ões)
2026-09-06 14:10:43 | Geração 32/350 — melhor fitness: 225036654 | sem melhora há 2 geração(ões)
2026-09-06 14:11:11 | Geração 33/350 — melhor fitness: 222543760 | sem melhora há 0 geração(ões)
2026-09-06 14:11:39 | Geração 34/350 — melhor fitness: 222543760 | sem melhora há 1 geração(ões)
2026-09-06 14:12:06 | Geração 35/350 — melhor fitness: 222543760 | sem melhora há 2 geração(ões)
2026-09-06 14:12:33 | Geração 36/350 — melhor fitness: 222543760 | sem melhora há 3 geração(ões)
2026-09-06 14:13:00 | Geração 37/350 — melhor fitness: 222543760 | sem melhora há 4 geração(ões)
2026-09-06 14:13:27 | Geração 38/350 — melhor fitness: 222543760 | sem melhora há 5 geração(ões)
2026-09-06 14:13:54 | Geração 39/350 — melhor fitness: 220735383 | sem melhora há 0 geração(ões)
2026-09-06 14:14:21 | Geração 40/350 — melhor fitness: 220735383 | sem melhora há 1 geração(ões)
2026-09-06 14:14:49 | Geração 41/350 — melhor fitness: 220735383 | sem melhora há 2 geração(ões)
2026-09-06 14:15:17 | Geração 42/350 — melhor fitness: 220735383 | sem melhora há 3 geração(ões)
2026-09-06 14:15:43 | Geração 43/350 — melhor fitness: 220735383 | sem melhora há 4 geração(ões)
2026-09-06 14:16:11 | Geração 44/350 — melhor fitness: 220735383 | sem melhora há 5 geração(ões)
2026-09-06 14:16:37 | Geração 45/350 — melhor fitness: 218477841 | sem melhora há 0 geração(ões)
2026-09-06 14:17:04 | Geração 46/350 — melhor fitness: 218477841 | sem melhora há 1 geração(ões)
2026-09-06 14:17:32 | Geração 47/350 — melhor fitness: 218440681 | sem melhora há 0 geração(ões)
2026-09-06 14:17:59 | Geração 48/350 — melhor fitness: 218440681 | sem melhora há 1 geração(ões)
2026-09-06 14:18:27 | Geração 49/350 — melhor fitness: 218440681 | sem melhora há 2 geração(ões)
2026-09-06 14:18:53 | Geração 50/350 — melhor fitness: 218440681 | sem melhora há 3 geração(ões)
2026-09-06 14:19:20 | Geração 51/350 — melhor fitness: 218440681 | sem melhora há 4 geração(ões)
2026-09-06 14:19:48 | Geração 52/350 — melhor fitness: 218440681 | sem melhora há 5 geração(ões)
2026-09-06 14:20:16 | Geração 53/350 — melhor fitness: 217835906 | sem melhora há 0 geração(ões)
2026-09-06 14:20:44 | Geração 54/350 — melhor fitness: 217835906 | sem melhora há 1 geração(ões)
2026-09-06 14:21:13 | Geração 55/350 — melhor fitness: 217835906 | sem melhora há 2 geração(ões)
2026-09-06 14:21:39 | Geração 56/350 — melhor fitness: 217835906 | sem melhora há 3 geração(ões)
2026-09-06 14:22:06 | Geração 57/350 — melhor fitness: 217137045 | sem melhora há 0 geração(ões)
2026-09-06 14:22:33 | Geração 58/350 — melhor fitness: 217137045 | sem melhora há 1 geração(ões)
2026-09-06 14:23:01 | Geração 59/350 — melhor fitness: 217137045 | sem melhora há 2 geração(ões)
2026-09-06 14:23:29 | Geração 60/350 — melhor fitness: 217137045 | sem melhora há 3 geração(ões)
2026-09-06 14:23:56 | Geração 61/350 — melhor fitness: 217137045 | sem melhora há 4 geração(ões)
2026-09-06 14:24:22 | Geração 62/350 — melhor fitness: 217137045 | sem melhora há 5 geração(ões)
2026-09-06 14:24:50 | Geração 63/350 — melhor fitness: 217137045 | sem melhora há 6 geração(ões)
2026-09-06 14:25:16 | Geração 64/350 — melhor fitness: 217137045 | sem melhora há 7 geração(ões)
2026-09-06 14:25:44 | Geração 65/350 — melhor fitness: 217137045 | sem melhora há 8 geração(ões)
2026-09-06 14:26:10 | Geração 66/350 — melhor fitness: 217137045 | sem melhora há 9 geração(ões)
2026-09-06 14:26:37 | Geração 67/350 — melhor fitness: 217137045 | sem melhora há 10 geração(ões)
2026-09-06 14:27:05 | Geração 68/350 — melhor fitness: 217137045 | sem melhora há 11 geração(ões)
2026-09-06 14:27:32 | Geração 69/350 — melhor fitness: 217137045 | sem melhora há 12 geração(ões)
2026-09-06 14:27:59 | Geração 70/350 — melhor fitness: 217137045 | sem melhora há 13 geração(ões)
2026-09-06 14:28:26 | Geração 71/350 — melhor fitness: 217137045 | sem melhora há 14 geração(ões)
2026-09-06 14:28:51 | Geração 72/350 — melhor fitness: 217137045 | sem melhora há 15 geração(ões)
2026-09-06 14:29:18 | Geração 73/350 — melhor fitness: 217137045 | sem melhora há 16 geração(ões)
2026-09-06 14:29:46 | Geração 74/350 — melhor fitness: 217137045 | sem melhora há 17 geração(ões)
2026-09-06 14:30:14 | Geração 75/350 — melhor fitness: 216980856 | sem melhora há 0 geração(ões)
2026-09-06 14:30:41 | Geração 76/350 — melhor fitness: 216980856 | sem melhora há 1 geração(ões)
2026-09-06 14:31:09 | Geração 77/350 — melhor fitness: 216980856 | sem melhora há 2 geração(ões)
2026-09-06 14:31:36 | Geração 78/350 — melhor fitness: 216980856 | sem melhora há 3 geração(ões)
2026-09-06 14:32:03 | Geração 79/350 — melhor fitness: 216980856 | sem melhora há 4 geração(ões)
2026-09-06 14:32:32 | Geração 80/350 — melhor fitness: 216980856 | sem melhora há 5 geração(ões)
