2026-09-03 15:16:53 | ======================================================================
2026-09-03 15:16:53 | Iniciando tarefa — servidor0_tarefa715 | k=27 | seed=42
2026-09-03 15:16:53 | Hiperparâmetros: {'crossover_rate': 0.9, 'mutation_rate': 0.18, 'population_size': 500, 'elitism_size': 8, 'tournament_size': 7, 'num_generations': 250}
2026-09-03 15:16:58 | Geração 0 (inicial) — melhor fitness: 255548699
2026-09-03 15:18:05 | Geração 1/250 — melhor fitness: 250563164 | sem melhora há 0 geração(ões)
2026-09-03 15:19:11 | Geração 2/250 — melhor fitness: 250563164 | sem melhora há 1 geração(ões)
2026-09-03 15:20:19 | Geração 3/250 — melhor fitness: 250563164 | sem melhora há 2 geração(ões)
2026-09-03 15:21:27 | Geração 4/250 — melhor fitness: 250563164 | sem melhora há 3 geração(ões)
2026-09-03 15:22:32 | Geração 5/250 — melhor fitness: 245862692 | sem melhora há 0 geração(ões)
2026-09-03 15:23:37 | Geração 6/250 — melhor fitness: 245862692 | sem melhora há 1 geração(ões)
2026-09-03 15:24:43 | Geração 7/250 — melhor fitness: 245862692 | sem melhora há 2 geração(ões)
2026-09-03 15:25:48 | Geração 8/250 — melhor fitness: 242635240 | sem melhora há 0 geração(ões)
2026-09-03 15:26:53 | Geração 9/250 — melhor fitness: 241548721 | sem melhora há 0 geração(ões)
2026-09-03 15:28:01 | Geração 10/250 — melhor fitness: 241548721 | sem melhora há 1 geração(ões)
2026-09-03 15:29:08 | Geração 11/250 — melhor fitness: 241548721 | sem melhora há 2 geração(ões)
2026-09-03 15:30:15 | Geração 12/250 — melhor fitness: 241548721 | sem melhora há 3 geração(ões)
2026-09-03 15:31:21 | Geração 13/250 — melhor fitness: 241548721 | sem melhora há 4 geração(ões)
2026-09-03 15:32:27 | Geração 14/250 — melhor fitness: 241548721 | sem melhora há 5 geração(ões)
2026-09-03 15:33:33 | Geração 15/250 — melhor fitness: 241548721 | sem melhora há 6 geração(ões)
2026-09-03 15:34:40 | Geração 16/250 — melhor fitness: 241548721 | sem melhora há 7 geração(ões)
2026-09-03 15:35:47 | Geração 17/250 — melhor fitness: 241548721 | sem melhora há 8 geração(ões)
2026-09-03 15:36:54 | Geração 18/250 — melhor fitness: 241548721 | sem melhora há 9 geração(ões)
2026-09-03 15:37:57 | Geração 19/250 — melhor fitness: 235435596 | sem melhora há 0 geração(ões)
2026-09-03 15:39:04 | Geração 20/250 — melhor fitness: 235435596 | sem melhora há 1 geração(ões)
2026-09-03 15:40:11 | Geração 21/250 — melhor fitness: 235435596 | sem melhora há 2 geração(ões)
2026-09-03 15:41:18 | Geração 22/250 — melhor fitness: 231985759 | sem melhora há 0 geração(ões)
2026-09-03 15:42:25 | Geração 23/250 — melhor fitness: 231985759 | sem melhora há 1 geração(ões)
2026-09-03 15:43:32 | Geração 24/250 — melhor fitness: 231985759 | sem melhora há 2 geração(ões)
2026-09-03 15:44:39 | Geração 25/250 — melhor fitness: 231985759 | sem melhora há 3 geração(ões)
2026-09-03 15:45:44 | Geração 26/250 — melhor fitness: 231985759 | sem melhora há 4 geração(ões)
2026-09-03 15:46:50 | Geração 27/250 — melhor fitness: 231985759 | sem melhora há 5 geração(ões)
2026-09-03 15:47:58 | Geração 28/250 — melhor fitness: 231985759 | sem melhora há 6 geração(ões)
2026-09-03 15:49:05 | Geração 29/250 — melhor fitness: 231884020 | sem melhora há 0 geração(ões)
2026-09-03 15:50:10 | Geração 30/250 — melhor fitness: 231884020 | sem melhora há 1 geração(ões)
2026-09-03 15:51:18 | Geração 31/250 — melhor fitness: 231884020 | sem melhora há 2 geração(ões)
2026-09-03 15:52:25 | Geração 32/250 — melhor fitness: 231884020 | sem melhora há 3 geração(ões)
2026-09-03 15:53:31 | Geração 33/250 — melhor fitness: 231884020 | sem melhora há 4 geração(ões)
2026-09-03 15:54:35 | Geração 34/250 — melhor fitness: 231884020 | sem melhora há 5 geração(ões)
2026-09-03 15:55:41 | Geração 35/250 — melhor fitness: 230556347 | sem melhora há 0 geração(ões)
2026-09-03 15:56:47 | Geração 36/250 — melhor fitness: 230556347 | sem melhora há 1 geração(ões)
2026-09-03 15:57:57 | Geração 37/250 — melhor fitness: 230556347 | sem melhora há 2 geração(ões)
2026-09-03 15:59:04 | Geração 38/250 — melhor fitness: 230556347 | sem melhora há 3 geração(ões)
2026-09-03 16:00:12 | Geração 39/250 — melhor fitness: 230556347 | sem melhora há 4 geração(ões)
2026-09-03 16:01:19 | Geração 40/250 — melhor fitness: 230556347 | sem melhora há 5 geração(ões)
2026-09-03 16:02:26 | Geração 41/250 — melhor fitness: 230556347 | sem melhora há 6 geração(ões)
2026-09-03 16:03:33 | Geração 42/250 — melhor fitness: 230556347 | sem melhora há 7 geração(ões)
2026-09-03 16:04:41 | Geração 43/250 — melhor fitness: 230556347 | sem melhora há 8 geração(ões)
2026-09-03 16:05:47 | Geração 44/250 — melhor fitness: 230556347 | sem melhora há 9 geração(ões)
2026-09-03 16:06:53 | Geração 45/250 — melhor fitness: 230556347 | sem melhora há 10 geração(ões)
2026-09-03 16:08:00 | Geração 46/250 — melhor fitness: 230556347 | sem melhora há 11 geração(ões)
2026-09-03 16:09:08 | Geração 47/250 — melhor fitness: 230556347 | sem melhora há 12 geração(ões)
2026-09-03 16:10:14 | Geração 48/250 — melhor fitness: 230556347 | sem melhora há 13 geração(ões)
2026-09-03 16:11:22 | Geração 49/250 — melhor fitness: 230556347 | sem melhora há 14 geração(ões)
2026-09-03 16:12:30 | Geração 50/250 — melhor fitness: 230556347 | sem melhora há 15 geração(ões)
2026-09-03 16:13:35 | Geração 51/250 — melhor fitness: 230556347 | sem melhora há 16 geração(ões)
2026-09-03 16:14:43 | Geração 52/250 — melhor fitness: 230556347 | sem melhora há 17 geração(ões)
2026-09-03 16:15:48 | Geração 53/250 — melhor fitness: 230556347 | sem melhora há 18 geração(ões)
2026-09-03 16:16:55 | Geração 54/250 — melhor fitness: 230556347 | sem melhora há 19 geração(ões)
2026-09-03 16:18:01 | Geração 55/250 — melhor fitness: 230556347 | sem melhora há 20 geração(ões)
2026-09-03 16:19:09 | Geração 56/250 — melhor fitness: 230556347 | sem melhora há 21 geração(ões)
2026-09-03 16:20:17 | Geração 57/250 — melhor fitness: 230556347 | sem melhora há 22 geração(ões)
2026-09-03 16:21:22 | Geração 58/250 — melhor fitness: 230556347 | sem melhora há 23 geração(ões)
2026-09-03 16:22:29 | Geração 59/250 — melhor fitness: 230556347 | sem melhora há 24 geração(ões)
2026-09-03 16:23:35 | Geração 60/250 — melhor fitness: 230556347 | sem melhora há 25 geração(ões)
2026-09-03 16:24:42 | Geração 61/250 — melhor fitness: 230556347 | sem melhora há 26 geração(ões)
2026-09-03 16:25:48 | Geração 62/250 — melhor fitness: 230556347 | sem melhora há 27 geração(ões)
2026-09-03 16:26:55 | Geração 63/250 — melhor fitness: 230556347 | sem melhora há 28 geração(ões)
2026-09-03 16:28:02 | Geração 64/250 — melhor fitness: 230556347 | sem melhora há 29 geração(ões)
2026-09-03 16:29:09 | Geração 65/250 — melhor fitness: 230556347 | sem melhora há 30 geração(ões)
2026-09-03 16:30:17 | Geração 66/250 — melhor fitness: 230556347 | sem melhora há 31 geração(ões)
2026-09-03 16:31:24 | Geração 67/250 — melhor fitness: 230556347 | sem melhora há 32 geração(ões)
2026-09-03 16:32:31 | Geração 68/250 — melhor fitness: 230556347 | sem melhora há 33 geração(ões)
2026-09-03 16:33:40 | Geração 69/250 — melhor fitness: 230556347 | sem melhora há 34 geração(ões)
2026-09-03 16:34:47 | Geração 70/250 — melhor fitness: 230556347 | sem melhora há 35 geração(ões)
2026-09-03 16:35:55 | Geração 71/250 — melhor fitness: 230556347 | sem melhora há 36 geração(ões)
2026-09-03 16:37:02 | Geração 72/250 — melhor fitness: 230556347 | sem melhora há 37 geração(ões)
2026-09-03 16:38:09 | Geração 73/250 — melhor fitness: 230556347 | sem melhora há 38 geração(ões)
2026-09-03 16:39:15 | Geração 74/250 — melhor fitness: 230556347 | sem melhora há 39 geração(ões)
2026-09-03 16:40:23 | Geração 75/250 — melhor fitness: 230556347 | sem melhora há 40 geração(ões)
2026-09-03 16:41:30 | Geração 76/250 — melhor fitness: 230556347 | sem melhora há 41 geração(ões)
2026-09-03 16:42:35 | Geração 77/250 — melhor fitness: 230556347 | sem melhora há 42 geração(ões)
2026-09-03 16:43:43 | Geração 78/250 — melhor fitness: 230556347 | sem melhora há 43 geração(ões)
2026-09-03 16:44:50 | Geração 79/250 — melhor fitness: 230556347 | sem melhora há 44 geração(ões)
2026-09-03 16:45:58 | Geração 80/250 — melhor fitness: 230556347 | sem melhora há 45 geração(ões)
2026-09-03 16:47:04 | Geração 81/250 — melhor fitness: 230556347 | sem melhora há 46 geração(ões)
2026-09-03 16:48:08 | Geração 82/250 — melhor fitness: 230556347 | sem melhora há 47 geração(ões)
2026-09-03 16:49:14 | Geração 83/250 — melhor fitness: 230556347 | sem melhora há 48 geração(ões)
2026-09-03 16:50:21 | Geração 84/250 — melhor fitness: 230200723 | sem melhora há 0 geração(ões)
2026-09-03 16:51:28 | Geração 85/250 — melhor fitness: 230200723 | sem melhora há 1 geração(ões)
2026-09-03 16:52:36 | Geração 86/250 — melhor fitness: 230200723 | sem melhora há 2 geração(ões)
2026-09-03 16:53:45 | Geração 87/250 — melhor fitness: 230200723 | sem melhora há 3 geração(ões)
2026-09-03 16:54:51 | Geração 88/250 — melhor fitness: 230200723 | sem melhora há 4 geração(ões)
2026-09-03 16:56:00 | Geração 89/250 — melhor fitness: 230200723 | sem melhora há 5 geração(ões)
2026-09-03 16:57:06 | Geração 90/250 — melhor fitness: 229321629 | sem melhora há 0 geração(ões)
2026-09-03 16:58:12 | Geração 91/250 — melhor fitness: 229321629 | sem melhora há 1 geração(ões)
2026-09-03 16:59:17 | Geração 92/250 — melhor fitness: 229321629 | sem melhora há 2 geração(ões)
2026-09-03 17:00:24 | Geração 93/250 — melhor fitness: 229321629 | sem melhora há 3 geração(ões)
2026-09-03 17:01:32 | Geração 94/250 — melhor fitness: 229321629 | sem melhora há 4 geração(ões)
2026-09-03 17:02:40 | Geração 95/250 — melhor fitness: 229321629 | sem melhora há 5 geração(ões)
2026-09-03 17:03:50 | Geração 96/250 — melhor fitness: 229321629 | sem melhora há 6 geração(ões)
2026-09-03 17:04:58 | Geração 97/250 — melhor fitness: 229321629 | sem melhora há 7 geração(ões)
2026-09-03 17:06:05 | Geração 98/250 — melhor fitness: 229321629 | sem melhora há 8 geração(ões)
2026-09-03 17:07:13 | Geração 99/250 — melhor fitness: 229321629 | sem melhora há 9 geração(ões)
2026-09-03 17:08:24 | Geração 100/250 — melhor fitness: 229321629 | sem melhora há 10 geração(ões)
2026-09-03 17:09:31 | Geração 101/250 — melhor fitness: 229321629 | sem melhora há 11 geração(ões)
2026-09-03 17:10:37 | Geração 102/250 — melhor fitness: 229321629 | sem melhora há 12 geração(ões)
2026-09-03 17:11:44 | Geração 103/250 — melhor fitness: 229321629 | sem melhora há 13 geração(ões)
2026-09-03 17:12:51 | Geração 104/250 — melhor fitness: 229321629 | sem melhora há 14 geração(ões)
2026-09-03 17:13:58 | Geração 105/250 — melhor fitness: 229321629 | sem melhora há 15 geração(ões)
2026-09-03 17:15:05 | Geração 106/250 — melhor fitness: 229321629 | sem melhora há 16 geração(ões)
2026-09-03 17:16:13 | Geração 107/250 — melhor fitness: 229321629 | sem melhora há 17 geração(ões)
2026-09-03 17:17:21 | Geração 108/250 — melhor fitness: 229321629 | sem melhora há 18 geração(ões)
2026-09-03 17:18:28 | Geração 109/250 — melhor fitness: 229321629 | sem melhora há 19 geração(ões)
2026-09-03 17:19:36 | Geração 110/250 — melhor fitness: 229321629 | sem melhora há 20 geração(ões)
2026-09-03 17:20:44 | Geração 111/250 — melhor fitness: 229321629 | sem melhora há 21 geração(ões)
2026-09-03 17:21:51 | Geração 112/250 — melhor fitness: 229321629 | sem melhora há 22 geração(ões)
2026-09-03 17:22:58 | Geração 113/250 — melhor fitness: 229321629 | sem melhora há 23 geração(ões)
2026-09-03 17:24:06 | Geração 114/250 — melhor fitness: 229321629 | sem melhora há 24 geração(ões)
2026-09-03 17:25:13 | Geração 115/250 — melhor fitness: 229321629 | sem melhora há 25 geração(ões)
2026-09-03 17:26:21 | Geração 116/250 — melhor fitness: 229321629 | sem melhora há 26 geração(ões)
2026-09-03 17:27:30 | Geração 117/250 — melhor fitness: 229321629 | sem melhora há 27 geração(ões)
2026-09-03 17:28:38 | Geração 118/250 — melhor fitness: 229321629 | sem melhora há 28 geração(ões)
2026-09-03 17:29:44 | Geração 119/250 — melhor fitness: 229321629 | sem melhora há 29 geração(ões)
2026-09-03 17:30:52 | Geração 120/250 — melhor fitness: 229321629 | sem melhora há 30 geração(ões)
2026-09-03 17:31:58 | Geração 121/250 — melhor fitness: 229321629 | sem melhora há 31 geração(ões)
2026-09-03 17:33:06 | Geração 122/250 — melhor fitness: 229321629 | sem melhora há 32 geração(ões)
2026-09-03 17:34:11 | Geração 123/250 — melhor fitness: 229321629 | sem melhora há 33 geração(ões)
2026-09-03 17:35:18 | Geração 124/250 — melhor fitness: 229321629 | sem melhora há 34 geração(ões)
2026-09-03 17:36:25 | Geração 125/250 — melhor fitness: 229321629 | sem melhora há 35 geração(ões)
2026-09-03 17:37:33 | Geração 126/250 — melhor fitness: 229321629 | sem melhora há 36 geração(ões)
2026-09-03 17:38:40 | Geração 127/250 — melhor fitness: 229321629 | sem melhora há 37 geração(ões)
2026-09-03 17:39:46 | Geração 128/250 — melhor fitness: 229321629 | sem melhora há 38 geração(ões)
2026-09-03 17:40:55 | Geração 129/250 — melhor fitness: 229321629 | sem melhora há 39 geração(ões)
2026-09-03 17:42:01 | Geração 130/250 — melhor fitness: 229321629 | sem melhora há 40 geração(ões)
2026-09-03 17:43:09 | Geração 131/250 — melhor fitness: 229321629 | sem melhora há 41 geração(ões)
2026-09-03 17:44:17 | Geração 132/250 — melhor fitness: 229321629 | sem melhora há 42 geração(ões)
2026-09-03 17:45:24 | Geração 133/250 — melhor fitness: 229321629 | sem melhora há 43 geração(ões)
2026-09-03 17:46:32 | Geração 134/250 — melhor fitness: 228940251 | sem melhora há 0 geração(ões)
2026-09-03 17:47:39 | Geração 135/250 — melhor fitness: 228940251 | sem melhora há 1 geração(ões)
2026-09-03 17:48:44 | Geração 136/250 — melhor fitness: 228940251 | sem melhora há 2 geração(ões)
2026-09-03 17:49:51 | Geração 137/250 — melhor fitness: 228737498 | sem melhora há 0 geração(ões)
2026-09-03 17:50:58 | Geração 138/250 — melhor fitness: 228737498 | sem melhora há 1 geração(ões)
2026-09-03 17:52:05 | Geração 139/250 — melhor fitness: 228737498 | sem melhora há 2 geração(ões)
2026-09-03 17:53:10 | Geração 140/250 — melhor fitness: 228737498 | sem melhora há 3 geração(ões)
2026-09-03 17:54:19 | Geração 141/250 — melhor fitness: 228737498 | sem melhora há 4 geração(ões)
2026-09-03 17:55:27 | Geração 142/250 — melhor fitness: 228737498 | sem melhora há 5 geração(ões)
2026-09-03 17:56:34 | Geração 143/250 — melhor fitness: 228737498 | sem melhora há 6 geração(ões)
2026-09-03 17:57:40 | Geração 144/250 — melhor fitness: 228737498 | sem melhora há 7 geração(ões)
2026-09-03 17:58:47 | Geração 145/250 — melhor fitness: 228737498 | sem melhora há 8 geração(ões)
2026-09-03 17:59:53 | Geração 146/250 — melhor fitness: 228018169 | sem melhora há 0 geração(ões)
2026-09-03 18:00:59 | Geração 147/250 — melhor fitness: 228018169 | sem melhora há 1 geração(ões)
2026-09-03 18:02:05 | Geração 148/250 — melhor fitness: 228018169 | sem melhora há 2 geração(ões)
2026-09-03 18:03:11 | Geração 149/250 — melhor fitness: 228018169 | sem melhora há 3 geração(ões)
2026-09-03 18:04:19 | Geração 150/250 — melhor fitness: 228018169 | sem melhora há 4 geração(ões)
2026-09-03 18:05:27 | Geração 151/250 — melhor fitness: 228018169 | sem melhora há 5 geração(ões)
2026-09-03 18:06:32 | Geração 152/250 — melhor fitness: 228018169 | sem melhora há 6 geração(ões)
