2026-08-30 03:35:33 | ======================================================================
2026-08-30 03:35:33 | Iniciando tarefa — servidor2_tarefa72 | k=27 | seed=42
2026-08-30 03:35:33 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.08, 'population_size': 500, 'elitism_size': 12, 'tournament_size': 5, 'num_generations': 150}
2026-08-30 03:35:38 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-30 03:35:55 | Geração 1/150 — melhor fitness: 251553270 | sem melhora há 0 geração(ões)
2026-08-30 03:36:12 | Geração 2/150 — melhor fitness: 251553270 | sem melhora há 1 geração(ões)
2026-08-30 03:36:29 | Geração 3/150 — melhor fitness: 251553270 | sem melhora há 2 geração(ões)
2026-08-30 03:36:46 | Geração 4/150 — melhor fitness: 251553270 | sem melhora há 3 geração(ões)
2026-08-30 03:37:03 | Geração 5/150 — melhor fitness: 244949910 | sem melhora há 0 geração(ões)
2026-08-30 03:37:20 | Geração 6/150 — melhor fitness: 242008895 | sem melhora há 0 geração(ões)
2026-08-30 03:37:37 | Geração 7/150 — melhor fitness: 242008895 | sem melhora há 1 geração(ões)
2026-08-30 03:37:54 | Geração 8/150 — melhor fitness: 242008895 | sem melhora há 2 geração(ões)
2026-08-30 03:38:11 | Geração 9/150 — melhor fitness: 242008895 | sem melhora há 3 geração(ões)
2026-08-30 03:38:28 | Geração 10/150 — melhor fitness: 242008895 | sem melhora há 4 geração(ões)
2026-08-30 03:38:45 | Geração 11/150 — melhor fitness: 239092293 | sem melhora há 0 geração(ões)
2026-08-30 03:39:02 | Geração 12/150 — melhor fitness: 239092293 | sem melhora há 1 geração(ões)
2026-08-30 03:39:19 | Geração 13/150 — melhor fitness: 238403995 | sem melhora há 0 geração(ões)
2026-08-30 03:39:36 | Geração 14/150 — melhor fitness: 238403995 | sem melhora há 1 geração(ões)
2026-08-30 03:39:53 | Geração 15/150 — melhor fitness: 235333155 | sem melhora há 0 geração(ões)
2026-08-30 03:40:10 | Geração 16/150 — melhor fitness: 235333155 | sem melhora há 1 geração(ões)
