2026-09-01 07:20:39 | ======================================================================
2026-09-01 07:20:39 | Iniciando tarefa — servidor2_tarefa88 | k=27 | seed=42
2026-09-01 07:20:39 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.12, 'population_size': 200, 'elitism_size': 4, 'tournament_size': 10, 'num_generations': 250}
2026-09-01 07:20:41 | Geração 0 (inicial) — melhor fitness: 266064494
2026-09-01 07:20:50 | Geração 1/250 — melhor fitness: 263840006 | sem melhora há 0 geração(ões)
2026-09-01 07:20:59 | Geração 2/250 — melhor fitness: 250494223 | sem melhora há 0 geração(ões)
2026-09-01 07:21:08 | Geração 3/250 — melhor fitness: 248341689 | sem melhora há 0 geração(ões)
2026-09-01 07:21:17 | Geração 4/250 — melhor fitness: 244567503 | sem melhora há 0 geração(ões)
2026-09-01 07:21:26 | Geração 5/250 — melhor fitness: 244422517 | sem melhora há 0 geração(ões)
2026-09-01 07:21:36 | Geração 6/250 — melhor fitness: 244075614 | sem melhora há 0 geração(ões)
2026-09-01 07:21:46 | Geração 7/250 — melhor fitness: 243287691 | sem melhora há 0 geração(ões)
2026-09-01 07:21:56 | Geração 8/250 — melhor fitness: 235349547 | sem melhora há 0 geração(ões)
2026-09-01 07:22:05 | Geração 9/250 — melhor fitness: 231150787 | sem melhora há 0 geração(ões)
2026-09-01 07:22:15 | Geração 10/250 — melhor fitness: 231150787 | sem melhora há 1 geração(ões)
2026-09-01 07:22:24 | Geração 11/250 — melhor fitness: 231150787 | sem melhora há 2 geração(ões)
2026-09-01 07:22:33 | Geração 12/250 — melhor fitness: 230748319 | sem melhora há 0 geração(ões)
2026-09-01 07:22:42 | Geração 13/250 — melhor fitness: 230748319 | sem melhora há 1 geração(ões)
2026-09-01 07:22:51 | Geração 14/250 — melhor fitness: 230609120 | sem melhora há 0 geração(ões)
2026-09-01 07:22:59 | Geração 15/250 — melhor fitness: 230562400 | sem melhora há 0 geração(ões)
2026-09-01 07:23:09 | Geração 16/250 — melhor fitness: 228414963 | sem melhora há 0 geração(ões)
2026-09-01 07:23:18 | Geração 17/250 — melhor fitness: 228414963 | sem melhora há 1 geração(ões)
2026-09-01 07:23:27 | Geração 18/250 — melhor fitness: 227847700 | sem melhora há 0 geração(ões)
2026-09-01 07:23:36 | Geração 19/250 — melhor fitness: 227847700 | sem melhora há 1 geração(ões)
2026-09-01 07:23:45 | Geração 20/250 — melhor fitness: 225995663 | sem melhora há 0 geração(ões)
2026-09-01 07:23:54 | Geração 21/250 — melhor fitness: 224428188 | sem melhora há 0 geração(ões)
2026-09-01 07:24:04 | Geração 22/250 — melhor fitness: 224428188 | sem melhora há 1 geração(ões)
2026-09-01 07:24:13 | Geração 23/250 — melhor fitness: 224428188 | sem melhora há 2 geração(ões)
2026-09-01 07:24:23 | Geração 24/250 — melhor fitness: 223727121 | sem melhora há 0 geração(ões)
2026-09-01 07:24:32 | Geração 25/250 — melhor fitness: 223727121 | sem melhora há 1 geração(ões)
2026-09-01 07:24:41 | Geração 26/250 — melhor fitness: 223727121 | sem melhora há 2 geração(ões)
2026-09-01 07:24:51 | Geração 27/250 — melhor fitness: 223386851 | sem melhora há 0 geração(ões)
2026-09-01 07:25:00 | Geração 28/250 — melhor fitness: 223386851 | sem melhora há 1 geração(ões)
2026-09-01 07:25:09 | Geração 29/250 — melhor fitness: 223386851 | sem melhora há 2 geração(ões)
2026-09-01 07:25:19 | Geração 30/250 — melhor fitness: 222670210 | sem melhora há 0 geração(ões)
2026-09-01 07:25:28 | Geração 31/250 — melhor fitness: 219813409 | sem melhora há 0 geração(ões)
2026-09-01 07:25:37 | Geração 32/250 — melhor fitness: 219813409 | sem melhora há 1 geração(ões)
2026-09-01 07:25:47 | Geração 33/250 — melhor fitness: 219813409 | sem melhora há 2 geração(ões)
2026-09-01 07:25:56 | Geração 34/250 — melhor fitness: 219813409 | sem melhora há 3 geração(ões)
2026-09-01 07:26:05 | Geração 35/250 — melhor fitness: 219813409 | sem melhora há 4 geração(ões)
2026-09-01 07:26:15 | Geração 36/250 — melhor fitness: 219813409 | sem melhora há 5 geração(ões)
2026-09-01 07:26:24 | Geração 37/250 — melhor fitness: 219813409 | sem melhora há 6 geração(ões)
2026-09-01 07:26:33 | Geração 38/250 — melhor fitness: 219813409 | sem melhora há 7 geração(ões)
2026-09-01 07:26:42 | Geração 39/250 — melhor fitness: 219459054 | sem melhora há 0 geração(ões)
2026-09-01 07:26:52 | Geração 40/250 — melhor fitness: 219459054 | sem melhora há 1 geração(ões)
2026-09-01 07:27:01 | Geração 41/250 — melhor fitness: 219459054 | sem melhora há 2 geração(ões)
2026-09-01 07:27:10 | Geração 42/250 — melhor fitness: 219459054 | sem melhora há 3 geração(ões)
2026-09-01 07:27:19 | Geração 43/250 — melhor fitness: 218260471 | sem melhora há 0 geração(ões)
2026-09-01 07:27:28 | Geração 44/250 — melhor fitness: 218260471 | sem melhora há 1 geração(ões)
2026-09-01 07:27:38 | Geração 45/250 — melhor fitness: 218260471 | sem melhora há 2 geração(ões)
2026-09-01 07:27:47 | Geração 46/250 — melhor fitness: 218260471 | sem melhora há 3 geração(ões)
2026-09-01 07:27:57 | Geração 47/250 — melhor fitness: 218260471 | sem melhora há 4 geração(ões)
2026-09-01 07:28:06 | Geração 48/250 — melhor fitness: 218260471 | sem melhora há 5 geração(ões)
2026-09-01 07:28:15 | Geração 49/250 — melhor fitness: 218260471 | sem melhora há 6 geração(ões)
2026-09-01 07:28:24 | Geração 50/250 — melhor fitness: 218260471 | sem melhora há 7 geração(ões)
2026-09-01 07:28:33 | Geração 51/250 — melhor fitness: 218260471 | sem melhora há 8 geração(ões)
2026-09-01 07:28:42 | Geração 52/250 — melhor fitness: 217850927 | sem melhora há 0 geração(ões)
2026-09-01 07:28:52 | Geração 53/250 — melhor fitness: 217850927 | sem melhora há 1 geração(ões)
2026-09-01 07:29:01 | Geração 54/250 — melhor fitness: 217850927 | sem melhora há 2 geração(ões)
2026-09-01 07:29:10 | Geração 55/250 — melhor fitness: 217850927 | sem melhora há 3 geração(ões)
2026-09-01 07:29:19 | Geração 56/250 — melhor fitness: 217850927 | sem melhora há 4 geração(ões)
2026-09-01 07:29:28 | Geração 57/250 — melhor fitness: 217850927 | sem melhora há 5 geração(ões)
2026-09-01 07:29:37 | Geração 58/250 — melhor fitness: 217850927 | sem melhora há 6 geração(ões)
2026-09-01 07:29:45 | Geração 59/250 — melhor fitness: 217850927 | sem melhora há 7 geração(ões)
2026-09-01 07:29:55 | Geração 60/250 — melhor fitness: 217850927 | sem melhora há 8 geração(ões)
2026-09-01 07:30:04 | Geração 61/250 — melhor fitness: 217850927 | sem melhora há 9 geração(ões)
2026-09-01 07:30:13 | Geração 62/250 — melhor fitness: 217389979 | sem melhora há 0 geração(ões)
2026-09-01 07:30:22 | Geração 63/250 — melhor fitness: 217389979 | sem melhora há 1 geração(ões)
2026-09-01 07:30:31 | Geração 64/250 — melhor fitness: 217389979 | sem melhora há 2 geração(ões)
