2026-08-29 10:36:35 | ======================================================================
2026-08-29 10:36:35 | Iniciando tarefa — servidor2_tarefa356 | k=27 | seed=42
2026-08-29 10:36:35 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.12, 'population_size': 300, 'elitism_size': 4, 'tournament_size': 7, 'num_generations': 350}
2026-08-29 10:36:38 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-29 10:36:52 | Geração 1/350 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-08-29 10:37:06 | Geração 2/350 — melhor fitness: 253034610 | sem melhora há 0 geração(ões)
2026-08-29 10:37:20 | Geração 3/350 — melhor fitness: 249112445 | sem melhora há 0 geração(ões)
2026-08-29 10:37:33 | Geração 4/350 — melhor fitness: 244133156 | sem melhora há 0 geração(ões)
2026-08-29 10:37:48 | Geração 5/350 — melhor fitness: 244133156 | sem melhora há 1 geração(ões)
2026-08-29 10:38:03 | Geração 6/350 — melhor fitness: 239530023 | sem melhora há 0 geração(ões)
2026-08-29 10:38:17 | Geração 7/350 — melhor fitness: 239530023 | sem melhora há 1 geração(ões)
2026-08-29 10:38:31 | Geração 8/350 — melhor fitness: 237022463 | sem melhora há 0 geração(ões)
2026-08-29 10:38:45 | Geração 9/350 — melhor fitness: 236079652 | sem melhora há 0 geração(ões)
2026-08-29 10:38:58 | Geração 10/350 — melhor fitness: 236079652 | sem melhora há 1 geração(ões)
2026-08-29 10:39:12 | Geração 11/350 — melhor fitness: 234945424 | sem melhora há 0 geração(ões)
2026-08-29 10:39:25 | Geração 12/350 — melhor fitness: 233248386 | sem melhora há 0 geração(ões)
2026-08-29 10:39:39 | Geração 13/350 — melhor fitness: 233248386 | sem melhora há 1 geração(ões)
2026-08-29 10:39:52 | Geração 14/350 — melhor fitness: 233248386 | sem melhora há 2 geração(ões)
2026-08-29 10:40:07 | Geração 15/350 — melhor fitness: 232252817 | sem melhora há 0 geração(ões)
2026-08-29 10:40:20 | Geração 16/350 — melhor fitness: 232252817 | sem melhora há 1 geração(ões)
2026-08-29 10:40:34 | Geração 17/350 — melhor fitness: 231309762 | sem melhora há 0 geração(ões)
2026-08-29 10:40:48 | Geração 18/350 — melhor fitness: 231309762 | sem melhora há 1 geração(ões)
2026-08-29 10:41:01 | Geração 19/350 — melhor fitness: 230789582 | sem melhora há 0 geração(ões)
2026-08-29 10:41:14 | Geração 20/350 — melhor fitness: 230789582 | sem melhora há 1 geração(ões)
2026-08-29 10:41:27 | Geração 21/350 — melhor fitness: 230789582 | sem melhora há 2 geração(ões)
2026-08-29 10:41:40 | Geração 22/350 — melhor fitness: 228912733 | sem melhora há 0 geração(ões)
2026-08-29 10:41:55 | Geração 23/350 — melhor fitness: 228912733 | sem melhora há 1 geração(ões)
2026-08-29 10:42:09 | Geração 24/350 — melhor fitness: 227738685 | sem melhora há 0 geração(ões)
2026-08-29 10:42:23 | Geração 25/350 — melhor fitness: 226109176 | sem melhora há 0 geração(ões)
2026-08-29 10:42:37 | Geração 26/350 — melhor fitness: 226109176 | sem melhora há 1 geração(ões)
2026-08-29 10:42:50 | Geração 27/350 — melhor fitness: 226109176 | sem melhora há 2 geração(ões)
2026-08-29 10:43:04 | Geração 28/350 — melhor fitness: 225437333 | sem melhora há 0 geração(ões)
2026-08-29 10:43:18 | Geração 29/350 — melhor fitness: 225437333 | sem melhora há 1 geração(ões)
2026-08-29 10:43:32 | Geração 30/350 — melhor fitness: 220916637 | sem melhora há 0 geração(ões)
2026-08-29 10:43:45 | Geração 31/350 — melhor fitness: 220916637 | sem melhora há 1 geração(ões)
2026-08-29 10:43:59 | Geração 32/350 — melhor fitness: 220916637 | sem melhora há 2 geração(ões)
2026-08-29 10:44:13 | Geração 33/350 — melhor fitness: 220916637 | sem melhora há 3 geração(ões)
2026-08-29 10:44:26 | Geração 34/350 — melhor fitness: 220916637 | sem melhora há 4 geração(ões)
2026-08-29 10:44:40 | Geração 35/350 — melhor fitness: 220916637 | sem melhora há 5 geração(ões)
2026-08-29 10:44:54 | Geração 36/350 — melhor fitness: 220916637 | sem melhora há 6 geração(ões)
2026-08-29 10:45:08 | Geração 37/350 — melhor fitness: 220916637 | sem melhora há 7 geração(ões)
2026-08-29 10:45:22 | Geração 38/350 — melhor fitness: 220916637 | sem melhora há 8 geração(ões)
2026-08-29 10:45:35 | Geração 39/350 — melhor fitness: 220916637 | sem melhora há 9 geração(ões)
2026-08-29 10:45:49 | Geração 40/350 — melhor fitness: 220916637 | sem melhora há 10 geração(ões)
2026-08-29 10:46:02 | Geração 41/350 — melhor fitness: 220916637 | sem melhora há 11 geração(ões)
2026-08-29 10:46:16 | Geração 42/350 — melhor fitness: 220916637 | sem melhora há 12 geração(ões)
2026-08-29 10:46:30 | Geração 43/350 — melhor fitness: 220673504 | sem melhora há 0 geração(ões)
2026-08-29 10:46:44 | Geração 44/350 — melhor fitness: 220673504 | sem melhora há 1 geração(ões)
2026-08-29 10:46:58 | Geração 45/350 — melhor fitness: 220673504 | sem melhora há 2 geração(ões)
