2026-09-01 21:07:06 | ======================================================================
2026-09-01 21:07:06 | Iniciando tarefa — servidor2_tarefa207 | k=27 | seed=42
2026-09-01 21:07:06 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.18, 'population_size': 300, 'elitism_size': 12, 'tournament_size': 5, 'num_generations': 150}
2026-09-01 21:07:09 | Geração 0 (inicial) — melhor fitness: 255548699
2026-09-01 21:07:28 | Geração 1/150 — melhor fitness: 254530881 | sem melhora há 0 geração(ões)
2026-09-01 21:07:46 | Geração 2/150 — melhor fitness: 254530881 | sem melhora há 1 geração(ões)
2026-09-01 21:08:05 | Geração 3/150 — melhor fitness: 251908285 | sem melhora há 0 geração(ões)
2026-09-01 21:08:24 | Geração 4/150 — melhor fitness: 251718886 | sem melhora há 0 geração(ões)
2026-09-01 21:08:44 | Geração 5/150 — melhor fitness: 249824277 | sem melhora há 0 geração(ões)
2026-09-01 21:09:03 | Geração 6/150 — melhor fitness: 249001129 | sem melhora há 0 geração(ões)
2026-09-01 21:09:22 | Geração 7/150 — melhor fitness: 249001129 | sem melhora há 1 geração(ões)
2026-09-01 21:09:41 | Geração 8/150 — melhor fitness: 248708736 | sem melhora há 0 geração(ões)
2026-09-01 21:09:59 | Geração 9/150 — melhor fitness: 243990396 | sem melhora há 0 geração(ões)
2026-09-01 21:10:17 | Geração 10/150 — melhor fitness: 243990396 | sem melhora há 1 geração(ões)
2026-09-01 21:10:37 | Geração 11/150 — melhor fitness: 242871738 | sem melhora há 0 geração(ões)
2026-09-01 21:10:56 | Geração 12/150 — melhor fitness: 242871738 | sem melhora há 1 geração(ões)
2026-09-01 21:11:14 | Geração 13/150 — melhor fitness: 242871738 | sem melhora há 2 geração(ões)
2026-09-01 21:11:33 | Geração 14/150 — melhor fitness: 242871738 | sem melhora há 3 geração(ões)
2026-09-01 21:11:52 | Geração 15/150 — melhor fitness: 241787833 | sem melhora há 0 geração(ões)
2026-09-01 21:12:11 | Geração 16/150 — melhor fitness: 241787833 | sem melhora há 1 geração(ões)
2026-09-01 21:12:29 | Geração 17/150 — melhor fitness: 241787833 | sem melhora há 2 geração(ões)
2026-09-01 21:12:47 | Geração 18/150 — melhor fitness: 239744396 | sem melhora há 0 geração(ões)
2026-09-01 21:13:07 | Geração 19/150 — melhor fitness: 239075965 | sem melhora há 0 geração(ões)
2026-09-01 21:13:25 | Geração 20/150 — melhor fitness: 236744100 | sem melhora há 0 geração(ões)
2026-09-01 21:13:43 | Geração 21/150 — melhor fitness: 236744100 | sem melhora há 1 geração(ões)
2026-09-01 21:14:01 | Geração 22/150 — melhor fitness: 236744100 | sem melhora há 2 geração(ões)
2026-09-01 21:14:19 | Geração 23/150 — melhor fitness: 236744100 | sem melhora há 3 geração(ões)
2026-09-01 21:14:39 | Geração 24/150 — melhor fitness: 235695866 | sem melhora há 0 geração(ões)
2026-09-01 21:14:58 | Geração 25/150 — melhor fitness: 235695866 | sem melhora há 1 geração(ões)
2026-09-01 21:15:17 | Geração 26/150 — melhor fitness: 235695866 | sem melhora há 2 geração(ões)
2026-09-01 21:15:36 | Geração 27/150 — melhor fitness: 235695866 | sem melhora há 3 geração(ões)
2026-09-01 21:15:56 | Geração 28/150 — melhor fitness: 235695866 | sem melhora há 4 geração(ões)
2026-09-01 21:16:15 | Geração 29/150 — melhor fitness: 235695866 | sem melhora há 5 geração(ões)
2026-09-01 21:16:34 | Geração 30/150 — melhor fitness: 235695866 | sem melhora há 6 geração(ões)
