2026-09-01 18:54:43 | ======================================================================
2026-09-01 18:54:43 | Iniciando tarefa — servidor0_tarefa388 | k=27 | seed=42
2026-09-01 18:54:43 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.12, 'population_size': 500, 'elitism_size': 8, 'tournament_size': 5, 'num_generations': 250}
2026-09-01 18:54:48 | Geração 0 (inicial) — melhor fitness: 255548699
2026-09-01 18:55:34 | Geração 1/250 — melhor fitness: 251075398 | sem melhora há 0 geração(ões)
2026-09-01 18:56:20 | Geração 2/250 — melhor fitness: 248755191 | sem melhora há 0 geração(ões)
2026-09-01 18:57:07 | Geração 3/250 — melhor fitness: 248192224 | sem melhora há 0 geração(ões)
2026-09-01 18:57:55 | Geração 4/250 — melhor fitness: 248192224 | sem melhora há 1 geração(ões)
2026-09-01 18:58:42 | Geração 5/250 — melhor fitness: 248192224 | sem melhora há 2 geração(ões)
2026-09-01 18:59:26 | Geração 6/250 — melhor fitness: 248192224 | sem melhora há 3 geração(ões)
2026-09-01 19:00:10 | Geração 7/250 — melhor fitness: 246865283 | sem melhora há 0 geração(ões)
2026-09-01 19:00:56 | Geração 8/250 — melhor fitness: 237763411 | sem melhora há 0 geração(ões)
2026-09-01 19:01:41 | Geração 9/250 — melhor fitness: 237763411 | sem melhora há 1 geração(ões)
2026-09-01 19:02:27 | Geração 10/250 — melhor fitness: 237763411 | sem melhora há 2 geração(ões)
2026-09-01 19:03:13 | Geração 11/250 — melhor fitness: 237763411 | sem melhora há 3 geração(ões)
2026-09-01 19:04:00 | Geração 12/250 — melhor fitness: 237763411 | sem melhora há 4 geração(ões)
2026-09-01 19:04:46 | Geração 13/250 — melhor fitness: 237763411 | sem melhora há 5 geração(ões)
2026-09-01 19:05:32 | Geração 14/250 — melhor fitness: 237763411 | sem melhora há 6 geração(ões)
2026-09-01 19:06:18 | Geração 15/250 — melhor fitness: 237763411 | sem melhora há 7 geração(ões)
2026-09-01 19:07:04 | Geração 16/250 — melhor fitness: 237496222 | sem melhora há 0 geração(ões)
2026-09-01 19:07:51 | Geração 17/250 — melhor fitness: 237496222 | sem melhora há 1 geração(ões)
2026-09-01 19:08:37 | Geração 18/250 — melhor fitness: 237496222 | sem melhora há 2 geração(ões)
2026-09-01 19:09:21 | Geração 19/250 — melhor fitness: 237496222 | sem melhora há 3 geração(ões)
2026-09-01 19:10:07 | Geração 20/250 — melhor fitness: 234982395 | sem melhora há 0 geração(ões)
2026-09-01 19:10:53 | Geração 21/250 — melhor fitness: 234982395 | sem melhora há 1 geração(ões)
2026-09-01 19:11:40 | Geração 22/250 — melhor fitness: 229396790 | sem melhora há 0 geração(ões)
2026-09-01 19:12:24 | Geração 23/250 — melhor fitness: 229396790 | sem melhora há 1 geração(ões)
2026-09-01 19:13:09 | Geração 24/250 — melhor fitness: 229396790 | sem melhora há 2 geração(ões)
2026-09-01 19:13:55 | Geração 25/250 — melhor fitness: 229396790 | sem melhora há 3 geração(ões)
2026-09-01 19:14:41 | Geração 26/250 — melhor fitness: 229396790 | sem melhora há 4 geração(ões)
2026-09-01 19:15:26 | Geração 27/250 — melhor fitness: 229396790 | sem melhora há 5 geração(ões)
2026-09-01 19:16:12 | Geração 28/250 — melhor fitness: 229396790 | sem melhora há 6 geração(ões)
2026-09-01 19:16:57 | Geração 29/250 — melhor fitness: 229396790 | sem melhora há 7 geração(ões)
2026-09-01 19:17:43 | Geração 30/250 — melhor fitness: 229396790 | sem melhora há 8 geração(ões)
2026-09-01 19:18:30 | Geração 31/250 — melhor fitness: 229396790 | sem melhora há 9 geração(ões)
2026-09-01 19:19:18 | Geração 32/250 — melhor fitness: 229396790 | sem melhora há 10 geração(ões)
2026-09-01 19:20:03 | Geração 33/250 — melhor fitness: 229396790 | sem melhora há 11 geração(ões)
2026-09-01 19:20:50 | Geração 34/250 — melhor fitness: 227933018 | sem melhora há 0 geração(ões)
2026-09-01 19:21:36 | Geração 35/250 — melhor fitness: 227933018 | sem melhora há 1 geração(ões)
2026-09-01 19:22:21 | Geração 36/250 — melhor fitness: 227376085 | sem melhora há 0 geração(ões)
2026-09-01 19:23:07 | Geração 37/250 — melhor fitness: 227376085 | sem melhora há 1 geração(ões)
2026-09-01 19:23:52 | Geração 38/250 — melhor fitness: 227376085 | sem melhora há 2 geração(ões)
2026-09-01 19:24:39 | Geração 39/250 — melhor fitness: 227376085 | sem melhora há 3 geração(ões)
