2026-08-29 17:01:11 | ======================================================================
2026-08-29 17:01:11 | Iniciando tarefa — servidor2_tarefa518 | k=27 | seed=42
2026-08-29 17:01:11 | Hiperparâmetros: {'crossover_rate': 0.9, 'mutation_rate': 0.08, 'population_size': 300, 'elitism_size': 4, 'tournament_size': 7, 'num_generations': 350}
2026-08-29 17:01:13 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-29 17:01:24 | Geração 1/350 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-08-29 17:01:34 | Geração 2/350 — melhor fitness: 255307570 | sem melhora há 0 geração(ões)
2026-08-29 17:01:44 | Geração 3/350 — melhor fitness: 243467437 | sem melhora há 0 geração(ões)
2026-08-29 17:01:54 | Geração 4/350 — melhor fitness: 242059876 | sem melhora há 0 geração(ões)
2026-08-29 17:02:05 | Geração 5/350 — melhor fitness: 242059876 | sem melhora há 1 geração(ões)
2026-08-29 17:02:15 | Geração 6/350 — melhor fitness: 240076910 | sem melhora há 0 geração(ões)
2026-08-29 17:02:25 | Geração 7/350 — melhor fitness: 240076910 | sem melhora há 1 geração(ões)
2026-08-29 17:02:35 | Geração 8/350 — melhor fitness: 239096623 | sem melhora há 0 geração(ões)
2026-08-29 17:02:45 | Geração 9/350 — melhor fitness: 238072220 | sem melhora há 0 geração(ões)
2026-08-29 17:02:55 | Geração 10/350 — melhor fitness: 235627008 | sem melhora há 0 geração(ões)
2026-08-29 17:03:06 | Geração 11/350 — melhor fitness: 235184905 | sem melhora há 0 geração(ões)
2026-08-29 17:03:15 | Geração 12/350 — melhor fitness: 232948763 | sem melhora há 0 geração(ões)
2026-08-29 17:03:26 | Geração 13/350 — melhor fitness: 232157364 | sem melhora há 0 geração(ões)
2026-08-29 17:03:36 | Geração 14/350 — melhor fitness: 228543603 | sem melhora há 0 geração(ões)
2026-08-29 17:03:46 | Geração 15/350 — melhor fitness: 228543603 | sem melhora há 1 geração(ões)
2026-08-29 17:03:56 | Geração 16/350 — melhor fitness: 228543603 | sem melhora há 2 geração(ões)
2026-08-29 17:04:07 | Geração 17/350 — melhor fitness: 228401103 | sem melhora há 0 geração(ões)
2026-08-29 17:04:17 | Geração 18/350 — melhor fitness: 225958225 | sem melhora há 0 geração(ões)
2026-08-29 17:04:27 | Geração 19/350 — melhor fitness: 225958225 | sem melhora há 1 geração(ões)
2026-08-29 17:04:37 | Geração 20/350 — melhor fitness: 224395730 | sem melhora há 0 geração(ões)
