2026-09-01 10:00:49 | ======================================================================
2026-09-01 10:00:49 | Iniciando tarefa — servidor3_tarefa292 | k=27 | seed=42
2026-09-01 10:00:49 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.08, 'population_size': 300, 'elitism_size': 12, 'tournament_size': 7, 'num_generations': 250}
2026-09-01 10:00:51 | Geração 0 (inicial) — melhor fitness: 255548699
2026-09-01 10:01:01 | Geração 1/250 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-09-01 10:01:12 | Geração 2/250 — melhor fitness: 255508556 | sem melhora há 0 geração(ões)
2026-09-01 10:01:22 | Geração 3/250 — melhor fitness: 250743057 | sem melhora há 0 geração(ões)
2026-09-01 10:01:31 | Geração 4/250 — melhor fitness: 249989674 | sem melhora há 0 geração(ões)
2026-09-01 10:01:42 | Geração 5/250 — melhor fitness: 242161306 | sem melhora há 0 geração(ões)
2026-09-01 10:01:51 | Geração 6/250 — melhor fitness: 242161306 | sem melhora há 1 geração(ões)
2026-09-01 10:02:01 | Geração 7/250 — melhor fitness: 242161306 | sem melhora há 2 geração(ões)
2026-09-01 10:02:12 | Geração 8/250 — melhor fitness: 241122052 | sem melhora há 0 geração(ões)
2026-09-01 10:02:21 | Geração 9/250 — melhor fitness: 241122052 | sem melhora há 1 geração(ões)
2026-09-01 10:02:31 | Geração 10/250 — melhor fitness: 238301072 | sem melhora há 0 geração(ões)
2026-09-01 10:02:41 | Geração 11/250 — melhor fitness: 235966813 | sem melhora há 0 geração(ões)
2026-09-01 10:02:51 | Geração 12/250 — melhor fitness: 235966813 | sem melhora há 1 geração(ões)
2026-09-01 10:03:01 | Geração 13/250 — melhor fitness: 235561118 | sem melhora há 0 geração(ões)
2026-09-01 10:03:11 | Geração 14/250 — melhor fitness: 235561118 | sem melhora há 1 geração(ões)
2026-09-01 10:03:21 | Geração 15/250 — melhor fitness: 233038256 | sem melhora há 0 geração(ões)
2026-09-01 10:03:31 | Geração 16/250 — melhor fitness: 233038256 | sem melhora há 1 geração(ões)
2026-09-01 10:03:42 | Geração 17/250 — melhor fitness: 233038256 | sem melhora há 2 geração(ões)
2026-09-01 10:03:52 | Geração 18/250 — melhor fitness: 231333573 | sem melhora há 0 geração(ões)
2026-09-01 10:04:02 | Geração 19/250 — melhor fitness: 228663548 | sem melhora há 0 geração(ões)
2026-09-01 10:04:12 | Geração 20/250 — melhor fitness: 228418679 | sem melhora há 0 geração(ões)
2026-09-01 10:04:21 | Geração 21/250 — melhor fitness: 228418679 | sem melhora há 1 geração(ões)
2026-09-01 10:04:32 | Geração 22/250 — melhor fitness: 228418679 | sem melhora há 2 geração(ões)
2026-09-01 10:04:42 | Geração 23/250 — melhor fitness: 225352937 | sem melhora há 0 geração(ões)
2026-09-01 10:04:51 | Geração 24/250 — melhor fitness: 225352937 | sem melhora há 1 geração(ões)
