2026-09-04 00:15:45 | ======================================================================
2026-09-04 00:15:45 | Iniciando tarefa — servidor3_tarefa21 | k=27 | seed=42
2026-09-04 00:15:45 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.08, 'population_size': 200, 'elitism_size': 12, 'tournament_size': 7, 'num_generations': 150}
2026-09-04 00:15:47 | Geração 0 (inicial) — melhor fitness: 266064494
2026-09-04 00:15:53 | Geração 1/150 — melhor fitness: 259011660 | sem melhora há 0 geração(ões)
2026-09-04 00:16:00 | Geração 2/150 — melhor fitness: 253909589 | sem melhora há 0 geração(ões)
2026-09-04 00:16:07 | Geração 3/150 — melhor fitness: 248917173 | sem melhora há 0 geração(ões)
2026-09-04 00:16:14 | Geração 4/150 — melhor fitness: 248917173 | sem melhora há 1 geração(ões)
2026-09-04 00:16:20 | Geração 5/150 — melhor fitness: 248917173 | sem melhora há 2 geração(ões)
2026-09-04 00:16:27 | Geração 6/150 — melhor fitness: 244662712 | sem melhora há 0 geração(ões)
2026-09-04 00:16:33 | Geração 7/150 — melhor fitness: 238755950 | sem melhora há 0 geração(ões)
2026-09-04 00:16:40 | Geração 8/150 — melhor fitness: 238755950 | sem melhora há 1 geração(ões)
2026-09-04 00:16:47 | Geração 9/150 — melhor fitness: 238755950 | sem melhora há 2 geração(ões)
2026-09-04 00:16:53 | Geração 10/150 — melhor fitness: 238755950 | sem melhora há 3 geração(ões)
2026-09-04 00:16:59 | Geração 11/150 — melhor fitness: 238755950 | sem melhora há 4 geração(ões)
2026-09-04 00:17:06 | Geração 12/150 — melhor fitness: 238303913 | sem melhora há 0 geração(ões)
2026-09-04 00:17:12 | Geração 13/150 — melhor fitness: 238156038 | sem melhora há 0 geração(ões)
2026-09-04 00:17:19 | Geração 14/150 — melhor fitness: 237375450 | sem melhora há 0 geração(ões)
2026-09-04 00:17:25 | Geração 15/150 — melhor fitness: 235462577 | sem melhora há 0 geração(ões)
2026-09-04 00:17:32 | Geração 16/150 — melhor fitness: 235462577 | sem melhora há 1 geração(ões)
2026-09-04 00:17:39 | Geração 17/150 — melhor fitness: 235462577 | sem melhora há 2 geração(ões)
2026-09-04 00:17:46 | Geração 18/150 — melhor fitness: 232080087 | sem melhora há 0 geração(ões)
2026-09-04 00:17:52 | Geração 19/150 — melhor fitness: 232080087 | sem melhora há 1 geração(ões)
2026-09-04 00:17:59 | Geração 20/150 — melhor fitness: 231850050 | sem melhora há 0 geração(ões)
