2026-09-03 02:35:23 | ======================================================================
2026-09-03 02:35:23 | Iniciando tarefa — servidor3_tarefa91 | k=27 | seed=42
2026-09-03 02:35:23 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.12, 'population_size': 200, 'elitism_size': 8, 'tournament_size': 5, 'num_generations': 250}
2026-09-03 02:35:25 | Geração 0 (inicial) — melhor fitness: 266064494
2026-09-03 02:35:34 | Geração 1/250 — melhor fitness: 255255744 | sem melhora há 0 geração(ões)
2026-09-03 02:35:43 | Geração 2/250 — melhor fitness: 251580201 | sem melhora há 0 geração(ões)
2026-09-03 02:35:53 | Geração 3/250 — melhor fitness: 251580201 | sem melhora há 1 geração(ões)
2026-09-03 02:36:01 | Geração 4/250 — melhor fitness: 251580201 | sem melhora há 2 geração(ões)
2026-09-03 02:36:10 | Geração 5/250 — melhor fitness: 245836603 | sem melhora há 0 geração(ões)
2026-09-03 02:36:19 | Geração 6/250 — melhor fitness: 245534685 | sem melhora há 0 geração(ões)
2026-09-03 02:36:28 | Geração 7/250 — melhor fitness: 245534685 | sem melhora há 1 geração(ões)
2026-09-03 02:36:38 | Geração 8/250 — melhor fitness: 244297052 | sem melhora há 0 geração(ões)
2026-09-03 02:36:47 | Geração 9/250 — melhor fitness: 240405314 | sem melhora há 0 geração(ões)
2026-09-03 02:36:57 | Geração 10/250 — melhor fitness: 238716564 | sem melhora há 0 geração(ões)
2026-09-03 02:37:05 | Geração 11/250 — melhor fitness: 238716564 | sem melhora há 1 geração(ões)
2026-09-03 02:37:15 | Geração 12/250 — melhor fitness: 238716564 | sem melhora há 2 geração(ões)
2026-09-03 02:37:24 | Geração 13/250 — melhor fitness: 238716564 | sem melhora há 3 geração(ões)
2026-09-03 02:37:33 | Geração 14/250 — melhor fitness: 238716564 | sem melhora há 4 geração(ões)
2026-09-03 02:37:41 | Geração 15/250 — melhor fitness: 237894083 | sem melhora há 0 geração(ões)
2026-09-03 02:37:50 | Geração 16/250 — melhor fitness: 237894083 | sem melhora há 1 geração(ões)
2026-09-03 02:37:58 | Geração 17/250 — melhor fitness: 236802522 | sem melhora há 0 geração(ões)
2026-09-03 02:38:08 | Geração 18/250 — melhor fitness: 236802522 | sem melhora há 1 geração(ões)
2026-09-03 02:38:17 | Geração 19/250 — melhor fitness: 236802522 | sem melhora há 2 geração(ões)
2026-09-03 02:38:27 | Geração 20/250 — melhor fitness: 233410757 | sem melhora há 0 geração(ões)
2026-09-03 02:38:36 | Geração 21/250 — melhor fitness: 233410757 | sem melhora há 1 geração(ões)
2026-09-03 02:38:46 | Geração 22/250 — melhor fitness: 233410757 | sem melhora há 2 geração(ões)
2026-09-03 02:38:54 | Geração 23/250 — melhor fitness: 233410757 | sem melhora há 3 geração(ões)
2026-09-03 02:39:03 | Geração 24/250 — melhor fitness: 232205977 | sem melhora há 0 geração(ões)
2026-09-03 02:39:12 | Geração 25/250 — melhor fitness: 232205977 | sem melhora há 1 geração(ões)
2026-09-03 02:39:21 | Geração 26/250 — melhor fitness: 232205977 | sem melhora há 2 geração(ões)
2026-09-03 02:39:30 | Geração 27/250 — melhor fitness: 231246094 | sem melhora há 0 geração(ões)
2026-09-03 02:39:39 | Geração 28/250 — melhor fitness: 231246094 | sem melhora há 1 geração(ões)
2026-09-03 02:39:48 | Geração 29/250 — melhor fitness: 231246094 | sem melhora há 2 geração(ões)
2026-09-03 02:39:57 | Geração 30/250 — melhor fitness: 231246094 | sem melhora há 3 geração(ões)
2026-09-03 02:40:07 | Geração 31/250 — melhor fitness: 231246094 | sem melhora há 4 geração(ões)
2026-09-03 02:40:16 | Geração 32/250 — melhor fitness: 231191980 | sem melhora há 0 geração(ões)
2026-09-03 02:40:25 | Geração 33/250 — melhor fitness: 231191980 | sem melhora há 1 geração(ões)
2026-09-03 02:40:35 | Geração 34/250 — melhor fitness: 231191980 | sem melhora há 2 geração(ões)
2026-09-03 02:40:43 | Geração 35/250 — melhor fitness: 231191980 | sem melhora há 3 geração(ões)
2026-09-03 02:40:52 | Geração 36/250 — melhor fitness: 231191980 | sem melhora há 4 geração(ões)
2026-09-03 02:41:01 | Geração 37/250 — melhor fitness: 231191980 | sem melhora há 5 geração(ões)
2026-09-03 02:41:10 | Geração 38/250 — melhor fitness: 231191980 | sem melhora há 6 geração(ões)
2026-09-03 02:41:19 | Geração 39/250 — melhor fitness: 231191980 | sem melhora há 7 geração(ões)
2026-09-03 02:41:28 | Geração 40/250 — melhor fitness: 231191980 | sem melhora há 8 geração(ões)
2026-09-03 02:41:37 | Geração 41/250 — melhor fitness: 231191980 | sem melhora há 9 geração(ões)
2026-09-03 02:41:46 | Geração 42/250 — melhor fitness: 231191980 | sem melhora há 10 geração(ões)
2026-09-03 02:41:55 | Geração 43/250 — melhor fitness: 231191980 | sem melhora há 11 geração(ões)
2026-09-03 02:42:05 | Geração 44/250 — melhor fitness: 231076685 | sem melhora há 0 geração(ões)
2026-09-03 02:42:14 | Geração 45/250 — melhor fitness: 231076685 | sem melhora há 1 geração(ões)
2026-09-03 02:42:23 | Geração 46/250 — melhor fitness: 231076685 | sem melhora há 2 geração(ões)
2026-09-03 02:42:32 | Geração 47/250 — melhor fitness: 231076685 | sem melhora há 3 geração(ões)
2026-09-03 02:42:41 | Geração 48/250 — melhor fitness: 231076685 | sem melhora há 4 geração(ões)
2026-09-03 02:42:50 | Geração 49/250 — melhor fitness: 228990409 | sem melhora há 0 geração(ões)
2026-09-03 02:42:59 | Geração 50/250 — melhor fitness: 228990409 | sem melhora há 1 geração(ões)
2026-09-03 02:43:08 | Geração 51/250 — melhor fitness: 228990409 | sem melhora há 2 geração(ões)
2026-09-03 02:43:17 | Geração 52/250 — melhor fitness: 228990409 | sem melhora há 3 geração(ões)
2026-09-03 02:43:26 | Geração 53/250 — melhor fitness: 228990409 | sem melhora há 4 geração(ões)
2026-09-03 02:43:35 | Geração 54/250 — melhor fitness: 228990409 | sem melhora há 5 geração(ões)
2026-09-03 02:43:44 | Geração 55/250 — melhor fitness: 228990409 | sem melhora há 6 geração(ões)
2026-09-03 02:43:53 | Geração 56/250 — melhor fitness: 228990409 | sem melhora há 7 geração(ões)
2026-09-03 02:44:02 | Geração 57/250 — melhor fitness: 228990409 | sem melhora há 8 geração(ões)
2026-09-03 02:44:11 | Geração 58/250 — melhor fitness: 228140356 | sem melhora há 0 geração(ões)
2026-09-03 02:44:20 | Geração 59/250 — melhor fitness: 228140356 | sem melhora há 1 geração(ões)
2026-09-03 02:44:28 | Geração 60/250 — melhor fitness: 228140356 | sem melhora há 2 geração(ões)
2026-09-03 02:44:37 | Geração 61/250 — melhor fitness: 228140356 | sem melhora há 3 geração(ões)
2026-09-03 02:44:46 | Geração 62/250 — melhor fitness: 228140356 | sem melhora há 4 geração(ões)
