2026-08-30 18:21:25 | ======================================================================
2026-08-30 18:21:25 | Iniciando tarefa — servidor2_tarefa381 | k=27 | seed=42
2026-08-30 18:21:25 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.12, 'population_size': 500, 'elitism_size': 4, 'tournament_size': 7, 'num_generations': 150}
2026-08-30 18:21:29 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-30 18:21:54 | Geração 1/150 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-08-30 18:22:18 | Geração 2/150 — melhor fitness: 251728571 | sem melhora há 0 geração(ões)
2026-08-30 18:22:42 | Geração 3/150 — melhor fitness: 251728571 | sem melhora há 1 geração(ões)
2026-08-30 18:23:06 | Geração 4/150 — melhor fitness: 251608957 | sem melhora há 0 geração(ões)
2026-08-30 18:23:32 | Geração 5/150 — melhor fitness: 247012783 | sem melhora há 0 geração(ões)
2026-08-30 18:23:55 | Geração 6/150 — melhor fitness: 242359793 | sem melhora há 0 geração(ões)
2026-08-30 18:24:18 | Geração 7/150 — melhor fitness: 240931097 | sem melhora há 0 geração(ões)
2026-08-30 18:24:41 | Geração 8/150 — melhor fitness: 240195245 | sem melhora há 0 geração(ões)
2026-08-30 18:25:04 | Geração 9/150 — melhor fitness: 240195245 | sem melhora há 1 geração(ões)
2026-08-30 18:25:27 | Geração 10/150 — melhor fitness: 240195245 | sem melhora há 2 geração(ões)
2026-08-30 18:25:50 | Geração 11/150 — melhor fitness: 240195245 | sem melhora há 3 geração(ões)
2026-08-30 18:26:13 | Geração 12/150 — melhor fitness: 240195245 | sem melhora há 4 geração(ões)
2026-08-30 18:26:35 | Geração 13/150 — melhor fitness: 236691306 | sem melhora há 0 geração(ões)
2026-08-30 18:26:59 | Geração 14/150 — melhor fitness: 236691306 | sem melhora há 1 geração(ões)
2026-08-30 18:27:24 | Geração 15/150 — melhor fitness: 236691306 | sem melhora há 2 geração(ões)
2026-08-30 18:27:46 | Geração 16/150 — melhor fitness: 236691306 | sem melhora há 3 geração(ões)
2026-08-30 18:28:10 | Geração 17/150 — melhor fitness: 234978314 | sem melhora há 0 geração(ões)
2026-08-30 18:28:35 | Geração 18/150 — melhor fitness: 234978314 | sem melhora há 1 geração(ões)
2026-08-30 18:28:58 | Geração 19/150 — melhor fitness: 234978314 | sem melhora há 2 geração(ões)
2026-08-30 18:29:22 | Geração 20/150 — melhor fitness: 232420742 | sem melhora há 0 geração(ões)
2026-08-30 18:29:46 | Geração 21/150 — melhor fitness: 232420742 | sem melhora há 1 geração(ões)
2026-08-30 18:30:09 | Geração 22/150 — melhor fitness: 232420742 | sem melhora há 2 geração(ões)
2026-08-30 18:30:32 | Geração 23/150 — melhor fitness: 225846145 | sem melhora há 0 geração(ões)
2026-08-30 18:30:56 | Geração 24/150 — melhor fitness: 225846145 | sem melhora há 1 geração(ões)
2026-08-30 18:31:20 | Geração 25/150 — melhor fitness: 225846145 | sem melhora há 2 geração(ões)
2026-08-30 18:31:44 | Geração 26/150 — melhor fitness: 225846145 | sem melhora há 3 geração(ões)
2026-08-30 18:32:10 | Geração 27/150 — melhor fitness: 225846145 | sem melhora há 4 geração(ões)
2026-08-30 18:32:33 | Geração 28/150 — melhor fitness: 225846145 | sem melhora há 5 geração(ões)
2026-08-30 18:32:57 | Geração 29/150 — melhor fitness: 225846145 | sem melhora há 6 geração(ões)
2026-08-30 18:33:21 | Geração 30/150 — melhor fitness: 225846145 | sem melhora há 7 geração(ões)
2026-08-30 18:33:44 | Geração 31/150 — melhor fitness: 225846145 | sem melhora há 8 geração(ões)
2026-08-30 18:34:06 | Geração 32/150 — melhor fitness: 225846145 | sem melhora há 9 geração(ões)
2026-08-30 18:34:30 | Geração 33/150 — melhor fitness: 225846145 | sem melhora há 10 geração(ões)
2026-08-30 18:34:54 | Geração 34/150 — melhor fitness: 225846145 | sem melhora há 11 geração(ões)
2026-08-30 18:35:17 | Geração 35/150 — melhor fitness: 225846145 | sem melhora há 12 geração(ões)
2026-08-30 18:35:41 | Geração 36/150 — melhor fitness: 225846145 | sem melhora há 13 geração(ões)
2026-08-30 18:36:04 | Geração 37/150 — melhor fitness: 224220030 | sem melhora há 0 geração(ões)
2026-08-30 18:36:27 | Geração 38/150 — melhor fitness: 224220030 | sem melhora há 1 geração(ões)
2026-08-30 18:36:52 | Geração 39/150 — melhor fitness: 224220030 | sem melhora há 2 geração(ões)
2026-08-30 18:37:15 | Geração 40/150 — melhor fitness: 224220030 | sem melhora há 3 geração(ões)
2026-08-30 18:37:38 | Geração 41/150 — melhor fitness: 224220030 | sem melhora há 4 geração(ões)
2026-08-30 18:38:01 | Geração 42/150 — melhor fitness: 224141947 | sem melhora há 0 geração(ões)
2026-08-30 18:38:26 | Geração 43/150 — melhor fitness: 222938366 | sem melhora há 0 geração(ões)
2026-08-30 18:38:50 | Geração 44/150 — melhor fitness: 222938366 | sem melhora há 1 geração(ões)
2026-08-30 18:39:15 | Geração 45/150 — melhor fitness: 222938366 | sem melhora há 2 geração(ões)
2026-08-30 18:39:37 | Geração 46/150 — melhor fitness: 222938366 | sem melhora há 3 geração(ões)
2026-08-30 18:40:00 | Geração 47/150 — melhor fitness: 222938366 | sem melhora há 4 geração(ões)
2026-08-30 18:40:23 | Geração 48/150 — melhor fitness: 222938366 | sem melhora há 5 geração(ões)
2026-08-30 18:40:47 | Geração 49/150 — melhor fitness: 222938366 | sem melhora há 6 geração(ões)
