2026-08-31 07:27:58 | ======================================================================
2026-08-31 07:27:58 | Iniciando tarefa — servidor2_tarefa639 | k=27 | seed=42
2026-08-31 07:27:58 | Hiperparâmetros: {'crossover_rate': 0.9, 'mutation_rate': 0.12, 'population_size': 500, 'elitism_size': 12, 'tournament_size': 5, 'num_generations': 150}
2026-08-31 07:28:03 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-31 07:28:26 | Geração 1/150 — melhor fitness: 255424674 | sem melhora há 0 geração(ões)
2026-08-31 07:28:49 | Geração 2/150 — melhor fitness: 245120921 | sem melhora há 0 geração(ões)
2026-08-31 07:29:13 | Geração 3/150 — melhor fitness: 245120921 | sem melhora há 1 geração(ões)
2026-08-31 07:29:36 | Geração 4/150 — melhor fitness: 242542541 | sem melhora há 0 geração(ões)
2026-08-31 07:30:01 | Geração 5/150 — melhor fitness: 242542541 | sem melhora há 1 geração(ões)
2026-08-31 07:30:24 | Geração 6/150 — melhor fitness: 242542541 | sem melhora há 2 geração(ões)
2026-08-31 07:30:46 | Geração 7/150 — melhor fitness: 240874758 | sem melhora há 0 geração(ões)
2026-08-31 07:31:10 | Geração 8/150 — melhor fitness: 240874758 | sem melhora há 1 geração(ões)
2026-08-31 07:31:33 | Geração 9/150 — melhor fitness: 240874758 | sem melhora há 2 geração(ões)
2026-08-31 07:31:54 | Geração 10/150 — melhor fitness: 237749907 | sem melhora há 0 geração(ões)
2026-08-31 07:32:17 | Geração 11/150 — melhor fitness: 237749907 | sem melhora há 1 geração(ões)
2026-08-31 07:32:40 | Geração 12/150 — melhor fitness: 237749907 | sem melhora há 2 geração(ões)
2026-08-31 07:33:05 | Geração 13/150 — melhor fitness: 237749907 | sem melhora há 3 geração(ões)
2026-08-31 07:33:27 | Geração 14/150 — melhor fitness: 236532091 | sem melhora há 0 geração(ões)
2026-08-31 07:33:51 | Geração 15/150 — melhor fitness: 233211097 | sem melhora há 0 geração(ões)
2026-08-31 07:34:14 | Geração 16/150 — melhor fitness: 233211097 | sem melhora há 1 geração(ões)
2026-08-31 07:34:38 | Geração 17/150 — melhor fitness: 233211097 | sem melhora há 2 geração(ões)
2026-08-31 07:35:01 | Geração 18/150 — melhor fitness: 233211097 | sem melhora há 3 geração(ões)
2026-08-31 07:35:25 | Geração 19/150 — melhor fitness: 233211097 | sem melhora há 4 geração(ões)
2026-08-31 07:35:48 | Geração 20/150 — melhor fitness: 233211097 | sem melhora há 5 geração(ões)
2026-08-31 07:36:10 | Geração 21/150 — melhor fitness: 233211097 | sem melhora há 6 geração(ões)
2026-08-31 07:36:33 | Geração 22/150 — melhor fitness: 233211097 | sem melhora há 7 geração(ões)
2026-08-31 07:36:55 | Geração 23/150 — melhor fitness: 233211097 | sem melhora há 8 geração(ões)
2026-08-31 07:37:18 | Geração 24/150 — melhor fitness: 229846897 | sem melhora há 0 geração(ões)
2026-08-31 07:37:40 | Geração 25/150 — melhor fitness: 229846897 | sem melhora há 1 geração(ões)
2026-08-31 07:38:03 | Geração 26/150 — melhor fitness: 229846897 | sem melhora há 2 geração(ões)
2026-08-31 07:38:26 | Geração 27/150 — melhor fitness: 229846897 | sem melhora há 3 geração(ões)
2026-08-31 07:38:48 | Geração 28/150 — melhor fitness: 229846897 | sem melhora há 4 geração(ões)
2026-08-31 07:39:11 | Geração 29/150 — melhor fitness: 229846897 | sem melhora há 5 geração(ões)
2026-08-31 07:39:34 | Geração 30/150 — melhor fitness: 229846897 | sem melhora há 6 geração(ões)
2026-08-31 07:39:56 | Geração 31/150 — melhor fitness: 229846897 | sem melhora há 7 geração(ões)
2026-08-31 07:40:19 | Geração 32/150 — melhor fitness: 229846897 | sem melhora há 8 geração(ões)
2026-08-31 07:40:42 | Geração 33/150 — melhor fitness: 229846897 | sem melhora há 9 geração(ões)
2026-08-31 07:41:05 | Geração 34/150 — melhor fitness: 227104741 | sem melhora há 0 geração(ões)
2026-08-31 07:41:28 | Geração 35/150 — melhor fitness: 227104741 | sem melhora há 1 geração(ões)
2026-08-31 07:41:51 | Geração 36/150 — melhor fitness: 227104741 | sem melhora há 2 geração(ões)
2026-08-31 07:42:14 | Geração 37/150 — melhor fitness: 227104741 | sem melhora há 3 geração(ões)
2026-08-31 07:42:37 | Geração 38/150 — melhor fitness: 224841882 | sem melhora há 0 geração(ões)
2026-08-31 07:43:00 | Geração 39/150 — melhor fitness: 224841882 | sem melhora há 1 geração(ões)
2026-08-31 07:43:23 | Geração 40/150 — melhor fitness: 224841882 | sem melhora há 2 geração(ões)
2026-08-31 07:43:45 | Geração 41/150 — melhor fitness: 224841882 | sem melhora há 3 geração(ões)
2026-08-31 07:44:08 | Geração 42/150 — melhor fitness: 224841882 | sem melhora há 4 geração(ões)
