2026-08-31 23:22:52 | ======================================================================
2026-08-31 23:22:52 | Iniciando tarefa — servidor3_tarefa75 | k=27 | seed=42
2026-08-31 23:22:52 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.08, 'population_size': 500, 'elitism_size': 12, 'tournament_size': 7, 'num_generations': 150}
2026-08-31 23:22:57 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-31 23:23:14 | Geração 1/150 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-08-31 23:23:32 | Geração 2/150 — melhor fitness: 247364028 | sem melhora há 0 geração(ões)
2026-08-31 23:23:49 | Geração 3/150 — melhor fitness: 237943346 | sem melhora há 0 geração(ões)
2026-08-31 23:24:06 | Geração 4/150 — melhor fitness: 237943346 | sem melhora há 1 geração(ões)
2026-08-31 23:24:23 | Geração 5/150 — melhor fitness: 237393127 | sem melhora há 0 geração(ões)
2026-08-31 23:24:39 | Geração 6/150 — melhor fitness: 237393127 | sem melhora há 1 geração(ões)
2026-08-31 23:24:55 | Geração 7/150 — melhor fitness: 236622611 | sem melhora há 0 geração(ões)
2026-08-31 23:25:12 | Geração 8/150 — melhor fitness: 233080989 | sem melhora há 0 geração(ões)
2026-08-31 23:25:29 | Geração 9/150 — melhor fitness: 233080989 | sem melhora há 1 geração(ões)
2026-08-31 23:25:46 | Geração 10/150 — melhor fitness: 227201555 | sem melhora há 0 geração(ões)
2026-08-31 23:26:02 | Geração 11/150 — melhor fitness: 227201555 | sem melhora há 1 geração(ões)
2026-08-31 23:26:18 | Geração 12/150 — melhor fitness: 227201555 | sem melhora há 2 geração(ões)
2026-08-31 23:26:35 | Geração 13/150 — melhor fitness: 227201555 | sem melhora há 3 geração(ões)
2026-08-31 23:26:52 | Geração 14/150 — melhor fitness: 227201555 | sem melhora há 4 geração(ões)
2026-08-31 23:27:09 | Geração 15/150 — melhor fitness: 227201555 | sem melhora há 5 geração(ões)
2026-08-31 23:27:25 | Geração 16/150 — melhor fitness: 226222759 | sem melhora há 0 geração(ões)
2026-08-31 23:27:43 | Geração 17/150 — melhor fitness: 224819526 | sem melhora há 0 geração(ões)
2026-08-31 23:28:00 | Geração 18/150 — melhor fitness: 224743765 | sem melhora há 0 geração(ões)
2026-08-31 23:28:17 | Geração 19/150 — melhor fitness: 223309587 | sem melhora há 0 geração(ões)
2026-08-31 23:28:34 | Geração 20/150 — melhor fitness: 222980748 | sem melhora há 0 geração(ões)
2026-08-31 23:28:50 | Geração 21/150 — melhor fitness: 222980748 | sem melhora há 1 geração(ões)
2026-08-31 23:29:06 | Geração 22/150 — melhor fitness: 221325394 | sem melhora há 0 geração(ões)
2026-08-31 23:29:24 | Geração 23/150 — melhor fitness: 221325394 | sem melhora há 1 geração(ões)
2026-08-31 23:29:40 | Geração 24/150 — melhor fitness: 221272404 | sem melhora há 0 geração(ões)
2026-08-31 23:29:59 | Geração 25/150 — melhor fitness: 220236721 | sem melhora há 0 geração(ões)
2026-08-31 23:30:15 | Geração 26/150 — melhor fitness: 220236721 | sem melhora há 1 geração(ões)
2026-08-31 23:30:33 | Geração 27/150 — melhor fitness: 220236721 | sem melhora há 2 geração(ões)
2026-08-31 23:30:49 | Geração 28/150 — melhor fitness: 220236721 | sem melhora há 3 geração(ões)
2026-08-31 23:31:06 | Geração 29/150 — melhor fitness: 220236721 | sem melhora há 4 geração(ões)
2026-08-31 23:31:23 | Geração 30/150 — melhor fitness: 219155594 | sem melhora há 0 geração(ões)
2026-08-31 23:31:40 | Geração 31/150 — melhor fitness: 217096528 | sem melhora há 0 geração(ões)
2026-08-31 23:31:57 | Geração 32/150 — melhor fitness: 217096528 | sem melhora há 1 geração(ões)
2026-08-31 23:32:14 | Geração 33/150 — melhor fitness: 217096528 | sem melhora há 2 geração(ões)
2026-08-31 23:32:32 | Geração 34/150 — melhor fitness: 217096528 | sem melhora há 3 geração(ões)
2026-08-31 23:32:50 | Geração 35/150 — melhor fitness: 216347728 | sem melhora há 0 geração(ões)
2026-08-31 23:33:07 | Geração 36/150 — melhor fitness: 216277156 | sem melhora há 0 geração(ões)
2026-08-31 23:33:24 | Geração 37/150 — melhor fitness: 216277156 | sem melhora há 1 geração(ões)
2026-08-31 23:33:41 | Geração 38/150 — melhor fitness: 216277156 | sem melhora há 2 geração(ões)
2026-08-31 23:34:00 | Geração 39/150 — melhor fitness: 215912684 | sem melhora há 0 geração(ões)
2026-08-31 23:34:16 | Geração 40/150 — melhor fitness: 215912684 | sem melhora há 1 geração(ões)
2026-08-31 23:34:33 | Geração 41/150 — melhor fitness: 215912684 | sem melhora há 2 geração(ões)
2026-08-31 23:34:50 | Geração 42/150 — melhor fitness: 215912684 | sem melhora há 3 geração(ões)
2026-08-31 23:35:07 | Geração 43/150 — melhor fitness: 215912684 | sem melhora há 4 geração(ões)
2026-08-31 23:35:23 | Geração 44/150 — melhor fitness: 215912684 | sem melhora há 5 geração(ões)
2026-08-31 23:35:41 | Geração 45/150 — melhor fitness: 215842112 | sem melhora há 0 geração(ões)
2026-08-31 23:35:59 | Geração 46/150 — melhor fitness: 214199531 | sem melhora há 0 geração(ões)
2026-08-31 23:36:16 | Geração 47/150 — melhor fitness: 214199531 | sem melhora há 1 geração(ões)
2026-08-31 23:36:33 | Geração 48/150 — melhor fitness: 214199531 | sem melhora há 2 geração(ões)
2026-08-31 23:36:49 | Geração 49/150 — melhor fitness: 214199531 | sem melhora há 3 geração(ões)
2026-08-31 23:37:07 | Geração 50/150 — melhor fitness: 214199531 | sem melhora há 4 geração(ões)
2026-08-31 23:37:24 | Geração 51/150 — melhor fitness: 214198369 | sem melhora há 0 geração(ões)
2026-08-31 23:37:41 | Geração 52/150 — melhor fitness: 214198369 | sem melhora há 1 geração(ões)
2026-08-31 23:37:58 | Geração 53/150 — melhor fitness: 214198369 | sem melhora há 2 geração(ões)
2026-08-31 23:38:15 | Geração 54/150 — melhor fitness: 214198369 | sem melhora há 3 geração(ões)
2026-08-31 23:38:32 | Geração 55/150 — melhor fitness: 214198369 | sem melhora há 4 geração(ões)
2026-08-31 23:38:49 | Geração 56/150 — melhor fitness: 214198369 | sem melhora há 5 geração(ões)
2026-08-31 23:39:06 | Geração 57/150 — melhor fitness: 213782256 | sem melhora há 0 geração(ões)
2026-08-31 23:39:22 | Geração 58/150 — melhor fitness: 213782256 | sem melhora há 1 geração(ões)
2026-08-31 23:39:39 | Geração 59/150 — melhor fitness: 213782256 | sem melhora há 2 geração(ões)
2026-08-31 23:39:56 | Geração 60/150 — melhor fitness: 213782256 | sem melhora há 3 geração(ões)
2026-08-31 23:40:12 | Geração 61/150 — melhor fitness: 213514489 | sem melhora há 0 geração(ões)
2026-08-31 23:40:30 | Geração 62/150 — melhor fitness: 212491254 | sem melhora há 0 geração(ões)
2026-08-31 23:40:48 | Geração 63/150 — melhor fitness: 212491254 | sem melhora há 1 geração(ões)
2026-08-31 23:41:05 | Geração 64/150 — melhor fitness: 212491254 | sem melhora há 2 geração(ões)
2026-08-31 23:41:21 | Geração 65/150 — melhor fitness: 212491254 | sem melhora há 3 geração(ões)
2026-08-31 23:41:39 | Geração 66/150 — melhor fitness: 212491254 | sem melhora há 4 geração(ões)
2026-08-31 23:41:55 | Geração 67/150 — melhor fitness: 212491254 | sem melhora há 5 geração(ões)
2026-08-31 23:42:12 | Geração 68/150 — melhor fitness: 212491254 | sem melhora há 6 geração(ões)
2026-08-31 23:42:29 | Geração 69/150 — melhor fitness: 212491254 | sem melhora há 7 geração(ões)
2026-08-31 23:42:47 | Geração 70/150 — melhor fitness: 212491254 | sem melhora há 8 geração(ões)
2026-08-31 23:43:03 | Geração 71/150 — melhor fitness: 212033226 | sem melhora há 0 geração(ões)
2026-08-31 23:43:20 | Geração 72/150 — melhor fitness: 212033226 | sem melhora há 1 geração(ões)
2026-08-31 23:43:38 | Geração 73/150 — melhor fitness: 212033226 | sem melhora há 2 geração(ões)
2026-08-31 23:43:54 | Geração 74/150 — melhor fitness: 212033226 | sem melhora há 3 geração(ões)
2026-08-31 23:44:12 | Geração 75/150 — melhor fitness: 212033226 | sem melhora há 4 geração(ões)
2026-08-31 23:44:28 | Geração 76/150 — melhor fitness: 212033226 | sem melhora há 5 geração(ões)
2026-08-31 23:44:45 | Geração 77/150 — melhor fitness: 212033226 | sem melhora há 6 geração(ões)
2026-08-31 23:45:02 | Geração 78/150 — melhor fitness: 212033226 | sem melhora há 7 geração(ões)
2026-08-31 23:45:18 | Geração 79/150 — melhor fitness: 212033226 | sem melhora há 8 geração(ões)
2026-08-31 23:45:35 | Geração 80/150 — melhor fitness: 211868051 | sem melhora há 0 geração(ões)
2026-08-31 23:45:52 | Geração 81/150 — melhor fitness: 211868051 | sem melhora há 1 geração(ões)
2026-08-31 23:46:08 | Geração 82/150 — melhor fitness: 211868051 | sem melhora há 2 geração(ões)
2026-08-31 23:46:26 | Geração 83/150 — melhor fitness: 211868051 | sem melhora há 3 geração(ões)
2026-08-31 23:46:42 | Geração 84/150 — melhor fitness: 211477055 | sem melhora há 0 geração(ões)
2026-08-31 23:46:59 | Geração 85/150 — melhor fitness: 211477055 | sem melhora há 1 geração(ões)
2026-08-31 23:47:16 | Geração 86/150 — melhor fitness: 211477055 | sem melhora há 2 geração(ões)
2026-08-31 23:47:34 | Geração 87/150 — melhor fitness: 211477055 | sem melhora há 3 geração(ões)
2026-08-31 23:47:50 | Geração 88/150 — melhor fitness: 211477055 | sem melhora há 4 geração(ões)
2026-08-31 23:48:07 | Geração 89/150 — melhor fitness: 211311880 | sem melhora há 0 geração(ões)
2026-08-31 23:48:25 | Geração 90/150 — melhor fitness: 211311880 | sem melhora há 1 geração(ões)
2026-08-31 23:48:41 | Geração 91/150 — melhor fitness: 211311880 | sem melhora há 2 geração(ões)
2026-08-31 23:48:58 | Geração 92/150 — melhor fitness: 211311880 | sem melhora há 3 geração(ões)
2026-08-31 23:49:15 | Geração 93/150 — melhor fitness: 210719942 | sem melhora há 0 geração(ões)
2026-08-31 23:49:33 | Geração 94/150 — melhor fitness: 210719942 | sem melhora há 1 geração(ões)
2026-08-31 23:49:51 | Geração 95/150 — melhor fitness: 210719942 | sem melhora há 2 geração(ões)
2026-08-31 23:50:08 | Geração 96/150 — melhor fitness: 210719942 | sem melhora há 3 geração(ões)
2026-08-31 23:50:25 | Geração 97/150 — melhor fitness: 210719942 | sem melhora há 4 geração(ões)
