2026-09-02 05:39:45 | ======================================================================
2026-09-02 05:39:45 | Iniciando tarefa — servidor2_tarefa87 | k=27 | seed=42
2026-09-02 05:39:45 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.12, 'population_size': 200, 'elitism_size': 4, 'tournament_size': 10, 'num_generations': 150}
2026-09-02 05:39:47 | Geração 0 (inicial) — melhor fitness: 266064494
2026-09-02 05:39:56 | Geração 1/150 — melhor fitness: 263840006 | sem melhora há 0 geração(ões)
2026-09-02 05:40:05 | Geração 2/150 — melhor fitness: 250494223 | sem melhora há 0 geração(ões)
2026-09-02 05:40:14 | Geração 3/150 — melhor fitness: 248341689 | sem melhora há 0 geração(ões)
2026-09-02 05:40:24 | Geração 4/150 — melhor fitness: 244567503 | sem melhora há 0 geração(ões)
2026-09-02 05:40:33 | Geração 5/150 — melhor fitness: 244422517 | sem melhora há 0 geração(ões)
2026-09-02 05:40:43 | Geração 6/150 — melhor fitness: 244075614 | sem melhora há 0 geração(ões)
2026-09-02 05:40:53 | Geração 7/150 — melhor fitness: 243287691 | sem melhora há 0 geração(ões)
2026-09-02 05:41:03 | Geração 8/150 — melhor fitness: 235349547 | sem melhora há 0 geração(ões)
2026-09-02 05:41:12 | Geração 9/150 — melhor fitness: 231150787 | sem melhora há 0 geração(ões)
2026-09-02 05:41:22 | Geração 10/150 — melhor fitness: 231150787 | sem melhora há 1 geração(ões)
2026-09-02 05:41:31 | Geração 11/150 — melhor fitness: 231150787 | sem melhora há 2 geração(ões)
2026-09-02 05:41:40 | Geração 12/150 — melhor fitness: 230748319 | sem melhora há 0 geração(ões)
2026-09-02 05:41:50 | Geração 13/150 — melhor fitness: 230748319 | sem melhora há 1 geração(ões)
2026-09-02 05:41:58 | Geração 14/150 — melhor fitness: 230609120 | sem melhora há 0 geração(ões)
2026-09-02 05:42:07 | Geração 15/150 — melhor fitness: 230562400 | sem melhora há 0 geração(ões)
2026-09-02 05:42:17 | Geração 16/150 — melhor fitness: 228414963 | sem melhora há 0 geração(ões)
2026-09-02 05:42:26 | Geração 17/150 — melhor fitness: 228414963 | sem melhora há 1 geração(ões)
2026-09-02 05:42:36 | Geração 18/150 — melhor fitness: 227847700 | sem melhora há 0 geração(ões)
2026-09-02 05:42:44 | Geração 19/150 — melhor fitness: 227847700 | sem melhora há 1 geração(ões)
2026-09-02 05:42:53 | Geração 20/150 — melhor fitness: 225995663 | sem melhora há 0 geração(ões)
2026-09-02 05:43:02 | Geração 21/150 — melhor fitness: 224428188 | sem melhora há 0 geração(ões)
2026-09-02 05:43:11 | Geração 22/150 — melhor fitness: 224428188 | sem melhora há 1 geração(ões)
2026-09-02 05:43:20 | Geração 23/150 — melhor fitness: 224428188 | sem melhora há 2 geração(ões)
2026-09-02 05:43:30 | Geração 24/150 — melhor fitness: 223727121 | sem melhora há 0 geração(ões)
2026-09-02 05:43:39 | Geração 25/150 — melhor fitness: 223727121 | sem melhora há 1 geração(ões)
2026-09-02 05:43:49 | Geração 26/150 — melhor fitness: 223727121 | sem melhora há 2 geração(ões)
2026-09-02 05:43:58 | Geração 27/150 — melhor fitness: 223386851 | sem melhora há 0 geração(ões)
