2026-08-31 05:38:05 | ======================================================================
2026-08-31 05:38:05 | Iniciando tarefa — servidor3_tarefa293 | k=27 | seed=42
2026-08-31 05:38:05 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.08, 'population_size': 300, 'elitism_size': 12, 'tournament_size': 7, 'num_generations': 350}
2026-08-31 05:38:08 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-31 05:38:18 | Geração 1/350 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-08-31 05:38:28 | Geração 2/350 — melhor fitness: 255508556 | sem melhora há 0 geração(ões)
2026-08-31 05:38:38 | Geração 3/350 — melhor fitness: 250743057 | sem melhora há 0 geração(ões)
2026-08-31 05:38:47 | Geração 4/350 — melhor fitness: 249989674 | sem melhora há 0 geração(ões)
2026-08-31 05:38:58 | Geração 5/350 — melhor fitness: 242161306 | sem melhora há 0 geração(ões)
2026-08-31 05:39:08 | Geração 6/350 — melhor fitness: 242161306 | sem melhora há 1 geração(ões)
2026-08-31 05:39:17 | Geração 7/350 — melhor fitness: 242161306 | sem melhora há 2 geração(ões)
2026-08-31 05:39:27 | Geração 8/350 — melhor fitness: 241122052 | sem melhora há 0 geração(ões)
2026-08-31 05:39:37 | Geração 9/350 — melhor fitness: 241122052 | sem melhora há 1 geração(ões)
2026-08-31 05:39:46 | Geração 10/350 — melhor fitness: 238301072 | sem melhora há 0 geração(ões)
2026-08-31 05:39:56 | Geração 11/350 — melhor fitness: 235966813 | sem melhora há 0 geração(ões)
2026-08-31 05:40:06 | Geração 12/350 — melhor fitness: 235966813 | sem melhora há 1 geração(ões)
2026-08-31 05:40:16 | Geração 13/350 — melhor fitness: 235561118 | sem melhora há 0 geração(ões)
2026-08-31 05:40:26 | Geração 14/350 — melhor fitness: 235561118 | sem melhora há 1 geração(ões)
2026-08-31 05:40:36 | Geração 15/350 — melhor fitness: 233038256 | sem melhora há 0 geração(ões)
2026-08-31 05:40:46 | Geração 16/350 — melhor fitness: 233038256 | sem melhora há 1 geração(ões)
2026-08-31 05:40:56 | Geração 17/350 — melhor fitness: 233038256 | sem melhora há 2 geração(ões)
2026-08-31 05:41:06 | Geração 18/350 — melhor fitness: 231333573 | sem melhora há 0 geração(ões)
2026-08-31 05:41:16 | Geração 19/350 — melhor fitness: 228663548 | sem melhora há 0 geração(ões)
2026-08-31 05:41:26 | Geração 20/350 — melhor fitness: 228418679 | sem melhora há 0 geração(ões)
2026-08-31 05:41:36 | Geração 21/350 — melhor fitness: 228418679 | sem melhora há 1 geração(ões)
2026-08-31 05:41:46 | Geração 22/350 — melhor fitness: 228418679 | sem melhora há 2 geração(ões)
2026-08-31 05:41:56 | Geração 23/350 — melhor fitness: 225352937 | sem melhora há 0 geração(ões)
2026-08-31 05:42:06 | Geração 24/350 — melhor fitness: 225352937 | sem melhora há 1 geração(ões)
2026-08-31 05:42:16 | Geração 25/350 — melhor fitness: 225352937 | sem melhora há 2 geração(ões)
2026-08-31 05:42:26 | Geração 26/350 — melhor fitness: 224923554 | sem melhora há 0 geração(ões)
2026-08-31 05:42:36 | Geração 27/350 — melhor fitness: 222830025 | sem melhora há 0 geração(ões)
2026-08-31 05:42:45 | Geração 28/350 — melhor fitness: 222830025 | sem melhora há 1 geração(ões)
2026-08-31 05:42:55 | Geração 29/350 — melhor fitness: 222644416 | sem melhora há 0 geração(ões)
2026-08-31 05:43:05 | Geração 30/350 — melhor fitness: 222644416 | sem melhora há 1 geração(ões)
2026-08-31 05:43:15 | Geração 31/350 — melhor fitness: 222644416 | sem melhora há 2 geração(ões)
2026-08-31 05:43:25 | Geração 32/350 — melhor fitness: 220929122 | sem melhora há 0 geração(ões)
2026-08-31 05:43:35 | Geração 33/350 — melhor fitness: 219412983 | sem melhora há 0 geração(ões)
2026-08-31 05:43:45 | Geração 34/350 — melhor fitness: 219412983 | sem melhora há 1 geração(ões)
2026-08-31 05:43:55 | Geração 35/350 — melhor fitness: 219412983 | sem melhora há 2 geração(ões)
2026-08-31 05:44:05 | Geração 36/350 — melhor fitness: 219412983 | sem melhora há 3 geração(ões)
2026-08-31 05:44:15 | Geração 37/350 — melhor fitness: 219412983 | sem melhora há 4 geração(ões)
2026-08-31 05:44:25 | Geração 38/350 — melhor fitness: 219412983 | sem melhora há 5 geração(ões)
2026-08-31 05:44:36 | Geração 39/350 — melhor fitness: 219412983 | sem melhora há 6 geração(ões)
2026-08-31 05:44:45 | Geração 40/350 — melhor fitness: 219412983 | sem melhora há 7 geração(ões)
2026-08-31 05:44:55 | Geração 41/350 — melhor fitness: 217980264 | sem melhora há 0 geração(ões)
2026-08-31 05:45:05 | Geração 42/350 — melhor fitness: 217382931 | sem melhora há 0 geração(ões)
2026-08-31 05:45:14 | Geração 43/350 — melhor fitness: 217382931 | sem melhora há 1 geração(ões)
2026-08-31 05:45:24 | Geração 44/350 — melhor fitness: 217382931 | sem melhora há 2 geração(ões)
2026-08-31 05:45:34 | Geração 45/350 — melhor fitness: 217382931 | sem melhora há 3 geração(ões)
2026-08-31 05:45:44 | Geração 46/350 — melhor fitness: 217382931 | sem melhora há 4 geração(ões)
