2026-09-01 20:18:33 | ======================================================================
2026-09-01 20:18:33 | Iniciando tarefa — servidor2_tarefa195 | k=27 | seed=42
2026-09-01 20:18:33 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.18, 'population_size': 300, 'elitism_size': 4, 'tournament_size': 10, 'num_generations': 150}
2026-09-01 20:18:36 | Geração 0 (inicial) — melhor fitness: 255548699
2026-09-01 20:18:55 | Geração 1/150 — melhor fitness: 254530881 | sem melhora há 0 geração(ões)
2026-09-01 20:19:14 | Geração 2/150 — melhor fitness: 254530881 | sem melhora há 1 geração(ões)
2026-09-01 20:19:33 | Geração 3/150 — melhor fitness: 251873570 | sem melhora há 0 geração(ões)
2026-09-01 20:19:52 | Geração 4/150 — melhor fitness: 251873570 | sem melhora há 1 geração(ões)
2026-09-01 20:20:11 | Geração 5/150 — melhor fitness: 250828753 | sem melhora há 0 geração(ões)
2026-09-01 20:20:31 | Geração 6/150 — melhor fitness: 239914339 | sem melhora há 0 geração(ões)
2026-09-01 20:20:50 | Geração 7/150 — melhor fitness: 239914339 | sem melhora há 1 geração(ões)
2026-09-01 20:21:10 | Geração 8/150 — melhor fitness: 235392914 | sem melhora há 0 geração(ões)
2026-09-01 20:21:29 | Geração 9/150 — melhor fitness: 235392914 | sem melhora há 1 geração(ões)
2026-09-01 20:21:48 | Geração 10/150 — melhor fitness: 235392914 | sem melhora há 2 geração(ões)
2026-09-01 20:22:07 | Geração 11/150 — melhor fitness: 235392914 | sem melhora há 3 geração(ões)
2026-09-01 20:22:26 | Geração 12/150 — melhor fitness: 234032596 | sem melhora há 0 geração(ões)
2026-09-01 20:22:44 | Geração 13/150 — melhor fitness: 234032596 | sem melhora há 1 geração(ões)
2026-09-01 20:23:04 | Geração 14/150 — melhor fitness: 227493184 | sem melhora há 0 geração(ões)
2026-09-01 20:23:23 | Geração 15/150 — melhor fitness: 227493184 | sem melhora há 1 geração(ões)
2026-09-01 20:23:43 | Geração 16/150 — melhor fitness: 227493184 | sem melhora há 2 geração(ões)
2026-09-01 20:24:01 | Geração 17/150 — melhor fitness: 227493184 | sem melhora há 3 geração(ões)
2026-09-01 20:24:20 | Geração 18/150 — melhor fitness: 227493184 | sem melhora há 4 geração(ões)
2026-09-01 20:24:39 | Geração 19/150 — melhor fitness: 227493184 | sem melhora há 5 geração(ões)
2026-09-01 20:24:59 | Geração 20/150 — melhor fitness: 227493184 | sem melhora há 6 geração(ões)
2026-09-01 20:25:18 | Geração 21/150 — melhor fitness: 227493184 | sem melhora há 7 geração(ões)
2026-09-01 20:25:37 | Geração 22/150 — melhor fitness: 227493184 | sem melhora há 8 geração(ões)
2026-09-01 20:25:58 | Geração 23/150 — melhor fitness: 226339773 | sem melhora há 0 geração(ões)
2026-09-01 20:26:18 | Geração 24/150 — melhor fitness: 226339773 | sem melhora há 1 geração(ões)
2026-09-01 20:26:37 | Geração 25/150 — melhor fitness: 226339773 | sem melhora há 2 geração(ões)
2026-09-01 20:26:56 | Geração 26/150 — melhor fitness: 224854309 | sem melhora há 0 geração(ões)
2026-09-01 20:27:15 | Geração 27/150 — melhor fitness: 224854309 | sem melhora há 1 geração(ões)
2026-09-01 20:27:36 | Geração 28/150 — melhor fitness: 224854309 | sem melhora há 2 geração(ões)
2026-09-01 20:27:55 | Geração 29/150 — melhor fitness: 224854309 | sem melhora há 3 geração(ões)
2026-09-01 20:28:14 | Geração 30/150 — melhor fitness: 224854309 | sem melhora há 4 geração(ões)
2026-09-01 20:28:33 | Geração 31/150 — melhor fitness: 224854309 | sem melhora há 5 geração(ões)
2026-09-01 20:28:52 | Geração 32/150 — melhor fitness: 224583816 | sem melhora há 0 geração(ões)
2026-09-01 20:29:11 | Geração 33/150 — melhor fitness: 224583816 | sem melhora há 1 geração(ões)
2026-09-01 20:29:30 | Geração 34/150 — melhor fitness: 224583816 | sem melhora há 2 geração(ões)
2026-09-01 20:29:49 | Geração 35/150 — melhor fitness: 224583816 | sem melhora há 3 geração(ões)
2026-09-01 20:30:10 | Geração 36/150 — melhor fitness: 224583816 | sem melhora há 4 geração(ões)
2026-09-01 20:30:29 | Geração 37/150 — melhor fitness: 224583816 | sem melhora há 5 geração(ões)
2026-09-01 20:30:49 | Geração 38/150 — melhor fitness: 224583816 | sem melhora há 6 geração(ões)
2026-09-01 20:31:08 | Geração 39/150 — melhor fitness: 224583816 | sem melhora há 7 geração(ões)
2026-09-01 20:31:28 | Geração 40/150 — melhor fitness: 224583816 | sem melhora há 8 geração(ões)
2026-09-01 20:31:47 | Geração 41/150 — melhor fitness: 224583816 | sem melhora há 9 geração(ões)
2026-09-01 20:32:08 | Geração 42/150 — melhor fitness: 224583816 | sem melhora há 10 geração(ões)
2026-09-01 20:32:28 | Geração 43/150 — melhor fitness: 224583816 | sem melhora há 11 geração(ões)
2026-09-01 20:32:47 | Geração 44/150 — melhor fitness: 224583816 | sem melhora há 12 geração(ões)
2026-09-01 20:33:06 | Geração 45/150 — melhor fitness: 224583816 | sem melhora há 13 geração(ões)
2026-09-01 20:33:24 | Geração 46/150 — melhor fitness: 224583816 | sem melhora há 14 geração(ões)
2026-09-01 20:33:43 | Geração 47/150 — melhor fitness: 224583816 | sem melhora há 15 geração(ões)
2026-09-01 20:34:02 | Geração 48/150 — melhor fitness: 224583816 | sem melhora há 16 geração(ões)
2026-09-01 20:34:22 | Geração 49/150 — melhor fitness: 224583816 | sem melhora há 17 geração(ões)
2026-09-01 20:34:41 | Geração 50/150 — melhor fitness: 224583816 | sem melhora há 18 geração(ões)
2026-09-01 20:35:00 | Geração 51/150 — melhor fitness: 224583816 | sem melhora há 19 geração(ões)
