2026-08-31 09:46:21 | ======================================================================
2026-08-31 09:46:21 | Iniciando tarefa — servidor2_tarefa694 | k=27 | seed=42
2026-08-31 09:46:21 | Hiperparâmetros: {'crossover_rate': 0.9, 'mutation_rate': 0.18, 'population_size': 300, 'elitism_size': 12, 'tournament_size': 5, 'num_generations': 250}
2026-08-31 09:46:24 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-31 09:46:44 | Geração 1/250 — melhor fitness: 252264809 | sem melhora há 0 geração(ões)
2026-08-31 09:47:04 | Geração 2/250 — melhor fitness: 247735331 | sem melhora há 0 geração(ões)
2026-08-31 09:47:23 | Geração 3/250 — melhor fitness: 247735331 | sem melhora há 1 geração(ões)
2026-08-31 09:47:42 | Geração 4/250 — melhor fitness: 247735331 | sem melhora há 2 geração(ões)
2026-08-31 09:48:01 | Geração 5/250 — melhor fitness: 245745741 | sem melhora há 0 geração(ões)
2026-08-31 09:48:21 | Geração 6/250 — melhor fitness: 245745741 | sem melhora há 1 geração(ões)
2026-08-31 09:48:41 | Geração 7/250 — melhor fitness: 241195349 | sem melhora há 0 geração(ões)
2026-08-31 09:49:00 | Geração 8/250 — melhor fitness: 241195349 | sem melhora há 1 geração(ões)
2026-08-31 09:49:18 | Geração 9/250 — melhor fitness: 241195349 | sem melhora há 2 geração(ões)
2026-08-31 09:49:39 | Geração 10/250 — melhor fitness: 241195349 | sem melhora há 3 geração(ões)
2026-08-31 09:49:58 | Geração 11/250 — melhor fitness: 241195349 | sem melhora há 4 geração(ões)
2026-08-31 09:50:17 | Geração 12/250 — melhor fitness: 241195349 | sem melhora há 5 geração(ões)
2026-08-31 09:50:36 | Geração 13/250 — melhor fitness: 241195349 | sem melhora há 6 geração(ões)
2026-08-31 09:50:54 | Geração 14/250 — melhor fitness: 241195349 | sem melhora há 7 geração(ões)
2026-08-31 09:51:13 | Geração 15/250 — melhor fitness: 241195349 | sem melhora há 8 geração(ões)
2026-08-31 09:51:32 | Geração 16/250 — melhor fitness: 241195349 | sem melhora há 9 geração(ões)
2026-08-31 09:51:51 | Geração 17/250 — melhor fitness: 241195349 | sem melhora há 10 geração(ões)
2026-08-31 09:52:10 | Geração 18/250 — melhor fitness: 241195349 | sem melhora há 11 geração(ões)
2026-08-31 09:52:30 | Geração 19/250 — melhor fitness: 241195349 | sem melhora há 12 geração(ões)
2026-08-31 09:52:48 | Geração 20/250 — melhor fitness: 240251876 | sem melhora há 0 geração(ões)
2026-08-31 09:53:07 | Geração 21/250 — melhor fitness: 240251876 | sem melhora há 1 geração(ões)
2026-08-31 09:53:25 | Geração 22/250 — melhor fitness: 240251876 | sem melhora há 2 geração(ões)
2026-08-31 09:53:44 | Geração 23/250 — melhor fitness: 240251876 | sem melhora há 3 geração(ões)
2026-08-31 09:54:02 | Geração 24/250 — melhor fitness: 240251876 | sem melhora há 4 geração(ões)
2026-08-31 09:54:21 | Geração 25/250 — melhor fitness: 237126871 | sem melhora há 0 geração(ões)
2026-08-31 09:54:41 | Geração 26/250 — melhor fitness: 234925048 | sem melhora há 0 geração(ões)
2026-08-31 09:54:59 | Geração 27/250 — melhor fitness: 234925048 | sem melhora há 1 geração(ões)
2026-08-31 09:55:19 | Geração 28/250 — melhor fitness: 234925048 | sem melhora há 2 geração(ões)
2026-08-31 09:55:37 | Geração 29/250 — melhor fitness: 234925048 | sem melhora há 3 geração(ões)
2026-08-31 09:55:57 | Geração 30/250 — melhor fitness: 234925048 | sem melhora há 4 geração(ões)
2026-08-31 09:56:15 | Geração 31/250 — melhor fitness: 234925048 | sem melhora há 5 geração(ões)
2026-08-31 09:56:34 | Geração 32/250 — melhor fitness: 234925048 | sem melhora há 6 geração(ões)
2026-08-31 09:56:54 | Geração 33/250 — melhor fitness: 234925048 | sem melhora há 7 geração(ões)
2026-08-31 09:57:14 | Geração 34/250 — melhor fitness: 234925048 | sem melhora há 8 geração(ões)
2026-08-31 09:57:33 | Geração 35/250 — melhor fitness: 234925048 | sem melhora há 9 geração(ões)
2026-08-31 09:57:52 | Geração 36/250 — melhor fitness: 234925048 | sem melhora há 10 geração(ões)
2026-08-31 09:58:11 | Geração 37/250 — melhor fitness: 234925048 | sem melhora há 11 geração(ões)
2026-08-31 09:58:30 | Geração 38/250 — melhor fitness: 234925048 | sem melhora há 12 geração(ões)
2026-08-31 09:58:49 | Geração 39/250 — melhor fitness: 234925048 | sem melhora há 13 geração(ões)
2026-08-31 09:59:08 | Geração 40/250 — melhor fitness: 234925048 | sem melhora há 14 geração(ões)
2026-08-31 09:59:27 | Geração 41/250 — melhor fitness: 234925048 | sem melhora há 15 geração(ões)
2026-08-31 09:59:47 | Geração 42/250 — melhor fitness: 234925048 | sem melhora há 16 geração(ões)
2026-08-31 10:00:05 | Geração 43/250 — melhor fitness: 234925048 | sem melhora há 17 geração(ões)
2026-08-31 10:00:24 | Geração 44/250 — melhor fitness: 230942342 | sem melhora há 0 geração(ões)
2026-08-31 10:00:43 | Geração 45/250 — melhor fitness: 230942342 | sem melhora há 1 geração(ões)
2026-08-31 10:01:02 | Geração 46/250 — melhor fitness: 230942342 | sem melhora há 2 geração(ões)
2026-08-31 10:01:21 | Geração 47/250 — melhor fitness: 230942342 | sem melhora há 3 geração(ões)
2026-08-31 10:01:40 | Geração 48/250 — melhor fitness: 230942342 | sem melhora há 4 geração(ões)
2026-08-31 10:02:00 | Geração 49/250 — melhor fitness: 230942342 | sem melhora há 5 geração(ões)
2026-08-31 10:02:18 | Geração 50/250 — melhor fitness: 230942342 | sem melhora há 6 geração(ões)
2026-08-31 10:02:37 | Geração 51/250 — melhor fitness: 230942342 | sem melhora há 7 geração(ões)
2026-08-31 10:02:55 | Geração 52/250 — melhor fitness: 230942342 | sem melhora há 8 geração(ões)
2026-08-31 10:03:14 | Geração 53/250 — melhor fitness: 230942342 | sem melhora há 9 geração(ões)
2026-08-31 10:03:33 | Geração 54/250 — melhor fitness: 230942342 | sem melhora há 10 geração(ões)
2026-08-31 10:03:51 | Geração 55/250 — melhor fitness: 230942342 | sem melhora há 11 geração(ões)
2026-08-31 10:04:10 | Geração 56/250 — melhor fitness: 230942342 | sem melhora há 12 geração(ões)
2026-08-31 10:04:29 | Geração 57/250 — melhor fitness: 230942342 | sem melhora há 13 geração(ões)
2026-08-31 10:04:48 | Geração 58/250 — melhor fitness: 230942342 | sem melhora há 14 geração(ões)
2026-08-31 10:05:08 | Geração 59/250 — melhor fitness: 227581377 | sem melhora há 0 geração(ões)
2026-08-31 10:05:27 | Geração 60/250 — melhor fitness: 227581377 | sem melhora há 1 geração(ões)
2026-08-31 10:05:45 | Geração 61/250 — melhor fitness: 227581377 | sem melhora há 2 geração(ões)
2026-08-31 10:06:05 | Geração 62/250 — melhor fitness: 227581377 | sem melhora há 3 geração(ões)
2026-08-31 10:06:25 | Geração 63/250 — melhor fitness: 227581377 | sem melhora há 4 geração(ões)
2026-08-31 10:06:45 | Geração 64/250 — melhor fitness: 227581377 | sem melhora há 5 geração(ões)
2026-08-31 10:07:03 | Geração 65/250 — melhor fitness: 227581377 | sem melhora há 6 geração(ões)
2026-08-31 10:07:22 | Geração 66/250 — melhor fitness: 227581377 | sem melhora há 7 geração(ões)
2026-08-31 10:07:40 | Geração 67/250 — melhor fitness: 227581377 | sem melhora há 8 geração(ões)
2026-08-31 10:08:00 | Geração 68/250 — melhor fitness: 227581377 | sem melhora há 9 geração(ões)
2026-08-31 10:08:20 | Geração 69/250 — melhor fitness: 227581377 | sem melhora há 10 geração(ões)
2026-08-31 10:08:39 | Geração 70/250 — melhor fitness: 227581377 | sem melhora há 11 geração(ões)
2026-08-31 10:08:59 | Geração 71/250 — melhor fitness: 227581377 | sem melhora há 12 geração(ões)
2026-08-31 10:09:17 | Geração 72/250 — melhor fitness: 227581377 | sem melhora há 13 geração(ões)
2026-08-31 10:09:35 | Geração 73/250 — melhor fitness: 227581377 | sem melhora há 14 geração(ões)
2026-08-31 10:09:55 | Geração 74/250 — melhor fitness: 227581377 | sem melhora há 15 geração(ões)
2026-08-31 10:10:13 | Geração 75/250 — melhor fitness: 227581377 | sem melhora há 16 geração(ões)
2026-08-31 10:10:33 | Geração 76/250 — melhor fitness: 227581377 | sem melhora há 17 geração(ões)
