2026-09-04 03:36:53 | ======================================================================
2026-09-04 03:36:53 | Iniciando tarefa — servidor3_tarefa414 | k=27 | seed=42
2026-09-04 03:36:53 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.18, 'population_size': 200, 'elitism_size': 8, 'tournament_size': 5, 'num_generations': 150}
2026-09-04 03:36:55 | Geração 0 (inicial) — melhor fitness: 266064494
2026-09-04 03:37:09 | Geração 1/150 — melhor fitness: 264132666 | sem melhora há 0 geração(ões)
2026-09-04 03:37:21 | Geração 2/150 — melhor fitness: 254013159 | sem melhora há 0 geração(ões)
2026-09-04 03:37:34 | Geração 3/150 — melhor fitness: 253599679 | sem melhora há 0 geração(ões)
2026-09-04 03:37:47 | Geração 4/150 — melhor fitness: 253599679 | sem melhora há 1 geração(ões)
2026-09-04 03:38:00 | Geração 5/150 — melhor fitness: 253383440 | sem melhora há 0 geração(ões)
2026-09-04 03:38:13 | Geração 6/150 — melhor fitness: 251541851 | sem melhora há 0 geração(ões)
2026-09-04 03:38:25 | Geração 7/150 — melhor fitness: 249023380 | sem melhora há 0 geração(ões)
2026-09-04 03:38:38 | Geração 8/150 — melhor fitness: 240432648 | sem melhora há 0 geração(ões)
2026-09-04 03:38:51 | Geração 9/150 — melhor fitness: 240432648 | sem melhora há 1 geração(ões)
2026-09-04 03:39:04 | Geração 10/150 — melhor fitness: 240432648 | sem melhora há 2 geração(ões)
2026-09-04 03:39:16 | Geração 11/150 — melhor fitness: 240432648 | sem melhora há 3 geração(ões)
2026-09-04 03:39:29 | Geração 12/150 — melhor fitness: 240432648 | sem melhora há 4 geração(ões)
2026-09-04 03:39:41 | Geração 13/150 — melhor fitness: 240432648 | sem melhora há 5 geração(ões)
2026-09-04 03:39:53 | Geração 14/150 — melhor fitness: 240432648 | sem melhora há 6 geração(ões)
2026-09-04 03:40:06 | Geração 15/150 — melhor fitness: 240432648 | sem melhora há 7 geração(ões)
2026-09-04 03:40:18 | Geração 16/150 — melhor fitness: 240432648 | sem melhora há 8 geração(ões)
2026-09-04 03:40:31 | Geração 17/150 — melhor fitness: 240432648 | sem melhora há 9 geração(ões)
2026-09-04 03:40:43 | Geração 18/150 — melhor fitness: 240432648 | sem melhora há 10 geração(ões)
2026-09-04 03:40:56 | Geração 19/150 — melhor fitness: 240432648 | sem melhora há 11 geração(ões)
2026-09-04 03:41:09 | Geração 20/150 — melhor fitness: 240432648 | sem melhora há 12 geração(ões)
2026-09-04 03:41:21 | Geração 21/150 — melhor fitness: 239045042 | sem melhora há 0 geração(ões)
2026-09-04 03:41:32 | Geração 22/150 — melhor fitness: 239045042 | sem melhora há 1 geração(ões)
2026-09-04 03:41:45 | Geração 23/150 — melhor fitness: 239045042 | sem melhora há 2 geração(ões)
2026-09-04 03:41:57 | Geração 24/150 — melhor fitness: 239045042 | sem melhora há 3 geração(ões)
2026-09-04 03:42:10 | Geração 25/150 — melhor fitness: 239045042 | sem melhora há 4 geração(ões)
2026-09-04 03:42:22 | Geração 26/150 — melhor fitness: 236683384 | sem melhora há 0 geração(ões)
2026-09-04 03:42:35 | Geração 27/150 — melhor fitness: 236683384 | sem melhora há 1 geração(ões)
2026-09-04 03:42:47 | Geração 28/150 — melhor fitness: 236683384 | sem melhora há 2 geração(ões)
2026-09-04 03:43:00 | Geração 29/150 — melhor fitness: 235582656 | sem melhora há 0 geração(ões)
2026-09-04 03:43:12 | Geração 30/150 — melhor fitness: 235582656 | sem melhora há 1 geração(ões)
2026-09-04 03:43:24 | Geração 31/150 — melhor fitness: 235582656 | sem melhora há 2 geração(ões)
2026-09-04 03:43:37 | Geração 32/150 — melhor fitness: 235582656 | sem melhora há 3 geração(ões)
2026-09-04 03:43:50 | Geração 33/150 — melhor fitness: 235582656 | sem melhora há 4 geração(ões)
2026-09-04 03:44:02 | Geração 34/150 — melhor fitness: 235582656 | sem melhora há 5 geração(ões)
2026-09-04 03:44:15 | Geração 35/150 — melhor fitness: 233814131 | sem melhora há 0 geração(ões)
2026-09-04 03:44:27 | Geração 36/150 — melhor fitness: 233814131 | sem melhora há 1 geração(ões)
2026-09-04 03:44:40 | Geração 37/150 — melhor fitness: 233814131 | sem melhora há 2 geração(ões)
2026-09-04 03:44:53 | Geração 38/150 — melhor fitness: 233814131 | sem melhora há 3 geração(ões)
2026-09-04 03:45:05 | Geração 39/150 — melhor fitness: 233814131 | sem melhora há 4 geração(ões)
2026-09-04 03:45:18 | Geração 40/150 — melhor fitness: 233814131 | sem melhora há 5 geração(ões)
2026-09-04 03:45:29 | Geração 41/150 — melhor fitness: 233814131 | sem melhora há 6 geração(ões)
2026-09-04 03:45:42 | Geração 42/150 — melhor fitness: 233814131 | sem melhora há 7 geração(ões)
2026-09-04 03:45:54 | Geração 43/150 — melhor fitness: 233814131 | sem melhora há 8 geração(ões)
2026-09-04 03:46:07 | Geração 44/150 — melhor fitness: 233814131 | sem melhora há 9 geração(ões)
