2026-08-30 05:49:38 | ======================================================================
2026-08-30 05:49:38 | Iniciando tarefa — servidor3_tarefa466 | k=27 | seed=42
2026-08-30 05:49:38 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.18, 'population_size': 500, 'elitism_size': 4, 'tournament_size': 10, 'num_generations': 250}
2026-08-30 05:49:42 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-30 05:50:15 | Geração 1/250 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-08-30 05:50:48 | Geração 2/250 — melhor fitness: 249388456 | sem melhora há 0 geração(ões)
2026-08-30 05:51:22 | Geração 3/250 — melhor fitness: 246055309 | sem melhora há 0 geração(ões)
2026-08-30 05:51:55 | Geração 4/250 — melhor fitness: 246055309 | sem melhora há 1 geração(ões)
2026-08-30 05:52:27 | Geração 5/250 — melhor fitness: 244400641 | sem melhora há 0 geração(ões)
2026-08-30 05:52:59 | Geração 6/250 — melhor fitness: 244400641 | sem melhora há 1 geração(ões)
2026-08-30 05:53:30 | Geração 7/250 — melhor fitness: 244400641 | sem melhora há 2 geração(ões)
2026-08-30 05:54:03 | Geração 8/250 — melhor fitness: 243040836 | sem melhora há 0 geração(ões)
2026-08-30 05:54:37 | Geração 9/250 — melhor fitness: 243040836 | sem melhora há 1 geração(ões)
2026-08-30 05:55:09 | Geração 10/250 — melhor fitness: 241320718 | sem melhora há 0 geração(ões)
2026-08-30 05:55:41 | Geração 11/250 — melhor fitness: 241320718 | sem melhora há 1 geração(ões)
2026-08-30 05:56:14 | Geração 12/250 — melhor fitness: 241320718 | sem melhora há 2 geração(ões)
2026-08-30 05:56:45 | Geração 13/250 — melhor fitness: 241320718 | sem melhora há 3 geração(ões)
2026-08-30 05:57:18 | Geração 14/250 — melhor fitness: 241145342 | sem melhora há 0 geração(ões)
2026-08-30 05:57:51 | Geração 15/250 — melhor fitness: 241145342 | sem melhora há 1 geração(ões)
2026-08-30 05:58:22 | Geração 16/250 — melhor fitness: 240004740 | sem melhora há 0 geração(ões)
2026-08-30 05:58:55 | Geração 17/250 — melhor fitness: 237220113 | sem melhora há 0 geração(ões)
2026-08-30 05:59:28 | Geração 18/250 — melhor fitness: 237220113 | sem melhora há 1 geração(ões)
2026-08-30 06:00:00 | Geração 19/250 — melhor fitness: 235337795 | sem melhora há 0 geração(ões)
2026-08-30 06:00:33 | Geração 20/250 — melhor fitness: 235337795 | sem melhora há 1 geração(ões)
2026-08-30 06:01:07 | Geração 21/250 — melhor fitness: 235337795 | sem melhora há 2 geração(ões)
2026-08-30 06:01:39 | Geração 22/250 — melhor fitness: 234823023 | sem melhora há 0 geração(ões)
2026-08-30 06:02:12 | Geração 23/250 — melhor fitness: 233578151 | sem melhora há 0 geração(ões)
2026-08-30 06:02:43 | Geração 24/250 — melhor fitness: 233578151 | sem melhora há 1 geração(ões)
2026-08-30 06:03:17 | Geração 25/250 — melhor fitness: 233578151 | sem melhora há 2 geração(ões)
2026-08-30 06:03:50 | Geração 26/250 — melhor fitness: 233578151 | sem melhora há 3 geração(ões)
2026-08-30 06:04:24 | Geração 27/250 — melhor fitness: 233578151 | sem melhora há 4 geração(ões)
