2026-08-30 02:09:56 | ======================================================================
2026-08-30 02:09:56 | Iniciando tarefa — servidor2_tarefa46 | k=27 | seed=42
2026-08-30 02:09:56 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.08, 'population_size': 300, 'elitism_size': 12, 'tournament_size': 5, 'num_generations': 250}
2026-08-30 02:09:59 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-30 02:10:09 | Geração 1/250 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-08-30 02:10:20 | Geração 2/250 — melhor fitness: 255548699 | sem melhora há 2 geração(ões)
2026-08-30 02:10:29 | Geração 3/250 — melhor fitness: 248521365 | sem melhora há 0 geração(ões)
2026-08-30 02:10:39 | Geração 4/250 — melhor fitness: 248521365 | sem melhora há 1 geração(ões)
2026-08-30 02:10:50 | Geração 5/250 — melhor fitness: 248521365 | sem melhora há 2 geração(ões)
2026-08-30 02:11:00 | Geração 6/250 — melhor fitness: 247524977 | sem melhora há 0 geração(ões)
2026-08-30 02:11:09 | Geração 7/250 — melhor fitness: 241896177 | sem melhora há 0 geração(ões)
2026-08-30 02:11:19 | Geração 8/250 — melhor fitness: 241609161 | sem melhora há 0 geração(ões)
2026-08-30 02:11:29 | Geração 9/250 — melhor fitness: 240047199 | sem melhora há 0 geração(ões)
2026-08-30 02:11:39 | Geração 10/250 — melhor fitness: 240047199 | sem melhora há 1 geração(ões)
2026-08-30 02:11:48 | Geração 11/250 — melhor fitness: 240047199 | sem melhora há 2 geração(ões)
2026-08-30 02:11:58 | Geração 12/250 — melhor fitness: 239271093 | sem melhora há 0 geração(ões)
2026-08-30 02:12:08 | Geração 13/250 — melhor fitness: 239271093 | sem melhora há 1 geração(ões)
2026-08-30 02:12:18 | Geração 14/250 — melhor fitness: 238747315 | sem melhora há 0 geração(ões)
2026-08-30 02:12:28 | Geração 15/250 — melhor fitness: 236481422 | sem melhora há 0 geração(ões)
2026-08-30 02:12:38 | Geração 16/250 — melhor fitness: 232285250 | sem melhora há 0 geração(ões)
2026-08-30 02:12:49 | Geração 17/250 — melhor fitness: 232285250 | sem melhora há 1 geração(ões)
2026-08-30 02:12:58 | Geração 18/250 — melhor fitness: 232285250 | sem melhora há 2 geração(ões)
2026-08-30 02:13:08 | Geração 19/250 — melhor fitness: 232066685 | sem melhora há 0 geração(ões)
2026-08-30 02:13:18 | Geração 20/250 — melhor fitness: 231842333 | sem melhora há 0 geração(ões)
2026-08-30 02:13:29 | Geração 21/250 — melhor fitness: 230068599 | sem melhora há 0 geração(ões)
2026-08-30 02:13:38 | Geração 22/250 — melhor fitness: 230039006 | sem melhora há 0 geração(ões)
2026-08-30 02:13:49 | Geração 23/250 — melhor fitness: 228079711 | sem melhora há 0 geração(ões)
