2026-09-04 05:34:28 | ======================================================================
2026-09-04 05:34:28 | Iniciando tarefa — servidor3_tarefa588 | k=27 | seed=42
2026-09-04 05:34:28 | Hiperparâmetros: {'crossover_rate': 0.9, 'mutation_rate': 0.12, 'population_size': 200, 'elitism_size': 12, 'tournament_size': 7, 'num_generations': 150}
2026-09-04 05:34:30 | Geração 0 (inicial) — melhor fitness: 266064494
2026-09-04 05:34:39 | Geração 1/150 — melhor fitness: 255172105 | sem melhora há 0 geração(ões)
2026-09-04 05:34:48 | Geração 2/150 — melhor fitness: 248920093 | sem melhora há 0 geração(ões)
2026-09-04 05:34:57 | Geração 3/150 — melhor fitness: 248920093 | sem melhora há 1 geração(ões)
2026-09-04 05:35:05 | Geração 4/150 — melhor fitness: 248920093 | sem melhora há 2 geração(ões)
2026-09-04 05:35:14 | Geração 5/150 — melhor fitness: 240793488 | sem melhora há 0 geração(ões)
2026-09-04 05:35:23 | Geração 6/150 — melhor fitness: 240793488 | sem melhora há 1 geração(ões)
2026-09-04 05:35:32 | Geração 7/150 — melhor fitness: 240793488 | sem melhora há 2 geração(ões)
2026-09-04 05:35:41 | Geração 8/150 — melhor fitness: 237238338 | sem melhora há 0 geração(ões)
2026-09-04 05:35:50 | Geração 9/150 — melhor fitness: 237238338 | sem melhora há 1 geração(ões)
2026-09-04 05:35:59 | Geração 10/150 — melhor fitness: 237238338 | sem melhora há 2 geração(ões)
2026-09-04 05:36:07 | Geração 11/150 — melhor fitness: 233082880 | sem melhora há 0 geração(ões)
2026-09-04 05:36:17 | Geração 12/150 — melhor fitness: 233082880 | sem melhora há 1 geração(ões)
2026-09-04 05:36:26 | Geração 13/150 — melhor fitness: 229884647 | sem melhora há 0 geração(ões)
2026-09-04 05:36:34 | Geração 14/150 — melhor fitness: 229237734 | sem melhora há 0 geração(ões)
2026-09-04 05:36:43 | Geração 15/150 — melhor fitness: 229237734 | sem melhora há 1 geração(ões)
2026-09-04 05:36:51 | Geração 16/150 — melhor fitness: 229237734 | sem melhora há 2 geração(ões)
2026-09-04 05:37:00 | Geração 17/150 — melhor fitness: 229237734 | sem melhora há 3 geração(ões)
2026-09-04 05:37:10 | Geração 18/150 — melhor fitness: 229237734 | sem melhora há 4 geração(ões)
2026-09-04 05:37:18 | Geração 19/150 — melhor fitness: 229237734 | sem melhora há 5 geração(ões)
2026-09-04 05:37:27 | Geração 20/150 — melhor fitness: 229237734 | sem melhora há 6 geração(ões)
2026-09-04 05:37:36 | Geração 21/150 — melhor fitness: 229237734 | sem melhora há 7 geração(ões)
2026-09-04 05:37:44 | Geração 22/150 — melhor fitness: 229237734 | sem melhora há 8 geração(ões)
2026-09-04 05:37:53 | Geração 23/150 — melhor fitness: 229237734 | sem melhora há 9 geração(ões)
2026-09-04 05:38:02 | Geração 24/150 — melhor fitness: 229237734 | sem melhora há 10 geração(ões)
2026-09-04 05:38:11 | Geração 25/150 — melhor fitness: 229237734 | sem melhora há 11 geração(ões)
2026-09-04 05:38:20 | Geração 26/150 — melhor fitness: 229237734 | sem melhora há 12 geração(ões)
2026-09-04 05:38:29 | Geração 27/150 — melhor fitness: 229237734 | sem melhora há 13 geração(ões)
2026-09-04 05:38:38 | Geração 28/150 — melhor fitness: 229237734 | sem melhora há 14 geração(ões)
2026-09-04 05:38:47 | Geração 29/150 — melhor fitness: 229046560 | sem melhora há 0 geração(ões)
2026-09-04 05:38:56 | Geração 30/150 — melhor fitness: 227684423 | sem melhora há 0 geração(ões)
2026-09-04 05:39:05 | Geração 31/150 — melhor fitness: 227684423 | sem melhora há 1 geração(ões)
2026-09-04 05:39:14 | Geração 32/150 — melhor fitness: 227684423 | sem melhora há 2 geração(ões)
2026-09-04 05:39:22 | Geração 33/150 — melhor fitness: 227684423 | sem melhora há 3 geração(ões)
2026-09-04 05:39:31 | Geração 34/150 — melhor fitness: 227684423 | sem melhora há 4 geração(ões)
2026-09-04 05:39:40 | Geração 35/150 — melhor fitness: 224001779 | sem melhora há 0 geração(ões)
2026-09-04 05:39:49 | Geração 36/150 — melhor fitness: 224001779 | sem melhora há 1 geração(ões)
2026-09-04 05:39:57 | Geração 37/150 — melhor fitness: 224001779 | sem melhora há 2 geração(ões)
2026-09-04 05:40:06 | Geração 38/150 — melhor fitness: 224001779 | sem melhora há 3 geração(ões)
2026-09-04 05:40:15 | Geração 39/150 — melhor fitness: 224001779 | sem melhora há 4 geração(ões)
2026-09-04 05:40:24 | Geração 40/150 — melhor fitness: 222324948 | sem melhora há 0 geração(ões)
2026-09-04 05:40:33 | Geração 41/150 — melhor fitness: 222324948 | sem melhora há 1 geração(ões)
2026-09-04 05:40:42 | Geração 42/150 — melhor fitness: 222324948 | sem melhora há 2 geração(ões)
2026-09-04 05:40:50 | Geração 43/150 — melhor fitness: 222324948 | sem melhora há 3 geração(ões)
2026-09-04 05:40:59 | Geração 44/150 — melhor fitness: 222324948 | sem melhora há 4 geração(ões)
2026-09-04 05:41:08 | Geração 45/150 — melhor fitness: 222324948 | sem melhora há 5 geração(ões)
2026-09-04 05:41:17 | Geração 46/150 — melhor fitness: 222324948 | sem melhora há 6 geração(ões)
2026-09-04 05:41:26 | Geração 47/150 — melhor fitness: 222324948 | sem melhora há 7 geração(ões)
2026-09-04 05:41:34 | Geração 48/150 — melhor fitness: 222324948 | sem melhora há 8 geração(ões)
2026-09-04 05:41:44 | Geração 49/150 — melhor fitness: 222324948 | sem melhora há 9 geração(ões)
2026-09-04 05:41:52 | Geração 50/150 — melhor fitness: 222324948 | sem melhora há 10 geração(ões)
2026-09-04 05:42:01 | Geração 51/150 — melhor fitness: 222324948 | sem melhora há 11 geração(ões)
2026-09-04 05:42:10 | Geração 52/150 — melhor fitness: 222324948 | sem melhora há 12 geração(ões)
2026-09-04 05:42:19 | Geração 53/150 — melhor fitness: 222324948 | sem melhora há 13 geração(ões)
2026-09-04 05:42:29 | Geração 54/150 — melhor fitness: 222324948 | sem melhora há 14 geração(ões)
2026-09-04 05:42:38 | Geração 55/150 — melhor fitness: 222324948 | sem melhora há 15 geração(ões)
2026-09-04 05:42:46 | Geração 56/150 — melhor fitness: 222324948 | sem melhora há 16 geração(ões)
2026-09-04 05:42:55 | Geração 57/150 — melhor fitness: 222324948 | sem melhora há 17 geração(ões)
2026-09-04 05:43:03 | Geração 58/150 — melhor fitness: 221749144 | sem melhora há 0 geração(ões)
2026-09-04 05:43:12 | Geração 59/150 — melhor fitness: 221749144 | sem melhora há 1 geração(ões)
2026-09-04 05:43:21 | Geração 60/150 — melhor fitness: 221749144 | sem melhora há 2 geração(ões)
2026-09-04 05:43:30 | Geração 61/150 — melhor fitness: 221749144 | sem melhora há 3 geração(ões)
2026-09-04 05:43:39 | Geração 62/150 — melhor fitness: 221749144 | sem melhora há 4 geração(ões)
