2026-08-29 15:09:52 | ======================================================================
2026-08-29 15:09:52 | Iniciando tarefa — servidor2_tarefa452 | k=27 | seed=42
2026-08-29 15:09:52 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.18, 'population_size': 300, 'elitism_size': 12, 'tournament_size': 5, 'num_generations': 350}
2026-08-29 15:09:55 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-29 15:10:14 | Geração 1/350 — melhor fitness: 252264809 | sem melhora há 0 geração(ões)
2026-08-29 15:10:33 | Geração 2/350 — melhor fitness: 252264809 | sem melhora há 1 geração(ões)
2026-08-29 15:10:53 | Geração 3/350 — melhor fitness: 251696157 | sem melhora há 0 geração(ões)
2026-08-29 15:11:12 | Geração 4/350 — melhor fitness: 251696157 | sem melhora há 1 geração(ões)
2026-08-29 15:11:31 | Geração 5/350 — melhor fitness: 239911494 | sem melhora há 0 geração(ões)
2026-08-29 15:11:50 | Geração 6/350 — melhor fitness: 239911494 | sem melhora há 1 geração(ões)
2026-08-29 15:12:08 | Geração 7/350 — melhor fitness: 239911494 | sem melhora há 2 geração(ões)
2026-08-29 15:12:28 | Geração 8/350 — melhor fitness: 239911494 | sem melhora há 3 geração(ões)
2026-08-29 15:12:47 | Geração 9/350 — melhor fitness: 239911494 | sem melhora há 4 geração(ões)
2026-08-29 15:13:06 | Geração 10/350 — melhor fitness: 239911494 | sem melhora há 5 geração(ões)
2026-08-29 15:13:25 | Geração 11/350 — melhor fitness: 239911494 | sem melhora há 6 geração(ões)
2026-08-29 15:13:44 | Geração 12/350 — melhor fitness: 239911494 | sem melhora há 7 geração(ões)
2026-08-29 15:14:03 | Geração 13/350 — melhor fitness: 239911494 | sem melhora há 8 geração(ões)
2026-08-29 15:14:21 | Geração 14/350 — melhor fitness: 239911494 | sem melhora há 9 geração(ões)
2026-08-29 15:14:40 | Geração 15/350 — melhor fitness: 239911494 | sem melhora há 10 geração(ões)
2026-08-29 15:14:58 | Geração 16/350 — melhor fitness: 239911494 | sem melhora há 11 geração(ões)
2026-08-29 15:15:17 | Geração 17/350 — melhor fitness: 239911494 | sem melhora há 12 geração(ões)
2026-08-29 15:15:35 | Geração 18/350 — melhor fitness: 239911494 | sem melhora há 13 geração(ões)
2026-08-29 15:15:54 | Geração 19/350 — melhor fitness: 239911494 | sem melhora há 14 geração(ões)
2026-08-29 15:16:13 | Geração 20/350 — melhor fitness: 239911494 | sem melhora há 15 geração(ões)
2026-08-29 15:16:31 | Geração 21/350 — melhor fitness: 239911494 | sem melhora há 16 geração(ões)
2026-08-29 15:16:50 | Geração 22/350 — melhor fitness: 239911494 | sem melhora há 17 geração(ões)
2026-08-29 15:17:10 | Geração 23/350 — melhor fitness: 239911494 | sem melhora há 18 geração(ões)
2026-08-29 15:17:29 | Geração 24/350 — melhor fitness: 239911494 | sem melhora há 19 geração(ões)
2026-08-29 15:17:47 | Geração 25/350 — melhor fitness: 239911494 | sem melhora há 20 geração(ões)
2026-08-29 15:18:06 | Geração 26/350 — melhor fitness: 239911494 | sem melhora há 21 geração(ões)
2026-08-29 15:18:26 | Geração 27/350 — melhor fitness: 239911494 | sem melhora há 22 geração(ões)
2026-08-29 15:18:45 | Geração 28/350 — melhor fitness: 239911494 | sem melhora há 23 geração(ões)
2026-08-29 15:19:05 | Geração 29/350 — melhor fitness: 239911494 | sem melhora há 24 geração(ões)
2026-08-29 15:19:24 | Geração 30/350 — melhor fitness: 239911494 | sem melhora há 25 geração(ões)
2026-08-29 15:19:43 | Geração 31/350 — melhor fitness: 239911494 | sem melhora há 26 geração(ões)
2026-08-29 15:20:02 | Geração 32/350 — melhor fitness: 239911494 | sem melhora há 27 geração(ões)
2026-08-29 15:20:20 | Geração 33/350 — melhor fitness: 239911494 | sem melhora há 28 geração(ões)
2026-08-29 15:20:40 | Geração 34/350 — melhor fitness: 239911494 | sem melhora há 29 geração(ões)
2026-08-29 15:20:59 | Geração 35/350 — melhor fitness: 239911494 | sem melhora há 30 geração(ões)
2026-08-29 15:21:18 | Geração 36/350 — melhor fitness: 239911494 | sem melhora há 31 geração(ões)
2026-08-29 15:21:37 | Geração 37/350 — melhor fitness: 239911494 | sem melhora há 32 geração(ões)
2026-08-29 15:21:56 | Geração 38/350 — melhor fitness: 239570334 | sem melhora há 0 geração(ões)
