2026-09-08 10:32:17 | ======================================================================
2026-09-08 10:32:17 | Iniciando tarefa — servidor3_tarefa379 | k=27 | seed=42
2026-09-08 10:32:17 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.12, 'population_size': 500, 'elitism_size': 4, 'tournament_size': 5, 'num_generations': 250}
2026-09-08 10:32:22 | Geração 0 (inicial) — melhor fitness: 255548699
2026-09-08 10:32:45 | Geração 1/250 — melhor fitness: 251075398 | sem melhora há 0 geração(ões)
2026-09-08 10:33:08 | Geração 2/250 — melhor fitness: 247458407 | sem melhora há 0 geração(ões)
2026-09-08 10:33:29 | Geração 3/250 — melhor fitness: 247458407 | sem melhora há 1 geração(ões)
2026-09-08 10:33:53 | Geração 4/250 — melhor fitness: 247458407 | sem melhora há 2 geração(ões)
2026-09-08 10:34:16 | Geração 5/250 — melhor fitness: 247458407 | sem melhora há 3 geração(ões)
2026-09-08 10:34:37 | Geração 6/250 — melhor fitness: 244300792 | sem melhora há 0 geração(ões)
2026-09-08 10:34:58 | Geração 7/250 — melhor fitness: 242516327 | sem melhora há 0 geração(ões)
2026-09-08 10:35:21 | Geração 8/250 — melhor fitness: 242193932 | sem melhora há 0 geração(ões)
2026-09-08 10:35:44 | Geração 9/250 — melhor fitness: 242193932 | sem melhora há 1 geração(ões)
2026-09-08 10:36:07 | Geração 10/250 — melhor fitness: 242193932 | sem melhora há 2 geração(ões)
2026-09-08 10:36:29 | Geração 11/250 — melhor fitness: 241790295 | sem melhora há 0 geração(ões)
2026-09-08 10:36:53 | Geração 12/250 — melhor fitness: 239490506 | sem melhora há 0 geração(ões)
2026-09-08 10:37:16 | Geração 13/250 — melhor fitness: 239490506 | sem melhora há 1 geração(ões)
2026-09-08 10:37:37 | Geração 14/250 — melhor fitness: 239490506 | sem melhora há 2 geração(ões)
2026-09-08 10:38:00 | Geração 15/250 — melhor fitness: 237697688 | sem melhora há 0 geração(ões)
2026-09-08 10:38:22 | Geração 16/250 — melhor fitness: 235278084 | sem melhora há 0 geração(ões)
2026-09-08 10:38:45 | Geração 17/250 — melhor fitness: 235278084 | sem melhora há 1 geração(ões)
2026-09-08 10:39:06 | Geração 18/250 — melhor fitness: 235278084 | sem melhora há 2 geração(ões)
2026-09-08 10:39:28 | Geração 19/250 — melhor fitness: 235278084 | sem melhora há 3 geração(ões)
2026-09-08 10:39:50 | Geração 20/250 — melhor fitness: 235278084 | sem melhora há 4 geração(ões)
2026-09-08 10:40:13 | Geração 21/250 — melhor fitness: 235278084 | sem melhora há 5 geração(ões)
2026-09-08 10:40:36 | Geração 22/250 — melhor fitness: 235278084 | sem melhora há 6 geração(ões)
2026-09-08 10:40:58 | Geração 23/250 — melhor fitness: 235091164 | sem melhora há 0 geração(ões)
2026-09-08 10:41:19 | Geração 24/250 — melhor fitness: 235091164 | sem melhora há 1 geração(ões)
2026-09-08 10:41:41 | Geração 25/250 — melhor fitness: 235091164 | sem melhora há 2 geração(ões)
2026-09-08 10:42:04 | Geração 26/250 — melhor fitness: 233890699 | sem melhora há 0 geração(ões)
2026-09-08 10:42:27 | Geração 27/250 — melhor fitness: 233890699 | sem melhora há 1 geração(ões)
2026-09-08 10:42:49 | Geração 28/250 — melhor fitness: 233890699 | sem melhora há 2 geração(ões)
2026-09-08 10:43:11 | Geração 29/250 — melhor fitness: 233890699 | sem melhora há 3 geração(ões)
2026-09-08 10:43:33 | Geração 30/250 — melhor fitness: 233890699 | sem melhora há 4 geração(ões)
2026-09-08 10:43:56 | Geração 31/250 — melhor fitness: 233890699 | sem melhora há 5 geração(ões)
2026-09-08 10:44:19 | Geração 32/250 — melhor fitness: 230605174 | sem melhora há 0 geração(ões)
2026-09-08 10:44:41 | Geração 33/250 — melhor fitness: 230605174 | sem melhora há 1 geração(ões)
2026-09-08 10:45:04 | Geração 34/250 — melhor fitness: 230605174 | sem melhora há 2 geração(ões)
2026-09-08 10:45:26 | Geração 35/250 — melhor fitness: 230409979 | sem melhora há 0 geração(ões)
2026-09-08 10:45:49 | Geração 36/250 — melhor fitness: 230409979 | sem melhora há 1 geração(ões)
2026-09-08 10:46:11 | Geração 37/250 — melhor fitness: 230409979 | sem melhora há 2 geração(ões)
2026-09-08 10:46:34 | Geração 38/250 — melhor fitness: 230409979 | sem melhora há 3 geração(ões)
2026-09-08 10:46:57 | Geração 39/250 — melhor fitness: 230409979 | sem melhora há 4 geração(ões)
2026-09-08 10:47:20 | Geração 40/250 — melhor fitness: 230409979 | sem melhora há 5 geração(ões)
2026-09-08 10:47:43 | Geração 41/250 — melhor fitness: 230409979 | sem melhora há 6 geração(ões)
2026-09-08 10:48:06 | Geração 42/250 — melhor fitness: 230409979 | sem melhora há 7 geração(ões)
2026-09-08 10:48:28 | Geração 43/250 — melhor fitness: 230409979 | sem melhora há 8 geração(ões)
2026-09-08 10:48:50 | Geração 44/250 — melhor fitness: 230409979 | sem melhora há 9 geração(ões)
2026-09-08 10:49:14 | Geração 45/250 — melhor fitness: 230409979 | sem melhora há 10 geração(ões)
2026-09-08 10:49:36 | Geração 46/250 — melhor fitness: 230409979 | sem melhora há 11 geração(ões)
2026-09-08 10:49:59 | Geração 47/250 — melhor fitness: 230409979 | sem melhora há 12 geração(ões)
2026-09-08 10:50:21 | Geração 48/250 — melhor fitness: 228018480 | sem melhora há 0 geração(ões)
2026-09-08 10:50:44 | Geração 49/250 — melhor fitness: 228018480 | sem melhora há 1 geração(ões)
2026-09-08 10:51:07 | Geração 50/250 — melhor fitness: 223629534 | sem melhora há 0 geração(ões)
2026-09-08 10:51:29 | Geração 51/250 — melhor fitness: 223629534 | sem melhora há 1 geração(ões)
2026-09-08 10:51:52 | Geração 52/250 — melhor fitness: 223629534 | sem melhora há 2 geração(ões)
2026-09-08 10:52:15 | Geração 53/250 — melhor fitness: 223629534 | sem melhora há 3 geração(ões)
2026-09-08 10:52:37 | Geração 54/250 — melhor fitness: 223629534 | sem melhora há 4 geração(ões)
2026-09-08 10:52:59 | Geração 55/250 — melhor fitness: 223629534 | sem melhora há 5 geração(ões)
2026-09-08 10:53:20 | Geração 56/250 — melhor fitness: 223629534 | sem melhora há 6 geração(ões)
2026-09-08 10:53:43 | Geração 57/250 — melhor fitness: 223629534 | sem melhora há 7 geração(ões)
2026-09-08 10:54:06 | Geração 58/250 — melhor fitness: 223629534 | sem melhora há 8 geração(ões)
2026-09-08 10:54:28 | Geração 59/250 — melhor fitness: 223629534 | sem melhora há 9 geração(ões)
