2026-08-29 13:16:57 | ======================================================================
2026-08-29 13:16:57 | Iniciando tarefa — servidor2_tarefa437 | k=27 | seed=42
2026-08-29 13:16:57 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.18, 'population_size': 300, 'elitism_size': 4, 'tournament_size': 7, 'num_generations': 350}
2026-08-29 13:17:00 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-29 13:17:20 | Geração 1/350 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-08-29 13:17:38 | Geração 2/350 — melhor fitness: 255548699 | sem melhora há 2 geração(ões)
2026-08-29 13:17:57 | Geração 3/350 — melhor fitness: 248424124 | sem melhora há 0 geração(ões)
2026-08-29 13:18:16 | Geração 4/350 — melhor fitness: 241869434 | sem melhora há 0 geração(ões)
2026-08-29 13:18:36 | Geração 5/350 — melhor fitness: 241869434 | sem melhora há 1 geração(ões)
2026-08-29 13:18:55 | Geração 6/350 — melhor fitness: 241869434 | sem melhora há 2 geração(ões)
2026-08-29 13:19:14 | Geração 7/350 — melhor fitness: 241869434 | sem melhora há 3 geração(ões)
2026-08-29 13:19:34 | Geração 8/350 — melhor fitness: 241869434 | sem melhora há 4 geração(ões)
2026-08-29 13:19:53 | Geração 9/350 — melhor fitness: 241869434 | sem melhora há 5 geração(ões)
2026-08-29 13:20:13 | Geração 10/350 — melhor fitness: 241869434 | sem melhora há 6 geração(ões)
2026-08-29 13:20:32 | Geração 11/350 — melhor fitness: 241869434 | sem melhora há 7 geração(ões)
2026-08-29 13:20:51 | Geração 12/350 — melhor fitness: 241869434 | sem melhora há 8 geração(ões)
2026-08-29 13:21:11 | Geração 13/350 — melhor fitness: 241869434 | sem melhora há 9 geração(ões)
2026-08-29 13:21:30 | Geração 14/350 — melhor fitness: 241869434 | sem melhora há 10 geração(ões)
2026-08-29 13:21:50 | Geração 15/350 — melhor fitness: 241869434 | sem melhora há 11 geração(ões)
2026-08-29 13:22:10 | Geração 16/350 — melhor fitness: 241869434 | sem melhora há 12 geração(ões)
2026-08-29 13:22:30 | Geração 17/350 — melhor fitness: 241869434 | sem melhora há 13 geração(ões)
2026-08-29 13:22:49 | Geração 18/350 — melhor fitness: 241869434 | sem melhora há 14 geração(ões)
2026-08-29 13:23:08 | Geração 19/350 — melhor fitness: 241869434 | sem melhora há 15 geração(ões)
2026-08-29 13:23:26 | Geração 20/350 — melhor fitness: 241869434 | sem melhora há 16 geração(ões)
2026-08-29 13:23:45 | Geração 21/350 — melhor fitness: 241869434 | sem melhora há 17 geração(ões)
2026-08-29 13:24:05 | Geração 22/350 — melhor fitness: 240783944 | sem melhora há 0 geração(ões)
2026-08-29 13:24:24 | Geração 23/350 — melhor fitness: 235220609 | sem melhora há 0 geração(ões)
2026-08-29 13:24:44 | Geração 24/350 — melhor fitness: 235220609 | sem melhora há 1 geração(ões)
2026-08-29 13:25:04 | Geração 25/350 — melhor fitness: 235220609 | sem melhora há 2 geração(ões)
2026-08-29 13:25:23 | Geração 26/350 — melhor fitness: 235220609 | sem melhora há 3 geração(ões)
2026-08-29 13:25:43 | Geração 27/350 — melhor fitness: 235220609 | sem melhora há 4 geração(ões)
2026-08-29 13:26:01 | Geração 28/350 — melhor fitness: 235220609 | sem melhora há 5 geração(ões)
2026-08-29 13:26:20 | Geração 29/350 — melhor fitness: 235100521 | sem melhora há 0 geração(ões)
2026-08-29 13:26:40 | Geração 30/350 — melhor fitness: 235100521 | sem melhora há 1 geração(ões)
2026-08-29 13:26:59 | Geração 31/350 — melhor fitness: 235100521 | sem melhora há 2 geração(ões)
2026-08-29 13:27:19 | Geração 32/350 — melhor fitness: 234429976 | sem melhora há 0 geração(ões)
2026-08-29 13:27:37 | Geração 33/350 — melhor fitness: 234429976 | sem melhora há 1 geração(ões)
2026-08-29 13:27:57 | Geração 34/350 — melhor fitness: 234429976 | sem melhora há 2 geração(ões)
2026-08-29 13:28:16 | Geração 35/350 — melhor fitness: 234429976 | sem melhora há 3 geração(ões)
2026-08-29 13:28:36 | Geração 36/350 — melhor fitness: 234429976 | sem melhora há 4 geração(ões)
2026-08-29 13:28:55 | Geração 37/350 — melhor fitness: 234429976 | sem melhora há 5 geração(ões)
2026-08-29 13:29:14 | Geração 38/350 — melhor fitness: 234429976 | sem melhora há 6 geração(ões)
2026-08-29 13:29:33 | Geração 39/350 — melhor fitness: 233791585 | sem melhora há 0 geração(ões)
2026-08-29 13:29:52 | Geração 40/350 — melhor fitness: 233791585 | sem melhora há 1 geração(ões)
2026-08-29 13:30:12 | Geração 41/350 — melhor fitness: 233791585 | sem melhora há 2 geração(ões)
2026-08-29 13:30:31 | Geração 42/350 — melhor fitness: 233791585 | sem melhora há 3 geração(ões)
