2026-08-31 14:27:57 | ======================================================================
2026-08-31 14:27:57 | Iniciando tarefa — servidor2_tarefa20 | k=27 | seed=42
2026-08-31 14:27:57 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.08, 'population_size': 200, 'elitism_size': 12, 'tournament_size': 5, 'num_generations': 350}
2026-08-31 14:27:59 | Geração 0 (inicial) — melhor fitness: 266064494
2026-08-31 14:28:06 | Geração 1/350 — melhor fitness: 262213666 | sem melhora há 0 geração(ões)
2026-08-31 14:28:12 | Geração 2/350 — melhor fitness: 252698110 | sem melhora há 0 geração(ões)
2026-08-31 14:28:19 | Geração 3/350 — melhor fitness: 249975583 | sem melhora há 0 geração(ões)
2026-08-31 14:28:25 | Geração 4/350 — melhor fitness: 249975583 | sem melhora há 1 geração(ões)
2026-08-31 14:28:32 | Geração 5/350 — melhor fitness: 248136484 | sem melhora há 0 geração(ões)
2026-08-31 14:28:38 | Geração 6/350 — melhor fitness: 244490450 | sem melhora há 0 geração(ões)
2026-08-31 14:28:45 | Geração 7/350 — melhor fitness: 244490450 | sem melhora há 1 geração(ões)
2026-08-31 14:28:52 | Geração 8/350 — melhor fitness: 241959638 | sem melhora há 0 geração(ões)
2026-08-31 14:28:58 | Geração 9/350 — melhor fitness: 238346473 | sem melhora há 0 geração(ões)
2026-08-31 14:29:05 | Geração 10/350 — melhor fitness: 235388091 | sem melhora há 0 geração(ões)
2026-08-31 14:29:11 | Geração 11/350 — melhor fitness: 235388091 | sem melhora há 1 geração(ões)
2026-08-31 14:29:17 | Geração 12/350 — melhor fitness: 234667648 | sem melhora há 0 geração(ões)
2026-08-31 14:29:24 | Geração 13/350 — melhor fitness: 232784271 | sem melhora há 0 geração(ões)
2026-08-31 14:29:30 | Geração 14/350 — melhor fitness: 229930986 | sem melhora há 0 geração(ões)
2026-08-31 14:29:37 | Geração 15/350 — melhor fitness: 229930986 | sem melhora há 1 geração(ões)
2026-08-31 14:29:44 | Geração 16/350 — melhor fitness: 229748706 | sem melhora há 0 geração(ões)
2026-08-31 14:29:50 | Geração 17/350 — melhor fitness: 229463122 | sem melhora há 0 geração(ões)
2026-08-31 14:29:57 | Geração 18/350 — melhor fitness: 227990161 | sem melhora há 0 geração(ões)
2026-08-31 14:30:03 | Geração 19/350 — melhor fitness: 227990161 | sem melhora há 1 geração(ões)
2026-08-31 14:30:10 | Geração 20/350 — melhor fitness: 225152113 | sem melhora há 0 geração(ões)
2026-08-31 14:30:17 | Geração 21/350 — melhor fitness: 225152113 | sem melhora há 1 geração(ões)
2026-08-31 14:30:23 | Geração 22/350 — melhor fitness: 225152113 | sem melhora há 2 geração(ões)
2026-08-31 14:30:30 | Geração 23/350 — melhor fitness: 225152113 | sem melhora há 3 geração(ões)
2026-08-31 14:30:37 | Geração 24/350 — melhor fitness: 225152113 | sem melhora há 4 geração(ões)
2026-08-31 14:30:43 | Geração 25/350 — melhor fitness: 225152113 | sem melhora há 5 geração(ões)
2026-08-31 14:30:50 | Geração 26/350 — melhor fitness: 224961651 | sem melhora há 0 geração(ões)
2026-08-31 14:30:56 | Geração 27/350 — melhor fitness: 224961651 | sem melhora há 1 geração(ões)
2026-08-31 14:31:03 | Geração 28/350 — melhor fitness: 224258437 | sem melhora há 0 geração(ões)
2026-08-31 14:31:09 | Geração 29/350 — melhor fitness: 224258437 | sem melhora há 1 geração(ões)
2026-08-31 14:31:16 | Geração 30/350 — melhor fitness: 224258437 | sem melhora há 2 geração(ões)
2026-08-31 14:31:23 | Geração 31/350 — melhor fitness: 224258437 | sem melhora há 3 geração(ões)
2026-08-31 14:31:30 | Geração 32/350 — melhor fitness: 224133536 | sem melhora há 0 geração(ões)
2026-08-31 14:31:36 | Geração 33/350 — melhor fitness: 224133536 | sem melhora há 1 geração(ões)
