2026-09-02 05:20:11 | ======================================================================
2026-09-02 05:20:11 | Iniciando tarefa — servidor3_tarefa697 | k=27 | seed=42
2026-09-02 05:20:11 | Hiperparâmetros: {'crossover_rate': 0.9, 'mutation_rate': 0.18, 'population_size': 300, 'elitism_size': 12, 'tournament_size': 7, 'num_generations': 250}
2026-09-02 05:20:14 | Geração 0 (inicial) — melhor fitness: 255548699
2026-09-02 05:20:34 | Geração 1/250 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-09-02 05:20:53 | Geração 2/250 — melhor fitness: 251016197 | sem melhora há 0 geração(ões)
2026-09-02 05:21:12 | Geração 3/250 — melhor fitness: 251016197 | sem melhora há 1 geração(ões)
2026-09-02 05:21:32 | Geração 4/250 — melhor fitness: 248330051 | sem melhora há 0 geração(ões)
2026-09-02 05:21:52 | Geração 5/250 — melhor fitness: 248330051 | sem melhora há 1 geração(ões)
2026-09-02 05:22:10 | Geração 6/250 — melhor fitness: 248330051 | sem melhora há 2 geração(ões)
2026-09-02 05:22:30 | Geração 7/250 — melhor fitness: 248330051 | sem melhora há 3 geração(ões)
2026-09-02 05:22:48 | Geração 8/250 — melhor fitness: 243778662 | sem melhora há 0 geração(ões)
2026-09-02 05:23:08 | Geração 9/250 — melhor fitness: 243778662 | sem melhora há 1 geração(ões)
2026-09-02 05:23:27 | Geração 10/250 — melhor fitness: 243583313 | sem melhora há 0 geração(ões)
2026-09-02 05:23:46 | Geração 11/250 — melhor fitness: 243583313 | sem melhora há 1 geração(ões)
2026-09-02 05:24:04 | Geração 12/250 — melhor fitness: 242034337 | sem melhora há 0 geração(ões)
2026-09-02 05:24:23 | Geração 13/250 — melhor fitness: 242034337 | sem melhora há 1 geração(ões)
2026-09-02 05:24:42 | Geração 14/250 — melhor fitness: 242034337 | sem melhora há 2 geração(ões)
2026-09-02 05:25:02 | Geração 15/250 — melhor fitness: 241443140 | sem melhora há 0 geração(ões)
2026-09-02 05:25:21 | Geração 16/250 — melhor fitness: 241443140 | sem melhora há 1 geração(ões)
2026-09-02 05:25:41 | Geração 17/250 — melhor fitness: 241443140 | sem melhora há 2 geração(ões)
2026-09-02 05:26:00 | Geração 18/250 — melhor fitness: 241443140 | sem melhora há 3 geração(ões)
2026-09-02 05:26:19 | Geração 19/250 — melhor fitness: 239099499 | sem melhora há 0 geração(ões)
2026-09-02 05:26:38 | Geração 20/250 — melhor fitness: 237760187 | sem melhora há 0 geração(ões)
2026-09-02 05:26:56 | Geração 21/250 — melhor fitness: 237760187 | sem melhora há 1 geração(ões)
2026-09-02 05:27:15 | Geração 22/250 — melhor fitness: 237760187 | sem melhora há 2 geração(ões)
2026-09-02 05:27:35 | Geração 23/250 — melhor fitness: 237760187 | sem melhora há 3 geração(ões)
2026-09-02 05:27:54 | Geração 24/250 — melhor fitness: 237760187 | sem melhora há 4 geração(ões)
2026-09-02 05:28:13 | Geração 25/250 — melhor fitness: 235419300 | sem melhora há 0 geração(ões)
2026-09-02 05:28:32 | Geração 26/250 — melhor fitness: 235419300 | sem melhora há 1 geração(ões)
2026-09-02 05:28:51 | Geração 27/250 — melhor fitness: 235419300 | sem melhora há 2 geração(ões)
2026-09-02 05:29:10 | Geração 28/250 — melhor fitness: 235419300 | sem melhora há 3 geração(ões)
2026-09-02 05:29:29 | Geração 29/250 — melhor fitness: 235419300 | sem melhora há 4 geração(ões)
2026-09-02 05:29:49 | Geração 30/250 — melhor fitness: 235419300 | sem melhora há 5 geração(ões)
2026-09-02 05:30:08 | Geração 31/250 — melhor fitness: 235419300 | sem melhora há 6 geração(ões)
