2026-09-03 10:21:20 | ======================================================================
2026-09-03 10:21:20 | Iniciando tarefa — servidor3_tarefa577 | k=27 | seed=42
2026-09-03 10:21:20 | Hiperparâmetros: {'crossover_rate': 0.9, 'mutation_rate': 0.12, 'population_size': 200, 'elitism_size': 8, 'tournament_size': 5, 'num_generations': 250}
2026-09-03 10:21:22 | Geração 0 (inicial) — melhor fitness: 266064494
2026-09-03 10:21:31 | Geração 1/250 — melhor fitness: 261422632 | sem melhora há 0 geração(ões)
2026-09-03 10:21:40 | Geração 2/250 — melhor fitness: 260526978 | sem melhora há 0 geração(ões)
2026-09-03 10:21:49 | Geração 3/250 — melhor fitness: 258791682 | sem melhora há 0 geração(ões)
2026-09-03 10:21:58 | Geração 4/250 — melhor fitness: 256278675 | sem melhora há 0 geração(ões)
2026-09-03 10:22:06 | Geração 5/250 — melhor fitness: 253924833 | sem melhora há 0 geração(ões)
2026-09-03 10:22:15 | Geração 6/250 — melhor fitness: 251005125 | sem melhora há 0 geração(ões)
2026-09-03 10:22:24 | Geração 7/250 — melhor fitness: 244755029 | sem melhora há 0 geração(ões)
2026-09-03 10:22:34 | Geração 8/250 — melhor fitness: 243835365 | sem melhora há 0 geração(ões)
2026-09-03 10:22:43 | Geração 9/250 — melhor fitness: 240620541 | sem melhora há 0 geração(ões)
2026-09-03 10:22:53 | Geração 10/250 — melhor fitness: 240620541 | sem melhora há 1 geração(ões)
2026-09-03 10:23:01 | Geração 11/250 — melhor fitness: 240620541 | sem melhora há 2 geração(ões)
2026-09-03 10:23:10 | Geração 12/250 — melhor fitness: 240620541 | sem melhora há 3 geração(ões)
2026-09-03 10:23:19 | Geração 13/250 — melhor fitness: 238579112 | sem melhora há 0 geração(ões)
2026-09-03 10:23:28 | Geração 14/250 — melhor fitness: 238579112 | sem melhora há 1 geração(ões)
2026-09-03 10:23:37 | Geração 15/250 — melhor fitness: 238579112 | sem melhora há 2 geração(ões)
2026-09-03 10:23:45 | Geração 16/250 — melhor fitness: 238029588 | sem melhora há 0 geração(ões)
2026-09-03 10:23:54 | Geração 17/250 — melhor fitness: 237060796 | sem melhora há 0 geração(ões)
2026-09-03 10:24:03 | Geração 18/250 — melhor fitness: 237060796 | sem melhora há 1 geração(ões)
2026-09-03 10:24:12 | Geração 19/250 — melhor fitness: 237060796 | sem melhora há 2 geração(ões)
2026-09-03 10:24:22 | Geração 20/250 — melhor fitness: 237060796 | sem melhora há 3 geração(ões)
2026-09-03 10:24:31 | Geração 21/250 — melhor fitness: 237060796 | sem melhora há 4 geração(ões)
2026-09-03 10:24:40 | Geração 22/250 — melhor fitness: 237060796 | sem melhora há 5 geração(ões)
2026-09-03 10:24:48 | Geração 23/250 — melhor fitness: 237060796 | sem melhora há 6 geração(ões)
2026-09-03 10:24:58 | Geração 24/250 — melhor fitness: 236460441 | sem melhora há 0 geração(ões)
2026-09-03 10:25:06 | Geração 25/250 — melhor fitness: 230656852 | sem melhora há 0 geração(ões)
2026-09-03 10:25:16 | Geração 26/250 — melhor fitness: 230656852 | sem melhora há 1 geração(ões)
2026-09-03 10:25:25 | Geração 27/250 — melhor fitness: 230656852 | sem melhora há 2 geração(ões)
2026-09-03 10:25:34 | Geração 28/250 — melhor fitness: 230656852 | sem melhora há 3 geração(ões)
2026-09-03 10:25:43 | Geração 29/250 — melhor fitness: 230656852 | sem melhora há 4 geração(ões)
2026-09-03 10:25:52 | Geração 30/250 — melhor fitness: 230656852 | sem melhora há 5 geração(ões)
2026-09-03 10:26:01 | Geração 31/250 — melhor fitness: 230588420 | sem melhora há 0 geração(ões)
2026-09-03 10:26:10 | Geração 32/250 — melhor fitness: 230588420 | sem melhora há 1 geração(ões)
2026-09-03 10:26:19 | Geração 33/250 — melhor fitness: 230588420 | sem melhora há 2 geração(ões)
2026-09-03 10:26:28 | Geração 34/250 — melhor fitness: 230588420 | sem melhora há 3 geração(ões)
2026-09-03 10:26:36 | Geração 35/250 — melhor fitness: 230588420 | sem melhora há 4 geração(ões)
2026-09-03 10:26:45 | Geração 36/250 — melhor fitness: 229252932 | sem melhora há 0 geração(ões)
2026-09-03 10:26:55 | Geração 37/250 — melhor fitness: 229252932 | sem melhora há 1 geração(ões)
2026-09-03 10:27:03 | Geração 38/250 — melhor fitness: 228087569 | sem melhora há 0 geração(ões)
2026-09-03 10:27:12 | Geração 39/250 — melhor fitness: 228087569 | sem melhora há 1 geração(ões)
2026-09-03 10:27:21 | Geração 40/250 — melhor fitness: 228087569 | sem melhora há 2 geração(ões)
2026-09-03 10:27:30 | Geração 41/250 — melhor fitness: 228087569 | sem melhora há 3 geração(ões)
2026-09-03 10:27:39 | Geração 42/250 — melhor fitness: 228087569 | sem melhora há 4 geração(ões)
2026-09-03 10:27:49 | Geração 43/250 — melhor fitness: 228087569 | sem melhora há 5 geração(ões)
2026-09-03 10:27:57 | Geração 44/250 — melhor fitness: 228087569 | sem melhora há 6 geração(ões)
2026-09-03 10:28:06 | Geração 45/250 — melhor fitness: 228087569 | sem melhora há 7 geração(ões)
2026-09-03 10:28:16 | Geração 46/250 — melhor fitness: 225857213 | sem melhora há 0 geração(ões)
2026-09-03 10:28:24 | Geração 47/250 — melhor fitness: 225857213 | sem melhora há 1 geração(ões)
2026-09-03 10:28:33 | Geração 48/250 — melhor fitness: 225605266 | sem melhora há 0 geração(ões)
2026-09-03 10:28:42 | Geração 49/250 — melhor fitness: 225605266 | sem melhora há 1 geração(ões)
2026-09-03 10:28:51 | Geração 50/250 — melhor fitness: 225605266 | sem melhora há 2 geração(ões)
2026-09-03 10:29:00 | Geração 51/250 — melhor fitness: 225605266 | sem melhora há 3 geração(ões)
2026-09-03 10:29:09 | Geração 52/250 — melhor fitness: 225605266 | sem melhora há 4 geração(ões)
2026-09-03 10:29:17 | Geração 53/250 — melhor fitness: 225605266 | sem melhora há 5 geração(ões)
2026-09-03 10:29:26 | Geração 54/250 — melhor fitness: 225605266 | sem melhora há 6 geração(ões)
2026-09-03 10:29:35 | Geração 55/250 — melhor fitness: 225605266 | sem melhora há 7 geração(ões)
2026-09-03 10:29:44 | Geração 56/250 — melhor fitness: 225605266 | sem melhora há 8 geração(ões)
2026-09-03 10:29:53 | Geração 57/250 — melhor fitness: 225605266 | sem melhora há 9 geração(ões)
2026-09-03 10:30:02 | Geração 58/250 — melhor fitness: 225605266 | sem melhora há 10 geração(ões)
2026-09-03 10:30:11 | Geração 59/250 — melhor fitness: 225076345 | sem melhora há 0 geração(ões)
2026-09-03 10:30:20 | Geração 60/250 — melhor fitness: 225076345 | sem melhora há 1 geração(ões)
2026-09-03 10:30:29 | Geração 61/250 — melhor fitness: 225076345 | sem melhora há 2 geração(ões)
2026-09-03 10:30:38 | Geração 62/250 — melhor fitness: 225076345 | sem melhora há 3 geração(ões)
2026-09-03 10:30:46 | Geração 63/250 — melhor fitness: 225076345 | sem melhora há 4 geração(ões)
2026-09-03 10:30:56 | Geração 64/250 — melhor fitness: 225076345 | sem melhora há 5 geração(ões)
2026-09-03 10:31:05 | Geração 65/250 — melhor fitness: 225076345 | sem melhora há 6 geração(ões)
2026-09-03 10:31:15 | Geração 66/250 — melhor fitness: 224502246 | sem melhora há 0 geração(ões)
2026-09-03 10:31:23 | Geração 67/250 — melhor fitness: 222612992 | sem melhora há 0 geração(ões)
2026-09-03 10:31:33 | Geração 68/250 — melhor fitness: 222612992 | sem melhora há 1 geração(ões)
2026-09-03 10:31:42 | Geração 69/250 — melhor fitness: 222612992 | sem melhora há 2 geração(ões)
2026-09-03 10:31:51 | Geração 70/250 — melhor fitness: 222612992 | sem melhora há 3 geração(ões)
2026-09-03 10:31:59 | Geração 71/250 — melhor fitness: 222612992 | sem melhora há 4 geração(ões)
2026-09-03 10:32:08 | Geração 72/250 — melhor fitness: 222612992 | sem melhora há 5 geração(ões)
2026-09-03 10:32:17 | Geração 73/250 — melhor fitness: 222612992 | sem melhora há 6 geração(ões)
2026-09-03 10:32:26 | Geração 74/250 — melhor fitness: 222612992 | sem melhora há 7 geração(ões)
2026-09-03 10:32:35 | Geração 75/250 — melhor fitness: 222612992 | sem melhora há 8 geração(ões)
2026-09-03 10:32:45 | Geração 76/250 — melhor fitness: 222612992 | sem melhora há 9 geração(ões)
2026-09-03 10:32:53 | Geração 77/250 — melhor fitness: 222612992 | sem melhora há 10 geração(ões)
2026-09-03 10:33:02 | Geração 78/250 — melhor fitness: 222612992 | sem melhora há 11 geração(ões)
2026-09-03 10:33:11 | Geração 79/250 — melhor fitness: 222375585 | sem melhora há 0 geração(ões)
2026-09-03 10:33:21 | Geração 80/250 — melhor fitness: 222080396 | sem melhora há 0 geração(ões)
2026-09-03 10:33:30 | Geração 81/250 — melhor fitness: 222080396 | sem melhora há 1 geração(ões)
2026-09-03 10:33:39 | Geração 82/250 — melhor fitness: 222080396 | sem melhora há 2 geração(ões)
2026-09-03 10:33:48 | Geração 83/250 — melhor fitness: 222080396 | sem melhora há 3 geração(ões)
2026-09-03 10:33:57 | Geração 84/250 — melhor fitness: 221881819 | sem melhora há 0 geração(ões)
2026-09-03 10:34:06 | Geração 85/250 — melhor fitness: 221881819 | sem melhora há 1 geração(ões)
2026-09-03 10:34:15 | Geração 86/250 — melhor fitness: 221881819 | sem melhora há 2 geração(ões)
2026-09-03 10:34:24 | Geração 87/250 — melhor fitness: 221881819 | sem melhora há 3 geração(ões)
2026-09-03 10:34:33 | Geração 88/250 — melhor fitness: 221848535 | sem melhora há 0 geração(ões)
2026-09-03 10:34:41 | Geração 89/250 — melhor fitness: 221848535 | sem melhora há 1 geração(ões)
