2026-08-26 02:26:56 | ======================================================================
2026-08-26 02:26:56 | Iniciando tarefa — servidor0_tarefa68 | k=27 | seed=42
2026-08-26 02:26:56 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.08, 'population_size': 500, 'elitism_size': 8, 'tournament_size': 7, 'num_generations': 350}
2026-08-26 02:27:01 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-26 02:27:34 | Geração 1/350 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-08-26 02:28:06 | Geração 2/350 — melhor fitness: 247364028 | sem melhora há 0 geração(ões)
2026-08-26 02:28:40 | Geração 3/350 — melhor fitness: 246651502 | sem melhora há 0 geração(ões)
2026-08-26 02:29:12 | Geração 4/350 — melhor fitness: 238746053 | sem melhora há 0 geração(ões)
2026-08-26 02:29:45 | Geração 5/350 — melhor fitness: 238746053 | sem melhora há 1 geração(ões)
2026-08-26 02:30:16 | Geração 6/350 — melhor fitness: 236433500 | sem melhora há 0 geração(ões)
2026-08-26 02:30:47 | Geração 7/350 — melhor fitness: 236433500 | sem melhora há 1 geração(ões)
2026-08-26 02:31:20 | Geração 8/350 — melhor fitness: 236316753 | sem melhora há 0 geração(ões)
2026-08-26 02:31:52 | Geração 9/350 — melhor fitness: 236316753 | sem melhora há 1 geração(ões)
2026-08-26 02:32:25 | Geração 10/350 — melhor fitness: 233671086 | sem melhora há 0 geração(ões)
2026-08-26 02:32:56 | Geração 11/350 — melhor fitness: 233671086 | sem melhora há 1 geração(ões)
2026-08-26 02:33:28 | Geração 12/350 — melhor fitness: 233243119 | sem melhora há 0 geração(ões)
2026-08-26 02:34:00 | Geração 13/350 — melhor fitness: 229552096 | sem melhora há 0 geração(ões)
2026-08-26 02:34:31 | Geração 14/350 — melhor fitness: 229195816 | sem melhora há 0 geração(ões)
2026-08-26 02:35:02 | Geração 15/350 — melhor fitness: 229195816 | sem melhora há 1 geração(ões)
2026-08-26 02:35:33 | Geração 16/350 — melhor fitness: 229195816 | sem melhora há 2 geração(ões)
2026-08-26 02:36:06 | Geração 17/350 — melhor fitness: 224356987 | sem melhora há 0 geração(ões)
2026-08-26 02:36:38 | Geração 18/350 — melhor fitness: 224356987 | sem melhora há 1 geração(ões)
2026-08-26 02:37:10 | Geração 19/350 — melhor fitness: 224356987 | sem melhora há 2 geração(ões)
2026-08-26 02:37:41 | Geração 20/350 — melhor fitness: 224356987 | sem melhora há 3 geração(ões)
2026-08-26 02:38:14 | Geração 21/350 — melhor fitness: 224356987 | sem melhora há 4 geração(ões)
2026-08-26 02:38:46 | Geração 22/350 — melhor fitness: 224356987 | sem melhora há 5 geração(ões)
2026-08-26 02:39:18 | Geração 23/350 — melhor fitness: 224356987 | sem melhora há 6 geração(ões)
2026-08-26 02:39:50 | Geração 24/350 — melhor fitness: 224159168 | sem melhora há 0 geração(ões)
2026-08-26 02:40:22 | Geração 25/350 — melhor fitness: 224159168 | sem melhora há 1 geração(ões)
2026-08-26 02:40:54 | Geração 26/350 — melhor fitness: 223586549 | sem melhora há 0 geração(ões)
2026-08-26 02:41:25 | Geração 27/350 — melhor fitness: 223586549 | sem melhora há 1 geração(ões)
2026-08-26 02:41:57 | Geração 28/350 — melhor fitness: 222383015 | sem melhora há 0 geração(ões)
2026-08-26 02:42:28 | Geração 29/350 — melhor fitness: 222383015 | sem melhora há 1 geração(ões)
2026-08-26 02:43:00 | Geração 30/350 — melhor fitness: 222125145 | sem melhora há 0 geração(ões)
2026-08-26 02:43:33 | Geração 31/350 — melhor fitness: 222125145 | sem melhora há 1 geração(ões)
2026-08-26 02:44:04 | Geração 32/350 — melhor fitness: 221524077 | sem melhora há 0 geração(ões)
