2026-09-01 07:59:12 | ======================================================================
2026-09-01 07:59:12 | Iniciando tarefa — servidor2_tarefa100 | k=27 | seed=42
2026-09-01 07:59:12 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.12, 'population_size': 200, 'elitism_size': 12, 'tournament_size': 5, 'num_generations': 250}
2026-09-01 07:59:14 | Geração 0 (inicial) — melhor fitness: 266064494
2026-09-01 07:59:22 | Geração 1/250 — melhor fitness: 255255744 | sem melhora há 0 geração(ões)
2026-09-01 07:59:32 | Geração 2/250 — melhor fitness: 251580201 | sem melhora há 0 geração(ões)
2026-09-01 07:59:41 | Geração 3/250 — melhor fitness: 251580201 | sem melhora há 1 geração(ões)
2026-09-01 07:59:50 | Geração 4/250 — melhor fitness: 247362380 | sem melhora há 0 geração(ões)
2026-09-01 07:59:58 | Geração 5/250 — melhor fitness: 246306942 | sem melhora há 0 geração(ões)
2026-09-01 08:00:07 | Geração 6/250 — melhor fitness: 246306942 | sem melhora há 1 geração(ões)
2026-09-01 08:00:16 | Geração 7/250 — melhor fitness: 246306942 | sem melhora há 2 geração(ões)
2026-09-01 08:00:26 | Geração 8/250 — melhor fitness: 239410130 | sem melhora há 0 geração(ões)
2026-09-01 08:00:35 | Geração 9/250 — melhor fitness: 239410130 | sem melhora há 1 geração(ões)
2026-09-01 08:00:45 | Geração 10/250 — melhor fitness: 236809822 | sem melhora há 0 geração(ões)
2026-09-01 08:00:53 | Geração 11/250 — melhor fitness: 236798722 | sem melhora há 0 geração(ões)
2026-09-01 08:01:03 | Geração 12/250 — melhor fitness: 236798722 | sem melhora há 1 geração(ões)
2026-09-01 08:01:12 | Geração 13/250 — melhor fitness: 232920493 | sem melhora há 0 geração(ões)
2026-09-01 08:01:20 | Geração 14/250 — melhor fitness: 232920493 | sem melhora há 1 geração(ões)
2026-09-01 08:01:29 | Geração 15/250 — melhor fitness: 232920493 | sem melhora há 2 geração(ões)
2026-09-01 08:01:37 | Geração 16/250 — melhor fitness: 232920493 | sem melhora há 3 geração(ões)
2026-09-01 08:01:45 | Geração 17/250 — melhor fitness: 232920493 | sem melhora há 4 geração(ões)
2026-09-01 08:01:53 | Geração 18/250 — melhor fitness: 232920493 | sem melhora há 5 geração(ões)
2026-09-01 08:02:03 | Geração 19/250 — melhor fitness: 232775091 | sem melhora há 0 geração(ões)
2026-09-01 08:02:13 | Geração 20/250 — melhor fitness: 230229278 | sem melhora há 0 geração(ões)
2026-09-01 08:02:22 | Geração 21/250 — melhor fitness: 230229278 | sem melhora há 1 geração(ões)
2026-09-01 08:02:31 | Geração 22/250 — melhor fitness: 228589340 | sem melhora há 0 geração(ões)
2026-09-01 08:02:39 | Geração 23/250 — melhor fitness: 224140861 | sem melhora há 0 geração(ões)
2026-09-01 08:02:48 | Geração 24/250 — melhor fitness: 224140861 | sem melhora há 1 geração(ões)
2026-09-01 08:02:57 | Geração 25/250 — melhor fitness: 224140861 | sem melhora há 2 geração(ões)
2026-09-01 08:03:06 | Geração 26/250 — melhor fitness: 223128639 | sem melhora há 0 geração(ões)
2026-09-01 08:03:15 | Geração 27/250 — melhor fitness: 222609390 | sem melhora há 0 geração(ões)
2026-09-01 08:03:24 | Geração 28/250 — melhor fitness: 222609390 | sem melhora há 1 geração(ões)
2026-09-01 08:03:33 | Geração 29/250 — melhor fitness: 222609390 | sem melhora há 2 geração(ões)
2026-09-01 08:03:42 | Geração 30/250 — melhor fitness: 221891088 | sem melhora há 0 geração(ões)
2026-09-01 08:03:51 | Geração 31/250 — melhor fitness: 221891088 | sem melhora há 1 geração(ões)
2026-09-01 08:04:00 | Geração 32/250 — melhor fitness: 221891088 | sem melhora há 2 geração(ões)
2026-09-01 08:04:08 | Geração 33/250 — melhor fitness: 221891088 | sem melhora há 3 geração(ões)
2026-09-01 08:04:18 | Geração 34/250 — melhor fitness: 221891088 | sem melhora há 4 geração(ões)
2026-09-01 08:04:26 | Geração 35/250 — melhor fitness: 221891088 | sem melhora há 5 geração(ões)
2026-09-01 08:04:36 | Geração 36/250 — melhor fitness: 221891088 | sem melhora há 6 geração(ões)
2026-09-01 08:04:45 | Geração 37/250 — melhor fitness: 221891088 | sem melhora há 7 geração(ões)
2026-09-01 08:04:54 | Geração 38/250 — melhor fitness: 221891088 | sem melhora há 8 geração(ões)
2026-09-01 08:05:03 | Geração 39/250 — melhor fitness: 221891088 | sem melhora há 9 geração(ões)
2026-09-01 08:05:11 | Geração 40/250 — melhor fitness: 221891088 | sem melhora há 10 geração(ões)
2026-09-01 08:05:20 | Geração 41/250 — melhor fitness: 221891088 | sem melhora há 11 geração(ões)
2026-09-01 08:05:29 | Geração 42/250 — melhor fitness: 221891088 | sem melhora há 12 geração(ões)
2026-09-01 08:05:39 | Geração 43/250 — melhor fitness: 221891088 | sem melhora há 13 geração(ões)
2026-09-01 08:05:48 | Geração 44/250 — melhor fitness: 221891088 | sem melhora há 14 geração(ões)
2026-09-01 08:05:57 | Geração 45/250 — melhor fitness: 221891088 | sem melhora há 15 geração(ões)
2026-09-01 08:06:06 | Geração 46/250 — melhor fitness: 221891088 | sem melhora há 16 geração(ões)
2026-09-01 08:06:16 | Geração 47/250 — melhor fitness: 221891088 | sem melhora há 17 geração(ões)
2026-09-01 08:06:24 | Geração 48/250 — melhor fitness: 221891088 | sem melhora há 18 geração(ões)
2026-09-01 08:06:33 | Geração 49/250 — melhor fitness: 221891088 | sem melhora há 19 geração(ões)
2026-09-01 08:06:43 | Geração 50/250 — melhor fitness: 221891088 | sem melhora há 20 geração(ões)
2026-09-01 08:06:51 | Geração 51/250 — melhor fitness: 221891088 | sem melhora há 21 geração(ões)
2026-09-01 08:07:00 | Geração 52/250 — melhor fitness: 220029494 | sem melhora há 0 geração(ões)
2026-09-01 08:07:09 | Geração 53/250 — melhor fitness: 220029494 | sem melhora há 1 geração(ões)
2026-09-01 08:07:18 | Geração 54/250 — melhor fitness: 220029494 | sem melhora há 2 geração(ões)
2026-09-01 08:07:28 | Geração 55/250 — melhor fitness: 220029494 | sem melhora há 3 geração(ões)
2026-09-01 08:07:36 | Geração 56/250 — melhor fitness: 220029494 | sem melhora há 4 geração(ões)
