2026-08-28 03:00:38 | ======================================================================
2026-08-28 03:00:38 | Iniciando tarefa — servidor0_tarefa389 | k=27 | seed=42
2026-08-28 03:00:38 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.12, 'population_size': 500, 'elitism_size': 8, 'tournament_size': 5, 'num_generations': 350}
2026-08-28 03:00:43 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-28 03:01:29 | Geração 1/350 — melhor fitness: 251075398 | sem melhora há 0 geração(ões)
2026-08-28 03:02:15 | Geração 2/350 — melhor fitness: 248755191 | sem melhora há 0 geração(ões)
2026-08-28 03:03:02 | Geração 3/350 — melhor fitness: 248192224 | sem melhora há 0 geração(ões)
2026-08-28 03:03:50 | Geração 4/350 — melhor fitness: 248192224 | sem melhora há 1 geração(ões)
2026-08-28 03:04:37 | Geração 5/350 — melhor fitness: 248192224 | sem melhora há 2 geração(ões)
2026-08-28 03:05:21 | Geração 6/350 — melhor fitness: 248192224 | sem melhora há 3 geração(ões)
2026-08-28 03:06:05 | Geração 7/350 — melhor fitness: 246865283 | sem melhora há 0 geração(ões)
2026-08-28 03:06:52 | Geração 8/350 — melhor fitness: 237763411 | sem melhora há 0 geração(ões)
2026-08-28 03:07:36 | Geração 9/350 — melhor fitness: 237763411 | sem melhora há 1 geração(ões)
2026-08-28 03:08:22 | Geração 10/350 — melhor fitness: 237763411 | sem melhora há 2 geração(ões)
2026-08-28 03:09:08 | Geração 11/350 — melhor fitness: 237763411 | sem melhora há 3 geração(ões)
2026-08-28 03:09:55 | Geração 12/350 — melhor fitness: 237763411 | sem melhora há 4 geração(ões)
2026-08-28 03:10:42 | Geração 13/350 — melhor fitness: 237763411 | sem melhora há 5 geração(ões)
2026-08-28 03:11:27 | Geração 14/350 — melhor fitness: 237763411 | sem melhora há 6 geração(ões)
2026-08-28 03:12:13 | Geração 15/350 — melhor fitness: 237763411 | sem melhora há 7 geração(ões)
2026-08-28 03:12:59 | Geração 16/350 — melhor fitness: 237496222 | sem melhora há 0 geração(ões)
2026-08-28 03:13:46 | Geração 17/350 — melhor fitness: 237496222 | sem melhora há 1 geração(ões)
2026-08-28 03:14:32 | Geração 18/350 — melhor fitness: 237496222 | sem melhora há 2 geração(ões)
2026-08-28 03:15:17 | Geração 19/350 — melhor fitness: 237496222 | sem melhora há 3 geração(ões)
2026-08-28 03:16:03 | Geração 20/350 — melhor fitness: 234982395 | sem melhora há 0 geração(ões)
2026-08-28 03:16:48 | Geração 21/350 — melhor fitness: 234982395 | sem melhora há 1 geração(ões)
2026-08-28 03:17:35 | Geração 22/350 — melhor fitness: 229396790 | sem melhora há 0 geração(ões)
2026-08-28 03:18:20 | Geração 23/350 — melhor fitness: 229396790 | sem melhora há 1 geração(ões)
2026-08-28 03:19:05 | Geração 24/350 — melhor fitness: 229396790 | sem melhora há 2 geração(ões)
2026-08-28 03:19:51 | Geração 25/350 — melhor fitness: 229396790 | sem melhora há 3 geração(ões)
2026-08-28 03:20:37 | Geração 26/350 — melhor fitness: 229396790 | sem melhora há 4 geração(ões)
2026-08-28 03:21:22 | Geração 27/350 — melhor fitness: 229396790 | sem melhora há 5 geração(ões)
2026-08-28 03:22:08 | Geração 28/350 — melhor fitness: 229396790 | sem melhora há 6 geração(ões)
2026-08-28 03:22:53 | Geração 29/350 — melhor fitness: 229396790 | sem melhora há 7 geração(ões)
2026-08-28 03:23:39 | Geração 30/350 — melhor fitness: 229396790 | sem melhora há 8 geração(ões)
2026-08-28 03:24:26 | Geração 31/350 — melhor fitness: 229396790 | sem melhora há 9 geração(ões)
2026-08-28 03:25:14 | Geração 32/350 — melhor fitness: 229396790 | sem melhora há 10 geração(ões)
2026-08-28 03:25:59 | Geração 33/350 — melhor fitness: 229396790 | sem melhora há 11 geração(ões)
2026-08-28 03:26:46 | Geração 34/350 — melhor fitness: 227933018 | sem melhora há 0 geração(ões)
2026-08-28 03:27:32 | Geração 35/350 — melhor fitness: 227933018 | sem melhora há 1 geração(ões)
2026-08-28 03:28:18 | Geração 36/350 — melhor fitness: 227376085 | sem melhora há 0 geração(ões)
