2026-09-07 17:08:53 | ======================================================================
2026-09-07 17:08:53 | Iniciando tarefa — servidor3_tarefa233 | k=27 | seed=42
2026-09-07 17:08:53 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.18, 'population_size': 500, 'elitism_size': 8, 'tournament_size': 10, 'num_generations': 350}
2026-09-07 17:08:57 | Geração 0 (inicial) — melhor fitness: 255548699
2026-09-07 17:09:30 | Geração 1/350 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-09-07 17:10:00 | Geração 2/350 — melhor fitness: 249562302 | sem melhora há 0 geração(ões)
2026-09-07 17:10:32 | Geração 3/350 — melhor fitness: 243038194 | sem melhora há 0 geração(ões)
2026-09-07 17:11:03 | Geração 4/350 — melhor fitness: 243038194 | sem melhora há 1 geração(ões)
2026-09-07 17:11:34 | Geração 5/350 — melhor fitness: 243038194 | sem melhora há 2 geração(ões)
2026-09-07 17:12:04 | Geração 6/350 — melhor fitness: 239741754 | sem melhora há 0 geração(ões)
2026-09-07 17:12:35 | Geração 7/350 — melhor fitness: 239105300 | sem melhora há 0 geração(ões)
2026-09-07 17:13:05 | Geração 8/350 — melhor fitness: 239105300 | sem melhora há 1 geração(ões)
2026-09-07 17:13:36 | Geração 9/350 — melhor fitness: 239072761 | sem melhora há 0 geração(ões)
2026-09-07 17:14:08 | Geração 10/350 — melhor fitness: 239072761 | sem melhora há 1 geração(ões)
2026-09-07 17:14:40 | Geração 11/350 — melhor fitness: 239072761 | sem melhora há 2 geração(ões)
2026-09-07 17:15:11 | Geração 12/350 — melhor fitness: 239072761 | sem melhora há 3 geração(ões)
2026-09-07 17:15:42 | Geração 13/350 — melhor fitness: 239072761 | sem melhora há 4 geração(ões)
2026-09-07 17:16:14 | Geração 14/350 — melhor fitness: 232082999 | sem melhora há 0 geração(ões)
2026-09-07 17:16:46 | Geração 15/350 — melhor fitness: 232082999 | sem melhora há 1 geração(ões)
2026-09-07 17:17:19 | Geração 16/350 — melhor fitness: 232082999 | sem melhora há 2 geração(ões)
2026-09-07 17:17:51 | Geração 17/350 — melhor fitness: 232082999 | sem melhora há 3 geração(ões)
2026-09-07 17:18:23 | Geração 18/350 — melhor fitness: 232082999 | sem melhora há 4 geração(ões)
2026-09-07 17:18:54 | Geração 19/350 — melhor fitness: 229922959 | sem melhora há 0 geração(ões)
2026-09-07 17:19:27 | Geração 20/350 — melhor fitness: 228109821 | sem melhora há 0 geração(ões)
2026-09-07 17:19:57 | Geração 21/350 — melhor fitness: 228109821 | sem melhora há 1 geração(ões)
2026-09-07 17:20:29 | Geração 22/350 — melhor fitness: 228109821 | sem melhora há 2 geração(ões)
2026-09-07 17:21:02 | Geração 23/350 — melhor fitness: 228109821 | sem melhora há 3 geração(ões)
2026-09-07 17:21:33 | Geração 24/350 — melhor fitness: 228109821 | sem melhora há 4 geração(ões)
2026-09-07 17:22:06 | Geração 25/350 — melhor fitness: 228109821 | sem melhora há 5 geração(ões)
2026-09-07 17:22:39 | Geração 26/350 — melhor fitness: 228109821 | sem melhora há 6 geração(ões)
2026-09-07 17:23:11 | Geração 27/350 — melhor fitness: 228109821 | sem melhora há 7 geração(ões)
2026-09-07 17:23:42 | Geração 28/350 — melhor fitness: 228109821 | sem melhora há 8 geração(ões)
2026-09-07 17:24:15 | Geração 29/350 — melhor fitness: 227813960 | sem melhora há 0 geração(ões)
2026-09-07 17:24:47 | Geração 30/350 — melhor fitness: 227813960 | sem melhora há 1 geração(ões)
2026-09-07 17:25:18 | Geração 31/350 — melhor fitness: 227813960 | sem melhora há 2 geração(ões)
2026-09-07 17:25:51 | Geração 32/350 — melhor fitness: 227813960 | sem melhora há 3 geração(ões)
2026-09-07 17:26:22 | Geração 33/350 — melhor fitness: 227813960 | sem melhora há 4 geração(ões)
2026-09-07 17:26:55 | Geração 34/350 — melhor fitness: 227813960 | sem melhora há 5 geração(ões)
2026-09-07 17:27:28 | Geração 35/350 — melhor fitness: 227813960 | sem melhora há 6 geração(ões)
2026-09-07 17:28:01 | Geração 36/350 — melhor fitness: 227813960 | sem melhora há 7 geração(ões)
2026-09-07 17:28:32 | Geração 37/350 — melhor fitness: 227813960 | sem melhora há 8 geração(ões)
2026-09-07 17:29:05 | Geração 38/350 — melhor fitness: 227813960 | sem melhora há 9 geração(ões)
2026-09-07 17:29:38 | Geração 39/350 — melhor fitness: 227813960 | sem melhora há 10 geração(ões)
2026-09-07 17:30:10 | Geração 40/350 — melhor fitness: 227813960 | sem melhora há 11 geração(ões)
2026-09-07 17:30:42 | Geração 41/350 — melhor fitness: 227813960 | sem melhora há 12 geração(ões)
2026-09-07 17:31:13 | Geração 42/350 — melhor fitness: 227813960 | sem melhora há 13 geração(ões)
2026-09-07 17:31:46 | Geração 43/350 — melhor fitness: 227813960 | sem melhora há 14 geração(ões)
2026-09-07 17:32:18 | Geração 44/350 — melhor fitness: 227155070 | sem melhora há 0 geração(ões)
2026-09-07 17:32:50 | Geração 45/350 — melhor fitness: 227155070 | sem melhora há 1 geração(ões)
2026-09-07 17:33:22 | Geração 46/350 — melhor fitness: 227155070 | sem melhora há 2 geração(ões)
2026-09-07 17:33:53 | Geração 47/350 — melhor fitness: 227155070 | sem melhora há 3 geração(ões)
2026-09-07 17:34:26 | Geração 48/350 — melhor fitness: 224471647 | sem melhora há 0 geração(ões)
