2026-09-03 10:58:39 | ======================================================================
2026-09-03 10:58:39 | Iniciando tarefa — servidor3_tarefa589 | k=27 | seed=42
2026-09-03 10:58:39 | Hiperparâmetros: {'crossover_rate': 0.9, 'mutation_rate': 0.12, 'population_size': 200, 'elitism_size': 12, 'tournament_size': 7, 'num_generations': 250}
2026-09-03 10:58:41 | Geração 0 (inicial) — melhor fitness: 266064494
2026-09-03 10:58:49 | Geração 1/250 — melhor fitness: 255172105 | sem melhora há 0 geração(ões)
2026-09-03 10:58:58 | Geração 2/250 — melhor fitness: 248920093 | sem melhora há 0 geração(ões)
2026-09-03 10:59:07 | Geração 3/250 — melhor fitness: 248920093 | sem melhora há 1 geração(ões)
2026-09-03 10:59:15 | Geração 4/250 — melhor fitness: 248920093 | sem melhora há 2 geração(ões)
2026-09-03 10:59:24 | Geração 5/250 — melhor fitness: 240793488 | sem melhora há 0 geração(ões)
2026-09-03 10:59:33 | Geração 6/250 — melhor fitness: 240793488 | sem melhora há 1 geração(ões)
2026-09-03 10:59:42 | Geração 7/250 — melhor fitness: 240793488 | sem melhora há 2 geração(ões)
2026-09-03 10:59:51 | Geração 8/250 — melhor fitness: 237238338 | sem melhora há 0 geração(ões)
2026-09-03 11:00:01 | Geração 9/250 — melhor fitness: 237238338 | sem melhora há 1 geração(ões)
2026-09-03 11:00:09 | Geração 10/250 — melhor fitness: 237238338 | sem melhora há 2 geração(ões)
2026-09-03 11:00:18 | Geração 11/250 — melhor fitness: 233082880 | sem melhora há 0 geração(ões)
2026-09-03 11:00:27 | Geração 12/250 — melhor fitness: 233082880 | sem melhora há 1 geração(ões)
2026-09-03 11:00:36 | Geração 13/250 — melhor fitness: 229884647 | sem melhora há 0 geração(ões)
2026-09-03 11:00:45 | Geração 14/250 — melhor fitness: 229237734 | sem melhora há 0 geração(ões)
2026-09-03 11:00:53 | Geração 15/250 — melhor fitness: 229237734 | sem melhora há 1 geração(ões)
2026-09-03 11:01:02 | Geração 16/250 — melhor fitness: 229237734 | sem melhora há 2 geração(ões)
2026-09-03 11:01:10 | Geração 17/250 — melhor fitness: 229237734 | sem melhora há 3 geração(ões)
2026-09-03 11:01:19 | Geração 18/250 — melhor fitness: 229237734 | sem melhora há 4 geração(ões)
2026-09-03 11:01:28 | Geração 19/250 — melhor fitness: 229237734 | sem melhora há 5 geração(ões)
2026-09-03 11:01:37 | Geração 20/250 — melhor fitness: 229237734 | sem melhora há 6 geração(ões)
2026-09-03 11:01:46 | Geração 21/250 — melhor fitness: 229237734 | sem melhora há 7 geração(ões)
2026-09-03 11:01:54 | Geração 22/250 — melhor fitness: 229237734 | sem melhora há 8 geração(ões)
2026-09-03 11:02:03 | Geração 23/250 — melhor fitness: 229237734 | sem melhora há 9 geração(ões)
2026-09-03 11:02:12 | Geração 24/250 — melhor fitness: 229237734 | sem melhora há 10 geração(ões)
2026-09-03 11:02:21 | Geração 25/250 — melhor fitness: 229237734 | sem melhora há 11 geração(ões)
2026-09-03 11:02:30 | Geração 26/250 — melhor fitness: 229237734 | sem melhora há 12 geração(ões)
2026-09-03 11:02:39 | Geração 27/250 — melhor fitness: 229237734 | sem melhora há 13 geração(ões)
2026-09-03 11:02:48 | Geração 28/250 — melhor fitness: 229237734 | sem melhora há 14 geração(ões)
2026-09-03 11:02:57 | Geração 29/250 — melhor fitness: 229046560 | sem melhora há 0 geração(ões)
2026-09-03 11:03:06 | Geração 30/250 — melhor fitness: 227684423 | sem melhora há 0 geração(ões)
2026-09-03 11:03:14 | Geração 31/250 — melhor fitness: 227684423 | sem melhora há 1 geração(ões)
2026-09-03 11:03:23 | Geração 32/250 — melhor fitness: 227684423 | sem melhora há 2 geração(ões)
2026-09-03 11:03:31 | Geração 33/250 — melhor fitness: 227684423 | sem melhora há 3 geração(ões)
2026-09-03 11:03:40 | Geração 34/250 — melhor fitness: 227684423 | sem melhora há 4 geração(ões)
2026-09-03 11:03:49 | Geração 35/250 — melhor fitness: 224001779 | sem melhora há 0 geração(ões)
2026-09-03 11:03:58 | Geração 36/250 — melhor fitness: 224001779 | sem melhora há 1 geração(ões)
2026-09-03 11:04:07 | Geração 37/250 — melhor fitness: 224001779 | sem melhora há 2 geração(ões)
2026-09-03 11:04:16 | Geração 38/250 — melhor fitness: 224001779 | sem melhora há 3 geração(ões)
2026-09-03 11:04:25 | Geração 39/250 — melhor fitness: 224001779 | sem melhora há 4 geração(ões)
2026-09-03 11:04:34 | Geração 40/250 — melhor fitness: 222324948 | sem melhora há 0 geração(ões)
2026-09-03 11:04:43 | Geração 41/250 — melhor fitness: 222324948 | sem melhora há 1 geração(ões)
2026-09-03 11:04:52 | Geração 42/250 — melhor fitness: 222324948 | sem melhora há 2 geração(ões)
2026-09-03 11:05:01 | Geração 43/250 — melhor fitness: 222324948 | sem melhora há 3 geração(ões)
2026-09-03 11:05:10 | Geração 44/250 — melhor fitness: 222324948 | sem melhora há 4 geração(ões)
2026-09-03 11:05:19 | Geração 45/250 — melhor fitness: 222324948 | sem melhora há 5 geração(ões)
2026-09-03 11:05:28 | Geração 46/250 — melhor fitness: 222324948 | sem melhora há 6 geração(ões)
2026-09-03 11:05:37 | Geração 47/250 — melhor fitness: 222324948 | sem melhora há 7 geração(ões)
2026-09-03 11:05:46 | Geração 48/250 — melhor fitness: 222324948 | sem melhora há 8 geração(ões)
2026-09-03 11:05:54 | Geração 49/250 — melhor fitness: 222324948 | sem melhora há 9 geração(ões)
2026-09-03 11:06:03 | Geração 50/250 — melhor fitness: 222324948 | sem melhora há 10 geração(ões)
2026-09-03 11:06:12 | Geração 51/250 — melhor fitness: 222324948 | sem melhora há 11 geração(ões)
2026-09-03 11:06:21 | Geração 52/250 — melhor fitness: 222324948 | sem melhora há 12 geração(ões)
2026-09-03 11:06:30 | Geração 53/250 — melhor fitness: 222324948 | sem melhora há 13 geração(ões)
2026-09-03 11:06:39 | Geração 54/250 — melhor fitness: 222324948 | sem melhora há 14 geração(ões)
2026-09-03 11:06:48 | Geração 55/250 — melhor fitness: 222324948 | sem melhora há 15 geração(ões)
2026-09-03 11:06:57 | Geração 56/250 — melhor fitness: 222324948 | sem melhora há 16 geração(ões)
2026-09-03 11:07:05 | Geração 57/250 — melhor fitness: 222324948 | sem melhora há 17 geração(ões)
2026-09-03 11:07:13 | Geração 58/250 — melhor fitness: 221749144 | sem melhora há 0 geração(ões)
2026-09-03 11:07:23 | Geração 59/250 — melhor fitness: 221749144 | sem melhora há 1 geração(ões)
2026-09-03 11:07:31 | Geração 60/250 — melhor fitness: 221749144 | sem melhora há 2 geração(ões)
2026-09-03 11:07:40 | Geração 61/250 — melhor fitness: 221749144 | sem melhora há 3 geração(ões)
2026-09-03 11:07:49 | Geração 62/250 — melhor fitness: 221749144 | sem melhora há 4 geração(ões)
2026-09-03 11:07:58 | Geração 63/250 — melhor fitness: 220508526 | sem melhora há 0 geração(ões)
2026-09-03 11:08:07 | Geração 64/250 — melhor fitness: 220508526 | sem melhora há 1 geração(ões)
2026-09-03 11:08:16 | Geração 65/250 — melhor fitness: 220508526 | sem melhora há 2 geração(ões)
2026-09-03 11:08:25 | Geração 66/250 — melhor fitness: 217780946 | sem melhora há 0 geração(ões)
2026-09-03 11:08:33 | Geração 67/250 — melhor fitness: 217780946 | sem melhora há 1 geração(ões)
2026-09-03 11:08:41 | Geração 68/250 — melhor fitness: 217780946 | sem melhora há 2 geração(ões)
2026-09-03 11:08:50 | Geração 69/250 — melhor fitness: 217780946 | sem melhora há 3 geração(ões)
2026-09-03 11:08:59 | Geração 70/250 — melhor fitness: 217780946 | sem melhora há 4 geração(ões)
