2026-09-02 11:30:30 | ======================================================================
2026-09-02 11:30:30 | Iniciando tarefa — servidor3_tarefa104 | k=27 | seed=42
2026-09-02 11:30:30 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.12, 'population_size': 200, 'elitism_size': 12, 'tournament_size': 7, 'num_generations': 350}
2026-09-02 11:30:32 | Geração 0 (inicial) — melhor fitness: 266064494
2026-09-02 11:30:41 | Geração 1/350 — melhor fitness: 262164319 | sem melhora há 0 geração(ões)
2026-09-02 11:30:50 | Geração 2/350 — melhor fitness: 248592994 | sem melhora há 0 geração(ões)
2026-09-02 11:30:59 | Geração 3/350 — melhor fitness: 248592994 | sem melhora há 1 geração(ões)
2026-09-02 11:31:08 | Geração 4/350 — melhor fitness: 248592994 | sem melhora há 2 geração(ões)
2026-09-02 11:31:17 | Geração 5/350 — melhor fitness: 243697612 | sem melhora há 0 geração(ões)
2026-09-02 11:31:26 | Geração 6/350 — melhor fitness: 243697612 | sem melhora há 1 geração(ões)
2026-09-02 11:31:35 | Geração 7/350 — melhor fitness: 243697612 | sem melhora há 2 geração(ões)
2026-09-02 11:31:44 | Geração 8/350 — melhor fitness: 240647605 | sem melhora há 0 geração(ões)
2026-09-02 11:31:53 | Geração 9/350 — melhor fitness: 238149741 | sem melhora há 0 geração(ões)
2026-09-02 11:32:03 | Geração 10/350 — melhor fitness: 228803292 | sem melhora há 0 geração(ões)
2026-09-02 11:32:11 | Geração 11/350 — melhor fitness: 228803292 | sem melhora há 1 geração(ões)
2026-09-02 11:32:21 | Geração 12/350 — melhor fitness: 228803292 | sem melhora há 2 geração(ões)
2026-09-02 11:32:30 | Geração 13/350 — melhor fitness: 228803292 | sem melhora há 3 geração(ões)
2026-09-02 11:32:38 | Geração 14/350 — melhor fitness: 228803292 | sem melhora há 4 geração(ões)
2026-09-02 11:32:47 | Geração 15/350 — melhor fitness: 228803292 | sem melhora há 5 geração(ões)
2026-09-02 11:32:55 | Geração 16/350 — melhor fitness: 228803292 | sem melhora há 6 geração(ões)
2026-09-02 11:33:04 | Geração 17/350 — melhor fitness: 228803292 | sem melhora há 7 geração(ões)
2026-09-02 11:33:13 | Geração 18/350 — melhor fitness: 228803292 | sem melhora há 8 geração(ões)
2026-09-02 11:33:23 | Geração 19/350 — melhor fitness: 228803292 | sem melhora há 9 geração(ões)
2026-09-02 11:33:31 | Geração 20/350 — melhor fitness: 227925563 | sem melhora há 0 geração(ões)
2026-09-02 11:33:40 | Geração 21/350 — melhor fitness: 226118560 | sem melhora há 0 geração(ões)
2026-09-02 11:33:49 | Geração 22/350 — melhor fitness: 226118560 | sem melhora há 1 geração(ões)
2026-09-02 11:33:57 | Geração 23/350 — melhor fitness: 226118560 | sem melhora há 2 geração(ões)
2026-09-02 11:34:06 | Geração 24/350 — melhor fitness: 226118560 | sem melhora há 3 geração(ões)
2026-09-02 11:34:15 | Geração 25/350 — melhor fitness: 226118560 | sem melhora há 4 geração(ões)
2026-09-02 11:34:24 | Geração 26/350 — melhor fitness: 226118560 | sem melhora há 5 geração(ões)
2026-09-02 11:34:32 | Geração 27/350 — melhor fitness: 226118560 | sem melhora há 6 geração(ões)
2026-09-02 11:34:42 | Geração 28/350 — melhor fitness: 226118560 | sem melhora há 7 geração(ões)
2026-09-02 11:34:50 | Geração 29/350 — melhor fitness: 224411786 | sem melhora há 0 geração(ões)
2026-09-02 11:34:59 | Geração 30/350 — melhor fitness: 224411786 | sem melhora há 1 geração(ões)
2026-09-02 11:35:08 | Geração 31/350 — melhor fitness: 224411786 | sem melhora há 2 geração(ões)
2026-09-02 11:35:17 | Geração 32/350 — melhor fitness: 224411786 | sem melhora há 3 geração(ões)
2026-09-02 11:35:25 | Geração 33/350 — melhor fitness: 224411786 | sem melhora há 4 geração(ões)
2026-09-02 11:35:34 | Geração 34/350 — melhor fitness: 224411786 | sem melhora há 5 geração(ões)
2026-09-02 11:35:43 | Geração 35/350 — melhor fitness: 224411786 | sem melhora há 6 geração(ões)
2026-09-02 11:35:52 | Geração 36/350 — melhor fitness: 222879431 | sem melhora há 0 geração(ões)
2026-09-02 11:36:01 | Geração 37/350 — melhor fitness: 222879431 | sem melhora há 1 geração(ões)
2026-09-02 11:36:09 | Geração 38/350 — melhor fitness: 222879431 | sem melhora há 2 geração(ões)
2026-09-02 11:36:18 | Geração 39/350 — melhor fitness: 222879431 | sem melhora há 3 geração(ões)
2026-09-02 11:36:28 | Geração 40/350 — melhor fitness: 222879431 | sem melhora há 4 geração(ões)
2026-09-02 11:36:37 | Geração 41/350 — melhor fitness: 222879431 | sem melhora há 5 geração(ões)
2026-09-02 11:36:46 | Geração 42/350 — melhor fitness: 222879431 | sem melhora há 6 geração(ões)
2026-09-02 11:36:54 | Geração 43/350 — melhor fitness: 222879431 | sem melhora há 7 geração(ões)
2026-09-02 11:37:03 | Geração 44/350 — melhor fitness: 222879431 | sem melhora há 8 geração(ões)
2026-09-02 11:37:12 | Geração 45/350 — melhor fitness: 222879431 | sem melhora há 9 geração(ões)
2026-09-02 11:37:20 | Geração 46/350 — melhor fitness: 222879431 | sem melhora há 10 geração(ões)
2026-09-02 11:37:29 | Geração 47/350 — melhor fitness: 220525125 | sem melhora há 0 geração(ões)
2026-09-02 11:37:38 | Geração 48/350 — melhor fitness: 220525125 | sem melhora há 1 geração(ões)
2026-09-02 11:37:47 | Geração 49/350 — melhor fitness: 220525125 | sem melhora há 2 geração(ões)
2026-09-02 11:37:56 | Geração 50/350 — melhor fitness: 220525125 | sem melhora há 3 geração(ões)
2026-09-02 11:38:05 | Geração 51/350 — melhor fitness: 220525125 | sem melhora há 4 geração(ões)
2026-09-02 11:38:14 | Geração 52/350 — melhor fitness: 220525125 | sem melhora há 5 geração(ões)
2026-09-02 11:38:23 | Geração 53/350 — melhor fitness: 220525125 | sem melhora há 6 geração(ões)
2026-09-02 11:38:31 | Geração 54/350 — melhor fitness: 220525125 | sem melhora há 7 geração(ões)
2026-09-02 11:38:40 | Geração 55/350 — melhor fitness: 220242339 | sem melhora há 0 geração(ões)
2026-09-02 11:38:48 | Geração 56/350 — melhor fitness: 220185100 | sem melhora há 0 geração(ões)
2026-09-02 11:38:57 | Geração 57/350 — melhor fitness: 220036963 | sem melhora há 0 geração(ões)
2026-09-02 11:39:05 | Geração 58/350 — melhor fitness: 219261676 | sem melhora há 0 geração(ões)
2026-09-02 11:39:15 | Geração 59/350 — melhor fitness: 219261676 | sem melhora há 1 geração(ões)
