2026-08-27 04:42:02 | ======================================================================
2026-08-27 04:42:02 | Iniciando tarefa — servidor0_tarefa230 | k=27 | seed=42
2026-08-27 04:42:02 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.18, 'population_size': 500, 'elitism_size': 8, 'tournament_size': 7, 'num_generations': 350}
2026-08-27 04:42:07 | Geração 0 (inicial) — melhor fitness: 255548699
2026-08-27 04:43:13 | Geração 1/350 — melhor fitness: 255548699 | sem melhora há 1 geração(ões)
2026-08-27 04:44:19 | Geração 2/350 — melhor fitness: 255548699 | sem melhora há 2 geração(ões)
2026-08-27 04:45:28 | Geração 3/350 — melhor fitness: 249397841 | sem melhora há 0 geração(ões)
2026-08-27 04:46:34 | Geração 4/350 — melhor fitness: 247688656 | sem melhora há 0 geração(ões)
2026-08-27 04:47:40 | Geração 5/350 — melhor fitness: 247688656 | sem melhora há 1 geração(ões)
2026-08-27 04:48:44 | Geração 6/350 — melhor fitness: 247271178 | sem melhora há 0 geração(ões)
2026-08-27 04:49:51 | Geração 7/350 — melhor fitness: 244273059 | sem melhora há 0 geração(ões)
2026-08-27 04:50:57 | Geração 8/350 — melhor fitness: 244273059 | sem melhora há 1 geração(ões)
2026-08-27 04:52:02 | Geração 9/350 — melhor fitness: 244273059 | sem melhora há 2 geração(ões)
2026-08-27 04:53:10 | Geração 10/350 — melhor fitness: 244267785 | sem melhora há 0 geração(ões)
2026-08-27 04:54:16 | Geração 11/350 — melhor fitness: 239899740 | sem melhora há 0 geração(ões)
2026-08-27 04:55:23 | Geração 12/350 — melhor fitness: 239899740 | sem melhora há 1 geração(ões)
2026-08-27 04:56:29 | Geração 13/350 — melhor fitness: 239899740 | sem melhora há 2 geração(ões)
2026-08-27 04:57:35 | Geração 14/350 — melhor fitness: 239432952 | sem melhora há 0 geração(ões)
2026-08-27 04:58:41 | Geração 15/350 — melhor fitness: 239432952 | sem melhora há 1 geração(ões)
2026-08-27 04:59:49 | Geração 16/350 — melhor fitness: 239432952 | sem melhora há 2 geração(ões)
2026-08-27 05:00:57 | Geração 17/350 — melhor fitness: 239432952 | sem melhora há 3 geração(ões)
2026-08-27 05:02:05 | Geração 18/350 — melhor fitness: 239432952 | sem melhora há 4 geração(ões)
2026-08-27 05:03:09 | Geração 19/350 — melhor fitness: 239432952 | sem melhora há 5 geração(ões)
2026-08-27 05:04:16 | Geração 20/350 — melhor fitness: 239432952 | sem melhora há 6 geração(ões)
