2026-09-01 13:27:28 | ======================================================================
2026-09-01 13:27:28 | Iniciando tarefa — servidor2_tarefa424 | k=27 | seed=42
2026-09-01 13:27:28 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.18, 'population_size': 200, 'elitism_size': 12, 'tournament_size': 5, 'num_generations': 250}
2026-09-01 13:27:30 | Geração 0 (inicial) — melhor fitness: 266064494
2026-09-01 13:27:43 | Geração 1/250 — melhor fitness: 264859619 | sem melhora há 0 geração(ões)
2026-09-01 13:27:56 | Geração 2/250 — melhor fitness: 251451267 | sem melhora há 0 geração(ões)
2026-09-01 13:28:08 | Geração 3/250 — melhor fitness: 251451267 | sem melhora há 1 geração(ões)
2026-09-01 13:28:21 | Geração 4/250 — melhor fitness: 251451267 | sem melhora há 2 geração(ões)
2026-09-01 13:28:34 | Geração 5/250 — melhor fitness: 251451267 | sem melhora há 3 geração(ões)
2026-09-01 13:28:46 | Geração 6/250 — melhor fitness: 251451267 | sem melhora há 4 geração(ões)
2026-09-01 13:28:59 | Geração 7/250 — melhor fitness: 251288211 | sem melhora há 0 geração(ões)
2026-09-01 13:29:12 | Geração 8/250 — melhor fitness: 251288211 | sem melhora há 1 geração(ões)
2026-09-01 13:29:25 | Geração 9/250 — melhor fitness: 251288211 | sem melhora há 2 geração(ões)
2026-09-01 13:29:38 | Geração 10/250 — melhor fitness: 251288211 | sem melhora há 3 geração(ões)
2026-09-01 13:29:50 | Geração 11/250 — melhor fitness: 251288211 | sem melhora há 4 geração(ões)
2026-09-01 13:30:02 | Geração 12/250 — melhor fitness: 251220208 | sem melhora há 0 geração(ões)
2026-09-01 13:30:15 | Geração 13/250 — melhor fitness: 251220208 | sem melhora há 1 geração(ões)
2026-09-01 13:30:28 | Geração 14/250 — melhor fitness: 251220208 | sem melhora há 2 geração(ões)
2026-09-01 13:30:40 | Geração 15/250 — melhor fitness: 251220208 | sem melhora há 3 geração(ões)
2026-09-01 13:30:54 | Geração 16/250 — melhor fitness: 248689559 | sem melhora há 0 geração(ões)
2026-09-01 13:31:06 | Geração 17/250 — melhor fitness: 248689559 | sem melhora há 1 geração(ões)
2026-09-01 13:31:18 | Geração 18/250 — melhor fitness: 243376025 | sem melhora há 0 geração(ões)
2026-09-01 13:31:31 | Geração 19/250 — melhor fitness: 243376025 | sem melhora há 1 geração(ões)
2026-09-01 13:31:44 | Geração 20/250 — melhor fitness: 243376025 | sem melhora há 2 geração(ões)
2026-09-01 13:31:56 | Geração 21/250 — melhor fitness: 243376025 | sem melhora há 3 geração(ões)
2026-09-01 13:32:08 | Geração 22/250 — melhor fitness: 243376025 | sem melhora há 4 geração(ões)
2026-09-01 13:32:20 | Geração 23/250 — melhor fitness: 243376025 | sem melhora há 5 geração(ões)
2026-09-01 13:32:32 | Geração 24/250 — melhor fitness: 243376025 | sem melhora há 6 geração(ões)
