2026-08-31 16:52:54 | ======================================================================
2026-08-31 16:52:54 | Iniciando tarefa — servidor2_tarefa167 | k=27 | seed=42
2026-08-31 16:52:54 | Hiperparâmetros: {'crossover_rate': 0.7, 'mutation_rate': 0.18, 'population_size': 200, 'elitism_size': 4, 'tournament_size': 7, 'num_generations': 350}
2026-08-31 16:52:56 | Geração 0 (inicial) — melhor fitness: 266064494
2026-08-31 16:53:09 | Geração 1/350 — melhor fitness: 257048475 | sem melhora há 0 geração(ões)
2026-08-31 16:53:22 | Geração 2/350 — melhor fitness: 257048475 | sem melhora há 1 geração(ões)
2026-08-31 16:53:36 | Geração 3/350 — melhor fitness: 257048475 | sem melhora há 2 geração(ões)
2026-08-31 16:53:48 | Geração 4/350 — melhor fitness: 254826688 | sem melhora há 0 geração(ões)
2026-08-31 16:54:01 | Geração 5/350 — melhor fitness: 246963618 | sem melhora há 0 geração(ões)
2026-08-31 16:54:14 | Geração 6/350 — melhor fitness: 246963618 | sem melhora há 1 geração(ões)
2026-08-31 16:54:28 | Geração 7/350 — melhor fitness: 246963618 | sem melhora há 2 geração(ões)
2026-08-31 16:54:41 | Geração 8/350 — melhor fitness: 246963618 | sem melhora há 3 geração(ões)
2026-08-31 16:54:55 | Geração 9/350 — melhor fitness: 243625187 | sem melhora há 0 geração(ões)
2026-08-31 16:55:08 | Geração 10/350 — melhor fitness: 243625187 | sem melhora há 1 geração(ões)
2026-08-31 16:55:21 | Geração 11/350 — melhor fitness: 243625187 | sem melhora há 2 geração(ões)
2026-08-31 16:55:33 | Geração 12/350 — melhor fitness: 243625187 | sem melhora há 3 geração(ões)
2026-08-31 16:55:46 | Geração 13/350 — melhor fitness: 240493275 | sem melhora há 0 geração(ões)
2026-08-31 16:55:59 | Geração 14/350 — melhor fitness: 240493275 | sem melhora há 1 geração(ões)
2026-08-31 16:56:11 | Geração 15/350 — melhor fitness: 240493275 | sem melhora há 2 geração(ões)
2026-08-31 16:56:24 | Geração 16/350 — melhor fitness: 240493275 | sem melhora há 3 geração(ões)
2026-08-31 16:56:37 | Geração 17/350 — melhor fitness: 236439248 | sem melhora há 0 geração(ões)
2026-08-31 16:56:50 | Geração 18/350 — melhor fitness: 236439248 | sem melhora há 1 geração(ões)
2026-08-31 16:57:03 | Geração 19/350 — melhor fitness: 236439248 | sem melhora há 2 geração(ões)
2026-08-31 16:57:15 | Geração 20/350 — melhor fitness: 236439248 | sem melhora há 3 geração(ões)
