2026-08-31 23:39:28 | ======================================================================
2026-08-31 23:39:28 | Iniciando tarefa — servidor2_tarefa425 | k=27 | seed=42
2026-08-31 23:39:28 | Hiperparâmetros: {'crossover_rate': 0.8, 'mutation_rate': 0.18, 'population_size': 200, 'elitism_size': 12, 'tournament_size': 5, 'num_generations': 350}
2026-08-31 23:39:30 | Geração 0 (inicial) — melhor fitness: 266064494
2026-08-31 23:39:44 | Geração 1/350 — melhor fitness: 264859619 | sem melhora há 0 geração(ões)
2026-08-31 23:39:57 | Geração 2/350 — melhor fitness: 251451267 | sem melhora há 0 geração(ões)
2026-08-31 23:40:10 | Geração 3/350 — melhor fitness: 251451267 | sem melhora há 1 geração(ões)
2026-08-31 23:40:22 | Geração 4/350 — melhor fitness: 251451267 | sem melhora há 2 geração(ões)
2026-08-31 23:40:35 | Geração 5/350 — melhor fitness: 251451267 | sem melhora há 3 geração(ões)
2026-08-31 23:40:47 | Geração 6/350 — melhor fitness: 251451267 | sem melhora há 4 geração(ões)
2026-08-31 23:40:59 | Geração 7/350 — melhor fitness: 251288211 | sem melhora há 0 geração(ões)
2026-08-31 23:41:11 | Geração 8/350 — melhor fitness: 251288211 | sem melhora há 1 geração(ões)
2026-08-31 23:41:24 | Geração 9/350 — melhor fitness: 251288211 | sem melhora há 2 geração(ões)
2026-08-31 23:41:36 | Geração 10/350 — melhor fitness: 251288211 | sem melhora há 3 geração(ões)
2026-08-31 23:41:47 | Geração 11/350 — melhor fitness: 251288211 | sem melhora há 4 geração(ões)
2026-08-31 23:42:00 | Geração 12/350 — melhor fitness: 251220208 | sem melhora há 0 geração(ões)
2026-08-31 23:42:13 | Geração 13/350 — melhor fitness: 251220208 | sem melhora há 1 geração(ões)
2026-08-31 23:42:25 | Geração 14/350 — melhor fitness: 251220208 | sem melhora há 2 geração(ões)
2026-08-31 23:42:38 | Geração 15/350 — melhor fitness: 251220208 | sem melhora há 3 geração(ões)
2026-08-31 23:42:50 | Geração 16/350 — melhor fitness: 248689559 | sem melhora há 0 geração(ões)
2026-08-31 23:43:03 | Geração 17/350 — melhor fitness: 248689559 | sem melhora há 1 geração(ões)
2026-08-31 23:43:15 | Geração 18/350 — melhor fitness: 243376025 | sem melhora há 0 geração(ões)
2026-08-31 23:43:28 | Geração 19/350 — melhor fitness: 243376025 | sem melhora há 1 geração(ões)
2026-08-31 23:43:41 | Geração 20/350 — melhor fitness: 243376025 | sem melhora há 2 geração(ões)
2026-08-31 23:43:53 | Geração 21/350 — melhor fitness: 243376025 | sem melhora há 3 geração(ões)
2026-08-31 23:44:05 | Geração 22/350 — melhor fitness: 243376025 | sem melhora há 4 geração(ões)
2026-08-31 23:44:18 | Geração 23/350 — melhor fitness: 243376025 | sem melhora há 5 geração(ões)
2026-08-31 23:44:30 | Geração 24/350 — melhor fitness: 243376025 | sem melhora há 6 geração(ões)
2026-08-31 23:44:43 | Geração 25/350 — melhor fitness: 243376025 | sem melhora há 7 geração(ões)
2026-08-31 23:44:56 | Geração 26/350 — melhor fitness: 243376025 | sem melhora há 8 geração(ões)
2026-08-31 23:45:09 | Geração 27/350 — melhor fitness: 243136066 | sem melhora há 0 geração(ões)
2026-08-31 23:45:22 | Geração 28/350 — melhor fitness: 243136066 | sem melhora há 1 geração(ões)
2026-08-31 23:45:35 | Geração 29/350 — melhor fitness: 243136066 | sem melhora há 2 geração(ões)
2026-08-31 23:45:47 | Geração 30/350 — melhor fitness: 240402075 | sem melhora há 0 geração(ões)
2026-08-31 23:45:59 | Geração 31/350 — melhor fitness: 240402075 | sem melhora há 1 geração(ões)
2026-08-31 23:46:12 | Geração 32/350 — melhor fitness: 240402075 | sem melhora há 2 geração(ões)
2026-08-31 23:46:25 | Geração 33/350 — melhor fitness: 240402075 | sem melhora há 3 geração(ões)
2026-08-31 23:46:36 | Geração 34/350 — melhor fitness: 236606548 | sem melhora há 0 geração(ões)
2026-08-31 23:46:48 | Geração 35/350 — melhor fitness: 236606548 | sem melhora há 1 geração(ões)
2026-08-31 23:47:00 | Geração 36/350 — melhor fitness: 236606548 | sem melhora há 2 geração(ões)
2026-08-31 23:47:13 | Geração 37/350 — melhor fitness: 236606548 | sem melhora há 3 geração(ões)
2026-08-31 23:47:25 | Geração 38/350 — melhor fitness: 236606548 | sem melhora há 4 geração(ões)
2026-08-31 23:47:37 | Geração 39/350 — melhor fitness: 236606548 | sem melhora há 5 geração(ões)
2026-08-31 23:47:50 | Geração 40/350 — melhor fitness: 236606548 | sem melhora há 6 geração(ões)
2026-08-31 23:48:02 | Geração 41/350 — melhor fitness: 236606548 | sem melhora há 7 geração(ões)
2026-08-31 23:48:14 | Geração 42/350 — melhor fitness: 235229540 | sem melhora há 0 geração(ões)
2026-08-31 23:48:27 | Geração 43/350 — melhor fitness: 230617834 | sem melhora há 0 geração(ões)
2026-08-31 23:48:39 | Geração 44/350 — melhor fitness: 230617834 | sem melhora há 1 geração(ões)
2026-08-31 23:48:52 | Geração 45/350 — melhor fitness: 230617834 | sem melhora há 2 geração(ões)
2026-08-31 23:49:04 | Geração 46/350 — melhor fitness: 230617834 | sem melhora há 3 geração(ões)
2026-08-31 23:49:18 | Geração 47/350 — melhor fitness: 230617834 | sem melhora há 4 geração(ões)
2026-08-31 23:49:30 | Geração 48/350 — melhor fitness: 230617834 | sem melhora há 5 geração(ões)
2026-08-31 23:49:42 | Geração 49/350 — melhor fitness: 230617834 | sem melhora há 6 geração(ões)
2026-08-31 23:49:54 | Geração 50/350 — melhor fitness: 230617834 | sem melhora há 7 geração(ões)
2026-08-31 23:50:06 | Geração 51/350 — melhor fitness: 230617834 | sem melhora há 8 geração(ões)
