approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
genetic,20,16,10,1,9438.0,1194.59,407.43,549.94,5.08,36186.0,TraCI requested termination.,5518.99,2.64288,1731.822162,8001,0,0,1332,727,222,305,78,1
genetic,20,16,10,2,9341.42,1188.67,408.92,549.38,5.15,34853.0,TraCI requested termination.,5374.52,2.46589,1769.560988,8001,0,0,1252,641,222,359,30,0
genetic,20,16,10,3,9357.71,1197.38,416.41,554.66,2.82,35871.0,TraCI requested termination.,5145.96,2.77324,1861.704964,8001,0,0,1374,666,273,358,77,0
genetic,20,16,10,4,9394.78,1176.26,396.66,535.56,5.0,35686.0,TraCI requested termination.,5189.24,2.71446,1813.603762,8001,0,0,1329,688,245,353,43,0
genetic,20,16,10,5,9409.12,1180.42,395.12,535.08,4.88,35438.0,TraCI requested termination.,5422.7,2.55186,1741.663979,8001,0,0,1364,687,284,288,105,1
genetic,20,25,10,1,9194.5,1076.18,304.06,440.52,6.43,31803.0,TraCI requested termination.,8510.7,1.19884,1011.733224,8001,0,0,1299,691,233,260,115,0
genetic,20,25,10,2,9137.86,1135.73,363.06,500.18,3.07,33027.0,TraCI requested termination.,8482.13,1.34718,1071.310727,8001,0,0,1257,685,221,310,41,0
genetic,20,25,10,3,9142.88,1087.51,319.07,456.57,8.04,31536.0,TraCI requested termination.,8679.68,1.14474,1002.478894,8001,0,0,1234,624,245,298,67,1
genetic,20,25,10,4,9165.62,1074.12,305.98,442.12,4.69,31235.0,TraCI requested termination.,8790.39,1.09608,977.664007,8001,0,0,1178,609,181,307,81,0
genetic,20,25,10,5,9157.43,1083.1,312.56,449.41,5.69,30853.0,TraCI requested termination.,8394.63,1.10225,1032.308992,8001,0,0,1239,666,182,310,81,0
genetic,20,36,10,1,9101.61,1027.15,262.94,398.18,3.55,30259.0,TraCI requested termination.,13252.55,0.653384,620.123505,8001,0,0,1215,670,160,295,90,1
genetic,20,36,10,2,9096.74,1091.11,324.23,461.56,3.74,32851.0,TraCI requested termination.,13502.76,0.833237,646.530308,8001,0,0,1312,718,189,329,76,0
genetic,20,36,10,3,9079.4,1024.19,258.62,393.26,6.61,31173.0,TraCI requested termination.,12783.02,0.748884,641.050841,8001,0,0,1226,662,194,267,103,0
genetic,20,36,10,4,9085.38,1050.67,283.59,417.51,4.04,29634.0,TraCI requested termination.,12557.62,0.639771,669.424966,8001,0,0,1180,683,192,251,54,0
genetic,20,36,10,5,9087.06,1043.8,277.42,413.1,5.65,30034.0,TraCI requested termination.,11250.39,0.749663,742.322378,8001,0,0,1263,694,168,308,93,1
genetic,20,49,10,1,9047.19,1002.1,240.06,373.94,2.63,30855.0,TraCI requested termination.,17067.32,0.542265,469.77738,8001,0,0,1144,622,222,222,78,1
genetic,20,49,10,2,9031.57,1020.0,258.66,393.42,3.76,29048.0,TraCI requested termination.,17287.64,0.430828,472.073547,8001,0,0,1214,707,175,246,86,0
genetic,20,49,10,3,9051.94,986.38,225.07,358.77,6.45,28867.0,TraCI requested termination.,15645.19,0.464488,504.435836,8001,0,0,1169,629,187,255,98,0
genetic,20,49,10,4,9045.15,977.53,215.65,349.04,5.19,29113.0,TraCI requested termination.,16904.42,0.44444,462.675643,8001,0,0,1128,614,191,233,90,2
genetic,20,49,10,5,9051.56,983.94,218.2,352.84,3.63,27780.0,TraCI requested termination.,16732.45,0.369342,470.493449,8001,0,0,1146,655,223,191,77,1
genetic,20,9,10,1,9461.78,1331.41,545.73,689.64,5.17,40804.0,TraCI requested termination.,3132.78,6.13002,3400.379088,8001,0,0,1380,725,158,379,118,0
