approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
genetic,40,16,10,1,9438.52,1237.58,439.88,582.77,5.32,37492.0,TraCI requested termination.,5497.92,2.89055,1801.028861,8001,0,0,1486,723,271,394,98,1
genetic,40,16,10,2,9341.23,1250.6,457.95,598.22,5.57,37371.0,TraCI requested termination.,5003.9,3.15174,1999.642479,8001,0,0,1413,652,292,430,39,0
genetic,40,16,10,3,9357.31,1240.73,444.56,583.97,2.9,39125.0,TraCI requested termination.,5124.41,3.41991,1937.211296,8001,0,0,1508,669,331,425,83,0
genetic,40,16,10,4,9394.57,1256.8,460.63,600.27,6.2,37578.0,TraCI requested termination.,5360.83,2.98051,1875.764154,8001,0,0,1468,689,323,402,54,0
genetic,40,16,10,5,9407.59,1223.32,428.6,568.89,4.92,37271.0,TraCI requested termination.,4970.07,3.15307,1969.337454,8001,0,0,1545,682,369,366,128,1
genetic,40,25,10,1,9193.81,1101.83,318.08,454.79,6.47,33038.0,TraCI requested termination.,8757.46,1.30609,1006.651017,8001,0,0,1429,697,270,318,144,0
genetic,40,25,10,2,9137.35,1176.76,392.71,529.7,3.07,35161.0,TraCI requested termination.,8301.87,1.63349,1134.108492,8001,0,0,1416,685,282,390,59,0
genetic,40,25,10,3,9142.96,1116.22,337.44,475.04,8.89,32782.0,TraCI requested termination.,9461.13,1.18189,943.958168,8001,0,0,1359,623,293,350,93,1
genetic,40,25,10,4,9165.04,1124.41,345.87,482.14,4.99,32545.0,TraCI requested termination.,8374.5,1.30694,1074.259478,8001,0,0,1336,613,231,386,106,0
genetic,40,25,10,5,9156.96,1122.44,339.16,476.0,6.02,32683.0,TraCI requested termination.,8443.11,1.31267,1063.66946,8001,0,0,1378,670,227,371,110,0
genetic,40,36,10,1,9102.18,1089.54,301.25,436.62,4.13,32618.0,TraCI requested termination.,12473.87,0.883287,698.855912,8001,0,0,1330,666,225,335,104,1
genetic,40,36,10,2,9096.17,1150.97,366.57,504.86,4.02,34780.0,TraCI requested termination.,12518.17,1.05287,735.641354,8001,0,0,1457,719,245,397,96,0
genetic,40,36,10,3,9079.1,1061.41,280.94,415.29,6.19,32324.0,TraCI requested termination.,12965.75,0.827102,654.983989,8001,0,0,1387,666,270,302,149,0
genetic,40,36,10,4,9085.05,1092.9,313.24,447.32,4.1,31035.0,TraCI requested termination.,12562.35,0.751054,696.07002,8001,0,0,1340,688,273,303,76,0
genetic,40,36,10,5,9086.47,1063.22,286.57,422.35,5.65,32339.0,TraCI requested termination.,13053.28,0.822705,651.699933,8001,0,0,1408,700,228,355,125,1
