approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
genetic,60,16,10,1,9438.5,1271.86,464.24,606.84,5.58,40595.0,TraCI requested termination.,5548.05,3.42372,1834.186636,8001,0,0,1533,712,283,416,122,1
genetic,60,16,10,2,9341.28,1291.48,489.92,630.65,5.93,37748.0,TraCI requested termination.,5244.4,3.0791,1970.325288,8001,0,0,1468,650,320,453,45,0
genetic,60,16,10,3,9356.94,1245.74,445.35,584.2,2.9,38934.0,TraCI requested termination.,5090.41,3.40523,1958.024787,8001,0,0,1569,659,374,446,90,0
genetic,60,16,10,4,9394.45,1283.35,477.41,617.01,6.6,40284.0,TraCI requested termination.,5279.34,3.53908,1944.963375,8001,0,0,1546,693,367,431,55,0
genetic,60,16,10,5,9407.93,1237.99,431.24,571.46,4.42,40525.0,TraCI requested termination.,5293.37,3.57523,1871.24365,8001,0,0,1594,688,386,380,140,1
genetic,60,25,10,1,9193.93,1123.89,325.58,462.07,7.37,34659.0,TraCI requested termination.,9031.21,1.44599,995.683524,8001,0,0,1469,699,292,338,140,0
genetic,60,25,10,2,9137.35,1193.62,399.79,536.91,3.07,37691.0,TraCI requested termination.,8690.51,1.85156,1098.92325,8001,0,0,1478,685,291,443,59,0
genetic,60,25,10,3,9142.61,1135.52,343.97,481.65,8.38,33847.0,TraCI requested termination.,8841.56,1.38516,1027.568218,8001,0,0,1380,622,306,359,93,1
genetic,60,25,10,4,9165.0,1155.2,359.73,496.23,5.02,33695.0,TraCI requested termination.,9029.79,1.33946,1023.586938,8001,0,0,1354,609,240,396,109,0
genetic,60,25,10,5,9156.86,1149.85,353.31,490.11,6.19,33567.0,TraCI requested termination.,8489.56,1.40961,1083.681958,8001,0,0,1436,672,261,395,108,0
genetic,60,36,10,1,9102.1,1104.95,307.57,442.77,4.25,34000.0,TraCI requested termination.,12938.23,0.9584,683.303797,8001,0,0,1386,663,246,357,120,1
genetic,60,36,10,2,9096.43,1172.03,375.63,513.91,4.38,37090.0,TraCI requested termination.,12523.91,1.23683,748.760411,8001,0,0,1516,723,275,410,108,0
genetic,60,36,10,3,9079.2,1083.58,286.46,421.53,6.78,33652.0,TraCI requested termination.,12328.75,0.977553,703.215144,8001,0,0,1431,671,287,316,157,0
genetic,60,36,10,4,9084.95,1122.04,321.65,455.75,4.03,32863.0,TraCI requested termination.,11931.03,0.944009,752.446185,8001,0,0,1376,683,304,309,80,0
genetic,60,36,10,5,9086.56,1099.98,301.92,437.72,5.55,33600.0,TraCI requested termination.,12238.76,0.980491,719.102658,8001,0,0,1437,695,248,373,121,1
genetic,60,49,10,1,9047.87,1065.75,271.76,405.7,2.82,33528.0,TraCI requested termination.,15678.44,0.76079,543.872976,8001,0,0,1354,627,315,297,115,1
genetic,60,49,10,2,9031.48,1094.84,300.93,436.13,4.12,33237.0,TraCI requested termination.,16994.28,0.68476,515.456498,8001,0,0,1426,708,284,317,117,0
genetic,60,49,10,3,9051.09,1052.13,256.45,390.44,6.9,30739.0,TraCI requested termination.,17362.27,0.526371,484.848349,8001,0,0,1369,631,277,324,137,0
genetic,60,49,10,4,9049.79,1033.42,245.12,378.69,5.83,30641.0,TraCI requested termination.,17125.66,0.527921,482.806732,8001,0,0,1358,623,312,295,128,2
genetic,60,49,10,5,9053.62,1045.07,247.12,381.79,3.63,30276.0,TraCI requested termination.,16610.03,0.522335,503.405954,8001,0,0,1357,645,336,266,110,1
genetic,60,9,10,1,9462.28,1398.91,596.98,741.38,5.76,47977.0,TraCI requested termination.,3212.67,8.21032,3483.916312,8001,0,0,1569,736,216,478,139,0
genetic,60,9,10,2,9413.66,1403.07,604.23,748.53,5.59,44757.0,TraCI requested termination.,3162.64,7.32206,3549.562454,8001,0,0,1551,707,243,467,134,0
genetic,60,9,10,3,9397.35,1416.02,614.28,760.82,7.06,44549.0,TraCI requested termination.,3062.8,7.49281,3699.094718,8001,0,0,1504,666,187,476,175,0
