approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
greedyvoronoi,60,16,10,1,9624.6,1488.81,627.91,797.43,7.24,47075.0,TraCI requested termination.,2657.117,9.58746,4483.029539,8001,0,0,1334,13,341,124,856,641
greedyvoronoi,60,16,10,2,9557.62,1569.39,708.99,875.6,6.41,55288.0,TraCI requested termination.,2883.191,11.6843,4355.147127,8001,0,0,1306,8,310,159,829,636
greedyvoronoi,60,16,10,3,9566.47,1435.63,552.91,718.87,8.86,53102.0,TraCI requested termination.,3447.184,9.13847,3332.135447,8001,0,0,1240,4,263,183,790,594
greedyvoronoi,60,16,10,4,9579.32,1490.04,620.29,785.51,12.31,47089.0,TraCI requested termination.,3692.72,6.9025,3228.472779,8001,0,0,1285,14,360,249,662,561
greedyvoronoi,60,16,10,5,9619.59,1371.21,526.09,692.05,9.75,40448.0,TraCI requested termination.,2974.108,6.33736,3688.857634,8001,0,0,1353,10,427,153,763,653
greedyvoronoi,60,25,10,1,9626.05,1323.08,451.17,613.5,6.03,37311.0,TraCI requested termination.,4996.938,3.14413,2118.486361,8001,0,0,1221,11,384,197,629,612
greedyvoronoi,60,25,10,2,9400.93,1291.96,434.02,595.31,7.99,38204.0,TraCI requested termination.,4174.355,3.97762,2476.299452,8001,0,0,1286,10,288,295,693,583
greedyvoronoi,60,25,10,3,9379.01,1369.84,512.62,676.27,7.7,41571.0,TraCI requested termination.,4289.299,4.65601,2555.221261,8001,0,0,1276,9,392,207,668,627
greedyvoronoi,60,25,10,4,9494.66,1391.2,536.74,701.32,8.0,41157.0,TraCI requested termination.,3844.145,5.08748,2895.57782,8001,0,0,1321,8,381,115,817,595
greedyvoronoi,60,25,10,5,9807.29,1386.15,498.77,660.24,6.16,47622.0,TraCI requested termination.,5149.057,5.05374,2153.900607,8001,0,0,1154,13,371,131,639,592
greedyvoronoi,60,36,10,1,9599.78,1311.18,450.76,614.06,7.36,41951.0,TraCI requested termination.,6385.914,3.18686,1642.798823,8001,0,0,1235,10,340,145,740,600
greedyvoronoi,60,36,10,2,9424.36,1383.22,512.08,672.78,7.88,47114.0,TraCI requested termination.,5759.242,4.4301,1921.638993,8001,0,0,1202,9,292,202,699,659
greedyvoronoi,60,36,10,3,9337.21,1237.61,375.55,536.11,8.17,37348.0,TraCI requested termination.,6055.415,2.60065,1635.252249,8001,0,0,1156,15,283,240,618,633
greedyvoronoi,60,36,10,4,9466.28,1226.64,369.13,527.74,8.2,37631.0,TraCI requested termination.,7139.434,2.24542,1374.665555,8001,0,0,1188,5,309,224,650,598
greedyvoronoi,60,36,10,5,9344.24,1226.15,346.03,506.79,8.6,37097.0,TraCI requested termination.,7072.723,2.19109,1387.077792,8001,0,0,1116,7,241,280,588,590
greedyvoronoi,60,49,10,1,9361.96,1239.62,370.31,530.77,9.69,36266.0,TraCI requested termination.,8541.8,1.71697,1161.136997,8001,0,0,1109,8,322,162,617,620
greedyvoronoi,60,49,10,2,9792.78,1300.91,425.41,583.78,6.8,49158.0,TraCI requested termination.,5970.44,4.61574,1743.346219,8001,0,0,1170,6,389,161,614,602
greedyvoronoi,60,49,10,3,9486.39,1261.81,392.7,553.59,8.72,37734.0,TraCI requested termination.,7441.862,2.16801,1356.615858,8001,0,0,1229,4,435,159,631,605
greedyvoronoi,60,49,10,4,9395.71,1207.11,352.91,511.21,7.35,35176.0,TraCI requested termination.,6426.421,2.11253,1502.873839,8001,0,0,1171,14,288,208,661,637
greedyvoronoi,60,49,10,5,9473.21,1242.37,366.27,528.93,8.75,37253.0,TraCI requested termination.,7903.811,1.98044,1257.650771,8001,0,0,1190,17,314,222,637,622
greedyvoronoi,60,9,10,1,9902.18,1674.21,822.25,990.09,7.57,55217.0,TraCI requested termination.,1759.51,19.1059,7613.131497,8001,0,0,1536,10,458,89,979,631
greedyvoronoi,60,9,10,2,10006.65,1491.16,630.04,795.36,5.7,54112.0,TraCI requested termination.,2867.447,11.3383,4160.757984,8001,0,0,1528,8,372,89,1059,598
greedyvoronoi,60,9,10,3,9905.33,1648.86,794.13,963.08,5.48,54387.0,TraCI requested termination.,2265.52,14.4722,5823.162894,8001,0,0,1392,9,430,191,762,611
greedyvoronoi,60,9,10,4,9916.89,1498.75,642.64,811.83,7.1,52329.0,TraCI requested termination.,1786.769,17.1981,6711.287805,8001,0,0,1556,11,407,97,1041,589
