approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
greedyvoronoi,10,16,10,1,9609.63,1469.63,604.79,776.95,6.84,52451.0,TraCI requested termination.,2728.644,11.3063,4309.279261,8001,0,0,884,14,133,69,668,639
greedyvoronoi,10,16,10,2,9553.15,1706.11,848.65,1018.69,6.02,56645.0,TraCI requested termination.,3116.202,11.2461,4380.511276,8001,0,0,925,8,167,79,671,606
greedyvoronoi,10,16,10,3,9560.38,1287.61,447.03,612.35,6.17,44476.0,TraCI requested termination.,3443.253,6.64372,2991.981129,8001,0,0,737,5,81,109,542,601
greedyvoronoi,10,16,10,4,9571.44,1400.95,557.35,721.74,11.91,49062.0,TraCI requested termination.,3832.826,7.16495,2924.465916,8001,0,0,946,7,203,180,556,571
greedyvoronoi,10,16,10,5,9619.58,1424.41,571.77,739.34,9.89,45420.0,TraCI requested termination.,3096.334,7.69297,3680.710156,8001,0,0,927,9,238,111,569,640
greedyvoronoi,10,25,10,1,9607.89,1186.02,355.34,517.56,6.16,38508.0,TraCI requested termination.,4998.164,3.38284,1898.563953,8001,0,0,729,12,152,124,441,596
greedyvoronoi,10,25,10,2,9389.3,1099.49,292.85,453.97,7.05,31663.0,TraCI requested termination.,4196.433,2.39799,2096.316562,8001,0,0,825,10,125,166,524,585
greedyvoronoi,10,25,10,3,9358.46,1171.59,357.19,520.58,6.37,36199.0,TraCI requested termination.,3816.748,3.82498,2455.981637,8001,0,0,790,8,213,115,454,608
greedyvoronoi,10,25,10,4,9485.11,1358.3,513.71,680.1,6.76,44217.0,TraCI requested termination.,3883.288,5.82419,2798.596962,8001,0,0,931,8,216,59,648,582
greedyvoronoi,10,25,10,5,9800.85,1304.85,441.04,603.2,6.11,42026.0,TraCI requested termination.,4905.824,4.16362,2128.097951,8001,0,0,716,13,175,71,457,605
