approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
greedyvoronoi,20,16,10,1,9626.1,1411.98,562.43,732.16,7.21,50551.0,TraCI requested termination.,2640.026,10.9662,4279.210129,8001,0,0,1083,12,190,77,804,627
greedyvoronoi,20,16,10,2,9556.19,1734.75,877.33,1047.13,6.11,58275.0,TraCI requested termination.,3070.65,11.9437,4520.135151,8001,0,0,1043,8,227,88,720,650
greedyvoronoi,20,16,10,3,9572.31,1293.78,452.78,618.61,8.04,38725.0,TraCI requested termination.,3494.072,4.90116,2962.608956,8001,0,0,927,4,188,118,617,609
greedyvoronoi,20,16,10,4,9581.27,1477.8,634.46,800.14,10.94,46092.0,TraCI requested termination.,3808.948,6.43012,3104.245057,8001,0,0,1021,9,250,191,571,574
greedyvoronoi,20,16,10,5,9619.83,1401.84,547.38,713.81,9.76,43414.0,TraCI requested termination.,3138.534,6.95038,3573.693004,8001,0,0,1144,10,288,143,703,637
greedyvoronoi,20,25,10,1,9625.77,1226.25,383.12,545.36,6.22,35218.0,TraCI requested termination.,5139.738,2.64955,1908.895356,8001,0,0,972,11,243,167,551,610
greedyvoronoi,20,25,10,2,9397.57,1161.8,345.07,506.33,7.42,34062.0,TraCI requested termination.,4080.867,3.05376,2277.832137,8001,0,0,981,11,190,231,549,586
greedyvoronoi,20,25,10,3,9381.53,1244.71,419.44,584.16,6.75,39174.0,TraCI requested termination.,4057.292,4.33146,2454.570438,8001,0,0,1040,10,271,159,600,629
greedyvoronoi,20,25,10,4,9490.86,1316.57,483.95,648.47,7.4,39867.0,TraCI requested termination.,3823.459,4.77761,2755.063674,8001,0,0,1056,9,272,74,701,592
greedyvoronoi,20,25,10,5,9809.04,1230.25,392.29,553.07,6.05,45725.0,TraCI requested termination.,4878.393,4.94528,2017.713825,8001,0,0,919,13,292,77,537,589
greedyvoronoi,20,36,10,1,9595.65,1216.66,381.33,544.52,6.91,34990.0,TraCI requested termination.,6630.01,2.0196,1468.252235,8001,0,0,994,10,196,111,677,604
greedyvoronoi,20,36,10,2,9425.36,1354.23,504.93,666.38,7.36,48728.0,TraCI requested termination.,6308.782,4.30004,1717.472723,8001,0,0,951,8,217,140,586,668
greedyvoronoi,20,36,10,3,9334.52,1147.89,319.75,480.78,7.97,31146.0,TraCI requested termination.,6037.906,1.58101,1521.098374,8001,0,0,859,15,193,185,466,635
greedyvoronoi,20,36,10,4,9465.14,1121.24,302.23,461.29,8.09,33343.0,TraCI requested termination.,7389.185,1.58921,1214.07503,8001,0,0,924,5,224,167,528,596
greedyvoronoi,20,36,10,5,9342.12,1099.14,274.44,435.52,8.51,30915.0,TraCI requested termination.,6782.369,1.37341,1296.630425,8001,0,0,830,7,161,192,470,580
greedyvoronoi,20,49,10,1,9361.01,1157.57,327.88,488.38,8.65,37553.0,TraCI requested termination.,8975.852,1.77732,1031.845556,8001,0,0,780,8,195,123,454,623
greedyvoronoi,20,49,10,2,9790.47,1173.21,340.35,498.27,6.77,37011.0,TraCI requested termination.,5772.617,2.66967,1626.098007,8001,0,0,967,7,291,133,536,596
greedyvoronoi,20,49,10,3,9483.56,1228.21,383.71,544.77,7.53,41276.0,TraCI requested termination.,8443.324,2.33036,1163.865558,8001,0,0,936,5,286,130,515,627
greedyvoronoi,20,49,10,4,9396.2,1103.82,291.15,450.05,6.82,30592.0,TraCI requested termination.,6354.224,1.41512,1389.891354,8001,0,0,835,11,182,112,530,650
greedyvoronoi,20,49,10,5,9471.24,1186.34,345.4,508.25,8.18,36532.0,TraCI requested termination.,7364.082,2.02768,1288.941378,8001,0,0,911,16,220,167,508,607
greedyvoronoi,20,9,10,1,9904.14,1747.39,891.37,1061.19,8.09,57330.0,TraCI requested termination.,1838.411,19.4353,7604.882151,8001,0,0,1350,11,305,79,955,633
greedyvoronoi,20,9,10,2,10005.08,1571.21,710.07,878.3,5.74,57595.0,TraCI requested termination.,3042.581,11.8304,4131.766418,8001,0,0,1201,8,227,61,905,574
greedyvoronoi,20,9,10,3,9904.51,1612.21,766.12,938.26,5.36,54144.0,TraCI requested termination.,2191.583,14.8495,5885.822257,8001,0,0,1223,9,260,197,757,597
greedyvoronoi,20,9,10,4,9915.78,1602.6,747.28,917.34,7.85,62364.0,TraCI requested termination.,1904.907,21.3995,6731.234123,8001,0,0,1378,11,330,82,955,596
greedyvoronoi,20,9,10,5,9665.8,1863.04,999.92,1174.09,5.63,58699.0,TraCI requested termination.,2388.177,15.5344,6241.669273,8001,0,0,1286,10,268,19,989,615
greedyvoronoi,20,16,15,1,10064.97,1933.18,1013.2,1195.81,7.04,49323.0,TraCI requested termination.,3894.603,7.11831,3971.487723,8001,0,0,1661,8,308,150,1195,608
greedyvoronoi,20,16,15,2,9922.38,2671.39,1737.03,1923.91,6.33,73852.0,TraCI requested termination.,4370.534,11.9555,4890.423687,8001,0,0,1739,6,383,254,1096,664
greedyvoronoi,20,16,15,3,9994.19,1791.51,866.62,1040.66,14.05,54864.0,TraCI requested termination.,5032.075,6.61039,2848.49411,8001,0,0,1613,8,295,238,1072,623
greedyvoronoi,20,16,15,4,10008.6,2134.0,1205.44,1381.53,16.15,57239.0,TraCI requested termination.,5612.316,6.35014,3042.255283,8001,0,0,1626,16,412,294,904,572
greedyvoronoi,20,16,15,5,10044.32,2030.62,1095.75,1272.74,5.71,62586.0,TraCI requested termination.,4536.936,9.03385,3581.049193,8001,0,0,1835,15,543,218,1059,627
greedyvoronoi,20,25,15,1,9938.07,1634.64,724.02,896.46,8.06,46028.0,TraCI requested termination.,7560.185,3.23114,1729.951582,8001,0,0,1699,9,494,320,876,602
greedyvoronoi,20,25,15,2,9770.91,1618.54,719.41,888.64,12.01,39111.0,TraCI requested termination.,6225.819,2.81264,2080.038305,8001,0,0,1694,14,381,359,940,606
greedyvoronoi,20,25,15,3,9673.9,1696.56,806.21,979.69,12.2,43589.0,TraCI requested termination.,6269.29,3.50741,2165.180906,8001,0,0,1688,3,578,246,861,625
greedyvoronoi,20,25,15,4,9848.33,2002.17,1081.76,1257.93,7.21,51004.0,TraCI requested termination.,5762.064,5.10303,2780.147357,8001,0,0,1794,5,486,125,1178,638
greedyvoronoi,20,25,15,5,10189.41,1781.17,853.95,1025.71,6.24,51265.0,TraCI requested termination.,7470.002,3.97122,1907.783291,8001,0,0,1556,11,458,140,947,659
greedyvoronoi,20,36,15,1,9973.23,1782.51,868.61,1043.68,6.71,47278.0,TraCI requested termination.,9276.586,2.76804,1537.406973,8001,0,0,1692,9,377,216,1090,618
greedyvoronoi,20,36,15,2,9818.39,1731.01,823.84,993.24,8.99,53578.0,TraCI requested termination.,8294.52,3.85532,1669.758467,8001,0,0,1641,4,426,195,1016,671
greedyvoronoi,20,36,15,3,9636.2,1434.95,553.03,719.68,12.67,37609.0,TraCI requested termination.,9167.469,1.74628,1252.365075,8001,0,0,1404,13,314,267,810,613
greedyvoronoi,20,36,15,4,9774.98,1471.06,593.83,758.89,8.22,38707.0,TraCI requested termination.,11040.907,1.54942,1066.033162,8001,0,0,1665,6,397,302,960,606
greedyvoronoi,20,36,15,5,9650.94,1391.16,496.55,665.09,7.58,34751.0,TraCI requested termination.,10189.186,1.29068,1092.398843,8001,0,0,1380,9,338,262,771,583
greedyvoronoi,20,49,15,1,9631.04,1615.46,712.85,881.6,8.77,44321.0,TraCI requested termination.,13252.381,1.71448,975.321567,8001,0,0,1392,7,349,199,837,626
greedyvoronoi,20,49,15,2,10314.59,1650.42,733.45,903.32,10.38,58030.0,TraCI requested termination.,8800.113,4.13972,1500.545732,8001,0,0,1437,11,355,184,887,624
greedyvoronoi,20,49,15,3,9804.25,1552.23,656.0,824.61,13.08,50573.0,TraCI requested termination.,12201.008,2.37464,1017.899259,8001,0,0,1525,8,459,209,849,685
greedyvoronoi,20,49,15,4,9714.42,1634.3,742.21,909.51,8.83,53408.0,TraCI requested termination.,9814.478,3.24093,1332.323125,8001,0,0,1556,6,341,245,964,669
greedyvoronoi,20,49,15,5,9837.82,1543.71,642.0,809.29,7.43,42347.0,TraCI requested termination.,11507.943,1.80284,1073.279126,8001,0,0,1520,11,357,260,892,682
greedyvoronoi,20,9,15,1,10554.53,2819.68,1859.22,2046.89,16.45,78221.0,TraCI requested termination.,2648.478,21.3787,8518.189315,8001,0,0,2077,14,615,149,1299,586
greedyvoronoi,20,9,15,2,10612.23,2875.0,1905.94,2100.63,7.31,86843.0,TraCI requested termination.,4314.124,15.1231,5331.995789,8001,0,0,2219,18,583,81,1537,599
greedyvoronoi,20,9,15,3,10399.74,2601.34,1665.87,1853.72,7.43,69703.0,TraCI requested termination.,3406.324,14.1217,6110.189166,8001,0,0,1910,6,510,309,1085,597
greedyvoronoi,20,9,15,4,10513.75,2486.24,1540.99,1727.91,8.18,61646.0,TraCI requested termination.,2571.971,15.5702,7734.311934,8001,0,0,2110,6,506,155,1443,602
greedyvoronoi,20,9,15,5,10154.31,2484.95,1558.0,1744.75,5.5,64807.0,TraCI requested termination.,3455.201,12.5049,5754.249319,8001,0,0,1947,1,477,58,1411,635
greedyvoronoi,20,16,20,1,10487.02,3067.79,2059.58,2257.82,13.87,82637.0,TraCI requested termination.,5438.198,11.2238,4513.520471,8001,0,0,2603,15,622,243,1723,698
greedyvoronoi,20,16,20,2,10280.42,3256.56,2259.72,2461.14,7.39,77263.0,TraCI requested termination.,5556.739,10.0172,4689.038301,8001,0,0,2301,13,369,304,1615,639
greedyvoronoi,20,16,20,3,10475.59,2412.04,1435.48,1622.79,16.85,48677.0,TraCI requested termination.,6547.292,4.1356,2947.590851,8001,0,0,2323,8,436,366,1513,632
greedyvoronoi,20,16,20,4,10375.65,3812.39,2781.82,2978.35,33.51,93023.0,TraCI requested termination.,7868.095,9.07755,3876.783008,8001,0,0,2435,10,555,474,1396,629
greedyvoronoi,20,16,20,5,10552.26,2898.0,1896.43,2089.73,10.02,76426.0,TraCI requested termination.,6059.595,9.0478,3826.478997,8001,0,0,2684,8,856,338,1482,595
greedyvoronoi,20,25,20,1,10412.69,2195.83,1194.31,1376.72,8.96,45429.0,TraCI requested termination.,10156.019,2.34629,1729.890521,8001,0,0,2279,14,651,335,1279,681
greedyvoronoi,20,25,20,2,10090.62,2072.71,1106.74,1288.19,9.2,46481.0,TraCI requested termination.,8128.904,3.06081,2040.092982,8001,0,0,2325,12,598,420,1295,624
greedyvoronoi,20,25,20,3,9921.63,2209.49,1258.62,1439.94,20.23,49157.0,TraCI requested termination.,8245.928,3.34189,2143.857186,8001,0,0,2375,14,793,346,1222,665
greedyvoronoi,20,25,20,4,10193.82,2563.63,1579.51,1767.09,10.68,48990.0,TraCI requested termination.,7180.572,3.81446,2856.546665,8001,0,0,2540,7,761,178,1594,594
greedyvoronoi,20,25,20,5,10676.27,2066.92,1095.25,1273.7,6.48,53898.0,TraCI requested termination.,9448.387,3.41836,1750.291029,8001,0,0,2203,11,594,238,1360,620
greedyvoronoi,20,36,20,1,10289.79,2227.8,1264.46,1443.8,14.86,58189.0,TraCI requested termination.,12594.749,2.9051,1415.240669,8001,0,0,2435,24,519,305,1587,740
greedyvoronoi,20,36,20,2,10163.69,2565.66,1555.57,1742.07,8.76,67195.0,TraCI requested termination.,12299.79,3.70697,1668.957925,8001,0,0,2219,6,509,282,1422,679
