approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
random,20,16,10,1,9531.03,1506.3,636.28,797.74,7.87,53988.0,TraCI requested termination.,6686.709,4.84364,1802.363165,8001,0,0,1049,9,154,453,433,605
random,20,16,10,2,9466.62,1654.04,794.66,957.9,9.76,49819.0,TraCI requested termination.,5940.887,4.74996,2227.608268,8001,0,0,1132,11,263,348,510,606
random,20,16,10,3,10028.77,1770.93,880.3,1044.35,5.69,53055.0,TraCI requested termination.,6529.841,4.81712,2169.919145,8001,0,0,1096,24,275,351,446,594
random,20,16,10,4,9765.35,1684.31,807.99,973.89,5.54,56253.0,TraCI requested termination.,6813.833,5.08568,1977.770221,8001,0,0,1001,10,66,411,514,590
random,20,16,10,5,9462.71,1437.27,590.86,750.28,5.79,46915.0,TraCI requested termination.,6116.065,4.1391,1880.229363,8001,0,0,1040,7,198,331,504,650
random,20,25,10,1,9542.41,1447.12,587.52,746.69,5.53,47100.0,TraCI requested termination.,10415.362,2.44831,1111.669186,8001,0,0,1003,14,116,433,440,588
random,20,25,10,2,9401.45,1322.37,481.18,637.51,7.42,42114.0,TraCI requested termination.,9448.492,2.17114,1119.788216,8001,0,0,1038,11,230,305,492,600
random,20,25,10,3,9439.98,1586.72,725.0,883.52,5.49,52745.0,TraCI requested termination.,8956.316,3.47743,1417.475109,8001,0,0,1063,13,128,467,455,639
random,20,25,10,4,9429.27,1681.14,812.52,976.78,7.4,50512.0,TraCI requested termination.,10802.814,2.67634,1245.123261,8001,0,0,1039,14,143,415,467,620
random,20,25,10,5,9375.56,1408.75,546.88,707.61,5.29,43824.0,TraCI requested termination.,8764.406,2.53571,1286.047566,8001,0,0,943,6,225,235,477,631
random,20,36,10,1,9299.04,1174.04,349.42,502.78,6.41,36899.0,TraCI requested termination.,13599.756,1.12495,690.709966,8001,0,0,842,9,213,210,410,599
random,20,36,10,2,9312.12,1228.62,391.57,548.31,6.76,35378.0,TraCI requested termination.,12974.134,1.06196,757.67531,8001,0,0,846,10,139,278,419,597
random,20,36,10,3,9317.82,1234.57,406.88,560.75,5.88,43178.0,TraCI requested termination.,14822.062,1.4558,666.423538,8001,0,0,994,5,244,321,424,596
random,20,36,10,4,9464.17,1213.84,371.57,527.05,5.52,37021.0,TraCI requested termination.,13544.552,1.13854,717.035012,8001,0,0,858,13,160,288,397,602
random,20,36,10,5,9237.66,1186.9,370.37,522.03,5.89,41213.0,TraCI requested termination.,12457.626,1.57438,762.298049,8001,0,0,942,11,200,297,434,646
random,20,49,10,1,9275.05,1152.55,325.45,482.71,6.27,36333.0,TraCI requested termination.,16939.275,0.869754,544.390831,8001,0,0,763,7,168,178,410,609
random,20,49,10,2,9144.08,1067.66,244.34,397.56,5.27,39041.0,TraCI requested termination.,16386.936,1.06432,521.292205,8001,0,0,680,9,140,201,330,617
random,20,49,10,3,9260.48,1175.56,342.33,498.35,5.55,39473.0,TraCI requested termination.,19085.571,0.936467,492.816746,8001,0,0,789,12,78,302,397,581
random,20,49,10,4,9248.58,1235.29,403.83,559.19,9.61,37024.0,TraCI requested termination.,17489.532,0.881899,565.112777,8001,0,0,881,12,158,334,377,584
random,20,49,10,5,9153.97,1153.17,326.77,479.38,5.36,36916.0,TraCI requested termination.,19104.628,0.801691,482.945337,8001,0,0,824,9,219,237,359,613
random,20,9,10,1,9792.84,1779.91,885.62,1052.25,5.6,52212.0,TraCI requested termination.,3708.301,8.25499,3840.32472,8001,0,0,1140,10,346,279,505,617
random,20,9,10,2,9962.19,2011.34,1097.02,1267.43,5.04,62856.0,TraCI requested termination.,4232.317,9.74785,3802.336167,8001,0,0,1234,19,363,300,552,635
random,20,9,10,3,9638.51,1981.13,1095.66,1271.94,5.4,61076.0,TraCI requested termination.,3073.447,12.8442,5157.397541,8001,0,0,1236,9,388,280,559,595
random,20,9,10,4,9731.45,2087.96,1188.53,1359.7,5.95,64610.0,TraCI requested termination.,4096.854,10.4983,4077.719147,8001,0,0,1140,10,270,330,530,572
random,20,9,10,5,9689.73,1499.84,646.11,811.45,5.45,49813.0,TraCI requested termination.,4373.864,6.45036,2743.616171,8001,0,0,1095,12,348,295,440,634
random,20,16,15,1,9977.49,2135.86,1175.72,1349.14,8.16,55760.0,TraCI requested termination.,10147.098,3.36648,1684.128605,8001,0,0,1643,5,270,702,666,598
random,20,16,15,2,9883.11,2764.46,1786.14,1962.7,8.05,72205.0,TraCI requested termination.,8954.203,5.65154,2470.173169,8001,0,0,2015,10,531,698,776,615
random,20,16,15,3,10610.58,2751.65,1744.5,1929.99,5.57,72799.0,TraCI requested termination.,9642.54,5.3097,2283.206811,8001,0,0,1720,15,397,613,695,611
random,20,16,15,4,10296.61,2515.66,1545.12,1727.11,6.0,68484.0,TraCI requested termination.,9801.314,4.78344,2053.579857,8001,0,0,1603,11,141,620,831,586
random,20,16,15,5,9829.32,2261.89,1324.45,1495.76,10.79,63116.0,TraCI requested termination.,9409.334,4.41221,1923.341652,8001,0,0,1632,14,349,501,768,606
random,20,25,15,1,9953.43,2199.95,1246.57,1417.92,5.51,58354.0,TraCI requested termination.,15934.843,2.30652,1104.613017,8001,0,0,1775,9,177,849,740,586
random,20,25,15,2,9697.67,1835.32,920.13,1086.02,8.83,48794.0,TraCI requested termination.,13742.071,1.97889,1068.571178,8001,0,0,1694,19,423,544,708,631
random,20,25,15,3,9788.57,2365.12,1409.03,1580.81,5.5,63487.0,TraCI requested termination.,13295.419,3.15048,1423.297829,8001,0,0,1711,10,228,719,754,637
random,20,25,15,4,9746.93,2567.34,1613.3,1788.87,10.47,69672.0,TraCI requested termination.,16308.996,2.94758,1259.506532,8001,0,0,1903,9,316,830,748,646
random,20,25,15,5,9647.26,2184.55,1226.16,1399.74,5.22,59316.0,TraCI requested termination.,12916.116,2.92007,1353.241563,8001,0,0,1590,12,374,444,760,608
random,20,36,15,1,9566.88,1568.46,673.73,834.61,5.94,38040.0,TraCI requested termination.,20960.982,0.784314,598.69676,8001,0,0,1399,9,326,413,651,592
random,20,36,15,2,9607.33,1660.28,753.32,914.28,5.27,41746.0,TraCI requested termination.,18988.966,1.06093,699.559576,8001,0,0,1381,10,254,482,635,616
random,20,36,15,3,9643.51,1737.67,828.6,992.7,8.13,48860.0,TraCI requested termination.,21813.705,1.24967,637.35514,8001,0,0,1622,9,405,547,661,576
random,20,36,15,4,9816.48,1833.23,888.99,1057.11,5.57,49517.0,TraCI requested termination.,19626.023,1.42245,747.360482,8001,0,0,1655,7,313,593,742,573
random,20,36,15,5,9494.28,1582.46,707.63,864.91,6.32,54234.0,TraCI requested termination.,18548.425,1.75939,682.604642,8001,0,0,1431,9,335,487,600,620
random,20,49,15,1,9495.11,1569.65,679.14,841.36,7.3,45034.0,TraCI requested termination.,25500.14,0.918975,492.497649,8001,0,0,1311,14,307,339,651,570
random,20,49,15,2,9338.47,1371.9,481.59,637.19,6.21,41948.0,TraCI requested termination.,24260.661,0.838724,452.443691,8001,0,0,1260,4,283,381,592,583
random,20,49,15,3,9534.53,1641.17,732.19,895.2,5.3,44579.0,TraCI requested termination.,27541.413,0.834344,476.772779,8001,0,0,1413,12,164,488,749,636
random,20,49,15,4,9510.98,1694.82,786.13,949.31,12.23,45601.0,TraCI requested termination.,27304.149,0.879024,496.638368,8001,0,0,1471,8,273,602,588,582
random,20,49,15,5,9372.03,1530.48,638.52,795.5,6.17,44150.0,TraCI requested termination.,28213.764,0.799255,434.020466,8001,0,0,1400,10,366,413,611,626
random,20,9,15,1,10316.23,2860.24,1862.11,2047.04,5.34,64086.0,TraCI requested termination.,5223.117,8.13422,4381.447706,8001,0,0,1712,11,510,485,706,605
random,20,9,15,2,10530.95,3407.33,2354.28,2548.58,5.53,76647.0,TraCI requested termination.,6205.439,8.87077,4393.246151,8001,0,0,1968,7,589,495,877,682
random,20,9,15,3,10110.13,3560.65,2555.71,2758.78,6.27,90357.0,TraCI requested termination.,4540.728,15.1423,6274.058257,8001,0,0,2031,9,513,640,869,633
random,20,9,15,4,10253.55,3076.81,2073.42,2260.8,5.31,81504.0,TraCI requested termination.,5953.145,10.0626,4135.227178,8001,0,0,1738,9,418,537,774,613
random,20,9,15,5,10109.65,2223.61,1289.69,1469.9,9.8,55725.0,TraCI requested termination.,6232.571,5.47527,2854.542692,8001,0,0,1926,14,739,505,668,614
random,20,16,20,1,10390.81,2948.1,1893.08,2079.64,9.8,61169.0,TraCI requested termination.,13216.825,2.99384,1784.677636,8001,0,0,2303,14,391,971,927,634
random,20,16,20,2,10287.03,3871.47,2804.42,3001.17,12.4,87679.0,TraCI requested termination.,11414.447,5.78907,2713.724984,8001,0,0,2342,13,502,849,978,619
random,20,16,20,3,11295.16,4094.81,2961.32,3170.98,5.79,81295.0,TraCI requested termination.,13030.06,4.58133,2514.385659,8001,0,0,2389,14,545,823,1007,632
random,20,16,20,4,10834.83,3858.42,2772.93,2977.37,5.02,76340.0,TraCI requested termination.,13566.046,4.03507,2275.6246,8001,0,0,2474,27,203,1032,1212,621
random,20,16,20,5,10157.12,3031.11,2016.65,2201.47,18.26,72073.0,TraCI requested termination.,12141.256,4.15715,1997.478185,8001,0,0,2391,12,561,770,1048,611
random,20,25,20,1,10283.72,2956.32,1930.07,2113.18,5.63,61311.0,TraCI requested termination.,20368.346,1.94964,1161.286243,8001,0,0,2346,12,419,988,927,667
random,20,25,20,2,10038.67,2509.23,1506.0,1683.12,10.26,51105.0,TraCI requested termination.,18930.522,1.55859,1060.527333,8001,0,0,2293,18,522,771,982,639
