approach,minutes,cs_amount,percentage,repetition,stat_route_length,stat_duration,stat_waiting_time,stat_time_loss,stat_depart_delay,sim_ended_time,reason,perf_duration_s,real_time_factor,ups,vehicles_inserted,vehicles_running,vehicles_waiting,teleports_total,teleports_collisions,teleports_jam,teleports_yield,teleports_wrong_lane,emergency_stops
random,60,16,10,1,9531.03,1516.28,632.0,793.27,7.16,51292.0,TraCI requested termination.,6604.466,4.49575,1836.898699,8001,0,0,1217,9,193,497,518,608
random,60,16,10,2,9466.75,1746.68,860.87,1024.33,5.45,56193.0,TraCI requested termination.,5762.533,6.00309,2425.186806,8001,0,0,1279,11,306,382,580,598
random,60,16,10,3,10028.77,1798.19,891.39,1055.5,5.69,58087.0,TraCI requested termination.,6637.396,5.49719,2167.61483,8001,0,0,1266,19,317,370,560,588
random,60,16,10,4,9765.63,1708.8,820.88,985.73,5.54,58450.0,TraCI requested termination.,6746.292,5.46226,2026.607654,8001,0,0,1215,15,145,458,597,575
random,60,16,10,5,9463.16,1541.04,670.82,830.05,5.79,50156.0,TraCI requested termination.,6161.182,4.63482,2001.212917,8001,0,0,1239,7,240,372,620,653
random,60,25,10,1,9542.56,1500.71,618.21,777.28,5.53,50152.0,TraCI requested termination.,10221.091,2.79344,1174.748273,8001,0,0,1210,14,150,497,549,606
random,60,25,10,2,9401.46,1334.43,468.05,624.25,7.25,42816.0,TraCI requested termination.,9578.141,2.21504,1114.70587,8001,0,0,1256,11,229,416,600,611
random,60,25,10,3,9440.17,1625.9,743.7,902.36,5.29,56805.0,TraCI requested termination.,9416.54,3.73863,1381.489486,8001,0,0,1215,13,152,495,555,641
random,60,25,10,4,9429.07,1738.87,848.09,1011.93,7.4,51594.0,TraCI requested termination.,10620.165,2.82425,1310.02362,8001,0,0,1211,14,182,491,524,608
random,60,25,10,5,9375.5,1503.47,612.64,773.5,5.29,51548.0,TraCI requested termination.,8945.117,3.34797,1344.781404,8001,0,0,1141,6,300,283,552,619
random,60,36,10,1,9299.03,1288.99,426.7,580.2,6.69,41404.0,TraCI requested termination.,14032.969,1.41125,734.926301,8001,0,0,1079,9,305,262,503,606
random,60,36,10,2,9311.0,1342.01,463.02,619.36,7.57,42855.0,TraCI requested termination.,13143.535,1.61714,816.935627,8001,0,0,1120,12,209,347,552,591
random,60,36,10,3,9318.02,1272.8,416.95,570.63,5.85,42718.0,TraCI requested termination.,14223.128,1.48476,715.994752,8001,0,0,1250,5,316,375,554,587
random,60,36,10,4,9464.74,1297.18,420.24,575.48,5.52,41843.0,TraCI requested termination.,13199.555,1.53361,786.295296,8001,0,0,1169,13,225,381,550,580
random,60,36,10,5,9240.98,1260.93,405.35,556.67,6.05,43359.0,TraCI requested termination.,12573.338,1.73057,802.388276,8001,0,0,1172,11,249,328,584,642
random,60,49,10,1,9275.21,1253.75,379.0,536.24,7.06,40573.0,TraCI requested termination.,17057.159,1.11232,588.095239,8001,0,0,1066,7,218,282,559,607
random,60,49,10,2,9145.74,1151.85,280.95,433.78,5.27,38666.0,TraCI requested termination.,16507.289,1.03385,558.297186,8001,0,0,1058,9,224,308,517,632
random,60,49,10,3,9260.42,1258.9,389.73,545.33,5.55,39060.0,TraCI requested termination.,18451.829,0.946248,545.878894,8001,0,0,1111,12,118,421,560,592
random,60,49,10,4,9248.83,1309.11,434.93,590.1,9.89,40203.0,TraCI requested termination.,17794.005,1.04546,588.637072,8001,0,0,1113,14,208,400,491,590
random,60,49,10,5,9154.03,1266.92,394.51,546.95,5.36,43170.0,TraCI requested termination.,18553.281,1.1626,546.353446,8001,0,0,1113,9,303,276,525,605
